N	2gram	Losev_Prob_5	Freidism
498	и здесь	1	1
499	представляется нам	1	1
500	из глубины	1	1
501	пытается примирить	1	1
502	его за	2	1
503	его с	1	1
504	за что	4	1
505	той или	1	1
506	он никогда	1	1
507	на это	1	1
508	о том	12	1
509	этот путь	1	1
510	в работе	1	1
511	правда не	1	1
512	и это	1	1
513	и которая	3	1
514	эпохи не	1	1
515	меня в	1	1
516	на другой	1	1
517	ни стало	1	1
518	то время	3	1
519	это для	1	1
520	в дальнейшем	7	1
521	свободу и	1	1
522	что такой	2	1
523	как с	2	1
524	до самого	1	1
525	и когда	1	1
526	и сам	4	1
527	котором он	1	1
528	художественное творчество	5	1
529	по аналогии	1	1
530	на нее	1	1
531	времени и	1	1
532	и знания	1	1
533	ясно что	4	1
534	мог бы	1	1
535	на месте	2	1
536	в результате	7	1
537	как ему	1	1
538	жизнь и	3	1
539	основана на	1	1
540	в эпоху	3	1
541	только у	1	1
542	правда очень	1	1
543	ничего не	2	1
544	свое дело	1	1
545	которые у	1	1
546	никогда и	1	1
547	то есть	21	1
548	периода то	1	1
549	а также	3	1
550	внимание на	3	1
551	нашей работы	1	1
552	утверждает что	1	1
553	после того	3	1
554	обеих сторон	1	1
555	но когда	1	1
556	аналогии с	1	1
557	любви к	2	1
558	с теми	1	1
559	все на	1	1
560	от них	2	1
561	человек был	1	1
562	искусства в	1	1
563	что человек	1	1
564	в форме	1	1
565	крайней мере	4	1
566	нем и	1	1
567	а его	4	1
568	путь и	1	1
569	все время	3	1
570	и следовательно	1	1
571	у которого	2	1
572	не зная	1	1
573	бросается в	2	1
574	к выработке	1	1
575	в двух	1	1
576	во всем	1	1
577	дана в	1	1
578	воле и	1	1
579	и так	1	1
580	поэтому и	2	1
581	который в	9	1
582	в обществе	1	1
583	что нам	1	1
584	бы ни	1	1
585	этого мифа	2	1
586	об их	1	1
587	этого достаточно	1	1
588	и прочие	2	1
589	какой степени	1	1
590	есть в	2	1
591	решающее значение	1	1
592	говорить об	1	1
593	то и	2	1
594	также и	12	1
595	в последний	1	1
596	в виде	10	1
597	не принимает	1	1
598	по выражению	1	1
599	и других	1	1
600	дает ему	2	1
601	с основным	1	1
602	к своим	1	1
603	не доверяет	1	1
604	одно из	1	1
605	не так	4	1
606	цели и	1	1
607	содержания и	1	1
608	в землю	1	1
609	будет только	1	1
610	бытия и	1	1
611	из поздних	1	1
612	объектом любви	1	1
613	золотого века	1	1
614	как будто	3	1
615	тем что	2	1
616	даже и	4	1
617	перейти к	3	1
618	о каком	1	1
619	и только	2	1
620	момент в	1	1
621	в другой	1	1
622	представление о	2	1
623	или иной	1	1
624	даже не	1	1
625	именно в	3	1
626	стороны он	2	1
627	с большим	1	1
628	мы его	1	1
629	всякого человека	1	1
630	только по	1	1
631	превращается в	1	1
632	человеческого рода	1	1
633	а на	1	1
634	еще достаточно	1	1
635	однако и	1	1
636	человек в	1	1
637	но никогда	1	1
638	отнюдь не	4	1
639	там где	1	1
640	жизнь в	3	1
641	действия в	1	1
642	и вовсе	1	1
643	так называемых	1	1
644	нет никаких	1	1
645	разобраться в	1	1
646	имея в	1	1
647	при его	2	1
648	своей знаменитой	1	1
649	все основные	1	1
650	придется перенести	1	1
651	или по	1	1
652	находим в	2	1
653	из которых	1	1
654	к своему	1	1
655	именно для	4	1
656	для искусства	1	1
657	который мы	1	1
658	на которое	1	1
659	такого рода	2	1
660	совсем другой	1	1
661	его мать	1	1
662	даже с	1	1
663	в первой	2	1
664	не сознавая	1	1
665	в это	2	1
666	с детским	1	1
667	этой трагедии	3	1
668	мировой гармонии	1	1
669	на борьбу	1	1
670	в смысле	4	1
671	под влиянием	1	1
672	мира в	3	1
673	но на	1	1
674	которого они	1	1
675	у них	1	1
676	имеют свои	1	1
677	бы в	1	1
678	еще более	3	1
679	тем более	1	1
680	будто бы	5	1
681	я в	1	1
682	же в	3	1
683	в том	12	1
684	утверждал что	1	1
685	любовь и	2	1
686	время когда	1	1
687	не обладает	1	1
688	о своем	2	1
689	это все	1	1
690	сведения о	1	1
691	работы и	1	1
692	весь мир	1	1
693	равно как	2	1
694	их с	1	1
695	разум и	1	1
696	же мы	1	1
697	чем иным	2	1
698	из этого	4	1
699	независимое от	1	1
700	только одна	1	1
701	значение в	1	1
702	гораздо более	4	1
