N	2gram	Tiupa_Lite_1	Problema
189	уже не	7	3
190	уже в	5	3
191	свидетельствует о	1	3
192	из них	4	3
193	всяком случае	2	3
194	уже и	1	3
195	до сих	1	3
196	с другой	3	3
197	мы никогда	1	3
198	что не	2	3
199	однако и	1	3
200	сих пор	1	3
201	только для	1	3
202	но для	1	3
203	пока еще	1	3
204	от всего	1	3
205	хотя бы	2	3
206	или не	1	3
207	может и	1	3
208	другой стороны	1	3
209	в искусстве	2	3
210	этого романа	1	2
211	я и	7	2
212	например в	3	2
213	же как	1	2
214	о любви	1	2
215	по преимуществу	4	2
216	едва ли	1	2
217	для своего	2	2
218	мы имеем	1	2
219	мы не	1	2
220	в сущности	2	2
221	на себя	2	2
222	он сам	1	2
223	говоря уже	2	2
224	у чехова	1	2
225	с его	5	2
226	только после	1	2
227	то он	2	2
228	в которой	1	2
229	так или	8	2
230	он в	1	2
231	из этих	2	2
232	что к	1	2
233	сознания с	1	2
234	говорят о	1	2
235	во многих	2	2
236	россии как	2	2
237	или иных	1	2
238	я вам	1	2
239	и с	1	2
240	это было	1	2
241	для них	2	2
242	должно быть	1	2
243	и того	2	2
244	одного и	1	2
245	на первый	1	2
246	в эту	1	2
247	не как	4	2
248	у пушкина	1	2
249	по крайней	1	2
250	текст и	1	2
251	однако в	2	2
252	на один	2	2
253	она не	1	2
254	не имеет	1	2
255	во всякой	1	2
256	но только	1	2
257	это мы	1	2
258	не о	1	2
259	и сама	1	2
260	в области	3	2
261	вот в	1	2
262	что будет	1	2
263	xx века	2	2
264	могут быть	2	2
265	и другим	1	2
266	уже на	1	2
267	подобно тому	2	2
268	что может	1	2
269	с собой	4	2
270	и всегда	1	2
271	и внутреннее	1	2
272	и который	1	2
273	между тем	2	2
274	на одном	1	2
275	крайней мере	1	2
276	этот последний	1	2
277	нельзя сказать	1	2
278	поэтому для	1	2
279	а потому	2	2
280	не мешает	1	2
281	со всеми	1	2
282	в качестве	17	2
283	не можем	1	2
284	от других	1	2
285	одно из	3	2
286	для него	2	2
287	раз с	1	2
288	не для	1	2
289	как такового	1	2
290	со всем	1	2
291	или иначе	9	2
292	человека а	1	2
293	что для	2	2
294	бы вполне	1	2
295	вместе с	1	2
296	и особенно	1	2
297	который бы	1	2
298	тому как	2	2
299	поскольку он	2	2
300	по существу	1	2
301	в это	1	2
302	о его	1	2
303	между прочим	1	2
304	имел в	1	2
305	становится ясным	1	2
306	сознания и	1	2
307	тот кто	1	2
308	особого рода	2	2
309	собственно говоря	1	2
310	только что	1	2
311	о своем	2	2
312	от всех	1	2
313	гораздо более	1	2
314	ту же	2	1
315	этого в	1	1
316	одним из	5	1
317	тайну мы	1	1
318	чтобы не	2	1
319	от самой	1	1
320	художественного произведения	1	1
321	в объективном	1	1
322	отношения между	2	1
323	проникает в	1	1
324	сам автор	1	1
325	оно было	1	1
326	и этот	1	1
327	в году	13	1
328	той же	3	1
329	и само	2	1
330	нам чрезвычайно	1	1
331	говоря и	1	1
332	нам в	1	1
333	этом не	1	1
334	как тайну	1	1
335	я не	7	1
336	но даже	1	1
337	то это	2	1
338	которое в	1	1
339	это время	1	1
340	и самого	2	1
341	человеческого опыта	1	1
342	чем художественный	1	1
343	быть в	1	1
344	нам представляется	1	1
345	бы то	1	1
346	во имя	2	1
347	всего является	1	1
348	он строит	1	1
349	и никто	1	1
350	с самой	1	1
351	в общем	1	1
352	тут же	1	1
353	герой как	1	1
354	относится к	2	1
355	и эстетического	1	1
356	и я	6	1
357	исторически и	1	1
358	первый взгляд	1	1
359	субъекта и	3	1
360	в акте	1	1
361	показать что	1	1
362	того не	1	1
363	и нет	2	1
364	все же	4	1
365	просто как	1	1
366	на нас	1	1
367	необходима еще	1	1
368	тем же	3	1
369	духа и	1	1
370	есть ли	1	1
371	не сам	2	1
372	одновременно с	1	1
373	еще на	1	1
374	не знает	1	1
375	как то	1	1
376	себя к	1	1
377	бы не	3	1
378	почти целиком	1	1
379	тому же	2	1
380	на смену	6	1
381	а скорее	1	1
382	должна быть	2	1
383	этого он	1	1
384	но само	1	1
385	идеи и	1	1
386	не к	2	1
387	однако он	1	1
388	в силу	4	1
389	ни были	1	1
390	чтобы в	1	1
391	не имея	1	1
392	и будет	1	1
393	на этом	2	1
394	человека в	1	1
395	этом последнем	1	1
396	в одну	1	1
397	в каждом	1	1
398	то ни	1	1
399	об этой	1	1
400	говорил что	1	1
401	а по	1	1
402	лишь в	4	1
403	в художественном	4	1
404	и других	1	1
405	на путь	1	1
406	может стать	1	1
407	на почве	2	1
408	и умереть	1	1
409	новой жизни	1	1
410	даже в	2	1
411	от всякой	2	1
412	мог бы	1	1
413	кажется что	1	1
414	жизни человека	1	1
415	и вы	1	1
416	потому и	1	1
417	и некоторые	1	1
418	и тому	1	1
419	не так	1	1
420	во время	1	1
421	в советской	1	1
422	одним и	1	1
423	ипполит в	1	1
424	собою а	1	1
425	до последнего	1	1
426	вопрос о	1	1
427	знал и	1	1
428	я есть	2	1
429	мир и	2	1
430	ни было	1	1
431	природу и	1	1
432	тому чтобы	1	1
433	том же	3	1
434	для нее	2	1
435	есть всегда	1	1
436	если и	1	1
437	между людьми	1	1
438	чистом виде	1	1
439	другого или	1	1
440	вплоть до	2	1
441	он остается	1	1
442	иной раз	1	1
443	что ему	3	1
444	как о	1	1
445	дело не	2	1
446	на котором	1	1
447	тогда когда	1	1
448	сознания однако	1	1
449	это всегда	1	1
450	в основе	3	1
451	текст но	1	1
452	для кого	1	1
453	о них	1	1
454	рассматриваться в	1	1
455	этого сознания	1	1
456	одна из	3	1
457	имеем дело	1	1
458	это именно	1	1
459	х годов	2	1
460	так например	1	1
461	самой этой	1	1
462	только с	1	1
463	этом отношении	2	1
464	только от	1	1
465	в момент	1	1
466	уже о	1	1
467	в стихотворении	4	1
468	как человек	1	1
469	сознания на	1	1
470	о каком	1	1
471	отказаться от	1	1
472	существует только	1	1
473	не объект	1	1
474	должен быть	2	1
475	можно и	1	1
476	но по	1	1
477	с ее	1	1
478	символизма если	1	1
479	самим собою	2	1
480	для читателя	2	1
481	мысль о	1	1
482	и логически	1	1
483	в пределах	3	1
484	вопрос что	1	1
485	и сам	6	1
486	по этой	2	1
487	в условиях	1	1
488	на нее	1	1
489	действительности это	1	1
490	здесь как	2	1
491	с самим	1	1
492	имеется в	2	1
493	он был	1	1
494	ничто в	1	1
495	действительности по	1	1
496	пиковой даме	1	1
497	сводится к	3	1
498	в другом	2	1
499	того он	1	1
500	это вполне	1	1
501	всех подобных	1	1
502	его жизни	1	1
503	одного из	3	1
504	есть так	1	1
505	является здесь	1	1
506	в полтаве	1	1
507	решающую роль	1	1
508	во втором	2	1
509	природы которая	1	1
510	но собственно	1	1
511	не сводится	3	1
512	в художественной	1	1
513	нового типа	1	1
514	по собственному	1	1
515	однако изучение	1	1
516	по своей	3	1
517	не случайно	2	1
518	романа о	1	1
519	например есть	1	1
520	что даже	1	1
521	может оказаться	1	1
522	который в	1	1
523	сознания для	2	1
524	именно его	1	1
525	тот или	1	1
526	себя в	6	1
527	для всех	1	1
528	всем его	1	1
529	в значении	1	1
530	вернуться к	1	1
531	в нашей	2	1
532	в начале	1	1
533	чем ее	1	1
534	а то	1	1
535	в душе	3	1
536	за ним	1	1
537	ту или	2	1
538	мы знаем	1	1
539	мир в	4	1
540	от читателя	2	1
541	при всей	3	1
542	друг друга	4	1
543	общий для	1	1
544	значение только	1	1
545	душе своей	2	1
546	этой цели	2	1
547	бы это	1	1
548	и разговаривать	1	1
549	другого и	1	1
550	со стороны	4	1
551	выходит за	1	1
552	хоть и	1	1
553	чем он	1	1
554	и говорил	1	1
555	было и	1	1
556	и внешнее	1	1
557	в некоторых	1	1
558	в стиле	1	1
559	и жизни	1	1
560	человек в	1	1
561	ниже в	1	1
562	была бы	1	1
563	в россии	2	1
564	он становится	1	1
565	романы достоевского	1	1
566	произведение в	2	1
567	и п	1	1
568	мира в	3	1
569	среди прочих	1	1
570	он уже	1	1
571	в одной	1	1
572	в историю	1	1
573	речь не	1	1
574	из которых	1	1
575	к своему	1	1
576	быть это	3	1
577	xix века	6	1
578	он говорит	1	1
579	и начинает	1	1
580	впрочем это	1	1
581	а иной	1	1
582	в москве	2	1
583	вокруг себя	1	1
584	уже об	1	1
585	для понимания	2	1
586	сам не	1	1
587	евгении онегине	1	1
588	многих других	1	1
589	о месте	1	1
590	с этой	5	1
591	действительности не	1	1
592	художественное произведение	2	1
593	лермонтов в	1	1
594	ничего кроме	2	1
595	при всем	3	1
596	но такой	1	1
597	такое сознание	2	1
598	для этой	1	1
599	несет в	2	1
600	что я	2	1
601	и от	1	1
602	а все	1	1
603	которая в	2	1
604	своей собственной	2	1
605	от него	1	1
606	на свою	1	1
607	в третьем	1	1
608	у достоевского	2	1
609	не будучи	1	1
610	бы они	1	1
611	но зато	1	1
612	все они	2	1
613	сознания так	1	1
614	в памяти	1	1
615	утверждал что	2	1
616	тот же	1	1
617	нами не	1	1
618	в романе	1	1
619	только как	1	1
620	они все	1	1
621	имеет место	1	1
622	ко всему	2	1
623	друга а	1	1
624	в трех	1	1
625	не выходит	1	1
626	нами как	1	1
627	но вечно	1	1
628	самое и	1	1
629	жизни и	3	1
630	но эти	1	1
631	к этой	1	1
632	а я	1	1
633	однако мы	1	1
634	в противоположность	1	1
635	к этому	1	1
636	сознания из	1	1
637	которая не	2	1
