N	2gram	Propp_Russ_2	Myslijsy
401	во время	12	1
402	и другие	14	1
403	в такой	1	1
404	в котором	3	1
405	на свою	1	1
406	в которых	4	1
407	должны были	2	1
408	как одна	1	1
409	выше мы	3	1
410	такую же	1	1
411	п с	1	1
412	так называемое	1	1
413	их в	4	1
414	что этот	1	1
415	себя к	1	1
416	возвращается к	1	1
417	как можно	2	1
418	случае мы	1	1
419	что есть	1	1
420	в концах	1	1
421	а на	9	1
422	можно понимать	1	1
423	что с	2	1
424	виду что	1	1
425	в науке	1	1
426	следующее за	1	1
427	принадлежат к	2	1
428	ничего не	1	1
429	именно с	1	1
430	по своей	1	1
431	или когда	1	1
432	вперед и	1	1
433	на природу	2	1
434	силы природы	1	1
435	до того	1	1
436	на некоторые	1	1
437	этом отношении	1	1
438	же до	1	1
439	ним следует	1	1
440	был бы	1	1
441	представлять себе	1	1
442	от их	1	1
443	в духе	1	1
444	на некоторое	1	1
445	и благодарности	1	1
446	как только	1	1
447	сходство с	1	1
448	и другим	1	1
449	в полной	1	1
450	дерево во	1	1
451	быть назван	1	1
452	из всего	1	1
453	эти представления	4	1
454	здесь не	1	1
455	в ее	3	1
456	которые как	1	1
457	животное или	1	1
458	то время	2	1
459	мнение что	2	1
460	божество само	1	1
461	и совершенно	1	1
462	то как	1	1
463	что у	1	1
464	iii в	1	1
465	в образе	2	1
466	можно было	2	1
467	на нее	6	1
468	его решения	1	1
469	не с	2	1
470	следует представлять	1	1
471	здесь нет	1	1
472	оно как	2	1
473	он по	1	1
474	еще в	2	1
475	что от	3	1
476	этих сил	1	1
477	отрицать что	1	1
478	нас к	3	1
479	со старой	1	1
480	образом в	2	1
481	из других	1	1
482	мы то	1	1
483	это должно	1	1
484	в другом	1	1
485	после того	2	1
486	отличаются от	1	1
487	нас в	1	1
488	затем в	1	1
489	к нему	4	1
490	эти существа	1	1
491	с другими	3	1
492	два случая	1	1
493	можно видеть	1	1
494	должно было	3	1
495	по-видимому еще	1	1
496	во всей	1	1
497	все следующие	1	1
498	о единстве	1	1
499	это приводит	1	1
500	но так	1	1
501	на которой	1	1
502	один из	2	1
503	ее к	2	1
504	к различным	1	1
505	видели что	4	1
506	с ними	1	1
507	что он	1	1
508	пришел к	1	1
509	в какой	1	1
510	но ни	1	1
511	всяком случае	1	1
512	и ее	2	1
513	вошло в	1	1
514	от них	1	1
515	какой степени	1	1
516	природе растение	1	1
517	как средство	2	1
518	уже в	1	1
519	возможно для	1	1
520	не всякое	1	1
521	в виде	4	1
522	и эту	1	1
523	ответ на	1	1
524	из них	4	1
525	относятся к	1	1
526	например к	1	1
527	мир в	1	1
528	чтобы она	1	1
529	и должна	1	1
530	ее не	1	1
531	как его	1	1
532	случае не	1	1
533	представляет ли	1	1
534	нами еще	1	1
535	не противоречит	1	1
536	где есть	3	1
537	из своих	1	1
538	кругу явлений	1	1
539	противоположность между	1	1
540	от первого	1	1
541	именно в	4	1
542	вообще мы	1	1
543	по всей	3	1
544	и затем	1	1
545	на ней	1	1
546	но есть	1	1
547	обратить внимание	1	1
548	их не	1	1
549	к сожалению	1	1
550	превращается в	1	1
551	не на	1	1
552	забываться и	1	1
553	то эти	1	1
554	на смерть	1	1
555	к стремлению	1	1
556	и оно	1	1
557	ее на	2	1
558	на руки	1	1
559	нужно иметь	1	1
560	расти в	1	1
561	имея в	1	1
562	начиная с	2	1
563	нее как	1	1
564	можно будет	2	1
565	в одной	1	1
566	многих случаях	2	1
567	предположить что	4	1
568	в данном	6	1
569	огня в	1	1
570	что за	1	1
571	всех других	1	1
572	смысле этого	1	1
573	в тех	1	1
574	и там	3	1
575	когда же	1	1
576	ко всему	1	1
577	этом основании	1	1
578	многих других	1	1
579	как средства	1	1
580	или другого	1	1
581	на другое	1	1
582	аналогии с	1	1
583	сил которые	1	1
584	все это	10	1
585	и таким	1	1
586	что касается	1	1
587	или по	1	1
588	говорить что	2	1
589	при всем	1	1
590	развития развитие	1	1
591	тем и	2	1
592	решить вопрос	2	1
593	не объясняет	3	1
594	следующие за	1	1
595	не представляет	1	1
596	ее и	2	1
597	в эту	3	1
598	время не	1	1
599	дошедши до	1	1
600	будто бы	5	1
601	к ее	1	1
602	на другие	1	1
603	природе так	1	1
604	но можно	2	1
605	совершенно не	2	1
606	их с	1	1
607	природе и	1	1
608	нет но	1	1
609	всем этом	1	1
610	быть признана	1	1
611	это так	1	1
612	нас не	2	1
613	к этому	5	1
