N	2gram	Medvedev_F_3	Freidism
308	и снова	2	2
309	оно не	3	2
310	оно может	1	2
311	и самое	1	2
312	то или	2	2
313	не делает	1	2
314	период развития	1	2
315	в виду	3	2
316	на основе	1	2
317	можно сделать	1	2
318	роль в	4	2
319	продолжает жить	2	2
320	вещи и	1	2
321	и вообще	1	2
322	о нем	3	2
323	притом в	2	2
324	до сих	1	2
325	социального общения	9	2
326	единства и	3	2
327	содержания сознания	1	2
328	нуждается в	3	2
329	что и	2	2
330	от этих	2	2
331	что бы	1	2
332	всего этого	1	2
333	не тот	1	2
334	человека как	2	2
335	в него	3	2
336	как ее	4	2
337	быть и	1	2
338	составною частью	1	2
339	мы видим	1	2
340	и психики	2	2
341	в какой	3	2
342	может оказаться	1	2
343	окружающей его	1	2
344	с одной	1	2
345	для всех	1	2
346	не можем	2	2
347	и у	1	2
348	уже в	4	2
349	только на	4	2
350	ни было	5	2
351	в нашей	1	2
352	впитывает в	1	2
353	из них	2	2
354	его и	3	2
355	а потому	1	2
356	в конце	3	2
357	содержание и	2	2
358	в систему	1	2
359	свое выражение	2	2
360	связи в	1	2
361	и даже	2	2
362	в высшей	2	2
363	с другой	6	2
364	человека в	2	2
365	и тех	2	2
366	здесь в	1	2
367	социальной жизни	4	2
368	до конца	4	2
369	ничем не	1	2
370	связано с	2	2
371	что таким	1	2
372	одной стороны	1	2
373	более того	6	2
374	зависит от	1	2
375	а не	17	2
376	что мы	1	2
377	так же	9	2
378	в предыдущей	1	2
379	мы остановимся	1	2
380	и всей	1	2
381	со всею	2	2
382	для понимания	1	2
383	в развитии	1	2
384	действительно ли	1	2
385	другого человека	1	2
386	в основном	2	2
387	только для	1	2
388	эти конфликты	1	2
389	же самое	3	2
390	и часто	1	2
391	формы и	3	2
392	для нас	3	2
393	индивидуального организма	4	2
394	ее объектом	1	2
395	поэтому все	1	2
396	конце концов	2	2
397	все они	1	2
398	да и	4	2
399	и начинается	1	2
400	связанный с	1	2
401	к его	3	2
402	устойчивые и	1	2
403	всех других	3	2
404	вполне понятно	1	2
405	в своих	6	2
406	к этому	2	2
407	они не	4	2
408	ту же	2	1
409	можно говорить	4	1
410	с учением	1	1
411	и т	11	1
412	не должны	1	1
413	одним из	3	1
414	же как	3	1
415	в движение	1	1
416	и через	1	1
417	а из	1	1
418	других областей	1	1
419	данное высказывание	1	1
420	органическое единство	2	1
421	нам кажется	2	1
422	которое мы	1	1
423	так при	1	1
424	определить как	1	1
425	и существеннее	1	1
426	кажется что	2	1
427	не имеют	1	1
428	ведь и	1	1
429	оно было	1	1
430	с таким	2	1
431	и этот	1	1
432	обойтись без	2	1
433	со всех	1	1
434	или наоборот	1	1
435	слагается из	1	1
436	бы сделать	1	1
437	в противоречия	1	1
438	высказывания а	1	1
439	она слагается	1	1
440	это достигается	1	1
441	так именно	1	1
442	оно есть	1	1
443	невольно возникает	1	1
444	но даже	1	1
445	ему в	1	1
446	мы и	3	1
447	то это	1	1
448	в целом	4	1
449	образом оказывается	1	1
450	так а	1	1
451	первого и	1	1
452	жизни это	1	1
453	в каждой	1	1
454	всех сторон	2	1
455	учение об	1	1
456	проявляется в	2	1
457	вывод что	1	1
458	оценок и	2	1
459	не был	1	1
460	время в	3	1
461	что его	1	1
462	служит для	1	1
463	основано на	1	1
464	но конечно	1	1
465	коем случае	1	1
466	друг на	1	1
467	в качестве	1	1
468	иногда и	1	1
469	ведь мы	2	1
470	как со	3	1
471	нет и	3	1
472	и речи	2	1
473	контексте в	1	1
474	что они	5	1
475	из таких	1	1
476	конечно совершенно	1	1
477	к сожалению	1	1
478	для объяснения	1	1
479	определения и	1	1
480	в истории	5	1
481	независимо от	5	1
482	вот как	2	1
483	класса в	1	1
484	счете и	1	1
485	в различные	1	1
486	противоречие в	1	1
487	новыми и	1	1
488	и нет	1	1
489	о социальной	1	1
490	или другую	1	1
491	остановиться на	1	1
492	этом же	1	1
493	в круг	1	1
494	шопенгауэра и	1	1
495	полагают что	1	1
496	определенная идеологическая	1	1
497	теперь становится	1	1
498	но эта	2	1
499	та же	1	1
500	взаимоотношений между	1	1
501	бы и	3	1
502	наше сознание	1	1
503	можно не	1	1
504	жизни так	1	1
505	бы не	2	1
506	не создавая	1	1
507	более широкие	1	1
508	эпоху его	1	1
509	только один	2	1
510	говорят о	2	1
511	имеем в	1	1
512	где кончается	1	1
513	как он	2	1
514	высказывания не	1	1
515	на то	1	1
516	если он	1	1
517	какую бы	1	1
518	а вовсе	4	1
519	зрения его	3	1
520	вообще не	2	1
521	психики они	1	1
522	к искусству	1	1
523	от его	3	1
524	т д	6	1
525	все другие	1	1
526	единство в	1	1
527	различные формы	1	1
528	мы полагаем	1	1
529	приводимые в	1	1
530	только ему	1	1
531	идеологического творчества	6	1
532	его от	2	1
533	теперь с	1	1
534	его содержании	1	1
535	без исключения	5	1
536	в нее	1	1
537	в основу	2	1
538	не следует	3	1
539	этим самым	2	1
540	социальную оценку	2	1
541	говорящих и	1	1
542	может освободиться	1	1
543	она находит	1	1
544	развития к	1	1
545	общем можно	1	1
546	ставший внутренним	1	1
547	входит в	8	1
548	форм их	1	1
549	заложенных в	3	1
550	форму и	1	1
551	этом смысле	2	1
552	к определенным	1	1
553	должен был	1	1
554	и тем	3	1
555	от отца	1	1
556	ему поэтому	1	1
557	для них	7	1
558	о которых	1	1
559	субъективной психике	4	1
560	на друга	1	1
561	место и	1	1
562	переходим к	1	1
563	он и	3	1
564	двух направлениях	1	1
565	друга в	2	1
566	чем в	1	1
567	можно считать	1	1
568	форма и	1	1
569	не больше	1	1
570	на первый	1	1
571	нужно только	1	1
572	этом случае	1	1
573	которых еще	1	1
574	этом нужно	2	1
575	таким же	2	1
576	и сосредоточивает	1	1
577	художественного творчества	2	1
578	никаких оснований	3	1
579	формы так	1	1
580	как совокупность	2	1
581	не к	1	1
582	себе а	1	1
583	жизни с	2	1
584	оно проявляется	1	1
585	пределах индивидуального	1	1
586	является только	1	1
587	их помощью	1	1
588	есть совокупность	1	1
589	душу и	1	1
590	в одном	1	1
591	для данного	4	1
592	творчества и	3	1
593	друг другу	2	1
594	и эти	1	1
595	бы о	1	1
596	человеческое сознание	1	1
597	стороны человеческого	1	1
598	однако в	2	1
599	с определенными	2	1
600	же такое	1	1
601	и форма	1	1
602	и необходимость	1	1
603	раз и	3	1
604	его внутреннего	1	1
605	между людьми	3	1
606	его роли	1	1
607	в идеологическом	5	1
608	до известной	2	1
609	а иногда	2	1
610	и должно	1	1
611	и форму	1	1
612	друг друга	5	1
613	тогда когда	4	1
614	первая часть	1	1
615	материала в	5	1
616	и отдельных	1	1
617	типичным для	1	1
618	все без	3	1
619	вытекает из	2	1
620	поступок или	1	1
621	в коем	1	1
622	дело в	2	1
623	заложенные в	2	1
624	это сделать	1	1
625	явление в	1	1
626	того в	1	1
627	материале и	1	1
628	ровно ничего	2	1
629	правда это	1	1
630	и является	4	1
631	и направлений	1	1
632	значения или	1	1
633	приведенный нами	1	1
634	и со	2	1
635	и здесь	1	1
636	моментах определяется	1	1
637	представляется нам	1	1
638	в направлении	5	1
639	его для	1	1
640	в субъективной	1	1
641	д таким	1	1
642	к истолкованию	1	1
643	мы все	1	1
644	его с	1	1
645	той или	1	1
646	общения в	1	1
647	если же	5	1
648	плоскости в	1	1
649	о том	4	1
650	в работе	1	1
651	правда не	1	1
652	и это	2	1
653	он ищет	1	1
654	случайных обстоятельств	1	1
655	своего развития	1	1
656	эпохи не	1	1
657	в словесных	1	1
658	но при	2	1
659	и сами	2	1
660	совершенно ясно	1	1
661	направлении к	4	1
662	как по	1	1
663	в дальнейшем	5	1
664	что такой	1	1
665	в произведение	1	1
666	котором мы	1	1
667	мы только	1	1
668	художественное творчество	1	1
669	в мире	1	1
670	только через	1	1
671	не с	1	1
672	ясно что	3	1
673	его совершенно	1	1
674	в социальном	1	1
675	увидим что	2	1
676	конструкции это	1	1
677	нельзя найти	1	1
678	в результате	5	1
679	в окружающей	2	1
680	можно только	2	1
681	бы признать	1	1
682	жизнь и	3	1
683	и словесных	1	1
684	и социальные	1	1
685	в эпоху	3	1
686	из одного	2	1
687	по теории	1	1
688	ничего не	2	1
689	к прошлому	1	1
690	ними и	2	1
691	познания и	2	1
692	часто и	1	1
693	на все	2	1
694	в задачу	1	1
695	и та	1	1
696	язык и	1	1
697	говорит об	1	1
698	а часто	1	1
699	чем она	1	1
700	там же	1	1
701	по их	1	1
702	события в	1	1
703	и во	2	1
704	не выходит	1	1
705	идеологическим преломлением	1	1
706	индивида в	1	1
707	на ее	4	1
708	от них	1	1
709	понимания в	1	1
710	мы ни	2	1
711	искусства в	3	1
712	что человек	1	1
713	ними в	1	1
714	в форме	1	1
715	мы склонны	1	1
716	исходя из	1	1
717	нем и	2	1
718	а его	1	1
719	слов и	4	1
720	все время	6	1
721	каких бы	1	1
722	и следовательно	3	1
723	и всякое	2	1
724	деле что	1	1
725	более глубокие	2	1
726	тело и	1	1
727	но вовсе	2	1
728	к которому	2	1
729	оставаясь в	1	1
730	могут это	1	1
731	но так	2	1
732	правом можно	2	1
733	в двух	1	1
734	внутреннее противоречие	1	1
735	дело с	3	1
736	но этим	1	1
737	ощущаем в	1	1
738	и быть	1	1
739	субъективного сознания	4	1
740	деле ведь	1	1
741	и так	1	1
742	поэтому и	2	1
743	не перестает	3	1
744	который в	1	1
745	же типа	1	1
746	совершенно иные	1	1
747	всех его	1	1
748	бы ни	4	1
749	социальной ситуации	1	1
750	это же	1	1
751	это совсем	1	1
752	одни и	3	1
753	есть в	1	1
754	говорить об	2	1
755	то и	1	1
756	за пределами	1	1
757	от других	2	1
758	смысла в	1	1
759	в ином	1	1
760	и других	1	1
761	убедились что	1	1
762	помощью каких	1	1
763	одно из	1	1
764	не так	1	1
765	в корне	4	1
766	слова в	1	1
767	содержания и	4	1
768	целом и	1	1
769	другую сторону	1	1
770	наука о	3	1
771	прибавить что	1	1
772	всякое конкретное	2	1
773	данного высказывания	3	1
774	мы убедились	1	1
775	реальное явление	1	1
776	в случаях	1	1
777	тем что	5	1
778	они будут	2	1
779	своих существенных	1	1
780	даже и	1	1
781	содержание этого	1	1
782	лишь для	5	1
783	своего объяснения	1	1
784	и только	2	1
785	момент в	1	1
786	общение в	1	1
787	же деле	2	1
788	противоречия с	1	1
789	без того	1	1
790	же останется	1	1
791	или иной	2	1
792	даже не	1	1
793	сами эти	2	1
794	она в	1	1
795	и чем	1	1
796	именно в	1	1
797	строится в	1	1
798	в каких	2	1
799	с той	1	1
800	и между	5	1
801	здесь действительно	1	1
802	полагаем что	1	1
803	громадное значение	1	1
804	превращается в	2	1
805	самом же	2	1
806	а на	2	1
807	целым рядом	1	1
808	единичного высказывания	1	1
809	как ни	1	1
810	отнюдь не	8	1
811	совершенно одинаково	1	1
812	в слове	4	1
813	там где	7	1
814	пр и	1	1
815	или с	1	1
816	здесь имеет	1	1
817	жизнь в	1	1
818	если это	1	1
819	и вовсе	1	1
820	нет никаких	2	1
821	как нового	1	1
822	стадии своего	1	1
823	всех областей	1	1
824	для самого	1	1
825	может пойти	1	1
826	требует от	1	1
827	направление в	1	1
828	к своему	1	1
829	именно для	2	1
830	для искусства	1	1
831	высказывания с	1	1
832	данного единичного	1	1
833	смысле этого	2	1
834	связаны с	2	1
835	высказывание язык	1	1
836	нуждается ни	2	1
837	это утверждает	1	1
838	же их	1	1
839	типа как	1	1
840	литературного произведения	4	1
841	который он	1	1
842	события жизни	1	1
843	распадается на	2	1
844	к следующему	1	1
845	быть не	1	1
846	в это	1	1
847	этого слова	2	1
848	в контексте	1	1
849	и формы	5	1
850	событие жизни	2	1
851	конкретное высказывание	4	1
852	остается и	1	1
853	в какую	1	1
854	является как	1	1
855	понимания этого	1	1
856	в смысле	4	1
857	под влиянием	1	1
858	мира в	1	1
859	известной степени	2	1
860	склонные к	1	1
861	пределах одной	2	1
862	деле здесь	1	1
863	об искусстве	1	1
864	может войти	4	1
865	сознанию а	1	1
866	ее и	2	1
867	пр далее	1	1
868	же степени	1	1
869	у них	2	1
870	произведения во	1	1
871	бы в	6	1
872	возникает вопрос	1	1
873	еще более	1	1
874	словами мы	1	1
875	его формы	1	1
876	связью с	1	1
877	или не	1	1
878	же в	1	1
879	социальной группе	3	1
880	является какой-то	1	1
881	в том	7	1
882	основе их	1	1
883	отношении к	1	1
884	сделать вывод	1	1
885	границу между	1	1
886	может и	3	1
887	нет ничего	1	1
888	ведь именно	1	1
889	обычно не	1	1
890	ведь он	1	1
891	роль играет	1	1
892	равно как	3	1
893	имеет место	3	1
894	роли в	1	1
895	же мы	1	1
896	пр все	2	1
897	из этого	4	1
898	организма они	1	1
899	на ней	1	1
900	эти элементы	2	1
901	событие общения	1	1
902	учения о	1	1
903	обычное явление	1	1
904	это так	1	1
905	оценок а	1	1
906	значение в	1	1
907	можно назвать	1	1
