N	2gram	Potebnia_M_2	Vladivir
374	в переводе	1	1
375	а скорее	2	1
376	и легко	1	1
377	свою собственную	1	1
378	близким к	1	1
379	не к	1	1
380	чтобы в	1	1
381	одной и	2	1
382	из него	1	1
383	никому не	1	1
384	как содержание	2	1
385	одно и	2	1
386	но все	2	1
387	такого же	2	1
388	том же	1	1
389	смысле в	1	1
390	касается до	2	1
391	не будет	1	1
392	факт что	2	1
393	чего он	1	1
394	те же	3	1
395	них не	3	1
396	заключается в	1	1
397	с другими	5	1
398	это не	3	1
399	из наблюдений	1	1
400	жизни именно	1	1
401	так называемую	1	1
402	например с	2	1
403	и тем	3	1
404	даже что	1	1
405	этом мы	1	1
406	о которых	3	1
407	можно заключить	1	1
408	тому что	2	1
409	и уже	5	1
410	для чего	1	1
411	жизни но	1	1
412	чем в	1	1
413	мы не	11	1
414	и тогда	3	1
415	в этих	3	1
416	я этого	1	1
417	бы на	1	1
418	к тем	1	1
419	и одно	1	1
420	таким же	1	1
421	пока не	1	1
422	и без	1	1
423	которое нам	1	1
424	вопрос о	2	1
425	и той	2	1
426	мир и	1	1
427	но эта	1	1
428	но во	3	1
429	теми же	1	1
430	их в	2	1
431	ни было	3	1
432	дом и	1	1
433	вместе со	2	1
434	не для	1	1
435	сам он	1	1
436	и вся	1	1
437	был уже	1	1
438	таких случаях	1	1
439	в таких	1	1
440	с которой	1	1
441	с теми	2	1
442	что ему	2	1
443	на себе	1	1
444	нем в	1	1
445	не могло	1	1
446	он мог	1	1
447	только не	1	1
448	судя по	5	1
449	его от	1	1
450	для всех	1	1
451	она ни	1	1
452	одна из	4	1
453	этих двух	1	1
454	или как	1	1
455	с нами	2	1
456	меня и	1	1
457	живые существа	1	1
458	связи с	6	1
459	до того	1	1
460	только с	1	1
461	ни малейшего	1	1
462	к чтению	1	1
463	не потому	1	1
464	многие из	1	1
465	и душевные	1	1
466	становится для	3	1
467	очень часто	1	1
468	все то	1	1
469	как мысль	2	1
470	не могут	7	1
471	есть только	6	1
472	сравнении с	2	1
473	него по	1	1
474	его чувство	2	1
475	для такого	1	1
476	раз навсегда	1	1
477	и деятельности	1	1
478	слова с	1	1
479	в каждом	2	1
480	он никогда	1	1
481	то ни	1	1
482	из всего	1	1
483	был его	1	1
484	свою очередь	6	1
485	на нем	1	1
486	на другой	2	1
487	к нам	2	1
488	факт не	1	1
489	может только	1	1
490	на предметы	1	1
491	только то	1	1
492	с самого	2	1
493	так в	4	1
494	как с	1	1
495	и совершенно	1	1
496	способности к	1	1
497	что может	2	1
498	понимание и	1	1
499	не с	3	1
500	было в	2	1
501	и которые	1	1
502	том виде	1	1
503	найти в	1	1
504	во второй	1	1
505	на высших	1	1
506	поэтому в	1	1
507	если бы	11	1
508	содержание этого	1	1
509	слова из	1	1
510	переводе на	1	1
511	и поэтому	2	1
512	внимание на	2	1
513	одного из	1	1
514	любви к	1	1
515	нас в	2	1
516	который нам	1	1
517	все в	1	1
518	связь между	2	1
519	от них	3	1
520	которые мы	3	1
521	и во	3	1
522	за другим	4	1
523	мы обратили	1	1
524	нельзя себе	1	1
525	этот последний	1	1
526	в другой	1	1
527	было для	2	1
528	совсем в	1	1
529	не знаю	1	1
530	если это	2	1
531	будем называть	1	1
532	только одному	1	1
533	для самого	4	1
534	одному человеку	2	1
535	мог найти	1	1
536	содержания но	1	1
537	еще несколько	1	1
538	тех пор	1	1
539	в формах	2	1
540	но с	1	1
541	его собственная	1	1
542	не как	3	1
543	человека в	3	1
544	время когда	1	1
545	как нечто	1	1
546	которое мы	3	1
547	который в	1	1
548	их жизни	1	1
549	в обществе	2	1
550	сказали что	1	1
551	между этими	1	1
552	нам возможность	1	1
553	которые так	1	1
554	с одной	4	1
555	со всеми	1	1
556	человека с	1	1
557	самом деле	2	1
558	в сторону	1	1
559	или не	5	1
560	же в	5	1
561	что не	5	1
562	а то	2	1
563	одного предмета	1	1
564	но которое	1	1
565	одно из	3	1
566	вообще в	1	1
567	в известной	1	1
568	ту же	1	1
569	в одном	6	1
570	ум в	1	1
571	по одним	1	1
572	друг друга	2	1
573	мы можем	12	1
574	на меня	1	1
575	заметить что	6	1
576	от того	5	1
577	всеми этими	1	1
578	и вместе	4	1
579	в других	4	1
580	и только	6	1
581	и человека	1	1
582	влияние на	4	1
583	было ничего	1	1
584	с известным	2	1
585	связаны с	1	1
586	не один	1	1
587	что человек	1	1
588	именно в	1	1
589	которых мы	3	1
590	вообще и	2	1
591	человека а	1	1
592	далеко не	3	1
593	в свою	6	1
594	даже для	1	1
595	всякого человека	1	1
596	все яснее	1	1
597	себя и	2	1
598	воспоминания о	2	1
599	от другого	3	1
600	прежде всего	7	1
601	притом не	1	1
602	одной стороны	3	1
603	кто знает	1	1
604	которые не	3	1
605	и нередко	1	1
606	а за	1	1
607	а не	18	1
608	явлений но	1	1
609	как ни	1	1
610	если этот	1	1
611	без которых	1	1
612	с прежними	3	1
613	о предметах	1	1
614	его как	1	1
615	как именно	2	1
616	долго и	1	1
617	с чувством	1	1
618	уже давно	1	1
619	состояние в	1	1
620	на который	1	1
621	время с	1	1
622	так же	2	1
623	приводит в	5	1
624	в одной	1	1
625	раньше того	1	1
626	например когда	1	1
627	что мать	1	1
628	что за	2	1
629	который мы	1	1
630	она есть	2	1
631	смысле этого	3	1
632	а потом	1	1
633	хотя с	1	1
634	о человеке	1	1
635	это его	1	1
636	и вполне	1	1
637	в состоянии	6	1
638	и более	1	1
639	влиянием такого	1	1
640	быть не	3	1
641	бы исследовать	1	1
642	этого слова	6	1
643	а вернее	1	1
644	с этой	1	1
645	что здесь	1	1
646	за нею	1	1
647	его собственный	1	1
648	как предмет	1	1
649	заставляет нас	1	1
650	представления еще	1	1
651	отдельно от	1	1
652	сила и	1	1
653	ничего кроме	1	1
654	и того	6	1
655	близкий к	1	1
656	даже больше	1	1
657	из тех	1	1
658	в более	1	1
659	за его	1	1
660	известной степени	1	1
661	в с	1	1
662	время его	1	1
663	или в	2	1
664	раннее детство	1	1
665	человек и	1	1
666	это уже	1	1
667	мысль о	7	1
668	это часто	1	1
669	бы в	2	1
670	его уже	2	1
671	на одно	1	1
672	ее в	1	1
673	себе на	1	1
674	не есть	6	1
675	связь с	1	1
676	нами не	2	1
677	нас на	2	1
678	до тех	1	1
679	но если	2	1
680	между ними	2	1
681	от своего	1	1
682	появления в	2	1
683	дело с	1	1
684	в сравнении	2	1
685	были и	2	1
686	время не	1	1
687	мысли но	2	1
688	знаю что	1	1
689	в заключение	1	1
690	человек еще	1	1
691	к другим	3	1
692	которые в	1	1
693	на лице	1	1
694	в таком	4	1
