N	2gram	Losev_Dial_1	UchenyiS
102	не могут	1	2
103	могут быть	3	2
104	в конце	4	2
105	а о	2	2
106	же самое	1	2
107	как раз	4	2
108	что она	7	2
109	таким образом	1	2
110	даже и	3	2
111	и это	2	1
112	тем в	1	1
113	таковы в	1	1
114	об этом	4	1
115	есть конечно	2	1
116	же как	2	1
117	но по	1	1
118	даже не	3	1
119	без них	1	1
120	то есть	1	1
121	в виду	5	1
122	сам по	6	1
123	первую очередь	1	1
124	или иначе	1	1
125	своими собственными	1	1
126	бы равносильно	1	1
127	сюда же	1	1
128	бывает что	1	1
129	и быть	2	1
130	вообще мы	1	1
131	из самых	1	1
132	или по	2	1
133	и др	1	1
134	еще одно	1	1
135	принцип построения	1	1
136	что для	3	1
137	никогда не	9	1
138	так и	9	1
139	по его	1	1
140	и вы	3	1
141	одной стороны	2	1
142	той же	1	1
143	относится к	2	1
144	и интересно	1	1
145	этого не	1	1
146	отлична от	2	1
147	столько же	1	1
148	в храме	1	1
149	мы имеем	2	1
150	место и	1	1
151	со своими	1	1
152	ничего подобного	1	1
153	почему и	1	1
154	при более	1	1
155	об ее	1	1
156	и даже	13	1
157	должно быть	3	1
158	знает только	1	1
159	слишком часто	1	1
160	можно сказать	6	1
161	или менее	3	1
162	никогда и	1	1
163	стороны в	2	1
164	тех кто	2	1
165	о том	4	1
166	в ней	3	1
167	и потому	3	1
168	во мне	1	1
169	почти не	2	1
170	в котором	4	1
171	осталось бы	1	1
172	этого общего	1	1
173	научного анализа	1	1
174	и что	12	1
175	тех и	1	1
176	и этого	1	1
177	все его	1	1
178	в различных	1	1
179	быть в	2	1
180	где же	1	1
181	конечно это	1	1
182	как таковая	2	1
183	все в	1	1
184	в той	1	1
185	не самый	1	1
186	ее к	1	1
187	он может	1	1
188	в данном	3	1
189	что же	3	1
190	не то	6	1
191	бы в	3	1
192	переходит в	1	1
193	того что	2	1
194	друг другу	3	1
195	в которых	2	1
196	него она	1	1
197	друг с	1	1
198	ней не	1	1
199	это значит	11	1
200	ничуть не	2	1
201	нет и	1	1
202	формы как	1	1
203	на то	5	1
204	и вся	1	1
205	его как	1	1
206	отнюдь не	9	1
207	она не	6	1
208	которые могли	1	1
209	еще раз	1	1
210	первый взгляд	1	1
211	нас самих	1	1
212	концов не	1	1
213	его на	1	1
214	так он	1	1
215	но тут	1	1
216	сам только	1	1
217	в своем	5	1
218	но для	1	1
219	и как-то	1	1
220	и все	3	1
221	того как	1	1
222	она должна	2	1
223	пушкина но	1	1
224	сколько и	1	1
225	было у	1	1
226	более или	3	1
227	объекта и	2	1
228	так всегда	1	1
229	много но	2	1
230	есть ли	1	1
231	не существует	7	1
232	связаны и	1	1
233	в которой	1	1
234	о котором	1	1
235	исторических фактов	1	1
236	больше чем	1	1
237	бы ни	1	1
238	как отвлеченный	1	1
239	не было	6	1
240	так или	1	1
241	находятся в	1	1
242	с одной	2	1
243	в качестве	2	1
244	но именно	1	1
245	тем более	2	1
246	построения и	1	1
247	мировоззрения и	1	1
248	что по	1	1
249	уже не	2	1
250	далеко не	1	1
251	тут мы	1	1
252	но также	1	1
253	то и	2	1
254	в виде	2	1
255	теории и	1	1
256	в нем	16	1
257	связанные с	2	1
258	психики и	1	1
259	с другом	1	1
260	но если	5	1
261	он не	3	1
262	сказать что	10	1
263	только как	2	1
264	состоит из	3	1
265	что угодно	1	1
266	конечно как	1	1
267	в первую	2	1
268	не значит	3	1
269	превратилось бы	1	1
270	и так	2	1
271	именно такую	1	1
272	он и	2	1
273	религии и	3	1
274	в отдельности	2	1
275	думает о	1	1
276	что под	2	1
277	правда не	1	1
278	почему все	1	1
279	не для	1	1
280	содержание и	1	1
281	это верно	1	1
282	есть наука	3	1
283	но он	1	1
284	у пушкина	4	1
285	но что	3	1
286	у него	1	1
287	само по	5	1
288	этого и	1	1
289	мы можем	4	1
290	о сущности	1	1
291	всего что	1	1
292	так то	1	1
293	и свое	1	1
294	и эта	2	1
295	а это	1	1
296	невозможна без	2	1
297	к этому	2	1
298	что в	13	1
299	в таком	1	1
300	все что	1	1
301	общего и	1	1
302	бы это	1	1
303	от которой	2	1
