N	2gram	Vygotskiy__1	VelikijI
205	но с	1	1
206	уже сказано	6	1
207	в двух	2	1
208	могли бы	6	1
209	в свободном	1	1
210	мы видим	4	1
211	мы увидим	1	1
212	самом элементарном	1	1
213	указывали уже	1	1
214	в самом	7	1
215	у них	1	1
216	в которой	3	1
217	что это	3	1
218	в целом	20	1
219	тоже не	1	1
220	в этой	7	1
221	в известном	2	1
222	им в	1	1
223	вот в	1	1
224	уже в	3	1
225	то и	3	1
226	тем чтобы	1	1
227	в виде	2	1
228	и если	3	1
229	по законам	1	1
230	слова не	1	1
231	каким образом	1	1
232	или даже	2	1
233	о которой	1	1
234	говорит что	4	1
235	перестает быть	1	1
236	искать в	1	1
237	чем у	1	1
238	слова которое	1	1
239	его если	1	1
240	и вот	2	1
241	вовсе не	3	1
242	в недостаточной	1	1
243	но что	1	1
244	у него	1	1
245	на этом	2	1
246	бы все	1	1
247	в руки	1	1
248	и вместе	1	1
249	ее на	4	1
250	не хотим	2	1
251	тут не	1	1
252	на нее	2	1
253	лишь к	1	1
254	для того	15	1
255	в состоянии	2	1
256	другая его	1	1
257	не были	1	1
258	и с	9	1
259	ней и	1	1
260	и менее	1	1
261	с другой	10	1
262	которого не	1	1
263	этом пути	1	1
264	есть не	2	1
265	я переживаю	1	1
266	истину что	1	1
267	сознания или	1	1
268	и тем	6	1
269	эта попытка	1	1
270	к человеку	1	1
271	них и	1	1
272	жизни от	1	1
273	мы скажем	1	1
274	на которых	2	1
275	ничем не	1	1
276	у человека	1	1
277	для чего	1	1
278	бы вынести	1	1
279	о чем	2	1
280	только несколько	1	1
281	имеет никакой	1	1
282	в одно	1	1
283	стороны в	1	1
284	таким же	1	1
285	вместе с	9	1
286	так же	16	1
287	ко всем	3	1
288	как это	2	1
289	человека к	2	1
290	этому же	1	1
291	еще с	1	1
292	их к	1	1
293	и столь	1	1
294	в которых	3	1
295	и сделали	1	1
296	сравнению с	5	1
297	этих словах	1	1
298	с такой	2	1
299	что сделал	1	1
300	что тот	1	1
301	ведет к	1	1
302	в одном	4	1
303	у самого	1	1
304	по крайней	1	1
305	человек с	1	1
306	это значит	1	1
307	который он	1	1
308	и великого	1	1
309	этого слова	4	1
310	с этой	6	1
311	раз и	1	1
312	общественной жизни	1	1
313	ни для	1	1
314	ничего кроме	2	1
315	есть прежде	2	1
316	к ним	1	1
317	и новой	1	1
318	на котором	1	1
319	и остается	3	1
320	сознании и	1	1
321	и именно	1	1
322	указать на	1	1
323	есть путь	1	1
324	не существует	1	1
325	и от	3	1
326	и всегда	1	1
327	это как	1	1
328	которая в	2	1
329	ничего не	3	1
330	человек и	1	1
331	того как	2	1
332	может быть	14	1
333	природы в	1	1
334	пути и	1	1
335	конце концов	1	1
336	основанное на	1	1
337	будем говорить	1	1
338	во всем	3	1
339	вот что	1	1
340	в новых	3	1
341	можно признать	1	1
342	на него	2	1
343	сознания так	1	1
344	в сознании	1	1
345	к жизни	1	1
346	наших дней	1	1
347	на части	1	1
348	к ее	1	1
349	связь с	1	1
350	хотели бы	3	1
351	наконец не	1	1
352	в образах	1	1
353	другой стороны	9	1
354	не быть	1	1
355	или всех	1	1
356	как искать	1	1
357	ставит в	1	1
358	но все	2	1
359	есть и	1	1
360	к этому	4	1
361	от слова	1	1
362	ли они	1	1
363	себя только	1	1
364	я вижу	1	1
365	и другие	1	1
366	в своих	5	1
367	в процессе	8	1
368	это в	1	1
369	в противоположность	2	1
370	но к	1	1
371	она не	3	1
