N	2gram	Berdyaev_V_1	Problemy
156	как можно	1	2
157	в вечность	1	2
158	жизни не	1	2
159	в сознании	1	2
160	уже и	1	2
161	что оно	1	2
162	для себя	1	2
163	и что	3	2
164	и сам	2	2
165	сознании и	1	2
166	находится в	1	2
167	и во	2	2
168	от них	1	2
169	а потому	1	2
170	один из	2	2
171	мы видим	1	2
172	тот же	3	2
173	этих черт	1	2
174	хотя бы	3	2
175	и ее	1	2
176	же и	1	2
177	конечно не	2	2
178	то и	1	2
179	человеческого духа	1	2
180	или даже	1	2
181	его и	2	2
182	себя и	1	2
183	него не	1	2
184	в изображении	1	2
185	и идеи	1	2
186	с этой	1	2
187	него в	1	2
188	на пути	1	2
189	можно было	2	2
190	великого инквизитора	36	2
191	и от	1	2
192	человек и	1	2
193	образ в	1	2
194	не есть	6	2
195	есть и	1	2
196	жизни и	3	2
197	эта новая	1	1
198	от этой	1	1
199	все новые	1	1
200	упорно и	1	1
201	далее и	1	1
202	духа в	1	1
203	и за	2	1
204	его не	2	1
205	их и	1	1
206	мы не	2	1
207	в первый	3	1
208	не была	1	1
209	и переживаний	1	1
210	и над	2	1
211	бы ни	1	1
212	свой предмет	1	1
213	во мне	4	1
214	дороги и	2	1
215	во всех	3	1
216	он говорит	1	1
217	тогда как	1	1
218	ни стало	1	1
219	нет и	2	1
220	и чем	1	1
221	что они	7	1
222	которые не	2	1
223	и ложь	1	1
224	хотя и	5	1
225	был таким	1	1
226	от этого	3	1
227	со своей	1	1
228	что это	1	1
229	в известном	1	1
230	и если	1	1
231	вера в	2	1
232	к миру	1	1
233	и вот	1	1
234	раскрыто и	1	1
235	и по	1	1
236	переход к	1	1
237	не будет	2	1
238	что все	4	1
239	в платоновском	1	1
240	лишь в	3	1
241	и мы	3	1
242	роль в	1	1
243	истории и	2	1
244	мира с	1	1
245	весь мир	1	1
246	для них	2	1
247	тех которые	3	1
248	она и	1	1
249	все равно	2	1
250	т д	2	1
251	не всегда	1	1
252	между собою	1	1
253	платоновском смысле	1	1
254	ведет к	1	1
255	этих трех	3	1
256	было не	1	1
257	нет этих	1	1
258	места в	1	1
259	духа своего	1	1
260	он делает	1	1
261	этому пути	2	1
262	жизни с	1	1
263	последняя цель	1	1
264	личное начало	1	1
265	и новые	2	1
266	по крайней	1	1
267	свобода и	1	1
268	и великого	1	1
269	и другое	1	1
270	не имеет	3	1
271	который был	1	1
272	только это	1	1
273	и именно	1	1
274	того чтобы	2	1
275	найти в	1	1
276	и всегда	1	1
277	самой жизни	1	1
278	пути и	1	1
279	на этом	1	1
280	это слово	1	1
281	вот что	1	1
282	не утверждение	1	1
283	то это	3	1
284	у нас	1	1
285	вот в	1	1
286	иван карамазов	1	1
287	и конечная	1	1
288	в речах	1	1
289	я ничего	1	1
290	чтобы сделать	2	1
291	всего в	2	1
292	к тому	3	1
293	личность не	1	1
294	они и	2	1
295	не могли	2	1
296	любви а	1	1
297	не существует	1	1
298	людей в	3	1
299	в ее	1	1
300	личности и	3	1
301	и говорит	1	1
302	другом но	1	1
303	сама идея	1	1
304	по сравнению	1	1
305	является в	2	1
306	в виду	1	1
307	и единый	1	1
308	и всех	1	1
309	на которых	1	1
310	своим предметом	1	1
311	того как	1	1
312	ее от	1	1
313	его личности	1	1
314	крайней мере	1	1
315	не надо	1	1
316	сложное и	1	1
317	и могли	1	1
318	и последнее	2	1
319	и полное	1	1
320	того что	5	1
321	известном смысле	1	1
322	свобода его	1	1
323	и создал	1	1
324	мы увидим	1	1
325	ли он	1	1
326	и так	1	1
327	это очень	1	1
328	духа а	1	1
329	а с	2	1
330	к свободе	1	1
331	по этому	3	1
332	вот почему	2	1
333	путь которым	2	1
334	не знающего	1	1
335	только слово	1	1
336	слова не	1	1
337	это отрицание	1	1
338	не так	2	1
339	и навсегда	1	1
340	не для	1	1
341	к ним	1	1
342	но что	1	1
343	бытия и	1	1
344	и никогда	2	1
345	свободе и	2	1
346	сделать их	1	1
347	ее на	1	1
348	для того	1	1
349	ней и	1	1
350	и быть	1	1
351	что не	4	1
352	и люди	2	1
353	не создает	2	1
354	ничем не	1	1
355	жизнь в	1	1
356	на этих	2	1
357	для их	2	1
358	в бытии	1	1
359	одинаково не	1	1
360	что мы	4	1
361	в одно	1	1
362	если не	3	1
363	где есть	1	1
364	личности если	1	1
365	бы это	1	1
366	над ним	1	1
367	если оно	1	1
368	сравнению с	1	1
369	что бы	1	1
370	выбора в	1	1
371	у самого	1	1
372	лишь из	2	1
373	в состоянии	1	1
374	и религиозном	1	1
375	и менее	1	1
376	этого слова	1	1
377	личность как	2	1
378	проявляется и	1	1
379	ничего кроме	1	1
380	любовь к	3	1
381	инквизитора и	2	1
382	что я	3	1
383	это он	1	1
384	его с	1	1
385	ее и	2	1
386	всего можно	1	1
387	и все	4	1
388	у них	1	1
389	более всего	1	1
390	будто бы	1	1
391	ее в	2	1
392	я в	1	1
393	о смысле	4	1
394	в искусстве	1	1
395	может и	1	1
396	это в	1	1
397	идея в	1	1
398	этот третий	1	1
399	людей но	1	1
400	у байрона	2	1
401	и другие	1	1
402	и эта	1	1
403	к этому	1	1
