N	2gram	Tiupa_Lite_3	Komedia
127	или иначе	2	3
128	не было	1	3
129	о чем	3	3
130	в связи	1	3
131	отношению к	4	3
132	с этой	2	3
133	все это	1	3
134	для нас	1	3
135	а в	5	3
136	в период	1	3
137	в своей	7	3
138	жизни и	3	3
139	того времени	1	3
140	том числе	3	3
141	не может	8	3
142	как известно	1	2
143	и т	1	2
144	одним из	4	2
145	и есть	1	2
146	перед лицом	4	2
147	в первом	2	2
148	из его	1	2
149	и за	1	2
150	из самых	1	2
151	говорить о	1	2
152	не вполне	2	2
153	х годов	15	2
154	то это	2	2
155	в виду	1	2
156	он был	1	2
157	под названием	1	2
158	бы то	2	2
159	в ее	5	2
160	если в	1	2
161	отличие от	5	2
162	человеку и	1	2
163	отнюдь не	3	2
164	и я	1	2
165	идет о	1	2
166	и вовсе	2	2
167	что по	1	2
168	самом начале	1	2
169	в действительности	1	2
170	и хотя	1	2
171	за собой	1	2
172	бы и	3	2
173	художественного мышления	6	2
174	жизни так	1	2
175	в нашем	1	2
176	по которым	1	2
177	ни одна	1	2
178	двух других	1	2
179	и если	4	2
180	он не	1	2
181	и еще	1	2
182	в принципе	2	2
183	была не	1	2
184	в силу	1	2
185	то ни	2	2
186	второй половины	1	2
187	в глазах	3	2
188	это не	5	2
189	не всегда	2	2
190	чем в	1	2
191	в отличие	5	2
192	не в	10	2
193	в конце	2	2
194	однако в	4	2
195	вовсе не	1	2
196	даже в	4	2
197	на пути	1	2
198	в одном	4	2
199	в какой-то	1	2
200	не столь	1	2
201	в театре	1	2
202	говоря уже	4	2
203	так в	1	2
204	в мире	16	2
205	с собой	1	2
206	времени в	1	2
207	и все	1	2
208	вслед за	3	2
209	наконец в	3	2
210	также в	1	2
211	все время	3	2
212	в лице	2	2
213	в жизнь	4	2
214	с ними	2	2
215	одних и	1	2
216	и ее	2	2
217	с одной	4	2
218	и у	1	2
219	одно из	4	2
220	т п	1	2
221	отношение к	2	2
222	следует признать	2	2
223	для молодого	1	2
224	нет и	1	2
225	со стороны	7	2
226	и к	3	2
227	с другой	6	2
228	и тех	1	2
229	т и	1	2
230	одной стороны	4	2
231	а на	2	2
232	возвращаясь к	1	2
233	если не	2	2
234	уже о	3	2
235	берет на	2	2
236	в той	1	2
237	как бы	8	2
238	о соотношении	1	2
239	затем и	1	2
240	бы в	1	2
241	еще более	1	2
242	хотя бы	1	2
243	ни было	2	2
244	не говоря	4	2
245	современного читателя	1	2
246	к его	1	2
247	из этого	1	2
248	и жизнь	1	2
249	к физическому	1	2
250	актов и	1	2
251	в союзе	1	1
252	отношения к	3	1
253	с кем	1	1
254	самом деле	3	1
255	общественном сознании	1	1
256	что эти	1	1
257	по его	1	1
258	обойтись без	1	1
259	то для	1	1
260	и объектом	1	1
261	на первый	1	1
262	для своего	2	1
263	в поход	1	1
264	память о	1	1
265	в решении	1	1
266	не намерен	1	1
267	и самой	1	1
268	прибегает к	1	1
269	в каждой	2	1
270	как ему	1	1
271	время в	2	1
272	в чем	1	1
273	в создании	1	1
274	во внешнем	1	1
275	о смерти	1	1
276	конечном счете	1	1
277	в общем	1	1
278	не просто	1	1
279	друг от	1	1
280	первых десятилетий	3	1
281	свои силы	1	1
282	первый взгляд	1	1
283	в рамках	4	1
284	общего с	1	1
285	в художественном	1	1
286	между отцом	1	1
287	ему кажется	1	1
288	однако не	3	1
289	в полном	2	1
290	годы и	1	1
291	более или	1	1
292	активность не	1	1
293	жизни в	4	1
294	для которого	3	1
295	себе как	1	1
296	жизни еще	1	1
297	представляет собой	2	1
298	что автор	1	1
299	в себе	6	1
300	отношений с	1	1
301	на его	3	1
302	девушка из	1	1
303	больше всего	1	1
304	знали что	1	1
305	отказа от	1	1
306	до самого	1	1
307	и более	1	1
308	период который	1	1
309	с объектом	1	1
310	в другом	6	1
311	его не	1	1
312	в ход	1	1
313	бы быть	1	1
314	а по	2	1
315	самим собой	3	1
316	на все	1	1
317	знает что	2	1
318	входит в	4	1
319	обстоятельством что	1	1
320	в соответствии	3	1
321	нравственности в	1	1
322	путеводную нить	1	1
323	действительности в	2	1
324	всю свою	1	1
325	по себе	2	1
326	еще одно	1	1
327	в жизни	8	1
328	из первых	1	1
329	но уже	3	1
330	соответствии с	5	1
331	обнаруживается и	1	1
332	со своими	2	1
333	и уже	1	1
334	он и	2	1
335	поручает ему	1	1
336	ни с	2	1
337	автора и	2	1
338	и тогда	2	1
339	со всей	2	1
340	только тем	1	1
341	или менее	1	1
342	во второй	2	1
343	от своего	1	1
344	и при	2	1
345	этой связи	1	1
346	нас не	1	1
347	за которым	1	1
348	во времена	1	1
349	между людьми	2	1
350	и новый	1	1
351	не столько	1	1
352	значение для	1	1
353	только для	3	1
354	права на	1	1
355	другом и	1	1
356	отцом и	1	1
357	тем не	1	1
358	ты моя	1	1
359	как от	1	1
360	не требуется	1	1
361	в устах	1	1
362	со многими	1	1
363	своих интересов	1	1
364	с точки	3	1
365	тем самым	7	1
366	с которой	2	1
367	из бесчисленных	1	1
368	на два	1	1
369	как о	2	1
370	в основе	5	1
371	от жизни	2	1
372	что ей	1	1
373	и внутренней	1	1
374	его участников	1	1
375	однако если	3	1
376	никогда не	4	1
377	самой жизни	1	1
378	пойдет о	1	1
379	преимущественно на	1	1
380	и является	1	1
381	и теперь	1	1
382	жизни от	1	1
383	из того	2	1
384	участию в	1	1
385	в помине	1	1
386	этот образ	1	1
387	в области	3	1
388	вот в	2	1
389	древней и	1	1
390	к себе	8	1
391	нет ни	1	1
392	и всех	1	1
393	числе и	2	1
394	его с	1	1
395	той или	2	1
396	для его	3	1
397	все еще	3	1
398	для себя	2	1
399	интересов ни	1	1
400	приходит к	1	1
401	очень точно	1	1
402	то она	2	1
403	от друга	1	1
404	с каким	1	1
405	из последствий	1	1
406	культуры на	1	1
407	вероятно и	1	1
408	обращаясь к	1	1
409	что однако	1	1
410	времени и	1	1
411	было в	1	1
412	в контексте	1	1
413	здесь нет	1	1
414	разного рода	1	1
415	жизнь и	1	1
416	именно тогда	1	1
417	о котором	1	1
418	не будучи	1	1
419	в некой	1	1
420	убеждается в	1	1
421	число примеров	1	1
422	а также	4	1
423	пришли к	1	1
424	внимание на	2	1
425	второй половине	1	1
426	но мы	1	1
427	одного из	2	1
428	только за	1	1
429	нас в	1	1
430	материал для	1	1
431	и были	1	1
432	лет спустя	1	1
433	нуждается в	1	1
434	не хуже	1	1
435	искусства к	1	1
436	обычно на	1	1
437	уже только	1	1
438	во всей	2	1
439	самого конца	1	1
440	них в	1	1
441	если это	2	1
442	они знали	1	1
443	не зная	1	1
444	в литературе	1	1
445	имеется в	1	1
446	как например	2	1
447	по своей	3	1
448	с каждым	1	1
449	не идет	1	1
450	по мнению	1	1
451	конечно не	1	1
452	только на	1	1
453	то и	1	1
454	существу своему	1	1
455	свидетельствует о	1	1
456	речь в	1	1
457	превратившегося из	1	1
458	к своим	2	1
459	для него	2	1
460	два столетия	1	1
461	слово как	1	1
462	человека из	1	1
463	на долю	1	1
464	говорят и	1	1
465	как раз	2	1
466	той самой	1	1
467	к той	1	1
468	о которых	1	1
469	были с	1	1
470	где в	1	1
471	никого не	1	1
472	из двух	1	1
473	и даже	2	1
474	или иной	2	1
475	уважение к	1	1
476	не ведая	1	1
477	в общественном	1	1
478	на ее	1	1
479	не один	1	1
480	если говорить	1	1
481	и ситуаций	1	1
482	а с	1	1
483	что не	2	1
484	просит у	1	1
485	к более	1	1
486	к человеку	1	1
487	такую же	1	1
488	сделать их	1	1
489	у нас	2	1
490	этого не	1	1
491	же для	1	1
492	до конца	4	1
493	выше и	2	1
494	не на	1	1
495	не означает	2	1
496	а не	12	1
497	другой стороны	2	1
498	сам себе	1	1
499	из героев	1	1
500	без которых	1	1
501	там где	3	1
502	для каждой	1	1
503	среди других	1	1
504	становится ясным	1	1
505	несмотря на	2	1
506	по заказу	1	1
507	свою очередь	1	1
508	этой же	1	1
509	от сцены	1	1
510	двух последних	1	1
511	из трех	1	1
512	текста в	1	1
513	со словом	1	1
514	власть над	1	1
515	над ним	1	1
516	к своему	1	1
517	нить в	1	1
518	целом ряде	1	1
519	этих словах	1	1
520	приобщиться к	1	1
521	такого рода	10	1
522	ведет к	1	1
523	и там	1	1
524	именно в	5	1
525	по существу	4	1
526	исходя из	1	1
527	быть не	2	1
528	еще раз	2	1
529	человека который	1	1
530	общественной жизни	1	1
531	а то	1	1
532	характерные для	1	1
533	за ним	2	1
534	значительного числа	1	1
535	это уже	1	1
536	начала войны	1	1
537	себя на	1	1
538	это как	3	1
539	когда он	2	1
540	не с	2	1
541	чтобы его	1	1
542	не должен	1	1
543	и как	3	1
544	будто бы	1	1
545	том чтобы	2	1
546	вот этот	1	1
547	в искусстве	1	1
548	все более	2	1
549	человека не	1	1
550	в стихах	6	1
551	к ее	1	1
552	на фоне	1	1
553	нет ничего	1	1
554	героя и	1	1
555	из тех	1	1
556	не знает	2	1
557	сказать что	1	1
558	будь то	1	1
559	была бы	1	1
560	лишь тогда	1	1
561	ведь он	1	1
562	в свою	2	1
563	всех других	1	1
564	в последнем	1	1
565	бы его	1	1
566	труда в	1	1
567	так же	2	1
568	как на	3	1
