N	2gram	Nazirov_Tr_1	Problemy
271	что это	5	1
272	что достоевский	4	1
273	всего необходимо	1	1
274	этого образа	1	1
275	как он	1	1
276	не тип	1	1
277	и если	1	1
278	вообще не	1	1
279	сам автор	1	1
280	идей и	1	1
281	высшей степени	1	1
282	и еще	1	1
283	и совершенно	1	1
284	у лермонтова	1	1
285	к одному	1	1
286	и вот	1	1
287	и по	1	1
288	дистанции между	1	1
289	от нее	1	1
290	что все	2	1
291	об этом	4	1
292	лишь в	1	1
293	знает что	2	1
294	заключается в	1	1
295	и сердце	1	1
296	роль в	1	1
297	быть не	1	1
298	приходит в	1	1
299	этого нового	1	1
300	к области	2	1
301	на свои	1	1
302	но уже	1	1
303	в высшей	1	1
304	достоевского чтобы	1	1
305	и вне	1	1
306	ведет к	1	1
307	все как	1	1
308	час и	1	1
309	к истории	1	1
310	замыслу достоевского	2	1
311	взгляд на	1	1
312	почти не	1	1
313	то для	1	1
314	знает и	1	1
315	не столько	1	1
316	что говорит	2	1
317	своего рода	3	1
318	должны были	1	1
319	значение для	1	1
320	одном из	2	1
321	и новые	1	1
322	смертной казни	1	1
323	того кто	1	1
324	и великого	1	1
325	достоевского так	1	1
326	особым образом	1	1
327	господствует над	1	1
328	xviii века	1	1
329	сам сознает	1	1
330	и художественной	1	1
331	не имеет	2	1
332	и притом	1	1
333	него была	1	1
334	он еще	1	1
335	значение только	1	1
336	того чтобы	1	1
337	только не	1	1
338	ним она	1	1
339	и всегда	1	1
340	и образ	1	1
341	на этом	1	1
342	вот что	1	1
343	был так	1	1
344	собственной личности	1	1
345	в столкновение	1	1
346	достоевским в	2	1
347	в области	1	1
348	в стиле	1	1
349	в трагедии	1	1
350	иван карамазов	1	1
351	в момент	1	1
352	к тому	2	1
353	свое значение	1	1
354	не могли	1	1
355	с образом	1	1
356	но только	1	1
357	но при	2	1
358	людей в	1	1
359	в ее	2	1
360	личности и	2	1
361	своих романов	1	1
362	с самого	1	1
363	достоевского все	1	1
364	в другом	1	1
365	по природе	1	1
366	в борьбе	1	1
367	во многом	1	1
368	не мудрено	2	1
369	по сравнению	1	1
370	понятно что	1	1
371	собою но	1	1
372	даже не	1	1
373	в виду	1	1
374	создается впечатление	2	1
375	о том	2	1
376	в характеристику	1	1
377	времени в	2	1
378	роман и	1	1
379	нет это	1	1
380	того как	1	1
381	как его	1	1
382	отметить что	1	1
383	является по	1	1
384	того что	1	1
385	связь и	1	1
386	согласиться с	1	1
387	что даже	1	1
388	видение мира	1	1
389	то в	1	1
390	даже если	2	1
391	это очень	5	1
392	в самое	1	1
393	доминантой характера	1	1
394	вот почему	1	1
395	него есть	1	1
396	эти черты	1	1
397	же была	1	1
398	эти же	1	1
399	и чисто	1	1
400	роман о	2	1
401	но самое	1	1
402	на столе	1	1
403	не так	2	1
404	и их	1	1
405	могло бы	1	1
406	чтобы она	1	1
407	но достоевский	4	1
408	не для	1	1
409	к ним	1	1
410	второй части	1	1
411	это было	1	1
412	быть по	1	1
413	идеи а	1	1
414	появление второго	1	1
415	нет в	2	1
416	и герои	1	1
417	у которого	1	1
418	в особенности	1	1
419	развития в	1	1
420	как у	2	1
421	нет эта	1	1
422	что не	1	1
423	только к	2	1
424	а на	1	1
425	ничем не	2	1
426	исключительное значение	1	1
427	под влиянием	2	1
428	с помощью	1	1
429	в частности	2	1
430	и она	1	1
431	роман в	1	1
432	и особенно	1	1
433	совершенно в	1	1
434	над ним	1	1
435	не знал	1	1
436	б я	1	1
437	что за	3	1
438	сравнению с	1	1
439	этого слова	1	1
440	и беспокойство	1	1
441	этом случае	1	1
442	в основном	3	1
443	и собирает	1	1
444	не раз	1	1
445	ставрогина и	3	1
446	в книге	1	1
447	любовь к	1	1
448	известной степени	1	1
449	и ярко	1	1
450	подполья это	1	1
451	что я	4	1
452	его с	1	1
453	своей книге	1	1
454	и все	4	1
455	случае и	1	1
456	только что	1	1
457	я в	1	1
458	быть отнесены	1	1
459	но если	1	1
460	это в	1	1
461	совершенно не	1	1
462	идея в	1	1
463	всю ее	1	1
464	и входят	1	1
465	где он	1	1
466	понял что	1	1
467	к этой	1	1
468	перед ее	1	1
469	и эта	1	1
470	в таком	2	1
471	точно так	2	1
