1	и в	22	43
178	еще один	1	3
179	в отношении	4	3
180	и этим	3	3
181	и их	1	3
182	о своей	1	3
183	не знает	3	3
184	или менее	1	3
185	стороны и	2	3
186	все же	4	3
187	образом как	1	3
188	и только	1	3
189	это не	2	3
190	его жизни	1	2
191	нашей работы	1	2
192	конечно в	1	2
193	это я	1	2
194	значение в	1	2
195	в своих	2	2
196	в стороне	1	2
197	а то	1	2
198	того как	1	2
199	отношении к	1	2
200	с тобой	1	2
201	но так	1	2
202	а с	1	2
203	я и	1	2
204	целый ряд	2	2
205	чтобы сделать	1	2
206	ни было	2	2
207	то это	5	2
208	он так	3	2
209	но этот	1	2
210	например в	1	2
211	мы можем	3	2
212	во всяком	3	2
213	превращается в	1	2
214	сказать что	1	2
215	не входит	1	2
216	в сторону	1	2
217	и о	2	2
218	том что	13	2
219	друга и	1	2
220	и та	1	2
221	человека и	2	2
222	уже в	2	2
223	от друга	1	2
224	в конце	7	2
225	отношение к	5	2
226	ни в	10	2
227	конечно не	3	2
228	теперь он	1	2
229	по своему	3	2
230	что на	1	2
231	вопрос о	1	2
232	конце концов	2	2
233	для этого	1	2
234	для понимания	2	2
235	а вот	1	2
236	в настоящее	1	2
237	уже после	1	2
238	в первом	1	2
239	будет и	1	2
240	об этом	7	2
241	на себе	1	2
242	и без	2	2
243	и как	1	2
244	ним как	1	2
245	а затем	2	2
246	и особенно	2	2
247	с этим	3	2
248	в таком	2	2
249	и эта	1	2
250	которую он	2	2
251	указывает на	1	2
252	здесь мы	1	2
253	без всякого	2	2
254	его и	1	2
255	время как	2	2
256	в образе	2	2
257	все его	1	2
258	человек и	1	2
259	в первой	1	2
260	впрочем что	1	2
261	как он	3	2
262	там говорят	1	2
263	и сами	1	2
264	им в	1	2
265	что у	1	2
266	тем же	3	2
267	может служить	1	2
268	он является	1	2
269	из его	2	2
270	в которые	1	2
271	но все	4	2
272	и говорить	1	2
273	особенно в	1	2
274	настоящее время	1	2
275	отношения к	2	2
276	из этих	1	2
277	он только	1	2
278	так же	4	2
279	со словами	1	2
280	же нет	1	2
281	тем не	3	2
282	на себя	4	2
283	чтобы не	1	2
284	что не	3	2
285	меня и	1	2
286	как в	2	2
287	бы не	2	2
288	принадлежащих к	1	2
289	если мы	2	2
290	то время	2	2
291	для нас	1	2
292	в целом	3	2
293	между собой	4	2
294	реагирует на	1	2
295	из них	5	2
296	не был	1	2
297	бы он	3	2
298	в руках	1	2
299	была бы	1	2
300	вид что	1	2
301	и еще	3	2
302	он говорит	2	2
303	и мысли	3	2
304	известно что	1	2
305	ко второму	1	2
306	в глаза	3	2
307	для героев	1	2
308	хотя бы	4	2
309	от них	1	2
310	друг от	1	2
311	времени и	1	2
312	в которых	5	2
313	перед ним	3	2
314	менее и	1	1
315	несмотря на	4	1
316	и между	1	1
317	вот я	1	1
318	в известной	2	1
319	хоть и	2	1
320	ему в	1	1
321	все они	1	1
322	однако в	4	1
323	от этого	1	1
324	в ее	3	1
325	рассказ является	1	1
326	но вот	1	1
327	к своему	2	1
328	именно к	1	1
329	своего возраста	1	1
330	которую она	1	1
331	не имеет	3	1
332	е в	2	1
333	в присутствии	2	1
334	нас перед	1	1
335	которой она	1	1
336	человека от	1	1
337	сказать в	1	1
338	ясно с	1	1
339	приходится прибегать	1	1
340	от нее	3	1
341	в кругу	1	1
342	и полюбил	1	1
343	что ни	3	1
344	все что	3	1
345	того типа	1	1
346	в сознании	1	1
347	достаточно сравнить	2	1
348	вопрос почему	1	1
349	с сыном	1	1
350	своей любви	2	1
351	одном из	1	1
352	что с	2	1
353	он его	1	1
354	пользуется для	1	1
355	нас в	1	1
356	человек в	1	1
357	о его	2	1
358	а уж	1	1
359	этом уже	1	1
360	и само	1	1
361	что ему	2	1
362	с полным	3	1
363	человека с	1	1
364	одной стороны	3	1
365	не любил	1	1
366	его можно	1	1
367	с помощью	4	1
368	раз в	2	1
369	из которых	2	1
370	быть лишь	1	1
371	жизнь и	1	1
372	литературного жанра	1	1
373	ли не	2	1
374	оказался человек	1	1
375	того чтобы	6	1
376	в смысле	1	1
377	по крайней	1	1
378	как это	5	1
379	идет о	3	1
380	одним словом	1	1
381	и тем	1	1
382	ставит нас	1	1
383	оказывается перед	1	1
384	у его	1	1
385	вместе с	9	1
386	это в	2	1
387	свое собственное	1	1
388	с рассказом	1	1
389	в другой	1	1
390	берет его	1	1
391	перед его	1	1
392	высказывание из	1	1
393	нет в	1	1
394	к этому	6	1
395	они не	1	1
396	только здесь	1	1
397	тем более	4	1
398	и потому	1	1
399	которая до	1	1
400	ничего общего	1	1
401	один из	3	1
402	за свое	1	1
403	эти две	1	1
404	что служит	1	1
405	этот раз	2	1
406	среди которых	3	1
407	как ни	1	1
408	на это	3	1
409	за другом	1	1
410	и ты	2	1
411	из своего	3	1
412	пределах того	1	1
413	во многом	1	1
414	друг другу	1	1
415	к сожалению	1	1
416	они становятся	1	1
417	и по	1	1
418	примерно в	3	1
419	было только	1	1
420	не могла	3	1
421	при всем	2	1
422	в ответ	1	1
423	чем он	1	1
424	служит теперь	1	1
425	ну а	1	1
426	с отцом	2	1
427	еще хуже	1	1
428	в обеих	1	1
429	реагировать на	1	1
430	и во	2	1
431	не о	3	1
432	в этой	3	1
433	и от	1	1
434	ним а	1	1
435	к мысли	1	1
436	живет в	1	1
437	что из	1	1
438	любви к	5	1
439	говорит о	1	1
440	или к	1	1
441	во втором	1	1
442	главное не	1	1
443	можно назвать	1	1
444	что она	4	1
445	о возможности	1	1
446	и лишь	1	1
447	весь в	1	1
448	как к	1	1
449	уже нет	1	1
450	остается в	2	1
451	на что	1	1
452	в эти	1	1
453	вести а	1	1
454	мы оставляем	1	1
455	в весьма	1	1
456	человека который	2	1
457	том числе	1	1
458	для всякого	1	1
459	я тебя	1	1
460	по поводу	1	1
461	не знаем	1	1
462	как все	1	1
463	первого и	1	1
464	же на	1	1
465	что слова	1	1
466	и речи	4	1
467	это как	1	1
468	то ни	3	1
469	всего в	1	1
470	а к	1	1
471	в качестве	2	1
472	зрения того	1	1
473	как на	1	1
474	ибо в	1	1
475	собой в	1	1
476	нисколько не	3	1
477	полемики с	1	1
478	русский язык	1	1
479	друг друга	4	1
480	ты не	1	1
481	материал для	1	1
482	своей собственной	1	1
483	точку зрения	1	1
484	не могло	1	1
485	те же	1	1
486	суде и	1	1
487	крайней мере	1	1
488	этом не	1	1
489	на своего	1	1
490	отца с	1	1
491	себя самого	1	1
492	но наиболее	1	1
493	пор не	2	1
494	приходит в	1	1
495	такое же	2	1
496	друг за	1	1
497	содержание его	1	1
498	в мир	1	1
499	или иначе	2	1
500	но сама	1	1
501	и поэтому	4	1
502	с женой	2	1
503	отцом и	3	1
504	в это	1	1
505	в начале	3	1
506	жизнь в	1	1
507	в других	3	1
508	однако и	1	1
509	не от	1	1
510	известной степени	2	1
511	на которые	3	1
512	от ее	1	1
513	чтобы их	1	1
514	в ином	1	1
515	в устах	1	1
516	это только	1	1
517	пользу приносит	1	1
518	он уже	1	1
519	до того	2	1
520	в основе	2	1
521	три раза	1	1
522	все время	2	1
523	при всей	2	1
524	что все	1	1
525	прямо противоположным	1	1
526	на них	3	1
527	что здесь	1	1
528	с другими	2	1
529	на которой	1	1
530	видит в	1	1
531	о котором	1	1
532	жанра в	1	1
533	что тебя	1	1
534	ведь мы	1	1
535	который и	1	1
536	из уст	1	1
537	диалога с	1	1
538	с такими	1	1
539	и рады	1	1
540	каждом из	1	1
541	за ней	2	1
542	в связи	4	1
543	одной из	3	1
544	наконец не	1	1
545	нет и	4	1
546	в г	2	1
547	человек действует	1	1
548	чувствует себя	2	1
549	всяком случае	3	1
550	из двух	1	1
551	человеческой природой	1	1
552	форму а	1	1
553	не к	1	1
554	может не	1	1
555	вот что	1	1
556	в новом	1	1
557	если в	1	1
558	и два	1	1
559	же он	1	1
560	в нашем	1	1
561	высказывание в	1	1
562	стало быть	1	1
563	правда у	1	1
564	и далеко	1	1
565	и если	2	1
566	на этом	1	1
567	не видит	1	1
568	обстоит дело	2	1
569	а именно	1	1
570	эта последняя	1	1
571	стремление к	1	1
572	одним из	2	1
573	виду что	1	1
574	мы конечно	1	1
575	связи с	5	1
576	все то	1	1
577	с новой	1	1
578	в мире	2	1
579	тем как	1	1
580	том и	1	1
581	еще раньше	1	1
582	менее в	1	1
583	ему и	2	1
584	стороны мы	1	1
585	что их	2	1
586	мы видим	1	1
587	себя за	1	1
588	этой точки	1	1
589	там на	1	1
590	человека по	1	1
591	и дальше	1	1
592	места в	1	1
593	звучит так	1	1
594	за ним	2	1
595	на того	1	1
596	человека а	1	1
597	не с	2	1
598	очевидно и	1	1
599	этих слов	2	1
600	после того	1	1
601	и мы	3	1
602	ей не	1	1
603	должен был	4	1
604	мы знаем	2	1
605	иначе обстоит	2	1
606	ней в	2	1
607	видеть в	1	1
608	в построении	1	1
609	с одной	3	1
610	принадлежит к	1	1
611	бы сразу	1	1
612	не было	2	1
613	полным правом	1	1
614	все еще	2	1
615	со своим	1	1
616	из своей	1	1
617	о типе	1	1
618	и меня	1	1
619	жизни а	1	1
620	на тему	1	1
621	становится объектом	1	1
622	вернемся к	1	1
623	от своего	1	1
624	обращение к	1	1
625	был в	1	1
626	не всегда	1	1
627	он должен	1	1
628	достаточно назвать	1	1
629	только один	2	1
630	после появления	2	1
631	не мог	2	1
632	ему не	3	1
633	не пользуется	1	1
634	своего хозяина	1	1
635	из этого	2	1
636	выходят за	1	1
637	и после	2	1
638	мы находим	1	1
639	в существенном	1	1
640	мы остановимся	1	1
641	что для	2	1
642	мог бы	1	1
643	а так	1	1
644	из этой	2	1
645	прибегать к	1	1
646	и разыгрывает	1	1
647	которые в	1	1
648	в какой	3	1
649	она только	1	1
650	мысль не	1	1
651	всего на	1	1
652	уж не	1	1
653	до начала	2	1
654	это совершенно	1	1
655	не найдем	1	1
656	человека из	1	1
657	себя не	1	1
658	на одном	1	1
659	он знает	4	1
660	и главное	1	1
661	другому а	1	1
662	эти слова	1	1
663	иное чем	1	1
664	не случайно	1	1
665	теми же	1	1
666	себя с	1	1
667	она уже	1	1
668	можно сказать	1	1
669	том как	3	1
670	человек не	1	1
671	то в	1	1
672	находятся в	1	1
673	не удалось	1	1
674	перед необходимостью	1	1
675	она здесь	1	1
676	что речь	1	1
677	бы то	2	1
678	числе и	1	1
679	жизни и	1	1
680	не приносит	1	1
681	же самое	3	1
682	надо мной	1	1
683	вещей и	1	1
684	обращается к	3	1
685	в основном	1	1
686	чем в	3	1
687	в двух	3	1
688	это может	1	1
689	за пределами	2	1
690	но как	1	1
691	по своей	1	1
692	речь с	1	1
693	выходит из	2	1
694	все равно	3	1
695	же ты	1	1
696	о чем	7	1
697	самое главное	1	1
698	нет ибо	1	1
699	о них	1	1
700	так или	2	1
