N	2gram	Tiupa_Disk_1	VerxiiNi
336	в своей	5	1
337	что такое	1	1
338	таким же	1	1
339	в их	5	1
340	человеком и	1	1
341	в отличие	5	1
342	зрения представляет	1	1
343	должны были	1	1
344	искусства не	1	1
345	своей судьбой	1	1
346	не могли	1	1
347	однако в	3	1
348	ничего предосудительного	1	1
349	не должно	1	1
350	необходимо чтобы	1	1
351	по себе	3	1
352	они направлены	1	1
353	чистом виде	1	1
354	но они	2	1
355	а иногда	1	1
356	что с	2	1
357	у этих	1	1
358	дело не	2	1
359	не по	1	1
360	имеются и	1	1
361	не удовлетворяясь	1	1
362	понимание которое	1	1
363	языка это	1	1
364	другой стороны	3	1
365	это слово	1	1
366	и делает	1	1
367	в каком	1	1
368	однако это	2	1
369	настоящего времени	1	1
370	когда мы	1	1
371	с данной	1	1
372	могут быть	4	1
373	лежит в	1	1
374	должны быть	3	1
375	и другим	1	1
376	сказать нельзя	1	1
377	такой как	1	1
378	мысли о	2	1
379	не есть	2	1
380	в строгом	3	1
381	в каждой	3	1
382	для себя	4	1
383	значения и	1	1
384	с ее	2	1
385	как не	3	1
386	свою очередь	3	1
387	здесь не	1	1
388	но далеко	1	1
389	в ее	3	1
390	данном случае	2	1
391	как субъекты	1	1
392	только то	1	1
393	в себя	5	1
394	роль в	7	1
395	котором он	2	1
396	живет в	1	1
397	над проблемой	1	1
398	чем у	1	1
399	том как	1	1
400	между собой	2	1
401	он сам	1	1
402	собой и	1	1
403	из одного	1	1
404	по мере	2	1
405	но такая	1	1
406	местах и	1	1
407	и должно	1	1
408	и других	1	1
409	то они	1	1
410	все прочие	1	1
411	картина мира	3	1
412	одного из	2	1
413	иное значение	1	1
414	не позволяет	1	1
415	времени в	2	1
416	до известной	1	1
417	и во	2	1
418	том или	1	1
419	тем или	1	1
420	теперь уже	1	1
421	творчества в	1	1
422	во втором	4	1
423	а потому	1	1
424	что человек	1	1
425	котором они	1	1
426	них в	2	1
427	к сознанию	1	1
428	разнородны но	1	1
429	в сферу	3	1
430	что здесь	1	1
431	от прочих	1	1
432	и прежде	1	1
433	с ними	1	1
434	дело с	2	1
435	что даже	2	1
436	друг друга	1	1
437	как нечто	1	1
438	еще и	1	1
439	в разные	2	1
440	до нас	1	1
441	всех его	1	1
442	сказки в	1	1
443	и ее	2	1
444	самое следует	1	1
445	в уста	1	1
446	и его	2	1
447	только на	1	1
448	вернуться к	1	1
449	xvii веке	1	1
450	при помощи	1	1
451	первобытного человека	3	1
452	к мысли	2	1
453	и их	1	1
454	сами по	2	1
455	заметить что	2	1
456	как раз	1	1
457	тем что	3	1
458	тогда как	19	1
459	или ином	1	1
460	параллельно с	1	1
461	представляют собой	1	1
462	из двух	2	1
463	чему не	1	1
464	к рассмотрению	1	1
465	а именно	1	1
466	или о	1	1
467	в соответствии	2	1
468	которой нет	1	1
469	зависит от	2	1
470	выступают в	1	1
471	одну из	2	1
472	о чем	2	1
473	когда она	1	1
474	различие между	2	1
475	действия в	1	1
476	с помощью	1	1
477	в момент	2	1
478	и источника	1	1
479	к лицу	1	1
480	является его	1	1
481	их с	1	1
482	во плоти	1	1
483	первым шагом	1	1
484	всем что	1	1
485	с этим	3	1
486	в данном	5	1
487	и за	1	1
488	лицом к	1	1
489	в той	1	1
490	одновременно с	2	1
491	да и	1	1
492	позволяет им	1	1
493	отношения к	2	1
494	ли не	3	1
495	этого слова	1	1
496	сказки не	1	1
497	основана на	1	1
498	но это	1	1
499	о его	1	1
500	своих подданных	1	1
501	но для	1	1
502	о мире	1	1
503	мира в	3	1
504	в наше	2	1
505	не является	4	1
506	известной степени	2	1
507	не имея	2	1
508	и состоит	1	1
509	не существует	1	1
510	очищенного от	1	1
511	его с	1	1
512	это как	1	1
513	или иным	1	1
514	это уже	1	1
515	тем более	1	1
516	всех прочих	1	1
517	культуры большинство	1	1
518	ни к	6	1
519	но зато	2	1
520	превратился в	1	1
521	на более	1	1
522	указывает на	2	1
523	как показывает	2	1
524	не носят	1	1
525	могли быть	1	1
526	может и	2	1
527	культуры в	1	1
528	в свое	1	1
529	людей но	1	1
530	в своих	3	1
531	значение в	1	1
532	они не	2	1
