N	2gram	Ircho_Kome_1	Russkaja
495	человека к	1	1
496	по своему	3	1
497	смысле этого	1	1
498	применении к	1	1
499	не удалось	3	1
500	его идеи	1	1
501	когда же	5	1
502	из отдельных	1	1
503	в состоянии	2	1
504	в пучину	1	1
505	материал для	1	1
506	или хотя	1	1
507	его творчество	2	1
508	с этой	1	1
509	не допускать	1	1
510	и таким	2	1
511	между прочим	2	1
512	с большой	1	1
513	на все	2	1
514	общими для	1	1
515	не знаем	1	1
516	образом по	1	1
517	бы найти	1	1
518	и постоянно	1	1
519	особенно следует	1	1
520	бы в	1	1
521	было только	2	1
522	и все	3	1
523	хотя в	1	1
524	к ее	1	1
525	может и	1	1
526	в свою	2	1
527	с ней	1	1
528	понимать как	1	1
529	к блестящему	1	1
530	и поскольку	1	1
531	к его	1	1
532	отношению к	3	1
533	в управлении	1	1
534	для создания	1	1
535	как поступить	1	1
536	том числе	1	1
537	они не	1	1
