N	2gram	Tiupa_Anal_2	Tvorches
146	и по	1	2
147	по словам	1	2
148	том же	1	2
149	особенно в	7	2
150	он же	2	2
151	которой он	1	2
152	и некоторых	1	2
153	такой же	1	2
154	в такой	1	2
155	не столько	3	2
156	в отличие	2	2
157	что я	1	2
158	что этот	1	2
159	в устах	2	2
160	не менее	4	2
161	как о	3	2
162	на него	2	2
163	другой стороны	2	2
164	что на	3	2
165	у нас	1	2
166	и далее	1	2
167	личности в	1	2
168	мы узнаем	2	2
169	могут быть	10	2
170	ли не	2	2
171	бахтина о	1	2
172	части романа	1	2
173	же не	2	2
174	приводит к	3	2
175	роль в	2	2
176	к анализу	1	2
177	сводится к	3	2
178	и что	1	2
179	что его	1	2
180	восходит к	1	2
181	в литературной	1	2
182	крайней мере	3	2
183	в которую	1	2
184	в литературе	1	2
185	не случайно	8	2
186	с ними	3	2
187	только в	4	2
188	и ее	1	2
189	не мешает	1	2
190	себя в	2	2
191	уже в	1	2
192	героя с	1	2
193	для анализа	1	2
194	или даже	2	2
195	из них	3	2
196	его и	1	2
197	не так	4	2
198	в одном	2	2
199	вовсе не	2	2
200	может служить	1	2
201	только с	1	2
202	другом в	1	2
203	отличие от	2	2
204	здравого смысла	2	2
205	с другим	1	2
206	с другой	6	2
207	на этот	2	2
208	не означает	1	2
209	зависит от	1	2
210	по крайней	3	2
211	предметных деталей	1	2
212	в частности	16	2
213	начиная с	1	2
214	в первой	3	2
215	можно принять	1	2
216	и м	2	2
217	только для	1	2
218	и тогда	1	2
219	более того	1	2
220	сюжета и	3	2
221	для автора	1	2
222	себя на	1	2
223	ни к	1	2
224	к самому	1	2
225	но если	1	2
226	героя и	1	2
227	из этого	1	2
228	отказаться от	1	2
229	однако эти	1	2
230	речь идет	2	1
231	с с	1	1
232	художественного произведения	2	1
233	как его	1	1
234	а между	1	1
235	переход от	1	1
236	эту жизнь	2	1
237	перед читателем	1	1
238	перед лицом	2	1
239	в первом	1	1
240	из его	2	1
241	сам автор	1	1
242	действительности и	1	1
243	соотнесенности с	1	1
244	и за	3	1
245	мы уже	1	1
246	той же	2	1
247	со всех	1	1
248	бы уже	1	1
249	случае это	1	1
250	на место	1	1
251	из своих	2	1
252	почему мы	1	1
253	разве я	1	1
254	со смертью	3	1
255	но такое	1	1
256	жизненной позиции	3	1
257	не вполне	1	1
258	на себя	5	1
259	в сцене	1	1
260	всех сторон	1	1
261	свою очередь	1	1
262	он был	2	1
263	быть в	1	1
264	не был	3	1
265	с его	1	1
266	во всех	4	1
267	в сюжете	1	1
268	иного рода	2	1
269	времени как	2	1
270	романа то	1	1
271	а тем	1	1
272	о смерти	1	1
273	и всякий	1	1
274	в противовес	1	1
275	почти до	1	1
276	не все	1	1
277	ответ на	3	1
278	после удара	1	1
279	и диалога	1	1
280	в жизни	1	1
281	и эстетического	1	1
282	сама жизнь	1	1
283	оказывается не	2	1
284	в рамках	3	1
285	этой стороны	1	1
286	однако не	1	1
287	перед нами	1	1
288	встрече с	1	1
289	третий раз	1	1
290	как уже	3	1
291	и как	1	1
292	его к	1	1
293	и к	5	1
294	такое воззрение	1	1
295	в противоположность	2	1
296	на всем	1	1
297	всего романа	1	1
298	в известном	1	1
299	бы с	1	1
300	представляет собой	8	1
301	из этих	1	1
302	что автор	1	1
303	с их	2	1
304	смеха в	1	1
305	и до	2	1
306	после чего	1	1
307	на то	2	1
308	в случае	2	1
309	у а	1	1
310	не говорит	1	1
311	от которого	2	1
312	и эти	1	1
313	в первую	1	1
314	как пишет	2	1
315	идеи и	1	1
316	к одному	1	1
317	не к	1	1
318	переходит от	2	1
319	означает в	1	1
320	в силу	1	1
321	уже говорилось	4	1
322	на жизнь	1	1
323	несколько ниже	1	1
324	я с	1	1
325	можно было	3	1
326	в каждом	1	1
327	что все	2	1
328	значение в	1	1
329	в глубине	1	1
330	мифологии в	1	1
331	входит в	1	1
332	того или	3	1
333	заключается в	1	1
334	первую очередь	1	1
335	в глазах	1	1
336	было бы	3	1
337	то все	1	1
338	в споре	2	1
339	по себе	2	1
340	в ином	1	1
341	ни в	1	1
342	в них	1	1
343	к которым	1	1
344	но лишь	1	1
345	за пределами	2	1
346	в реплике	2	1
347	несмотря на	3	1
348	и читателем	1	1
349	жизни но	2	1
350	ведет к	1	1
351	видим как	1	1
352	в один	4	1
353	остается в	1	1
354	не мог	3	1
355	в эту	3	1
356	в этих	2	1
357	писателя на	1	1
358	ряда в	1	1
359	в ходе	4	1
360	от своего	2	1
361	таким же	1	1
362	этой связи	1	1
363	я его	2	1
364	это делает	1	1
365	м о	1	1
366	больше не	1	1
367	и о	1	1
368	совпадающая с	1	1
369	христианской мифологии	1	1
370	в диалоге	2	1
371	и более	1	1
372	произведения в	5	1
373	однако в	1	1
374	в таких	2	1
375	зрения и	1	1
376	даже в	2	1
377	нас к	2	1
378	тому что	1	1
379	содержит в	3	1
380	автора и	3	1
381	виду что	1	1
382	вплоть до	1	1
383	она не	2	1
384	что с	2	1
385	в обоих	2	1
386	некоторого рода	2	1
387	меня не	1	1
388	хотелось бы	1	1
389	л и	2	1
390	текста и	2	1
391	на себе	3	1
392	всей их	1	1
393	точно так	1	1
394	читателя здесь	1	1
395	но только	1	1
396	это еще	1	1
397	он с	1	1
398	мышления и	1	1
399	не имеет	2	1
400	жизни не	1	1
401	и соответственно	1	1
402	русской речи	1	1
403	его судьбу	1	1
404	и является	4	1
405	со своим	3	1
406	в центр	1	1
407	в сознании	4	1
408	весьма существенным	1	1
409	что впрочем	1	1
410	событий и	1	1
411	как будто	3	1
412	героя а	1	1
413	к читателю	2	1
414	и несколько	1	1
415	есть у	1	1
416	у меня	1	1
417	стороны и	1	1
418	случайно и	1	1
419	встречается в	1	1
420	во все	1	1
421	похож на	1	1
422	к тому	7	1
423	бы он	1	1
424	той или	3	1
425	в поле	4	1
426	указывает на	1	1
427	жизнь для	1	1
428	он видит	1	1
429	на это	1	1
430	говоря словами	1	1
431	если же	1	1
432	в применении	1	1
433	для себя	1	1
434	представляют собой	2	1
435	взором читателя	1	1
436	как мы	3	1
437	читателя он	1	1
438	но при	1	1
439	на основе	2	1
440	для читателя	2	1
441	характер и	1	1
442	только то	1	1
443	в себя	4	1
444	см главу	1	1
445	в пределах	9	1
446	по способу	1	1
447	он сначала	1	1
448	здесь он	1	1
449	не с	4	1
450	связан с	1	1
451	каждого из	1	1
452	собой в	2	1
453	которого у	1	1
454	с собой	1	1
455	еще в	2	1
456	она была	1	1
457	во второй	4	1
458	веры в	1	1
459	жизнь и	1	1
460	с героем	1	1
461	в синтаксисе	1	1
462	поэтому в	1	1
463	но отнюдь	1	1
464	в виду	1	1
465	жизненная позиция	2	1
466	о нем	1	1
467	произведения как	2	1
468	и здесь	1	1
469	о своей	2	1
470	в другом	1	1
471	нам представляется	1	1
472	всем протяжении	1	1
473	на вопрос	1	1
474	в поэзии	2	1
475	столь же	4	1
476	не выступает	1	1
477	одного из	3	1
478	с одной	5	1
479	лишь в	9	1
480	может не	1	1
481	в конечном	3	1
482	от автора	2	1
483	от него	1	1
484	каждом из	1	1
485	в драме	1	1
486	это рефлексия	1	1
487	же после	1	1
488	героя он	1	1
489	глав романа	1	1
490	непосредственно в	1	1
491	романа в	3	1
492	в художественной	1	1
493	не знаю	2	1
494	с а	1	1
495	как она	1	1
496	совершенно новый	1	1
497	построения текста	1	1
498	известном смысле	1	1
499	поле зрения	2	1
500	сразу же	1	1
501	и одновременно	3	1
502	в тексте	24	1
503	нуждается в	1	1
504	ли он	1	1
505	из многих	1	1
506	то он	1	1
507	лишь одна	1	1
508	который в	1	1
509	за которую	1	1
510	этой борьбе	1	1
511	связи с	1	1
512	а напротив	1	1
513	на этих	1	1
514	по выражению	2	1
515	конечном счете	2	1
516	и их	2	1
517	художественное восприятие	2	1
518	сами по	1	1
519	читателю и	1	1
520	при всей	3	1
521	не о	2	1
522	как раз	4	1
523	случае с	1	1
524	еще ничего	1	1
525	тенденции однако	1	1
526	что и	3	1
527	со стороны	3	1
528	или иной	3	1
529	даже не	1	1
530	и точно	1	1
531	героев с	1	1
532	а мы	1	1
533	диалоге с	1	1
534	хоть и	1	1
535	его из	1	1
536	этого персонажа	2	1
537	божественной комедии	1	1
538	а главное	1	1
539	идет уже	1	1
540	одну из	2	1
541	и я	2	1
542	ни о	3	1
543	для реализации	1	1
544	всегда и	1	1
545	художественного целого	7	1
546	в связи	1	1
547	в речи	3	1
548	и имеет	1	1
549	на фоне	3	1
550	эти слова	1	1
551	и особенно	4	1
552	от неминуемой	1	1
553	как это	6	1
554	в позицию	4	1
555	только его	1	1
556	с каким-то	1	1
557	это своего	1	1
558	его личной	1	1
559	целом ряде	1	1
560	такого рода	2	1
561	применении к	1	1
562	в карты	1	1
563	что же	1	1
564	самого себя	1	1
565	известной книге	1	1
566	в третий	1	1
567	текста как	2	1
568	и такие	1	1
569	литературоведческого анализа	2	1
570	том смысле	1	1
571	случилось с	1	1
572	уходом из	1	1
573	этого слова	3	1
574	автором и	1	1
575	отличается от	1	1
576	это явление	1	1
577	с автором	1	1
578	и для	2	1
579	объекта и	2	1
580	должна была	2	1
581	на улице	1	1
582	представляется что	1	1
583	об отношении	1	1
584	в результате	3	1
585	а все	1	1
586	своей собственной	1	1
587	в повествовании	2	1
588	человек и	1	1
589	об этих	2	1
590	себя самого	1	1
591	для нас	1	1
592	но когда	1	1
593	или нет	1	1
594	еще более	2	1
595	будто бы	1	1
596	действительной жизни	1	1
597	следит за	1	1
598	что вообще	1	1
599	тот же	1	1
600	привести одну	1	1
601	отношении к	1	1
602	не есть	2	1
603	страсть к	1	1
604	по поводу	3	1
605	может и	1	1
606	а о	1	1
607	в свою	1	1
608	персонажа и	1	1
609	с ней	1	1
610	и мотивы	1	1
611	не знает	3	1
612	сказать что	2	1
613	была бы	2	1
614	несколько выше	1	1
615	совершенно не	1	1
616	или иного	3	1
617	между автором	1	1
618	у которых	1	1
619	из фигур	1	1
620	себе не	2	1
621	частности в	2	1
622	но автор	1	1
623	к другим	1	1
624	собой лишь	1	1
625	облика и	1	1
626	мыслями и	1	1
627	как на	1	1
628	смысле что	1	1
