N	2gram	Propp_Morf_1	RusskieA
118	их по	3	3
119	такие же	1	3
120	как мы	6	3
121	что от	1	3
122	во всех	4	3
123	а именно	1	3
124	того что	3	3
125	что здесь	1	3
126	как например	2	3
127	между тем	5	3
128	в качестве	5	3
129	за ним	1	3
130	друг друга	3	3
131	отличие от	1	3
132	где есть	1	3
133	тем что	4	3
134	или с	3	3
135	для этой	3	3
136	тому как	5	3
137	и там	1	3
138	на новый	1	3
139	было бы	3	3
140	но если	7	3
141	а н	1	3
142	вряд ли	2	2
143	одним из	1	2
144	и то	1	2
145	тем и	2	2
146	на самом	4	2
147	это и	2	2
148	верхом на	1	2
149	так чтобы	1	2
150	но она	1	2
151	не совсем	1	2
152	которое в	1	2
153	это время	1	2
154	между собой	4	2
155	там и	1	2
156	с одной	1	2
157	а он	1	2
158	тогда как	2	2
159	или дерева	1	2
160	с этим	11	2
161	все же	7	2
162	а и	3	2
163	как уже	2	2
164	и как	5	2
165	этой цели	1	2
166	не можем	1	2
167	та же	2	2
168	в которой	3	2
169	представляет собой	17	2
170	из этих	1	2
171	право на	2	2
172	идут в	1	2
173	после чего	2	2
174	если он	1	2
175	ряд других	1	2
176	в образе	4	2
177	здесь мы	3	2
178	связанные с	1	2
179	об этом	4	2
180	из нее	1	2
181	на шею	1	2
182	должно быть	1	2
183	многие другие	1	2
184	в своей	1	2
185	не столько	1	2
186	на берег	2	2
187	тем не	5	2
188	была не	1	2
189	не менее	5	2
190	что с	1	2
191	в то	3	2
192	дело не	2	2
193	того как	2	2
194	с религией	1	2
195	к ней	1	2
196	во всем	1	2
197	по земле	1	2
198	связи с	10	2
199	кроме того	1	2
200	к таким	1	2
201	в момент	1	2
202	когда мы	1	2
203	на улицу	1	2
204	о происхождении	2	2
205	что при	2	2
206	в виду	1	2
207	вывод что	2	2
208	и многие	1	2
209	то время	3	2
210	мнение что	1	2
211	можно было	2	2
212	не с	2	2
213	оно как	2	2
214	еще в	1	2
215	с другим	1	2
216	в глаза	2	2
217	после того	1	2
218	с другой	8	2
219	в приведенных	1	2
220	что и	7	2
221	в форме	6	2
222	в г	1	2
223	в него	1	2
224	бросается в	1	2
225	один из	5	2
226	сразу же	2	2
227	в новой	1	2
228	совсем не	3	2
229	этот вопрос	2	2
230	и ее	3	2
231	рассматриваться как	2	2
232	или просто	2	2
233	на эту	1	2
234	одно из	1	2
235	заметить что	8	2
236	в руки	3	2
237	чем в	1	2
238	сюда же	3	2
239	человека а	1	2
240	а с	2	2
241	в церковь	1	2
242	прежде всего	9	2
243	и пр	37	2
244	одной стороны	1	2
245	из наиболее	1	2
246	ниже в	2	2
247	там где	5	2
248	научной литературе	1	2
249	совершенно очевидно	1	2
250	совершенно не	1	2
251	можно будет	1	2
252	сказки о	6	2
253	если она	2	2
254	из которых	3	2
255	в течение	1	2
256	могут быть	16	2
257	на некотором	1	2
258	с этой	1	2
259	есть формы	1	2
260	видно что	1	2
261	этом и	1	2
262	и для	2	2
263	решить вопрос	1	2
264	отправляется в	3	2
265	за этим	1	2
266	имеет целью	1	2
267	две формы	1	2
268	и при	1	2
269	из этого	1	2
270	ли мы	1	1
271	ту же	2	1
272	вопрос мы	1	1
273	принимает форму	1	1
274	отношение к	1	1
275	вне связи	3	1
276	говорилось выше	1	1
277	собой смерть	1	1
278	показать что	4	1
279	к этой	1	1
280	относятся к	2	1
281	и есть	2	1
282	из самых	1	1
283	которую они	1	1
284	можно говорить	1	1
285	и до	1	1
286	что эти	2	1
287	очень много	1	1
288	мы уже	1	1
289	например в	2	1
290	г в	1	1
291	очень широко	1	1
292	она в	2	1
293	этому же	1	1
294	обычно начинается	1	1
295	на дерево	1	1
296	религии в	1	1
297	говорить о	3	1
298	один пример	1	1
299	то это	3	1
300	что каждый	1	1
301	что его	2	1
302	в различных	2	1
303	корабль с	1	1
304	тем как	1	1
305	явлений и	1	1
306	не входит	1	1
307	если в	5	1
308	ответ на	1	1
309	может произойти	1	1
310	иные формы	1	1
311	что они	2	1
312	во что	1	1
313	имеют целью	1	1
314	первый взгляд	3	1
315	независимо от	3	1
316	что именно	1	1
317	почему при	1	1
318	различных народов	1	1
319	все остальные	1	1
320	в противном	1	1
321	перед нами	10	1
322	и где	1	1
323	тех случаях	2	1
324	пойти в	2	1
325	хотя и	3	1
326	в круг	1	1
327	и наконец	1	1
328	от других	2	1
329	земле или	1	1
330	по пути	1	1
331	даже просто	1	1
332	более или	2	1
333	девушка или	1	1
334	увидим что	1	1
335	в особую	1	1
336	тем временем	2	1
337	животных и	3	1
338	этот случай	5	1
339	другие элементы	2	1
340	или во	1	1
341	что так	1	1
342	ни одна	4	1
343	рассказ о	1	1
344	его убивают	1	1
345	только один	1	1
346	на то	2	1
347	но на	1	1
348	тесно связаны	1	1
349	вообще не	1	1
350	этому прибавляется	1	1
351	сравнение этих	1	1
352	и одна	1	1
353	приведенные наблюдения	1	1
354	не играют	1	1
355	воды это	1	1
356	он должен	2	1
357	к разным	1	1
358	многое но	1	1
359	необходимо для	1	1
360	не представляет	1	1
361	мало того	1	1
362	несколько ниже	1	1
363	только в	2	1
364	в нее	1	1
365	но все	3	1
366	по его	1	1
367	ее по	3	1
368	однако все	1	1
369	могла бы	4	1
370	правильнее было	1	1
371	в другом	2	1
372	на все	1	1
373	входит в	2	1
374	того или	1	1
375	три дня	1	1
376	они по	1	1
377	за ней	2	1
378	чаще всего	7	1
379	еще одно	1	1
380	д с	1	1
381	из первых	2	1
382	по всему	2	1
383	нет в	1	1
384	их как	2	1
385	на основании	1	1
386	домой и	1	1
387	это сходство	1	1
388	такой же	1	1
389	в научной	1	1
390	их на	1	1
391	или менее	2	1
392	или точнее	1	1
393	этой связи	1	1
394	как все	1	1
395	явлений относится	1	1
396	не от	2	1
397	в сказке	15	1
398	помощь и	1	1
399	сл в	1	1
400	но эта	1	1
401	только для	1	1
402	ряда других	1	1
403	свет на	1	1
404	вторичное образование	1	1
405	но они	1	1
406	чтобы это	1	1
407	однако в	2	1
408	что этот	1	1
409	таких случаев	2	1
410	и таким	2	1
411	ее нужно	1	1
412	стоит в	1	1
413	что эта	2	1
414	в русской	1	1
415	эти формы	2	1
416	дело в	1	1
417	или другие	1	1
418	и притом	1	1
419	как таковых	2	1
420	на него	3	1
421	быть поставлен	1	1
422	в основе	1	1
423	не вызывает	1	1
424	в сад	2	1
425	это еще	1	1
426	вытекает из	1	1
427	тем больше	1	1
428	в коем	1	1
429	ничего не	4	1
430	случай встречается	2	1
431	многих отношениях	1	1
432	вперед и	1	1
433	и его	1	1
434	же он	1	1
435	так например	3	1
436	как будто	2	1
437	этом отношении	1	1
438	не является	3	1
439	и несколько	1	1
440	ином царстве	2	1
441	и здесь	5	1
442	он называет	1	1
443	в сказках	3	1
444	и другим	3	1
445	наблюдать что	2	1
446	и за	2	1
447	кто же	1	1
448	например на	1	1
449	ссылкой на	1	1
450	оно не	2	1
451	ничего общего	1	1
452	обычно в	1	1
453	иметь в	1	1
454	не будет	1	1
455	убиение и	1	1
456	здесь не	2	1
457	без всякого	2	1
458	в в	2	1
459	можно показать	2	1
460	нужно заметить	1	1
461	в особенности	1	1
462	и этим	5	1
463	в пределах	3	1
464	ряду с	1	1
465	приводит к	2	1
466	может дать	1	1
467	и совершенно	1	1
468	и когда	1	1
469	то как	2	1
470	с собой	3	1
471	так и	6	1
472	здесь нет	1	1
473	мог бы	1	1
474	этим в	1	1
475	том как	1	1
476	он был	1	1
477	без всякой	2	1
478	имеется довольно	1	1
479	с этого	2	1
480	если бы	2	1
481	собой и	1	1
482	означает что	2	1
483	находится в	1	1
484	всякого изменения	1	1
485	точного описания	1	1
486	хлеба в	1	1
487	к заключению	1	1
488	на гору	1	1
489	то они	2	1
490	настоящее время	3	1
491	же происходит	1	1
492	в полночь	1	1
493	с того	3	1
494	можно сказать	2	1
495	случаев когда	1	1
496	и применение	1	1
497	может не	1	1
498	например кладутся	1	1
499	из дому	2	1
500	большое количество	1	1
501	этот момент	3	1
502	в его	1	1
503	во всей	1	1
504	на открытом	1	1
505	купаться и	1	1
506	выбор и	1	1
507	если это	3	1
508	в другую	2	1
509	дома в	2	1
510	же можно	2	1
511	быть и	2	1
512	но так	1	1
513	на которой	1	1
514	но с	1	1
515	перескакивая через	1	1
516	к различным	2	1
517	идет по	2	1
518	с ними	1	1
519	на другие	2	1
520	что он	4	1
521	мы увидим	8	1
522	ли он	1	1
523	в какой	3	1
524	и действительно	1	1
525	верно и	1	1
526	который в	2	1
527	а после	1	1
528	в эти	1	1
529	какой степени	1	1
530	добывают себе	1	1
531	можно установить	1	1
532	вопроса о	1	1
533	в большинстве	3	1
534	только на	1	1
535	значение и	1	1
536	раньше чем	3	1
537	что делают	1	1
538	е не	1	1
539	при помощи	9	1
540	в данной	1	1
541	в борьбу	1	1
542	но есть	3	1
543	превращаются в	1	1
544	не так	1	1
545	для него	1	1
546	всяком случае	2	1
547	могло бы	1	1
548	обратно и	2	1
549	в одном	1	1
550	домой с	1	1
551	в состоянии	1	1
552	носит характер	1	1
553	эти могут	1	1
554	ее не	1	1
555	как его	1	1
556	случае не	3	1
557	должны будем	2	1
558	поле или	1	1
559	как при	1	1
560	как раз	1	1
561	это по	1	1
562	происходит на	1	1
563	само собой	1	1
564	не противоречит	1	1
565	время как	3	1
566	в другой	1	1
567	в это	1	1
568	и даже	1	1
569	не сообщает	2	1
570	даже не	3	1
571	живой и	2	1
572	и др	10	1
573	возражений но	1	1
574	и затем	4	1
575	два случая	1	1
576	на русском	1	1
577	от другого	2	1
578	ей не	1	1
579	такое которое	1	1
580	на которых	1	1
581	не на	2	1
582	на смерть	1	1
583	а по	3	1
584	сложное явление	1	1
585	этом основании	1	1
586	нужно иметь	1	1
587	также с	1	1
588	или другого	1	1
589	как эти	2	1
590	исходит от	2	1
591	в одной	1	1
592	некоторые из	1	1
593	более широкого	1	1
594	в иных	4	1
595	или по	2	1
596	бы пойти	1	1
597	наблюдение что	1	1
598	по своему	2	1
599	это делается	1	1
600	что за	1	1
601	не дают	1	1
602	существу не	1	1
603	нашу задачу	1	1
604	раскладываются на	1	1
605	он может	2	1
606	случае она	1	1
607	другой вопрос	2	1
608	здесь имеется	2	1
609	заключению что	1	1
610	бы совсем	1	1
611	в тех	6	1
612	многих других	1	1
613	свойства и	1	1
614	довольно много	1	1
615	и более	1	1
616	быть не	1	1
617	и не	12	1
618	на другое	1	1
619	на коне	5	1
620	на пути	4	1
621	которые таким	1	1
622	но это	6	1
623	в который	1	1
624	что касается	1	1
625	и тогда	1	1
626	из ряда	3	1
627	своих предшественников	1	1
628	могут рассматриваться	1	1
629	что подобные	1	1
630	на горе	1	1
631	случаях когда	2	1
632	ли в	1	1
633	она может	1	1
634	в настоящее	3	1
635	и вызывает	3	1
636	от него	1	1
637	не более	1	1
638	мы должны	3	1
639	или другому	1	1
640	его жизнь	1	1
641	не связаны	1	1
642	только что	2	1
643	поется песня	1	1
644	которые в	1	1
645	то их	1	1
646	или не	3	1
647	имен и	1	1
648	несмотря на	4	1
649	все еще	3	1
650	сказать что	2	1
651	другой стороны	4	1
652	же относится	1	1
653	в точности	3	1
654	когда в	1	1
655	как за	1	1
656	же они	2	1
657	нет но	1	1
658	всех других	1	1
659	содержится в	1	1
660	есть и	4	1
661	можно наблюдать	3	1
662	этим объясняется	1	1
663	и становится	1	1
664	это так	2	1
665	во всяком	2	1
666	также не	1	1
667	очень редко	1	1
668	как на	1	1
669	три ночи	2	1
