N	2gram	Trubetskoy_1	RusskieA
134	с этим	2	2
135	мы можем	2	2
136	и как	3	2
137	но в	2	2
138	все эти	2	2
139	в нем	5	2
140	всех этих	3	2
141	в силу	2	2
142	главным образом	3	2
143	и с	7	2
144	к другу	1	2
145	на этой	2	2
146	в жизни	1	2
147	чтобы они	1	2
148	такой же	1	2
149	в один	1	2
150	привело к	1	2
151	должны были	1	2
152	и более	2	2
153	том же	2	2
154	для этого	3	2
155	этого мало	1	2
156	она не	2	2
157	или другие	1	2
158	у него	2	2
159	именно с	1	2
160	но даже	2	2
161	могут быть	1	2
162	свою очередь	1	2
163	что у	1	2
164	с ним	2	2
165	на все	1	2
166	в различных	1	2
167	должно было	1	2
168	в его	4	2
169	в свете	1	2
170	к ней	1	2
171	на другие	1	2
172	этот вопрос	2	2
173	в разные	1	2
174	их не	2	2
175	так что	2	2
176	сомнений в	1	2
177	в большинстве	3	2
178	борьбы с	1	2
179	его и	2	2
180	в прошлом	1	2
181	не было	3	2
182	себя и	5	2
183	с ней	1	2
184	до конца	1	2
185	не на	1	2
186	а не	2	2
187	большинстве случаев	2	2
188	и многие	1	2
189	в частности	2	2
190	и потому	3	2
191	многих случаях	1	2
192	какие же	1	2
193	быть и	2	2
194	только для	2	2
195	между прочим	1	2
196	между собой	5	2
197	к вопросу	4	2
198	и для	6	2
199	или в	3	2
200	когда он	1	2
201	мы должны	7	2
202	и начало	1	2
203	у которых	1	2
204	в своих	6	2
205	они их	1	2
206	нас не	1	2
207	румын в	1	1
208	ту же	1	1
209	говоря о	2	1
210	также и	1	1
211	же как	1	1
212	самом деле	7	1
213	тех же	1	1
214	что дает	1	1
215	что эти	1	1
216	противном случае	1	1
217	должна быть	2	1
218	видеть в	2	1
219	с таким	1	1
220	и за	1	1
221	приходит к	3	1
222	мы уже	2	1
223	из всех	2	1
224	не во	1	1
225	в семье	1	1
226	а где	1	1
227	вопрос о	5	1
228	на место	1	1
229	к новой	1	1
230	имеет свою	1	1
231	приводят к	2	1
232	такое положение	1	1
233	говорить о	3	1
234	основании что	1	1
235	которое в	1	1
236	того же	1	1
237	которую можно	1	1
238	на них	1	1
239	не был	1	1
240	всего этого	1	1
241	совершенно иных	1	1
242	этих случаях	1	1
243	а следовательно	3	1
244	том основании	1	1
245	особенно если	1	1
246	а только	1	1
247	в китае	1	1
248	по отношению	2	1
249	в общем	1	1
250	очевидно что	1	1
251	себе и	4	1
252	в истории	1	1
253	что во	1	1
254	другим народам	2	1
255	то чем	1	1
256	показать что	1	1
257	что касается	1	1
258	в противном	1	1
259	перед нами	1	1
260	целый ряд	2	1
261	с понятием	1	1
262	и наконец	2	1
263	в меру	2	1
264	тем же	1	1
265	он на	1	1
266	от этого	1	1
267	в которой	1	1
268	китае и	1	1
269	ни одна	3	1
270	все недостатки	1	1
271	то и	1	1
272	в себе	9	1
273	тому же	1	1
274	на то	5	1
275	для народа	2	1
276	он не	5	1
277	он должен	5	1
278	не к	2	1
279	собой не	1	1
280	в начале	2	1
281	борьбе против	1	1
282	церковь считает	1	1
283	здесь мы	1	1
284	что все	3	1
285	в совершенно	4	1
286	о котором	3	1
287	не случайны	1	1
288	те же	1	1
289	его в	4	1
290	всех народов	2	1
291	уже знаем	1	1
292	на почве	2	1
293	и тем	2	1
294	своих целях	1	1
295	ни в	2	1
296	к своим	1	1
297	в этой	4	1
298	на основании	2	1
299	как видно	1	1
300	со своими	1	1
301	не всегда	1	1
302	и того	1	1
303	одного и	1	1
304	но если	3	1
305	и при	6	1
306	никак не	1	1
307	и без	1	1
308	в советской	1	1
309	просто в	1	1
310	место в	2	1
311	не столько	1	1
312	этого вопроса	1	1
313	как акт	2	1
314	весь ход	1	1
315	народов а	1	1
316	точку зрения	4	1
317	надо чтобы	1	1
318	теми же	1	1
319	на соборе	4	1
320	и эти	1	1
321	две части	1	1
322	необходимо чтобы	1	1
323	чрезвычайно разнообразны	1	1
324	оно приводит	1	1
325	они сами	1	1
326	любви и	1	1
327	всех их	1	1
328	от своих	1	1
329	в то	10	1
330	не о	2	1
331	хотелось бы	1	1
332	для каждого	1	1
333	тогда когда	4	1
334	дело в	1	1
335	ее с	1	1
336	не по	1	1
337	было не	1	1
338	в основе	1	1
339	когда они	4	1
340	иметь в	1	1
341	мы указали	2	1
342	следовательно и	2	1
343	и всегда	1	1
344	которые и	1	1
345	явление в	1	1
346	власть чем	1	1
347	и теперь	1	1
348	особое значение	1	1
349	и сама	1	1
350	прямо в	1	1
351	мало надо	1	1
352	чем ближе	1	1
353	доказать что	1	1
354	на третью	1	1
355	этом отношении	1	1
356	с другом	14	1
357	церковь не	4	1
358	могущества и	1	1
359	в духе	1	1
360	чтобы сделать	1	1
361	те кто	1	1
362	должны быть	1	1
363	если же	2	1
364	быть назван	1	1
365	для себя	2	1
366	и это	1	1
367	и о	2	1
368	у себя	1	1
369	данном случае	3	1
370	только при	1	1
371	которые как	1	1
372	в собственном	1	1
373	россии в	7	1
374	идет не	1	1
375	некоторых других	1	1
376	на том	3	1
377	если они	2	1
378	можно было	4	1
379	видно из	1	1
380	из всего	1	1
381	и мы	1	1
382	церкви не	5	1
383	не подашь	1	1
384	быть может	1	1
385	если бы	6	1
386	собой и	3	1
387	стремление к	7	1
388	учения на	1	1
389	что значит	1	1
390	необходимо иметь	1	1
391	при котором	3	1
392	но мы	3	1
393	и просто	1	1
394	можно сказать	1	1
395	к нему	2	1
396	не могло	1	1
397	и во	3	1
398	борьбе с	3	1
399	что бы	3	1
400	наиболее совершенным	1	1
401	было бы	5	1
402	не так	2	1
403	на будущее	1	1
404	дело так	1	1
405	на которой	2	1
406	обе эти	1	1
407	что он	6	1
408	только сам	1	1
409	в жертву	1	1
410	и действительно	1	1
411	даже если	2	1
412	недавнего времени	1	1
413	может признать	1	1
414	в область	1	1
415	бы ни	2	1
416	точка зрения	1	1
417	том чтобы	3	1
418	же стремление	1	1
419	или не	1	1
420	же но	1	1
421	только тогда	1	1
422	но совершенно	2	1
423	у народа	1	1
424	всяком случае	6	1
425	лежит не	2	1
426	даже к	1	1
427	чтобы она	2	1
428	истории россии	1	1
429	случае не	1	1
430	разницей что	1	1
431	не могут	4	1
432	от того	4	1
433	следует признать	1	1
434	часть русских	1	1
435	в очень	1	1
436	тем у	1	1
437	влияние на	1	1
438	всего русского	1	1
439	каждый человек	1	1
440	главное и	1	1
441	совершенно ином	1	1
442	к которому	1	1
443	еще и	1	1
444	происходит при	1	1
445	этой роли	2	1
446	что не	1	1
447	что для	3	1
448	связано с	1	1
449	церкви и	9	1
450	которых мы	1	1
451	на которых	1	1
452	у других	2	1
453	однако и	1	1
454	с которым	1	1
455	народа а	2	1
456	в руках	1	1
457	совершенно очевидно	2	1
458	которой он	4	1
459	в одно	1	1
460	мы знаем	1	1
461	если не	2	1
462	себя на	2	1
463	представления о	1	1
464	но этого	1	1
465	представить себе	2	1
466	надо было	1	1
467	из которых	5	1
468	по своему	1	1
469	в данном	7	1
470	который мы	1	1
471	можно согласиться	1	1
472	принадлежащий к	2	1
473	ко всему	1	1
474	где это	1	1
475	друг с	14	1
476	быть не	1	1
477	есть и	2	1
478	есть много	1	1
479	как только	1	1
480	не допускать	1	1
481	но для	2	1
482	это как	1	1
483	ближе к	1	1
484	не является	1	1
485	при таком	1	1
486	такой взгляд	1	1
487	всем этим	2	1
488	люди по	1	1
489	тот кто	1	1
490	в отдельных	1	1
491	от него	2	1
492	и все	1	1
493	только с	2	1
494	церковью и	1	1
495	зрения в	1	1
496	его жизнь	1	1
497	почему-либо не	1	1
498	народа на	1	1
499	у разных	1	1
500	люди которые	1	1
501	на такой	2	1
502	согласиться с	2	1
503	в культурном	2	1
504	но можно	1	1
505	время но	1	1
506	указали на	1	1
507	отношению к	1	1
508	разных народов	1	1
509	для которой	1	1
510	через них	1	1
511	и состоит	2	1
512	жизни и	4	1
513	в таком	2	1
514	они не	1	1
515	можно назвать	1	1
516	как на	8	1
517	точно так	2	1
518	во всяком	9	1
519	все что	4	1
