N	2gram	Vinokur_St_1	Narrotol
381	с тем	1	1
382	но каждый	1	1
383	целый день	1	1
384	ровным счетом	1	1
385	и было	1	1
386	зато в	2	1
387	в один	1	1
388	нисколько не	2	1
389	во время	3	1
390	на какой	1	1
391	что создает	1	1
392	не становится	1	1
393	в котором	5	1
394	с точки	8	1
395	и языка	6	1
396	фактами и	1	1
397	оказывается что	1	1
398	в которых	5	1
399	что я	1	1
400	вовсе еще	1	1
401	должны были	1	1
402	втором случае	2	1
403	точку зрения	3	1
404	что было	1	1
405	обращение к	1	1
406	по крайней	2	1
407	внимание и	1	1
408	и наоборот	1	1
409	что этот	2	1
410	заглянуть в	1	1
411	даже в	3	1
412	что эта	2	1
413	нас к	1	1
414	тому что	3	1
415	можно ли	4	1
416	так как	5	1
417	его личности	1	1
418	как можно	2	1
419	с настоящим	1	1
420	хотелось бы	1	1
421	текста и	1	1
422	того как	1	1
423	не говоря	1	1
424	было не	2	1
425	и уже	2	1
426	судя по	2	1
427	бы между	1	1
428	они являются	1	1
429	по своей	2	1
430	за исключением	1	1
431	ср в	5	1
432	в перспективе	1	1
433	только с	2	1
434	и делает	1	1
435	принесла с	1	1
436	ему не	1	1
437	всех прочих	1	1
438	в момент	1	1
439	не давая	1	1
440	могут быть	5	1
441	отличается от	1	1
442	ли в	2	1
443	пор еще	1	1
444	подчеркнуть что	2	1
445	должен быть	3	1
446	превратное представление	1	1
447	от друга	1	1
448	в виду	1	1
449	как по	1	1
450	литературного письма	1	1
451	только то	1	1
452	счетом ничего	1	1
453	и когда	1	1
454	и сам	2	1
455	в другом	3	1
456	из двух	3	1
457	ясно что	10	1
458	это вовсе	2	1
459	каждого из	2	1
460	мог бы	1	1
461	на которую	1	1
462	он писал	1	1
463	чем у	2	1
464	во второй	9	1
465	том как	4	1
466	но у	1	1
467	является в	1	1
468	поэтому в	3	1
469	его времени	2	1
470	и вообще	3	1
471	но вполне	1	1
472	нас нет	7	1
473	один человек	1	1
474	как наивно	1	1
475	не существовало	1	1
476	зависеть от	1	1
477	и та	1	1
478	в глаза	1	1
479	утверждает что	1	1
480	для нас	7	1
481	во всех	8	1
482	а потому	2	1
483	нуждается в	1	1
484	что и	6	1
485	крайней мере	2	1
486	к истине	1	1
487	также в	2	1
488	представление будто	1	1
489	же можно	1	1
490	с той	1	1
491	этих строк	1	1
492	ни стилистических	1	1
493	сразу же	1	1
494	в двух	3	1
495	знаков в	1	1
496	тот же	1	1
497	одной из	1	1
498	значения как	1	1
499	зрения в	2	1
500	по мнению	3	1
501	бы ни	1	1
502	об их	1	1
503	место из	1	1
504	с одной	3	1
505	со всеми	2	1
506	с которыми	2	1
507	которые мы	1	1
508	того же	3	1
509	но о	1	1
510	ряде случаев	1	1
511	и у	2	1
512	уже в	2	1
513	вопроса о	3	1
514	ни одного	2	1
515	русского языка	2	1
516	свидетельствует о	2	1
517	у них	1	1
518	в данной	2	1
519	этот раз	2	1
520	только одно	1	1
521	а то	2	1
522	представить себе	1	1
523	случае не	2	1
524	в ряде	1	1
525	которые могут	1	1
526	ни для	1	1
527	в случаях	1	1
528	тем что	5	1
529	не просто	1	1
530	на том	1	1
531	литературном отношении	1	1
532	указание на	1	1
533	друг от	1	1
534	после него	1	1
535	никого не	1	1
536	даже не	4	1
537	который не	2	1
538	и ему	1	1
539	его смерти	1	1
540	не один	1	1
541	которых мы	1	1
542	а именно	3	1
543	личность это	1	1
544	значения в	1	1
545	для этого	2	1
546	случаев в	1	1
547	на чем	1	1
548	а с	3	1
549	этом у	1	1
550	что для	3	1
551	говорит о	3	1
552	связано с	1	1
553	по тем	1	1
554	одной стороны	2	1
555	на этот	3	1
556	иначе но	1	1
557	а главное	1	1
558	не верит	1	1
559	не на	1	1
560	до второй	1	1
561	возвращаясь к	1	1
562	ср у	1	1
563	там где	5	1
564	время оно	1	1
565	которой он	1	1
566	ближе к	1	1
567	текста если	1	1
568	именно поэтому	1	1
569	так же	5	1
570	и потому	2	1
571	под понятие	1	1
572	в тех	3	1
573	и всей	1	1
574	это его	1	1
575	она вся	1	1
576	согласно которому	1	1
577	материал для	3	1
578	и смерти	1	1
579	лет назад	2	1
580	но это	6	1
581	при условии	1	1
582	все это	5	1
583	в культуре	1	1
584	быть общим	1	1
585	числе и	2	1
586	это явление	2	1
587	которых он	1	1
588	случаях когда	1	1
589	указать на	1	1
590	при таком	2	1
591	опоры в	1	1
592	о котором	2	1
593	в голову	1	1
594	то не	2	1
595	но еще	1	1
596	еще более	4	1
597	тем более	4	1
598	истории а	1	1
599	будто бы	3	1
600	языка может	1	1
601	отношении к	1	1
602	в период	1	1
603	письма и	3	1
604	слова с	1	1
605	не знает	2	1
606	на более	1	1
607	была бы	5	1
608	совершенно не	5	1
609	москвичи по	1	1
610	в свое	2	1
611	и б	1	1
612	по поводу	7	1
613	к этому	1	1
614	точно так	1	1
615	это время	1	1
616	том числе	2	1
617	они не	1	1
