N	2gram	Tiupa_Disk_1	VLabPisa
278	в большей	1	2
279	будто бы	2	2
280	а в	5	2
281	в системе	1	2
282	а о	2	2
283	понимать как	1	2
284	к его	2	2
285	отметить что	1	2
286	частности в	2	2
287	в своих	3	2
288	они не	2	2
289	новое время	1	1
290	можно говорить	1	1
291	речь идет	1	1
292	лежат в	1	1
293	в словесной	1	1
294	таком случае	1	1
295	и без	2	1
296	самом деле	1	1
297	мысли а	1	1
298	определить как	2	1
299	всем что	1	1
300	тот или	2	1
301	он всегда	2	1
302	противном случае	1	1
303	в основании	3	1
304	обойтись без	1	1
305	за его	2	1
306	правильного понимания	1	1
307	как мы	2	1
308	вопрос о	1	1
309	входит как	1	1
310	наличие в	1	1
311	своей судьбы	1	1
312	но она	1	1
313	на себя	2	1
314	из того	1	1
315	мы и	1	1
316	сам по	1	1
317	к общему	1	1
318	свою очередь	3	1
319	и то	1	1
320	вещь в	1	1
321	между собой	2	1
322	быть в	1	1
323	не был	1	1
324	здесь не	1	1
325	служит для	2	1
326	по своему	3	1
327	не знала	1	1
328	порой и	1	1
329	а только	1	1
330	не все	1	1
331	себе и	1	1
332	актер не	1	1
333	положения о	1	1
334	результате этого	1	1
335	в известном	1	1
336	лицом к	1	1
337	в истории	4	1
338	индивидуальной целостности	2	1
339	что во	1	1
340	опирается на	2	1
341	историческая жизнь	1	1
342	сознания в	2	1
343	целый ряд	2	1
344	не являются	1	1
345	или иную	1	1
346	таковы например	1	1
347	уже в	2	1
348	что так	1	1
349	определена как	4	1
350	рассказ о	1	1
351	тому же	5	1
352	на то	1	1
353	так сказать	2	1
354	на его	4	1
355	к искусству	2	1
356	в определенном	1	1
357	время и	1	1
358	да и	1	1
359	в понимании	1	1
360	не как	4	1
361	как историческая	1	1
362	уже не	4	1
363	на этом	2	1
364	одно и	1	1
365	моделью для	1	1
366	то есть	20	1
367	для своей	1	1
368	зрения на	3	1
369	мере и	1	1
370	на протяжении	2	1
371	наконец для	1	1
372	на почве	1	1
373	то все	1	1
374	этом смысле	1	1
375	закономерно и	1	1
376	например с	1	1
377	приходит в	1	1
378	чаще всего	1	1
379	в новое	1	1
380	к области	2	1
381	для них	1	1
382	соответствии с	2	1
383	с этой	1	1
384	которой он	1	1
385	несмотря на	1	1
386	не заметить	1	1
387	природой в	1	1
388	как целое	1	1
389	протекает в	1	1
390	момент зарождения	1	1
391	в саду	1	1
392	в этих	1	1
393	в ходе	3	1
394	значительную роль	1	1
395	иного типа	1	1
396	интерпретации в	1	1
397	если можно	1	1
398	о романе	2	1
399	как произведение	1	1
400	как совокупность	1	1
401	что до	1	1
402	собой не	1	1
403	в памяти	1	1
404	процесса и	1	1
405	есть его	1	1
406	образом и	1	1
407	и эти	1	1
408	не должна	1	1
409	бы быть	3	1
410	которой является	1	1
411	рассказе о	1	1
412	вплоть до	1	1
413	в формировании	1	1
414	а иногда	1	1
415	как можно	1	1
416	дело не	2	1
417	и сказки	6	1
418	наблюдений над	1	1
419	но только	1	1
420	не могло	2	1
421	многие писатели	1	1
422	не имеет	1	1
423	не полностью	1	1
424	к заполнению	1	1
425	словесного выражения	1	1
426	друг друга	1	1
427	как не	3	1
428	текста к	2	1
429	с достаточной	1	1
430	целом и	1	1
431	как будто	1	1
432	в основе	7	1
433	в каком	1	1
434	уже о	2	1
435	к сфере	1	1
436	лежит в	1	1
437	об одном	1	1
438	отсутствии у	1	1
439	быть отнесены	1	1
440	и это	1	1
441	в театре	1	1
442	своего развития	1	1
443	но по	1	1
444	с ее	2	1
445	же так	1	1
446	говоря уже	2	1
447	данном случае	2	1
448	мнение что	1	1
449	свидетельство о	1	1
450	льве толстом	1	1
451	и сам	1	1
452	только через	1	1
453	по аналогии	1	1
454	нельзя не	2	1
455	с кристаллизацией	1	1
456	а порой	1	1
457	в плоскости	1	1
458	понятно что	1	1
459	и социальные	1	1
460	строго говоря	2	1
461	поэтому в	1	1
462	о котором	2	1
463	действия не	1	1
464	по мере	2	1
465	громадное значение	1	1
466	а по	2	1
467	о нем	2	1
468	на него	1	1
469	существенные моменты	1	1
470	и что	2	1
471	правило в	1	1
472	а также	8	1
473	с целью	1	1
474	аналогии с	1	1
475	по их	1	1
476	к истине	1	1
477	по слову	3	1
478	места и	1	1
479	и актеров	1	1
480	и во	2	1
481	об отсутствии	1	1
482	в форме	2	1
483	романа в	1	1
484	в теории	1	1
485	для определенного	1	1
486	к сознанию	1	1
487	в сферу	3	1
488	быть и	1	1
489	которых она	1	1
490	трудно не	1	1
491	согласиться с	1	1
492	в какой	2	1
493	как нечто	1	1
494	не имеющих	1	1
495	и кончая	1	1
496	стороны он	1	1
497	силу его	1	1
498	есть в	2	1
499	события и	1	1
500	причастные к	1	1
501	только на	1	1
502	ее а	1	1
503	можно определить	2	1
504	оно в	1	1
505	в виде	1	1
506	в начале	2	1
507	свидетельствует о	2	1
508	которых можно	1	1
509	басни и	1	1
510	всех видов	1	1
511	или даже	2	1
512	в данной	3	1
513	по выражению	2	1
514	и других	1	1
515	его и	1	1
516	ту или	1	1
517	до самых	1	1
518	это обстоятельство	1	1
519	в известной	1	1
520	в прозе	1	1
521	к более	1	1
522	только лишь	1	1
523	представлений о	1	1
524	сами по	2	1
525	для правильного	1	1
526	отношение к	4	1
527	основном по	1	1
528	содержания а	1	1
529	не случайно	1	1
530	каждый из	1	1
531	при отсутствии	1	1
532	заметить что	2	1
533	тем что	3	1
534	или ином	1	1
535	автора как	1	1
536	с традицией	1	1
537	в едином	2	1
538	исследований и	1	1
539	частности из	1	1
540	развития в	1	1
541	формы для	1	1
542	связаны с	1	1
543	его себе	1	1
544	этим путем	1	1
545	лирических стихотворений	1	1
546	не обязательно	4	1
547	а именно	1	1
548	фабулы и	1	1
549	не являлись	1	1
550	и создает	1	1
551	в явлениях	1	1
552	в свою	3	1
553	чем он	2	1
554	же о	1	1
555	о льве	1	1
556	в воображении	1	1
557	себя и	1	1
558	в соответствии	2	1
559	связано с	1	1
560	не создает	1	1
561	в любой	1	1
562	и составляет	3	1
563	с большей	1	1
564	из наиболее	2	1
565	однако и	2	1
566	личности в	1	1
567	имеющих нужды	1	1
568	наконец в	1	1
569	более поздних	2	1
570	и композиционно	2	1
571	для реализации	1	1
572	самого начала	1	1
573	со своими	1	1
574	такова задача	1	1
575	мира в	3	1
576	художественного целого	1	1
577	к лицу	1	1
578	сказки о	3	1
579	индивидуальный характер	1	1
580	как в	10	1
581	приводит в	1	1
582	неотделимо от	3	1
583	их к	1	1
584	в данном	5	1
585	в той	1	1
586	любой из	1	1
587	деятельности это	1	1
588	стихотворений и	1	1
589	которое не	1	1
590	через сеть	1	1
591	реальной действительностью	1	1
592	имеем дело	2	1
593	исходя из	2	1
594	слова и	1	1
595	но это	1	1
596	на своем	1	1
597	природу и	1	1
598	поэтому что	1	1
599	в противном	1	1
600	из реального	1	1
601	ранних стадиях	1	1
602	это явление	1	1
603	в следующей	1	1
604	мой взгляд	2	1
605	я всегда	1	1
606	целого каждое	1	1
607	это как	1	1
608	а к	1	1
609	как общую	1	1
610	в каждой	3	1
611	внимание на	4	1
612	и все	2	1
613	той или	3	1
614	у достоевского	1	1
615	и художественной	1	1
616	вообще в	1	1
617	ни к	6	1
618	потому что	4	1
619	быть определена	3	1
620	можно так	1	1
621	исключительно в	1	1
622	или не	1	1
623	как показывает	2	1
624	хотя в	2	1
625	сходятся в	1	1
626	личности и	1	1
627	так выразиться	1	1
628	еще в	3	1
629	не говоря	2	1
630	дело с	2	1
631	это в	2	1
632	том или	1	1
633	его таким	1	1
634	или иного	1	1
635	или точнее	1	1
636	к числу	1	1
637	это было	2	1
638	и другие	1	1
639	это понятие	3	1
640	в таком	1	1
641	в роли	1	1
