N	2gram	Propp_Morf_1	Problema
116	не является	3	5
117	перед нами	10	5
118	в отдельности	1	4
119	в связи	9	4
120	входит в	2	4
121	д и	1	4
122	или в	4	4
123	и ни	1	4
124	перейти к	2	4
125	и для	2	4
126	это совершенно	1	4
127	не в	3	4
128	а в	7	4
129	если не	1	4
130	совсем не	3	4
131	и пр	37	4
132	иметь в	1	4
133	и притом	1	4
134	как в	3	4
135	а есть	1	4
136	тому что	4	4
137	мы можем	2	4
138	один из	5	4
139	точно так	1	4
140	их в	1	4
141	мы говорили	1	4
142	же в	2	4
143	а также	4	4
144	только на	1	4
145	если бы	2	4
146	не имеющий	1	3
147	о которых	1	3
148	может и	1	3
149	прежде чем	3	3
150	очень много	1	3
151	но она	1	3
152	из них	3	3
153	как и	3	3
154	что они	2	3
155	или не	3	3
156	случае не	3	3
157	только для	1	3
158	учение о	3	3
159	точки зрения	2	3
160	к нему	3	3
161	сих пор	1	3
162	настоящее время	3	3
163	что это	1	3
164	хотя бы	4	3
165	никак нельзя	1	3
166	не на	2	3
167	но все	3	3
168	оно не	2	3
169	дело в	1	3
170	с этим	11	3
171	или на	3	3
172	тех или	1	3
173	в этих	13	3
174	с точки	2	3
175	до сих	1	3
176	но он	1	3
177	нисколько не	1	3
178	и его	1	3
179	в чем	1	3
180	что его	2	3
181	что не	1	3
182	мы увидим	8	3
183	мы получаем	2	3
184	всяком случае	2	3
185	ясно что	5	3
186	но ведь	1	3
187	или менее	2	3
188	только и	1	3
189	видите ли	1	3
190	однако и	1	3
191	более или	2	3
192	другой стороны	4	3
193	в настоящее	3	3
194	того как	2	3
195	этих случаях	11	3
196	во всей	1	3
197	к тому	4	3
198	он не	3	3
199	несмотря на	4	3
200	помнить что	1	3
201	же касается	1	3
202	быть и	2	3
203	с другой	8	3
204	есть и	4	3
205	уже не	2	3
206	значит что	3	3
207	на этот	1	3
208	в каком	2	3
209	которые не	1	3
210	или как	1	3
211	в которых	2	3
212	что здесь	1	3
213	как будто	2	3
214	здесь перед	1	3
215	как же	2	3
216	можно было	2	3
217	но для	2	3
218	в которой	3	2
219	момент в	1	2
220	есть функция	1	2
221	или иных	1	2
222	и может	1	2
223	не значит	2	2
224	и с	1	2
225	но есть	3	2
226	таких случаях	2	2
227	это мы	1	2
228	в него	1	2
229	например на	1	2
230	она является	1	2
231	нечто иное	1	2
232	не будет	1	2
233	разница между	1	2
234	кроме того	1	2
235	как такового	1	2
236	человека а	1	2
237	собственно говоря	1	2
238	у вас	1	2
239	образом и	1	2
240	действующих лиц	11	2
241	ниже мы	2	2
242	мы не	8	2
243	и уж	1	2
244	на его	4	2
245	с другими	1	2
246	то во	1	2
247	как его	1	2
248	того или	1	2
249	а потому	1	2
250	в это	1	2
251	чтобы его	2	2
252	по его	1	2
253	одно из	1	2
254	со всеми	1	2
255	в точных	1	2
256	не можем	1	2
257	он сам	1	2
258	мы находим	1	2
259	такое которое	1	2
260	на что	1	2
261	при ближайшем	1	2
262	и сама	1	2
263	для него	1	2
264	конечно в	1	2
265	в таких	2	2
266	здесь нет	1	2
267	имеет ничего	1	2
268	но если	7	2
269	между тем	5	2
270	только что	2	2
271	он обозначает	1	2
272	этом случае	8	2
273	уже давно	1	2
274	он вдруг	1	2
275	как они	1	2
276	что этот	1	2
277	которые в	1	2
278	не имеет	2	2
279	большей частью	4	2
280	мы видим	13	2
281	во внимание	1	2
282	или вообще	1	2
283	и при	1	2
284	из этих	1	2
285	после всех	1	2
286	в качестве	5	2
287	ее в	1	2
288	является то	1	2
289	чем перейти	1	2
290	на одном	1	2
291	а эта	2	2
292	в сущности	3	2
293	во многих	1	2
294	оказывается что	1	2
295	сказать о	2	2
296	должно быть	1	2
297	том как	1	2
298	в первом	3	2
299	не хватает	3	2
300	мы имеем	9	2
301	вопроса о	1	2
302	тому как	5	2
303	без всякого	2	2
304	между прочим	1	2
305	и другим	3	2
306	больше чем	1	2
307	понятия и	1	2
308	на первый	3	2
309	с этими	1	2
310	могут быть	16	2
311	тем и	2	2
312	не потому	1	2
313	боя и	1	2
314	увидим ниже	5	2
315	не могут	4	2
316	от другого	2	2
317	с собой	3	2
318	она не	2	2
319	в результате	7	2
320	мы будем	3	2
321	от других	2	2
322	с его	2	2
323	следовательно в	1	2
324	сразу же	2	2
325	однако в	2	2
326	подобно тому	6	2
327	само собой	1	2
328	известной степени	1	2
329	предмета но	1	2
330	по существу	12	2
331	о его	1	2
332	можно будет	1	2
333	и до	1	2
334	в области	1	2
335	здесь только	1	2
336	все другие	1	2
337	чем же	1	2
338	он должен	2	2
339	это было	3	2
340	например в	2	2
341	не будем	4	2
342	но такое	2	2
343	без всякой	2	2
344	ли его	1	2
345	вообще не	1	2
346	без такого	2	1
347	не соответствуют	1	1
348	то мы	4	1
349	одним из	1	1
350	в брак	1	1
351	тому или	1	1
352	что многие	1	1
353	и этот	1	1
354	для всех	1	1
355	время уже	1	1
356	или иное	1	1
357	лиц в	2	1
358	все же	7	1
359	это значит	1	1
360	входить в	2	1
361	обозначать и	1	1
362	все действие	1	1
363	очень многое	3	1
364	чтобы в	1	1
365	одно и	1	1
366	имеет огромное	2	1
367	и художественный	1	1
368	если они	2	1
369	на анализе	1	1
370	в другом	2	1
371	вопрос о	7	1
372	чтобы это	1	1
373	должны быть	1	1
374	а ведь	1	1
375	многих других	1	1
376	он имеет	1	1
377	говорит что	1	1
378	этих проблем	1	1
379	ни одна	4	1
380	о котором	1	1
381	видно что	1	1
382	может дать	1	1
383	по одному	1	1
384	бы то	3	1
385	является одним	1	1
386	приведем один	1	1
387	не содержат	1	1
388	даже не	3	1
389	вопрос что	2	1
390	начинается с	3	1
391	нет в	1	1
392	ни были	1	1
393	как на	1	1
394	образом что	1	1
395	к данной	1	1
396	и хочет	1	1
397	время как	3	1
398	и их	2	1
399	здесь как	1	1
400	должна быть	1	1
401	а то	3	1
402	во что	1	1
403	и просто	1	1
404	последнем случае	2	1
405	в окне	1	1
406	на ее	1	1
407	так чтобы	1	1
408	исходить из	1	1
409	отсюда вывод	2	1
410	существа к	1	1
411	может возникнуть	1	1
412	но функция	1	1
413	как таковая	2	1
414	из членов	3	1
415	т е	21	1
416	на обратном	1	1
417	еще недостаточно	1	1
418	тем больше	1	1
419	довольно много	1	1
420	также совершенно	1	1
421	содержания но	1	1
422	его можно	1	1
423	другом случае	1	1
424	даже в	1	1
425	последовательным и	1	1
426	связанные с	1	1
427	к другой	1	1
428	дает нам	1	1
429	не более	1	1
430	есть величина	1	1
431	не так	1	1
432	бы не	1	1
433	не связаны	1	1
434	но с	1	1
435	дело не	2	1
436	в некоторых	3	1
437	не зная	1	1
438	на котором	3	1
439	от него	1	1
440	они все	1	1
441	не дает	1	1
442	наряду с	5	1
443	все еще	3	1
444	которые можно	1	1
445	есть всегда	1	1
446	но вот	2	1
447	если он	1	1
448	что данная	1	1
449	этого и	1	1
450	вопросом о	1	1
451	и обратное	1	1
452	еще одно	1	1
453	и становится	1	1
454	огромное значение	2	1
455	ли кто-нибудь	1	1
456	момент для	1	1
457	до известной	1	1
458	всех случаях	1	1
459	со смертью	2	1
460	нет то	1	1
461	не представляет	1	1
462	за это	1	1
463	здесь имеется	2	1
464	очень многих	2	1
465	остановимся на	1	1
466	нами выше	1	1
467	в начале	3	1
468	вступает в	1	1
469	к этому	3	1
470	что ее	1	1
471	является его	1	1
472	не простое	1	1
473	перевести на	1	1
474	первый взгляд	3	1
475	с этой	1	1
476	вплоть до	1	1
477	и некоторые	1	1
478	мы еще	1	1
479	кажется что	1	1
480	ей с	1	1
481	может считаться	3	1
482	в нашей	1	1
483	и обозначает	1	1
484	что даже	1	1
485	кто же	1	1
486	могут рассматриваться	1	1
487	природой и	1	1
488	к ней	1	1
489	явлений и	1	1
490	их действия	1	1
491	на новые	2	1
492	не с	2	1
493	содержится в	1	1
494	этим и	1	1
495	это будет	1	1
496	очень часто	6	1
497	из которых	3	1
498	слова она	1	1
499	который для	1	1
500	д все	2	1
501	всей своей	1	1
502	в момент	1	1
503	тот момент	1	1
504	одновременно с	1	1
505	ли считать	1	1
506	ей не	1	1
507	со мной	1	1
508	здесь нужно	1	1
509	уже по	1	1
510	она должна	1	1
511	что изучение	2	1
512	в совершенно	1	1
513	котором строится	1	1
514	не требует	1	1
515	момента в	1	1
516	мог бы	1	1
517	которое может	2	1
518	с ее	1	1
519	утверждать что	3	1
520	связаны между	1	1
521	этой цели	1	1
522	здесь опять	1	1
523	есть то	1	1
524	если в	5	1
525	из земли	1	1
526	этот вывод	1	1
527	то ни	3	1
528	г в	1	1
529	тут и	1	1
530	или по	2	1
531	для нее	1	1
532	в нее	1	1
533	в силу	1	1
534	в течение	1	1
535	или выражаясь	1	1
536	никаких возражений	1	1
537	к этой	1	1
538	в другое	1	1
539	следовательно для	1	1
540	с большим	1	1
541	которое позволяет	1	1
542	но на	1	1
543	находится в	1	1
544	постановка вопроса	1	1
545	но эти	1	1
546	как таковой	2	1
547	в одной	1	1
548	именно и	1	1
549	до наших	2	1
550	их на	1	1
551	данный текст	1	1
552	другое место	1	1
553	всеми другими	1	1
554	на первом	1	1
555	сам он	3	1
556	наших дней	2	1
557	или ее	1	1
558	он был	1	1
559	данный момент	1	1
560	этот закон	1	1
561	по собственному	1	1
562	которых она	1	1
563	функций в	1	1
564	то это	3	1
565	эти деньги	1	1
566	его и	2	1
567	то все	1	1
568	всех подобных	1	1
569	прошлого века	1	1
570	в основе	1	1
571	ту же	2	1
572	в каждом	1	1
573	со стороны	3	1
574	пр предметы	1	1
575	то сколько	1	1
576	этот же	1	1
577	из самых	1	1
578	во время	6	1
579	что эти	2	1
580	то возникает	1	1
581	друг друга	3	1
582	но оно	2	1
583	нет но	1	1
584	одна из	4	1
585	возможны и	1	1
586	из нее	1	1
587	ни было	2	1
588	от того	3	1
589	нужно только	1	1
590	ни стало	1	1
591	то нет	1	1
592	них не	1	1
593	решительно все	1	1
594	не думает	1	1
595	а вовсе	1	1
596	как то	2	1
597	что под	1	1
598	что данный	1	1
599	нужно помнить	1	1
600	они должны	1	1
601	и хорошо	1	1
602	моментов а	1	1
603	оно есть	1	1
604	наоборот мы	1	1
605	этом отношении	1	1
606	а по	3	1
607	на глаз	1	1
608	для этой	3	1
609	в россии	2	1
610	точно и	1	1
611	поколений а	1	1
612	он ничего	1	1
613	два раза	2	1
614	более точное	2	1
615	говорить только	1	1
616	что за	1	1
617	в данной	1	1
618	например может	1	1
619	с большой	1	1
620	виду следующее	1	1
621	огромное количество	1	1
622	этого момента	3	1
623	на этом	3	1
624	бы они	2	1
625	нам возможность	1	1
626	которые имеют	1	1
627	заметим что	2	1
628	и тогда	1	1
629	значение но	1	1
630	смысл который	1	1
631	эта черта	1	1
632	указать на	1	1
633	этот вопрос	2	1
634	история науки	1	1
635	и к	4	1
636	не приходится	1	1
637	но то	1	1
638	сразу и	2	1
639	или точнее	1	1
640	поставить вопрос	2	1
641	все они	1	1
642	же он	1	1
643	обладает и	1	1
644	существу и	1	1
645	или наоборот	1	1
646	и нет	1	1
647	ниже в	2	1
648	если же	5	1
649	мы скажем	1	1
650	за ним	1	1
651	на друга	2	1
652	это время	1	1
653	то время	3	1
654	им в	1	1
655	моментов то	1	1
656	себя в	1	1
657	иное чем	3	1
658	доходит до	1	1
659	которое в	1	1
660	которая не	1	1
661	изучения и	1	1
662	д здесь	1	1
663	где же	1	1
664	который в	2	1
665	герой как	1	1
666	он пользуется	1	1
667	эта функция	4	1
668	он может	2	1
669	что бы	1	1
670	показать что	4	1
671	другого и	1	1
672	нами в	2	1
673	имеется в	3	1
674	будем говорить	1	1
675	совершенно очевидно	1	1
676	очень далеко	1	1
677	могло бы	1	1
678	не выходить	3	1
679	что эта	2	1
680	так например	3	1
681	друг на	2	1
682	нет а	1	1
683	в пределах	3	1
684	дому и	1	1
685	указанием на	1	1
686	ее не	1	1
687	что каждая	1	1
688	имеется и	1	1
689	а если	4	1
690	мысль о	1	1
691	ни к	2	1
692	не знает	1	1
693	предложения и	1	1
694	он служит	1	1
695	и начинает	1	1
696	не место	1	1
697	всегда так	1	1
698	во втором	3	1
