N	2gram	Bakhtin_Pr_1	Komedia
158	как бы	19	3
159	с этой	2	3
160	в целом	6	3
161	бы он	2	3
162	из своего	2	3
163	не знает	3	3
164	все что	3	3
165	в какой	1	3
166	во всяком	5	3
167	отношения к	3	2
168	даже если	1	2
169	на своей	1	2
170	из его	2	2
171	его не	1	2
172	мы не	1	2
173	в сущности	5	2
174	время как	1	2
175	достаточно сравнить	1	2
176	и он	1	2
177	но при	1	2
178	и на	7	2
179	бы то	2	2
180	во всех	1	2
181	в изображении	2	2
182	он говорит	1	2
183	за пределы	7	2
184	что они	1	2
185	как в	6	2
186	стороны и	1	2
187	что касается	1	2
188	в результате	4	2
189	не приходится	1	2
190	ни было	2	2
191	и если	1	2
192	на его	2	2
193	чтобы в	2	2
194	человека в	4	2
195	в мире	6	2
196	из всех	1	2
197	а как	7	2
198	с другими	7	2
199	это не	9	2
200	ни одной	2	2
201	остается в	1	2
202	которую он	1	2
203	в котором	2	2
204	в их	3	2
205	в одном	10	2
206	того кто	1	2
207	тому что	3	2
208	она не	7	2
209	в основе	4	2
210	к концу	1	2
211	в области	1	2
212	одним из	6	2
213	и со	2	2
214	известной степени	1	2
215	нет ни	2	2
216	все еще	1	2
217	если же	3	2
218	и это	5	2
219	как мы	4	2
220	и о	5	2
221	в виду	1	2
222	здесь не	1	2
223	за пределами	1	2
224	то время	1	2
225	роль в	1	2
226	можно было	2	2
227	она была	1	2
228	именно потому	2	2
229	в другом	1	2
230	на вопрос	2	2
231	как этот	1	2
232	откуда у	1	2
233	и во	2	2
234	между тем	5	2
235	все время	2	2
236	как из	1	2
237	не как	14	2
238	тот же	2	2
239	должен быть	1	2
240	и ее	2	2
241	в качестве	1	2
242	же автора	1	2
243	уже в	3	2
244	если мы	1	2
245	нового времени	3	2
246	за ним	3	2
247	был бы	6	2
248	при всей	1	2
249	этом отношении	3	2
250	от того	4	2
251	к одной	1	2
252	хоть и	3	2
253	себя и	2	2
254	что для	1	2
255	не было	4	2
256	а на	1	2
257	в произведениях	3	2
258	что мы	1	2
259	под влиянием	1	2
260	он и	5	2
261	и особенно	1	2
262	его на	2	2
263	из которых	2	2
264	к своему	1	2
265	в пределах	13	2
266	не могут	6	2
267	сравнению с	1	2
268	он сумел	1	2
269	по существу	3	2
270	для понимания	2	2
271	этом случае	1	2
272	и все	1	2
273	конце концов	5	2
274	он понимает	2	2
275	е в	2	2
276	не будет	1	2
277	а о	1	2
278	между ними	2	2
279	только как	2	2
280	другой стороны	3	2
281	совершенно не	1	2
282	к этой	1	2
283	по сравнению	1	2
284	в своих	3	2
285	это в	1	2
286	в таком	1	2
287	и наиболее	1	1
288	эта новая	1	1
289	например в	3	1
290	противоречия между	1	1
291	или к	2	1
292	всего это	1	1
293	же по	1	1
294	в первом	1	1
295	к другому	2	1
296	и до	3	1
297	с изображением	1	1
298	видеть в	1	1
299	в зависимости	5	1
300	и должен	1	1
301	мы имеем	1	1
302	и само	1	1
303	вопрос о	2	1
304	именно к	1	1
305	этом не	1	1
306	своему герою	1	1
307	я не	3	1
308	становится объектом	1	1
309	детей не	1	1
310	могло служить	1	1
311	как впрочем	1	1
312	зависимости от	5	1
313	в большинстве	2	1
314	он сам	3	1
315	первый план	1	1
316	все эти	9	1
317	тем как	4	1
318	но не	9	1
319	но как	3	1
320	к которой	1	1
321	и всякий	1	1
322	не входит	3	1
323	ответ на	1	1
324	должны были	1	1
325	себе и	3	1
326	давая ему	1	1
327	к сожалению	1	1
328	относится к	1	1
329	которые не	1	1
330	в истории	2	1
331	в одной	6	1
332	независимо от	1	1
333	одном из	1	1
334	как к	3	1
335	перед нами	5	1
336	как уже	1	1
337	и как	7	1
338	и наконец	4	1
339	его образа	3	1
340	себе дело	1	1
341	более или	1	1
342	в действительности	1	1
343	от этого	1	1
344	да еще	1	1
345	отношения между	1	1
346	отказывается от	1	1
347	в нашем	1	1
348	из этих	1	1
349	выражение в	6	1
350	имеем в	1	1
351	частности на	1	1
352	в случае	1	1
353	больше всего	1	1
354	после которого	1	1
355	в статье	1	1
356	т д	1	1
357	по крайней	1	1
358	к одному	1	1
359	ставит нас	1	1
360	или вовсе	1	1
361	на этом	1	1
362	он старается	1	1
363	его можно	1	1
364	о произведениях	1	1
365	находим у	1	1
366	апеллирует к	1	1
367	в каждом	8	1
368	для всей	1	1
369	что все	1	1
370	же не	2	1
371	она представлялась	1	1
372	той же	5	1
373	них не	1	1
374	это было	1	1
375	подходит к	2	1
376	приходит в	1	1
377	а пока	1	1
378	во многом	1	1
379	его и	2	1
380	для них	1	1
381	позволяет ему	1	1
382	он является	1	1
383	нет в	1	1
384	для своего	2	1
385	со своими	2	1
386	не всегда	1	1
387	совершенно особый	1	1
388	такой же	1	1
389	одно из	2	1
390	от своего	1	1
391	таким же	3	1
392	человек и	2	1
393	бы к	2	1
394	место в	1	1
395	не столько	1	1
396	за своим	1	1
397	что я	1	1
398	признать что	1	1
399	точку зрения	6	1
400	образом и	1	1
401	для данного	1	1
402	но он	2	1
403	друг другу	2	1
404	теми же	1	1
405	далека от	1	1
406	это предположение	1	1
407	том и	1	1
408	в устах	1	1
409	так называемого	1	1
410	ему как	1	1
411	быть лишь	1	1
412	весь в	1	1
413	несколько часов	2	1
414	как можно	2	1
415	с которой	2	1
416	того как	1	1
417	и притом	1	1
418	на себе	2	1
419	к этим	2	1
420	он еще	1	1
421	же его	1	1
422	особый характер	1	1
423	человека по	1	1
424	не могло	1	1
425	себе самом	9	1
426	на котором	3	1
427	найти в	1	1
428	и весь	1	1
429	и лишь	1	1
430	всего на	1	1
431	и по	1	1
432	мы подходим	1	1
433	вот что	1	1
434	со своим	2	1
435	в сознании	2	1
436	одному и	1	1
437	с другом	1	1
438	точке зрения	3	1
439	у меня	1	1
440	в трагедии	1	1
441	представляется нам	2	1
442	все то	4	1
443	не давая	2	1
444	могут быть	6	1
445	чтобы сделать	1	1
446	к смысловой	1	1
447	всего в	1	1
448	здесь мы	2	1
449	с собственной	1	1
450	подобно тому	3	1
451	пределах того	1	1
452	и сами	1	1
453	ни одно	1	1
454	и от	2	1
455	и нашел	1	1
456	можно сделать	1	1
457	в себя	3	1
458	она только	1	1
459	как с	1	1
460	другого героя	1	1
461	и совершенно	1	1
462	и когда	1	1
463	что у	1	1
464	те же	2	1
465	времени и	1	1
466	к его	1	1
467	которые он	1	1
468	вошел в	1	1
469	остается только	1	1
470	могла быть	1	1
471	строго говоря	1	1
472	не его	1	1
473	для этого	1	1
474	из одного	4	1
475	в настоящее	1	1
476	входящих в	1	1
477	как раньше	1	1
478	то они	2	1
479	того он	1	1
480	и та	1	1
481	настоящее время	1	1
482	никак не	2	1
483	сам а	1	1
484	наконец на	1	1
485	мысль не	3	1
486	все его	3	1
487	от альфы	1	1
488	был уверен	1	1
489	то в	1	1
490	не дал	1	1
491	от них	2	1
492	построенной по	1	1
493	во втором	1	1
494	ее на	1	1
495	крайней мере	1	1
496	не надо	1	1
497	того в	1	1
498	построении образов	1	1
499	в лучшем	2	1
500	и она	1	1
501	для самого	2	1
502	на которой	1	1
503	образом как	1	1
504	мысли не	1	1
505	мы видим	2	1
506	ли он	1	1
507	только в	10	1
508	достаточны для	2	1
509	впрочем и	1	1
510	во времени	3	1
511	по этому	1	1
512	которая была	1	1
513	различны в	1	1
514	в построении	4	1
515	и у	3	1
516	ни одного	2	1
517	друг за	1	1
518	является не	2	1
519	как более	1	1
520	не из	3	1
521	и других	1	1
522	сходятся в	1	1
523	изображает как	1	1
524	гораздо ближе	1	1
525	и их	1	1
526	не находит	1	1
527	чтобы она	1	1
528	подходим к	1	1
529	человека из	3	1
530	может служить	1	1
531	как его	1	1
532	и никогда	1	1
533	идея не	1	1
534	ведь мы	1	1
535	ней и	1	1
536	нас перед	1	1
537	выходит за	1	1
538	для героев	1	1
539	а именно	1	1
540	человека а	1	1
541	а с	1	1
542	превращается в	4	1
543	на которых	1	1
544	не на	4	1
545	предположение о	1	1
546	сам себе	1	1
547	в руках	1	1
548	а так	1	1
549	мы остановимся	2	1
550	не допускает	1	1
551	этой же	1	1
552	ближе всего	1	1
553	и потому	6	1
554	как за	1	1
555	за другом	1	1
556	другие не	1	1
557	ним как	1	1
558	для создания	2	1
559	такого рода	1	1
560	тому как	3	1
561	в тех	1	1
562	и там	1	1
563	альфы до	1	1
564	быть только	1	1
565	в мир	3	1
566	в первой	2	1
567	хотя он	1	1
568	остался в	1	1
569	друг с	2	1
570	своего времени	2	1
571	в состоянии	1	1
572	быть не	1	1
573	на пути	2	1
574	что из	2	1
575	будет и	1	1
576	можно сказать	1	1
577	в основном	1	1
578	от героев	1	1
579	а то	1	1
580	в смысле	2	1
581	он должен	1	1
582	другой и	1	1
583	новаторство в	1	1
584	войти в	2	1
585	в другой	3	1
586	е о	1	1
587	себя самого	2	1
588	на первый	1	1
589	последнего времени	1	1
590	могли бы	2	1
591	или менее	1	1
592	как теперь	1	1
593	же что	5	1
594	у них	1	1
595	всякого рода	1	1
596	ибо в	2	1
597	крайней степени	1	1
598	все они	1	1
599	места в	1	1
600	отношении к	3	1
601	друг против	2	1
602	к самому	1	1
603	от ее	2	1
604	приходится признать	1	1
605	с ней	1	1
606	сказать что	3	1
607	и только	1	1
608	была бы	3	1
609	о творчестве	1	1
610	речей и	1	1
611	жизни а	2	1
612	его произведений	1	1
613	первом случае	1	1
614	бы его	1	1
615	дело таким	1	1
616	на своем	1	1
617	быть назван	1	1
618	жизнь в	1	1
619	жизни и	2	1
620	перед ее	1	1
621	и эта	1	1
622	против друга	2	1
623	оказывается уже	1	1
624	как на	3	1
625	этой точки	1	1
626	они не	4	1
