N	2gram	Bakhtin_Fr_2	Mirosoze
443	и чисто	4	1
444	не дает	3	1
445	искать в	1	1
446	никто не	2	1
447	очень характерно	2	1
448	в прошлом	1	1
449	для них	2	1
450	бытия и	1	1
451	французской революции	1	1
452	отдельного человека	1	1
453	этом отношении	3	1
454	тема эта	1	1
455	была только	1	1
456	он один	1	1
457	конца в	1	1
458	протяжении всего	5	1
459	в границах	1	1
460	бы это	1	1
461	средних веков	2	1
462	как можно	1	1
463	но вся	1	1
464	не были	2	1
465	пришли к	1	1
466	с другой	4	1
467	страдания в	1	1
468	и прежде	2	1
469	во второй	1	1
470	на которые	1	1
471	действие романа	1	1
472	перед тем	1	1
473	власти и	2	1
474	дух и	2	1
475	о чем	3	1
476	на эту	2	1
477	и ему	1	1
478	во франции	8	1
479	связь с	3	1
480	ни на	1	1
481	таким в	1	1
482	другая сторона	1	1
483	быть названо	1	1
484	на самом	2	1
485	в меру	2	1
486	независимо от	1	1
487	будущее и	1	1
488	xix века	2	1
489	по своему	1	1
490	видит в	3	1
491	сравнению с	2	1
492	на тот	1	1
493	он становится	1	1
494	и двух	1	1
495	о человеке	2	1
496	века и	3	1
497	которые идут	1	1
498	мира с	1	1
499	с этой	1	1
500	грязи и	1	1
501	все это	9	1
502	письме к	1	1
503	культуры и	3	1
504	к будущему	1	1
505	стихотворении посвященном	1	1
506	была связана	2	1
507	победа над	3	1
508	а все	1	1
509	на большую	1	1
510	тогда уже	1	1
511	правду и	1	1
512	целый ряд	2	1
513	конце концов	1	1
514	мы должны	2	1
515	традиций в	1	1
516	все они	1	1
517	переход на	1	1
518	от всякого	1	1
519	ты не	1	1
520	а о	1	1
521	на их	1	1
522	с ней	1	1
523	да не	1	1
524	и судьба	1	1
525	остается на	1	1
526	это сознание	1	1
527	не окончательно	1	1
528	ко всему	2	1
529	культуры в	1	1
530	всего как	1	1
531	в свое	4	1
532	на своем	1	1
533	сила и	2	1
534	которого нет	1	1
535	но эти	3	1
536	уже есть	1	1
537	по поводу	2	1
538	человек во	1	1
539	к этому	1	1
540	как на	4	1
541	самый характер	1	1
542	еще слишком	2	1
