N	2gram	Tiupa_Anal_1	Problemy
207	это как	2	3
208	его к	2	3
209	только с	1	3
210	другой стороны	2	3
211	жизни и	1	3
212	я и	6	2
213	например в	1	2
214	зависимость от	1	2
215	себя как	1	2
216	он может	2	2
217	все те	1	2
218	той же	2	2
219	а как	2	2
220	та же	1	2
221	ни единого	1	2
222	совпадает с	2	2
223	мы и	1	2
224	того же	4	2
225	в которых	1	2
226	столь же	4	2
227	во всех	1	2
228	бы не	2	2
229	в сторону	1	2
230	эпизод с	1	2
231	герой не	1	2
232	отличие от	6	2
233	за пределы	2	2
234	определяется не	1	2
235	уже с	1	2
236	в которой	2	2
237	бы с	1	2
238	становления мысли	1	2
239	тому же	4	2
240	героя к	2	2
241	вследствие этого	3	2
242	всех этих	1	2
243	а вовсе	1	2
244	внутреннего и	2	2
245	друг с	1	2
246	подобно тому	3	2
247	из мертвых	1	2
248	не бывает	1	2
249	же не	1	2
250	те же	1	2
251	входит в	1	2
252	было бы	2	2
253	но затем	1	2
254	в них	1	2
255	и того	5	2
256	она в	1	2
257	в отличие	6	2
258	своего рода	3	2
259	которые в	2	2
260	речи в	1	2
261	войти в	1	2
262	однако в	3	2
263	между двумя	3	2
264	в той	8	2
265	тому что	1	2
266	если и	1	2
267	во время	1	2
268	его собственного	1	2
269	все без	1	2
270	слова как	1	2
271	и внешнего	2	2
272	такая же	1	2
273	мире и	2	2
274	о нем	3	2
275	для другого	1	2
276	обращает на	1	2
277	входят в	1	2
278	с другом	1	2
279	не является	2	2
280	отнюдь не	15	2
281	отличается от	2	2
282	как для	1	2
283	той или	6	2
284	особый тип	1	2
285	всей своей	1	2
286	особенно в	2	2
287	в диалог	1	2
288	собой и	1	2
289	и должно	1	2
290	о том	5	2
291	себя но	1	2
292	и только	1	2
293	другого в	3	2
294	быть и	1	2
295	один из	2	2
296	тот же	1	2
297	мы увидим	1	2
298	что даже	1	2
299	то в	2	2
300	да ведь	1	2
301	и ее	1	2
302	при всей	2	2
303	вот этот	1	2
304	не входит	1	2
305	уже не	4	2
306	другим что	1	2
307	слова не	1	2
308	в душе	1	2
309	за ним	1	2
310	чего бы	1	2
311	ибо он	1	2
312	друг друга	1	2
313	каждый из	2	2
314	были бы	1	2
315	один в	2	2
316	выходит за	1	2
317	или иной	6	2
318	было и	1	2
319	говорит о	1	2
320	не было	1	2
321	других для	1	2
322	о чем	1	2
323	вступает в	3	2
324	человек в	3	2
325	и потому	2	2
326	смысле этого	1	2
327	отношения человека	2	2
328	тому как	3	2
329	остается в	1	2
330	я к	1	2
331	рассказ в	1	2
332	с этой	1	2
333	более того	3	2
334	что оно	1	2
335	вопрос о	2	2
336	человек и	1	2
337	я как	1	2
338	среди других	1	2
339	не с	4	2
340	будто бы	3	2
341	не я	1	2
342	найти себя	2	2
343	к другим	1	2
344	а может	1	2
345	того или	3	2
346	сохраняется и	1	2
347	одним из	3	1
348	также и	2	1
349	мысли или	1	1
350	человека и	1	1
351	и фактически	1	1
352	с кем	1	1
353	самим по	1	1
354	тех же	1	1
355	судьбу как	1	1
356	в первом	2	1
357	о тебе	1	1
358	по преимуществу	1	1
359	нем но	1	1
360	и больше	1	1
361	отношения к	2	1
362	и цельного	1	1
363	могу обойтись	1	1
364	в их	5	1
365	по его	1	1
366	обойтись без	1	1
367	а во-вторых	1	1
368	бы ни	2	1
369	которое не	1	1
370	не происходит	1	1
371	степени как	1	1
372	из которых	4	1
373	явлениях а	1	1
374	зависимости от	1	1
375	не способен	1	1
376	и был	1	1
377	проявляется в	1	1
378	свою очередь	1	1
379	меньшей степени	1	1
380	и самого	2	1
381	обращен к	1	1
382	он был	1	1
383	нам представляется	1	1
384	я на	1	1
385	его уже	1	1
386	тем как	1	1
387	без которого	1	1
388	то он	2	1
389	к которой	1	1
390	не все	2	1
391	тут же	1	1
392	не просто	2	1
393	произведение в	2	1
394	сих пор	1	1
395	независимо от	1	1
396	встречи с	2	1
397	первых двух	1	1
398	как нам	1	1
399	перед нами	1	1
400	в полном	1	1
401	бы я	1	1
402	могли бы	2	1
403	не являются	2	1
404	именно эта	1	1
405	не дано	1	1
406	или во	1	1
407	чужих слов	1	1
408	в этой	5	1
409	романа но	1	1
410	и тот	1	1
411	и до	2	1
412	роль в	2	1
413	чужими устами	1	1
414	ответом на	1	1
415	этот процесс	1	1
416	к миру	1	1
417	одному из	2	1
418	литературных произведений	1	1
419	собой не	2	1
420	из виду	2	1
421	какой бы	2	1
422	языком и	1	1
423	из него	1	1
424	него свою	1	1
425	что может	1	1
426	всех своих	1	1
427	его можно	1	1
428	одно и	1	1
429	и заключается	2	1
430	а вместе	1	1
431	здесь мы	1	1
432	мышления с	1	1
433	а затем	1	1
434	выражение и	1	1
435	во внутреннюю	1	1
436	и может	1	1
437	неожиданным и	1	1
438	и внутренняя	1	1
439	в глубине	1	1
440	а его	1	1
441	то есть	11	1
442	в последующих	1	1
443	в итоге	1	1
444	в мир	1	1
445	только одно	1	1
446	этом мы	1	1
447	она и	1	1
448	или напротив	1	1
449	в романе	1	1
450	себе все	1	1
451	одного и	2	1
452	перед собой	2	1
453	и становится	1	1
454	в этих	1	1
455	можно сказать	2	1
456	может лишь	1	1
457	и при	1	1
458	таким же	1	1
459	опять как	1	1
460	не столько	2	1
461	на фоне	2	1
462	свой смысл	1	1
463	я один	1	1
464	художественного мира	2	1
465	и эти	1	1
466	и более	4	1
467	том и	2	1
468	том же	1	1
469	бы быть	3	1
470	нас к	1	1
471	них дает	1	1
472	авторских интенций	1	1
473	от нас	1	1
474	есть нечто	1	1
475	на котором	1	1
476	одна из	1	1
477	первая часть	1	1
478	и остается	1	1
479	в процессе	2	1
480	в основе	6	1
481	не случайно	3	1
482	образом в	1	1
483	тогда когда	2	1
484	его речи	1	1
485	этих двух	1	1
486	и по	2	1
487	мне было	1	1
488	того в	1	1
489	ему и	1	1
490	связи с	1	1
491	этом отношении	2	1
492	эту сторону	1	1
493	образ героя	1	1
494	по-своему в	1	1
495	полный простор	1	1
496	не могут	3	1
497	об одном	1	1
498	всего в	1	1
499	все еще	1	1
500	для того	4	1
501	оно не	1	1
502	время он	1	1
503	героя для	1	1
504	оно может	3	1
505	тогда я	1	1
506	и о	2	1
507	того чтобы	3	1
508	как не	1	1
509	но при	1	1
510	на нем	1	1
511	ни одно	2	1
512	здесь не	2	1
513	говорит и	2	1
514	данном случае	2	1
515	миром и	1	1
516	на основе	2	1
517	своей полноте	1	1
518	в особенности	1	1
519	только не	2	1
520	в себя	6	1
521	условии что	1	1
522	на свой	1	1
523	как с	1	1
524	же касается	1	1
525	времени и	6	1
526	того и	3	1
527	является в	1	1
528	между собой	2	1
529	первой фразы	1	1
530	в разных	1	1
531	приближается к	1	1
532	на все	2	1
533	в произведении	5	1
534	его художественной	1	1
535	внимание на	1	1
536	других людей	2	1
537	служит для	1	1
538	связь между	1	1
539	я а	1	1
540	смысла его	1	1
541	только ему	1	1
542	ним и	2	1
543	во всей	1	1
544	во внешнем	3	1
545	каков бы	1	1
546	в ту	1	1
547	не должен	2	1
548	которой в	1	1
549	как если	1	1
550	происходит в	1	1
551	большей или	4	1
552	в формах	1	1
553	на которой	1	1
554	по своей	6	1
555	в большей	1	1
556	или меньшей	4	1
557	напротив я	1	1
558	и дело	1	1
559	одного сознания	1	1
560	путем слияния	1	1
561	должен быть	6	1
562	в напряженном	1	1
563	вопрос об	3	1
564	с одной	3	1
565	себя в	6	1
566	сколько в	1	1
567	для всех	1	1
568	со своим	1	1
569	тогда ей	1	1
570	а напротив	2	1
571	иной форме	1	1
572	или не	2	1
573	все многообразие	1	1
574	чтобы он	1	1
575	оно в	1	1
576	а то	1	1
577	участие в	1	1
578	слова если	1	1
579	не так	1	1
580	себе в	2	1
581	никто не	3	1
582	как диалога	1	1
583	установки и	1	1
584	случае не	2	1
585	перевести в	1	1
586	быть по	1	1
587	и вместе	1	1
588	событий и	1	1
589	же деле	1	1
590	до сих	1	1
591	представляя собою	1	1
592	действующих лиц	1	1
593	и быть	1	1
594	один и	1	1
595	или о	1	1
596	обратиться к	3	1
597	его из	1	1
598	не говоря	2	1
599	к человеку	1	1
600	самом же	1	1
601	возможно лишь	1	1
602	в рассказе	1	1
603	что находится	1	1
604	же точно	1	1
605	одну из	1	1
606	не он	1	1
607	него не	1	1
608	этот принцип	1	1
609	все более	1	1
610	нет ничего	2	1
611	осложняется в	1	1
612	и иную	1	1
613	ни на	1	1
614	ко всем	1	1
615	к его	1	1
616	человека к	4	1
617	требует от	1	1
618	в данном	2	1
619	это произведение	1	1
620	на себя	2	1
621	она есть	2	1
622	фактами которые	1	1
623	в тот	1	1
624	я с	1	1
625	быть не	3	1
626	или хотя	1	1
627	столько в	1	1
628	слова ибо	1	1
629	художественное произведение	5	1
630	с первой	2	1
631	только для	2	1
632	внимания на	1	1
633	если оно	1	1
634	с иным	1	1
635	в аспекте	1	1
636	что касается	1	1
637	какой он	1	1
638	вы говорите	1	1
639	глубине души	1	1
640	отвечает на	2	1
641	еще одна	1	1
642	всего произведения	1	1
643	или в	1	1
644	между ними	1	1
645	еще раз	1	1
646	которая в	3	1
647	своей собственной	1	1
648	в отдельных	1	1
649	мысль о	2	1
650	со второй	1	1
651	все они	1	1
652	несмотря на	2	1
653	хотя в	1	1
654	плана и	1	1
655	диалог и	1	1
656	требует чтобы	1	1
657	может и	1	1
658	в свою	1	1
659	из этого	1	1
660	который не	1	1
661	в своих	1	1
662	героя как	1	1
663	и вновь	1	1
