N	2gram	Tiupa_Teor_1	Myshleni
110	на то	1	4
111	в наших	1	4
112	на этом	1	4
113	и того	3	4
114	одного и	3	4
115	он должен	2	4
116	от одной	1	4
117	не в	7	4
118	своей природе	2	4
119	оно не	1	4
120	своего развития	1	4
121	на основе	2	4
122	что и	2	4
123	именно в	3	4
124	между этими	1	4
125	в качестве	24	4
126	которые в	1	4
127	в частности	16	4
128	к жизни	2	4
129	к понятию	1	4
130	они не	1	4
131	ту же	1	3
132	отношения к	2	3
133	начинается с	1	3
134	с его	5	3
135	из этих	3	3
136	одном и	1	3
137	значение для	1	3
138	независимо от	1	3
139	как в	5	3
140	хотя и	3	3
141	представляет собой	9	3
142	отношение между	1	3
143	в случае	1	3
144	на его	1	3
145	при этом	12	3
146	с ней	1	3
147	раз в	1	3
148	и по	2	3
149	в каждом	1	3
150	должен был	1	3
151	в них	2	3
152	иначе говоря	4	3
153	в их	2	3
154	всякий раз	2	3
155	для данного	1	3
156	по себе	1	3
157	до известной	2	3
158	в основе	3	3
159	только не	2	3
160	от одних	1	3
161	по своей	3	3
162	связи с	1	3
163	не по	1	3
164	отличается от	2	3
165	только то	1	3
166	в себя	3	3
167	действия и	1	3
168	переход к	1	3
169	те же	1	3
170	мог бы	3	3
171	и здесь	2	3
172	и т.д	3	3
173	во втором	3	3
174	в его	6	3
175	и только	1	3
176	развития но	1	3
177	один из	2	3
178	и его	8	3
179	есть в	2	3
180	от понятия	1	3
181	представить себе	1	3
182	нуждается в	1	3
183	на примере	1	3
184	только к	1	3
185	и составляет	3	3
186	а не	9	3
187	же точно	1	3
188	но как	1	3
189	на фоне	2	3
190	как это	8	3
191	требует от	1	3
192	предметов в	1	3
193	в целом	3	3
194	тем и	1	3
195	в другой	1	3
196	бы в	1	3
197	отношении к	2	3
198	в системе	1	3
199	в ходе	4	3
200	не знает	3	3
201	это на	1	3
202	первом случае	1	3
203	в своих	1	3
204	не прямо	1	2
205	одним из	2	2
206	которыми он	1	2
207	принадлежит к	3	2
208	вся система	1	2
209	а только	3	2
210	что они	1	2
211	прежде всего	2	2
212	с осознания	1	2
213	не совпадает	1	2
214	между двумя	3	2
215	все эти	2	2
216	если он	1	2
217	но на	1	2
218	могут оказаться	2	2
219	ключ к	2	2
220	состоит в	17	2
221	к одному	1	2
222	различие между	1	2
223	в другом	3	2
224	с другими	5	2
225	этом смысле	2	2
226	остается в	1	2
227	в этих	3	2
228	в своей	6	2
229	с вещами	1	2
230	в такой	1	2
231	и том	1	2
232	но он	3	2
233	друг другу	1	2
234	и более	1	2
235	не менее	4	2
236	она не	1	2
237	же самую	1	2
238	на котором	1	2
239	в уме	1	2
240	не могло	2	2
241	он мог	1	2
242	казалось бы	2	2
243	имеем дело	2	2
244	к определенному	1	2
245	каждой из	1	2
246	входят в	1	2
247	именно потому	1	2
248	у нас	2	2
249	языка в	4	2
250	разрыв между	1	2
251	и от	1	2
252	мышления но	1	2
253	совершается как	1	2
254	не с	3	2
255	и семантической	1	2
256	к его	2	2
257	в новую	1	2
258	для этого	1	2
259	означает что	1	2
260	на вопрос	1	2
261	при котором	1	2
262	в значительной	1	2
263	по типу	1	2
264	у одного	2	2
265	но с	1	2
266	более сложные	1	2
267	с ними	1	2
268	дело с	1	2
269	языка на	1	2
270	и является	2	2
271	из которого	3	2
272	для всех	1	2
273	если мы	2	2
274	только на	1	2
275	возможным в	1	2
276	является не	1	2
277	речь в	1	2
278	а и	4	2
279	из них	1	2
280	в одном	2	2
281	в конце	2	2
282	у него	1	2
283	на не	1	2
284	нашем примере	1	2
285	с другой	7	2
286	к которому	3	2
287	во второй	7	2
288	и др	1	2
289	исходит из	1	2
290	более того	1	2
291	не решает	1	2
292	не на	2	2
293	была бы	3	2
294	понятие о	2	2
295	в связи	1	2
296	к более	1	2
297	мы говорим	1	2
298	по своему	2	2
299	в данном	8	2
300	для возникновения	3	2
301	по существу	1	2
302	в ряду	1	2
303	этого слова	3	2
304	в любом	1	2
305	действительность в	1	2
306	все это	2	2
307	и иного	1	2
308	известной степени	3	2
309	отношений и	1	2
310	а в	13	2
311	другой стороны	5	2
312	другим и	1	2
313	имеет место	2	2
314	из этого	1	2
315	речи как	1	2
316	ее в	2	2
317	видим в	2	2
318	и другие	2	2
319	это будущее	1	1
320	другому человеку	1	1
321	бы для	1	1
322	от своей	1	1
323	принципиальное различие	1	1
324	и до	1	1
325	из его	1	1
326	сливается с	1	1
327	есть не	1	1
328	и высшей	1	1
329	первой и	1	1
330	при анализе	1	1
331	смысле можно	1	1
332	что иное	1	1
333	война где	1	1
334	и родного	1	1
335	но напротив	2	1
336	свою очередь	2	1
337	это возможно	1	1
338	иное как	1	1
339	на их	1	1
340	ближайшие к	1	1
341	является таким	1	1
342	иного рода	3	1
343	одном случае	1	1
344	жить и	2	1
345	ребенка подобно	1	1
346	друг от	1	1
347	за пределы	2	1
348	когда у	1	1
349	отнюдь не	3	1
350	в центре	1	1
351	как к	2	1
352	деятельность по	1	1
353	перед нами	2	1
354	ином отношении	1	1
355	неизмеримо более	1	1
356	тем же	1	1
357	имеет в	2	1
358	силе и	1	1
359	мы трактуем	1	1
360	что это	1	1
361	он в	1	1
362	он состоит	1	1
363	с их	2	1
364	ее как	1	1
365	что она	2	1
366	он ни	1	1
367	но именно	1	1
368	достижения в	1	1
369	роли в	5	1
370	все перечисленные	1	1
371	говоря различные	1	1
372	но оказывается	1	1
373	встречаются в	1	1
374	или иных	3	1
375	фразы с	1	1
376	одно и	1	1
377	бы они	1	1
378	внутренней стороны	1	1
379	об этом	2	1
380	особенности в	1	1
381	или даже	4	1
382	входит в	1	1
383	это было	2	1
384	ко второму	1	1
385	ни в	2	1
386	представленных в	1	1
387	что представляет	1	1
388	рядом с	1	1
389	далеко не	2	1
390	первые два	1	1
391	этим и	1	1
392	к значению	1	1
393	рода и	2	1
394	ведет к	1	1
395	ряда и	1	1
396	этого уровня	1	1
397	обратимся к	1	1
398	языка но	1	1
399	и становится	1	1
400	места в	1	1
401	слова б	1	1
402	ее внутренней	1	1
403	таким же	1	1
404	заключать в	1	1
405	и без	1	1
406	это делает	1	1
407	иного типа	1	1
408	еще нет	1	1
409	жизнь и	1	1
410	не столько	1	1
411	на каждом	1	1
412	большей степени	1	1
413	слова принадлежит	1	1
414	в отличие	6	1
415	до последнего	1	1
416	от его	1	1
417	не путем	1	1
418	на первой	1	1
419	новых форм	1	1
420	тем не	3	1
421	их в	3	1
422	и предполагает	1	1
423	и наоборот	1	1
424	не должно	1	1
425	даже в	3	1
426	случае мы	1	1
427	содержит в	1	1
428	случае в	1	1
429	дело в	2	1
430	и притом	2	1
431	и внутренней	1	1
432	дело не	2	1
433	в структуре	2	1
434	было ожидать	1	1
435	этих двух	2	1
436	иными словами	1	1
437	это отношение	3	1
438	не принадлежит	2	1
439	него но	1	1
440	в каком	1	1
441	в действительности	1	1
442	очень часто	1	1
443	деятельности и	1	1
444	в момент	2	1
445	и заключается	1	1
446	с логической	1	1
447	что основной	1	1
448	его за	1	1
449	числе и	1	1
450	определить и	1	1
451	он оказывается	1	1
452	на это	1	1
453	и своя	1	1
454	и это	2	1
455	вещами и	1	1
456	и о	4	1
457	от друга	1	1
458	начало нового	1	1
459	подобно тому	1	1
460	в ее	5	1
461	данном случае	5	1
462	в собственном	1	1
463	еще два	1	1
464	даже самое	1	1
465	другом но	1	1
466	вопрос что	1	1
467	и намеренности	1	1
468	но у	1	1
469	является в	1	1
470	собой и	1	1
471	только и	1	1
472	ситуации и	1	1
473	в широком	1	1
474	о том	1	1
475	достигается не	1	1
476	одновременно из	1	1
477	никак не	1	1
478	не содержит	1	1
479	в глаза	2	1
480	это первый	1	1
481	после того	1	1
482	что его	1	1
483	и который	2	1
484	говорят это	1	1
485	на всех	1	1
486	на отдельные	1	1
487	к нему	1	1
488	том или	1	1
489	между тем	5	1
490	эти два	1	1
491	полноту и	1	1
492	первых же	1	1
493	различной для	1	1
494	по собственному	1	1
495	с системой	1	1
496	на которой	1	1
497	отношения как	1	1
498	в двух	1	1
499	тот же	1	1
500	речь о	1	1
501	текст как	1	1
502	соответствующих ему	1	1
503	к нашему	2	1
504	в прошлом	1	1
505	может оказаться	2	1
506	который в	2	1
507	и ее	3	1
508	с одной	2	1
509	с которыми	1	1
510	этой системе	2	1
511	и теперь	1	1
512	оказывается в	3	1
513	уже не	4	1
514	части на	1	1
515	значения слов	1	1
516	языка а	1	1
517	его развитие	1	1
518	в известном	1	1
519	дает ему	1	1
520	и их	1	1
521	и остальной	1	1
522	в известной	1	1
523	слова в	2	1
524	противоречие между	1	1
525	вовсе не	3	1
526	с этими	1	1
527	ее не	1	1
528	в систему	1	1
529	отличие от	6	1
530	логическое отношение	1	1
531	не говорит	1	1
532	во всей	1	1
533	в случаях	1	1
534	это по	1	1
535	образом что	1	1
536	этим своеобразным	1	1
537	такой текст	1	1
538	и даже	2	1
539	или иной	4	1
540	что можно	3	1
541	как у	1	1
542	с той	1	1
543	еще и	1	1
544	наконец в	1	1
545	а с	3	1
546	больше и	1	1
547	говорит о	1	1
548	к третьему	1	1
549	а на	3	1
550	из наиболее	1	1
551	непосредственно к	1	1
552	не означает	1	1
553	и означает	1	1
554	одну из	1	1
555	как видно	1	1
556	о чем	1	1
557	возникновения нового	1	1
558	не об	1	1
559	и слово	1	1
560	ближе к	1	1
561	другие в	1	1
562	стоит в	1	1
563	если не	1	1
564	всю полноту	1	1
565	до этого	1	1
566	а при	1	1
567	к своему	1	1
568	одной стороны	2	1
569	с некоторыми	1	1
570	тому как	1	1
571	зрения и	2	1
572	происходит в	1	1
573	является его	1	1
574	те и	1	1
575	в это	1	1
576	необходимым условием	1	1
577	возникает в	1	1
578	тех или	3	1
579	в более	1	1
580	в следующей	2	1
581	однако оно	1	1
582	является одним	1	1
583	к пониманию	1	1
584	не существует	1	1
585	котором он	1	1
586	в результате	1	1
587	и постепенное	1	1
588	не представляет	1	1
589	на первый	1	1
590	более обширной	1	1
591	особого рода	2	1
592	этим законам	1	1
593	той или	1	1
594	тем более	1	1
595	в динамике	1	1
596	с не	1	1
597	совпадает со	1	1
598	определенную позицию	1	1
599	на языке	2	1
600	это еще	1	1
601	структурных отношений	1	1
602	в равной	3	1
603	должен быть	1	1
604	нам не	1	1
605	а о	1	1
606	слово в	1	1
607	в свою	3	1
608	как ряд	1	1
609	слова с	1	1
610	две стороны	1	1
611	отдает себе	1	1
612	из тех	2	1
613	но этим	1	1
614	самое существенное	1	1
615	впервые в	1	1
616	совершенно не	1	1
617	одновременно и	1	1
618	не что	1	1
619	полностью совпадает	1	1
620	только о	1	1
621	значение в	1	1
622	точно так	1	1
623	все что	1	1
624	том числе	2	1
