N	2gram	Kanaev_Sov_1	Formalny
181	что эта	1	2
182	самого начала	3	2
183	не имеет	1	2
184	никогда не	1	2
185	на котором	2	2
186	на язык	1	2
187	этих двух	2	2
188	если же	2	2
189	и это	1	2
190	научной работы	1	2
191	и от	1	2
192	с самого	3	2
193	приводит к	2	2
194	времени и	2	2
195	мы в	1	2
196	с ним	1	2
197	только так	2	2
198	отметить что	1	2
199	во всей	1	2
200	это не	4	2
201	в самый	1	2
202	этом смысле	1	2
203	один из	1	2
204	этот вопрос	1	2
205	или же	2	2
206	не будет	1	2
207	сами по	1	2
208	в конце	3	2
209	как его	1	2
210	остается подвести	1	2
211	говорим о	2	2
212	между ними	1	2
213	ином направлении	1	2
214	все более	1	2
215	при определенных	1	2
216	центр тяжести	1	2
217	как например	1	2
218	но это	1	2
219	а все	3	2
220	сказать что	1	2
221	ведь именно	1	2
222	равно как	1	2
223	системы а	1	2
224	отвлекается от	1	2
225	в таком	2	2
226	и наиболее	1	1
227	как известно	2	1
228	того же	1	1
229	но тем	1	1
230	все те	2	1
231	иметь место	1	1
232	входящих в	1	1
233	той же	2	1
234	их и	1	1
235	есть не	1	1
236	мы имеем	1	1
237	и само	1	1
238	этот был	1	1
239	что иное	1	1
240	работы в	1	1
241	именно эти	1	1
242	чрезвычайно плохо	1	1
243	иное как	1	1
244	на их	2	1
245	бы то	1	1
246	но конечно	1	1
247	различия между	1	1
248	то он	1	1
249	мы будем	1	1
250	точка зрения	1	1
251	и все-таки	1	1
252	его развития	3	1
253	всю эту	1	1
254	дает нам	2	1
255	в своем	1	1
256	более и	1	1
257	и нет	1	1
258	и есть	2	1
259	собственно и	1	1
260	в действительности	1	1
261	следующим образом	3	1
262	именно эта	1	1
263	в этот	1	1
264	этом периоде	1	1
265	за собой	1	1
266	в нашем	2	1
267	которые в	1	1
268	всего необходимо	1	1
269	и тот	1	1
270	как он	3	1
271	от всяких	1	1
272	быть поняты	1	1
273	в первых	1	1
274	по самому	1	1
275	тем не	2	1
276	эта система	1	1
277	разобранная нами	1	1
278	определенного метода	1	1
279	и еще	1	1
280	он должен	2	1
281	вот к	1	1
282	к одному	1	1
283	характерное для	1	1
284	не доказывают	1	1
285	какой бы	1	1
286	значение в	2	1
287	в другом	1	1
288	в виде	2	1
289	же путем	1	1
290	отличать от	1	1
291	ведь в	1	1
292	в новое	1	1
293	рядом с	1	1
294	и путем	1	1
295	же мы	2	1
296	о методе	1	1
297	все равно	1	1
298	первые два	2	1
299	в данном	1	1
300	оно имеет	1	1
301	как целого	1	1
302	чем в	1	1
303	задача эта	2	1
304	обратимся к	1	1
305	этой области	1	1
306	корне неверной	1	1
307	в эту	1	1
308	но если	1	1
309	том как	1	1
310	и при	1	1
311	выработанные в	1	1
312	теперь мы	1	1
313	те явления	1	1
314	как особого	1	1
315	смысле то	1	1
316	знаем что	2	1
317	что уже	1	1
318	все они	1	1
319	вопрос о	4	1
320	является только	1	1
321	своему существу	1	1
322	не будем	2	1
323	по крайней	1	1
324	образом из	1	1
325	оно касается	1	1
326	вообще на	1	1
327	и вся	1	1
328	на конкретном	1	1
329	как будет	1	1
330	не менее	2	1
331	но они	1	1
332	о значении	2	1
333	о действительном	1	1
334	дело в	1	1
335	только из	1	1
336	и проследим	1	1
337	и именно	2	1
338	вытекает из	1	1
339	все свои	1	1
340	базируется на	1	1
341	самому своему	1	1
342	без определенного	1	1
343	системы совершенно	1	1
344	чем объясняется	1	1
345	только одна	6	1
346	потенции но	1	1
347	и несколько	1	1
348	у нас	3	1
349	же необходимо	1	1
350	которых он	1	1
351	сравнительно с	1	1
352	отличается от	3	1
353	для развития	2	1
354	подвести итоги	1	1
355	этого и	1	1
356	той или	1	1
357	в каждом	8	1
358	подчеркнуть что	1	1
359	ничего общего	1	1
360	должен быть	1	1
361	свою очередь	2	1
362	данном случае	1	1
363	поэтому мы	3	1
364	можно было	1	1
365	те же	1	1
366	ясно что	3	1
367	каждого из	2	1
368	во многом	1	1
369	когда в	1	1
370	отчасти в	1	1
371	котором держится	1	1
372	целью а	1	1
373	это только	1	1
374	на них	1	1
375	это то	1	1
376	она уже	1	1
377	о том	1	1
378	явлений как	1	1
379	и та	1	1
380	настоящее время	2	1
381	что каждый	1	1
382	до сих	1	1
383	с одной	2	1
384	аналогии с	1	1
385	что его	1	1
386	и во	2	1
387	частном случае	1	1
388	затем на	1	1
389	вся эта	1	1
390	отвлекаясь от	1	1
391	крайней мере	1	1
392	и ни	1	1
393	и следовательно	1	1
394	говорить только	1	1
395	может иметь	2	1
396	и мы	3	1
397	ровно ничего	1	1
398	быть при	1	1
399	тот же	2	1
400	роли данного	1	1
401	этого можно	1	1
402	в себе	3	1
403	и действительно	1	1
404	правда и	1	1
405	собой но	1	1
406	ставиться проблема	1	1
407	метода не	1	1
408	этой совокупности	1	1
409	конечно не	1	1
410	не можем	7	1
411	мы получим	3	1
412	научного исследования	2	1
413	где у	1	1
414	не принимает	1	1
415	не из	1	1
416	так называемый	1	1
417	вся конструкция	1	1
418	элементов и	1	1
419	который как	2	1
420	себе в	1	1
421	пока не	1	1
422	ведь это	3	1
423	и навсегда	1	1
424	другую сторону	1	1
425	ему принадлежит	1	1
426	но что	1	1
427	нет в	1	1
428	периоде развития	1	1
429	на внешней	1	1
430	здесь в	1	1
431	по своим	1	1
432	эти жизненные	1	1
433	к которому	1	1
434	в свою	2	1
435	в природе	1	1
436	один и	1	1
437	а на	2	1
438	на этот	2	1
439	элемент может	1	1
440	поскольку она	1	1
441	от различных	1	1
442	позиции в	1	1
443	у всех	3	1
444	на эту	1	1
445	некритическим перенесением	1	1
446	же делает	1	1
447	так же	1	1
448	он уже	1	1
449	одной стороны	1	1
450	такого рода	2	1
451	то чем	1	1
452	это за	2	1
453	не что	1	1
454	ведь ясно	1	1
455	образом на	1	1
456	с необходимостью	3	1
457	этом случае	1	1
458	в условиях	5	1
459	сих пор	1	1
460	влечет за	1	1
461	такой ответ	1	1
462	но для	1	1
463	условий в	1	1
464	при таком	3	1
465	этой системы	1	1
466	в настоящее	2	1
467	совершенно недопустимо	1	1
468	или другой	1	1
469	для нас	3	1
470	каким методом	1	1
471	для его	2	1
472	мы должны	4	1
473	что задача	1	1
474	конечно нельзя	1	1
475	несмотря на	1	1
476	же в	1	1
477	не дает	2	1
478	в системе	3	1
479	одной из	1	1
480	всюду где	1	1
481	может ведь	1	1
482	мере в	1	1
483	только о	1	1
484	сказать так	1	1
485	можно назвать	2	1
486	не окажется	1	1
487	увидим что	1	1
488	в своих	1	1
489	помощью которых	2	1
490	и эта	1	1
491	и особенно	1	1
492	которая не	1	1
