N	2gram	Bakhtin_sl_2	Psycholo
559	в драме	1	1
560	или иные	1	1
561	язык и	7	1
562	между тем	3	1
563	нуждается в	2	1
564	весь характер	1	1
565	не обязательно	1	1
566	вообще и	1	1
567	может стать	2	1
568	романа в	5	1
569	которые при	2	1
570	является результатом	1	1
571	и создает	3	1
572	не зная	1	1
573	несколько иначе	1	1
574	ту область	1	1
575	слов он	1	1
576	не о	1	1
577	речь о	2	1
578	одной из	1	1
579	особенно легко	1	1
580	однако в	2	1
581	в какой	1	1
582	пор не	2	1
583	и действительно	1	1
584	быть сведены	1	1
585	поэтому и	4	1
586	всех его	3	1
587	гладкость и	1	1
588	между этими	1	1
589	и ее	1	1
590	здесь с	1	1
591	поэтому для	1	1
592	себя в	8	1
593	характер ее	1	1
594	на всем	1	1
595	уже не	5	1
596	отнести к	1	1
597	в поэзии	2	1
598	условность и	1	1
599	в виде	2	1
600	противопоставлять себя	1	1
601	в сознании	1	1
602	него и	1	1
603	основе его	2	1
604	за счет	1	1
605	слова может	2	1
606	героев как	1	1
607	вступает в	1	1
608	этого процесса	3	1
609	или даже	3	1
610	в борьбу	1	1
611	его и	2	1
612	и их	5	1
613	слова в	13	1
614	тем как	1	1
615	параллельно с	2	1
616	которые как	1	1
617	романе мы	1	1
618	те или	1	1
619	содержания этой	1	1
620	именно как	2	1
621	планах в	1	1
622	не были	1	1
623	на внутреннее	1	1
624	и т.п	2	1
625	и глубже	1	1
626	как у	1	1
627	и образов	1	1
628	на которые	1	1
629	мы еще	1	1
630	и др	4	1
631	могут иметь	1	1
632	что не	1	1
633	конечно совершенно	1	1
634	превращается в	1	1
635	не было	2	1
636	оборот и	1	1
637	о ленском	1	1
638	изображения в	2	1
639	линии и	1	1
640	его как	2	1
641	для романа	2	1
642	его именно	2	1
643	речи и	3	1
644	в одно	2	1
645	мы видели	2	1
646	здесь именно	1	1
647	все более	1	1
648	прямо сказать	3	1
649	кто именно	1	1
650	мы говорим	1	1
651	здесь уже	2	1
652	только начинается	1	1
653	требует от	2	1
654	между языком	3	1
655	конечно не	5	1
656	в предмет	1	1
657	целом ряде	1	1
658	в романах	3	1
659	применении к	1	1
660	во все	1	1
661	и там	3	1
662	и всей	1	1
663	да и	1	1
664	как к	3	1
665	для понимания	1	1
666	евгении онегине	1	1
667	к проблеме	3	1
668	мы сказали	2	1
669	смысл в	1	1
670	может служить	1	1
671	и всех	1	1
672	поэтому когда	1	1
673	в контексте	3	1
674	этого факта	1	1
675	только для	1	1
676	но это	3	1
677	романах достоевского	1	1
678	в смысле	4	1
679	говорят и	1	1
680	центральная проблема	1	1
681	здесь в	3	1
682	ближе к	1	1
683	французского романа	1	1
684	нами уже	1	1
685	она берет	1	1
686	известной степени	2	1
687	сюжета и	1	1
688	и времени	1	1
689	и часто	3	1
690	указать на	1	1
691	и другим	2	1
692	чтобы понять	1	1
693	еще более	2	1
694	и смысл	1	1
695	ни к	2	1
696	выделена в	2	1
697	на улице	1	1
698	все они	2	1
699	романа и	5	1
700	но всегда	1	1
701	романом и	1	1
702	может и	2	1
703	с ними	5	1
704	и прямо	2	1
705	выведена из	1	1
706	в поэтическом	1	1
707	этой проблемы	1	1
708	к его	2	1
709	в драму	1	1
710	или иного	1	1
711	отношению к	4	1
712	ко всему	1	1
713	в отдельности	1	1
714	дело со	1	1
715	что под	1	1
716	следовательно не	1	1
717	частности в	1	1
718	каждое слово	1	1
719	во всяком	3	1
720	все что	2	1
