N	2gram	Nazirov_Tv_2	Narrotol
194	персонажа и	1	2
195	уходом из	1	2
196	в самую	1	2
197	несмотря на	1	2
198	жизни но	1	2
199	в соборе	1	2
200	однако в	1	2
201	зрения и	1	2
202	даже в	1	2
203	вплоть до	1	2
204	она не	1	2
205	в обоих	1	2
206	некоторого рода	1	2
207	в структуре	1	2
208	себе самом	1	2
209	не имеет	1	2
210	ничего не	4	2
211	и соответственно	1	2
212	при всем	1	2
213	как раз	1	2
214	что на	2	2
215	личности в	2	2
216	встречается в	1	2
217	следует признать	1	2
218	говоря словами	1	2
219	приходит к	1	2
220	более не	2	2
221	на другой	1	2
222	о воскресении	1	2
223	по сути	3	2
224	в пределах	1	2
225	приводит к	2	2
226	читателя в	5	2
227	что у	4	2
228	можно было	1	2
229	во второй	1	2
230	быть может	3	2
231	с человеком	1	2
232	о своей	1	2
233	восходящей к	1	2
234	он прямо	1	2
235	и только	2	2
236	не сводится	1	2
237	от всех	1	2
238	в литературе	2	2
239	известном смысле	1	2
240	и одновременно	1	2
241	может оказаться	1	2
242	и ее	2	2
243	от одной	1	2
244	героя с	2	2
245	по выражению	1	2
246	конечном счете	1	2
247	для него	3	2
248	или даже	2	2
249	сами по	1	2
250	не случайно	2	2
251	смерти и	1	2
252	представляют собой	1	2
253	сюжета в	1	2
254	одну из	1	2
255	к которому	2	2
256	и др	3	2
257	не было	2	2
258	зависит от	2	2
259	как ни	1	2
260	главного героя	3	2
261	к другой	1	2
262	сути дела	3	2
263	в область	3	2
264	наряду с	7	2
265	текста как	1	2
266	и для	1	2
267	для автора	2	2
268	в связи	1	2
269	у нее	3	2
270	в результате	1	2
271	тогда в	1	2
272	к самому	2	2
273	это все	2	2
274	между ними	1	2
275	совершенно не	1	2
276	или иного	1	2
277	этого слова	1	2
278	себе не	1	2
279	включает в	2	2
280	так же	5	2
281	в таком	3	2
282	точно так	1	2
283	событий в	1	2
284	чем было	1	1
285	неотделима от	2	1
286	и через	3	1
287	опираясь на	2	1
288	и есть	2	1
289	развитии сюжета	1	1
290	в какой-то	1	1
291	видеть в	1	1
292	едва ли	2	1
293	действительности и	1	1
294	в году	16	1
295	вызвано тем	1	1
296	бы уже	1	1
297	рассказывать о	1	1
298	нашу мысль	1	1
299	в первый	1	1
300	сведена к	1	1
301	этом не	1	1
302	одновременно в	1	1
303	х годов	3	1
304	мы и	1	1
305	и со	1	1
306	в целом	6	1
307	боль в	3	1
308	очередь по	1	1
309	нам представляется	1	1
310	в различных	1	1
311	в чем	4	1
312	нередко встречается	1	1
313	во всех	1	1
314	его собственным	1	1
315	о смерти	1	1
316	только потому	1	1
317	присущей ему	1	1
318	опыта к	1	1
319	о жизни	3	1
320	его смерти	1	1
321	и наконец	2	1
322	писателя как	1	1
323	и к	1	1
324	это определение	3	1
325	но смысл	1	1
326	к специфике	1	1
327	в самом	3	1
328	даже если	1	1
329	из жизни	2	1
330	сказать о	1	1
331	тоже не	2	1
332	из его	1	1
333	так сказать	2	1
334	какую бы	1	1
335	на его	4	1
336	наш взгляд	2	1
337	параллели между	1	1
338	он ни	1	1
339	это явление	1	1
340	еще раньше	1	1
341	в первую	1	1
342	уже говорилось	1	1
343	том чтобы	1	1
344	у читателя	2	1
345	содержит в	1	1
346	на земле	1	1
347	в плане	3	1
348	выглядит как	1	1
349	на наш	2	1
350	в комнату	1	1
351	и по	2	1
352	соотнесенности с	1	1
353	таким образом	10	1
354	и за	1	1
355	это случилось	1	1
356	распространение и	1	1
357	в другом	1	1
358	чего он	1	1
359	об этом	4	1
360	мы уже	1	1
361	это весьма	1	1
362	входит в	1	1
363	первую очередь	1	1
364	с другими	2	1
365	с прошлым	1	1
366	должен был	1	1
367	но уже	3	1
368	в них	1	1
369	достоевского и	2	1
370	соответствии с	4	1
371	жизни то	1	1
372	о болезни	1	1
373	мы видели	1	1
374	и кому	1	1
375	с такой	1	1
376	мы не	4	1
377	в развитии	1	1
378	зато в	2	1
379	в один	1	1
380	и тогда	2	1
381	их на	1	1
382	сказать его	1	1
383	что если	1	1
384	в ходе	1	1
385	таким же	1	1
386	от боли	1	1
387	о герое	1	1
388	оказывается для	1	1
389	в котором	3	1
390	в их	3	1
391	и народ	1	1
392	к одному	1	1
393	место в	3	1
394	в которых	3	1
395	мысли и	1	1
396	всякий раз	1	1
397	признать что	1	1
398	особое место	2	1
399	есть его	1	1
400	образом и	1	1
401	но он	1	1
402	в россии	2	1
403	по крайней	2	1
404	и более	1	1
405	их в	2	1
406	не могли	2	1
407	в конце	6	1
408	произведения в	1	1
409	том же	2	1
410	что этот	2	1
411	собой лишь	1	1
412	между людьми	2	1
413	человек и	1	1
414	перед смертью	1	1
415	может служить	2	1
416	дело в	1	1
417	в процессе	2	1
418	в русской	2	1
419	бытия и	1	1
420	не составляет	1	1
421	он еще	2	1
422	это еще	1	1
423	после ухода	1	1
424	с начальным	1	1
425	жизни не	1	1
426	из древнейших	1	1
427	к ней	1	1
428	лишь в	1	1
429	и является	1	1
430	а лишь	1	1
431	мире и	1	1
432	потому что	7	1
433	на всем	1	1
434	в книге	1	1
435	слова говорящий	1	1
436	в области	1	1
437	ли это	1	1
438	ему не	1	1
439	перед ним	1	1
440	у нас	2	1
441	представляется нам	1	1
442	начиная с	2	1
443	легенда о	4	1
444	ни был	1	1
445	а теперь	1	1
446	не могут	1	1
447	мы узнаем	2	1
448	в эпизод	1	1
449	жить в	1	1
450	что оно	1	1
451	он видит	1	1
452	и культурный	1	1
453	всем протяжении	1	1
454	для себя	1	1
455	году в	1	1
456	у себя	1	1
457	мифа в	3	1
458	что все	1	1
459	в виду	1	1
460	бога однако	1	1
461	у чехова	1	1
462	для читателя	1	1
463	и от	4	1
464	мысль о	1	1
465	только то	1	1
466	в классической	2	1
467	и сам	5	1
468	сознаний в	1	1
469	живет в	1	1
470	что никогда	1	1
471	у матери	1	1
472	когда в	1	1
473	с героем	1	1
474	тот же	1	1
475	является в	1	1
476	если бы	4	1
477	и вообще	2	1
478	с ним	3	1
479	двух сыновей	1	1
480	и здесь	1	1
481	и ставит	1	1
482	там же	9	1
483	были большие	1	1
484	в драме	1	1
485	сюжета как	1	1
486	этот момент	1	1
487	что и	1	1
488	в глазах	1	1
489	крайней мере	2	1
490	с матерью	1	1
491	какой-то мере	1	1
492	все время	2	1
493	не знаю	1	1
494	в современной	1	1
495	герой в	1	1
496	не вымышленных	1	1
497	с ними	2	1
498	не порождает	1	1
499	или же	1	1
500	русской литературе	1	1
501	на мир	1	1
502	не мешает	2	1
503	и у	2	1
504	и внутреннего	1	1
505	этом что	1	1
506	за пределами	1	1
507	в начале	3	1
508	отцов и	1	1
509	мире на	1	1
510	после возвращения	1	1
511	более крупные	1	1
512	его жизненной	1	1
513	слова не	1	1
514	не дает	1	1
515	разыгрывающееся между	1	1
516	ответ на	1	1
517	то у	2	1
518	его и	2	1
519	мир в	1	1
520	не так	2	1
521	вовсе не	2	1
522	из нее	1	1
523	за человек	1	1
524	продолжает определять	1	1
525	случае с	1	1
526	не противоречит	1	1
527	эти наблюдения	2	1
528	и братьев	1	1
529	он живет	1	1
530	до сих	3	1
531	как у	3	1
532	хоть и	1	1
533	и прежде	1	1
534	действующих лиц	2	1
535	же о	1	1
536	устремлена к	1	1
537	его из	1	1
538	в соответствии	4	1
539	более того	2	1
540	как о	2	1
541	когда же	1	1
542	оценки и	1	1
543	оснований для	1	1
544	присутствие в	1	1
545	в речи	1	1
546	связь с	2	1
547	нет ничего	3	1
548	нее как	1	1
549	автора с	1	1
550	человека к	1	1
551	в позицию	1	1
552	уклонение от	1	1
553	в меру	1	1
554	я тоже	1	1
555	дважды это	1	1
556	то по	1	1
557	после его	1	1
558	может как	1	1
559	к жизни	2	1
560	дает нам	1	1
561	однако эти	2	1
562	истории не	1	1
563	построения текста	1	1
564	человек с	1	1
565	мыслится как	1	1
566	такое прочтение	1	1
567	с этой	3	1
568	х гг	2	1
569	до читателя	1	1
570	как только	1	1
571	сих пор	3	1
572	нем самом	1	1
573	под названием	1	1
574	отвечает на	1	1
575	позиции в	1	1
576	необходимым для	1	1
577	для нас	1	1
578	от него	1	1
579	и события	1	1
580	как уже	1	1
581	бы он	1	1
582	а может	1	1
583	в литературной	2	1
584	в поле	1	1
585	не должен	1	1
586	полифоническом мире	1	1
587	но зато	3	1
588	но это	5	1
589	себя если	1	1
590	в терминах	4	1
591	что вообще	1	1
592	в обстановке	1	1
593	на фоне	1	1
594	может и	1	1
595	а о	1	1
596	первый раз	1	1
597	не знает	1	1
598	не быть	1	1
599	было показано	2	1
600	в характере	1	1
601	если же	1	1
602	по поводу	1	1
603	автора как	1	1
604	от страха	1	1
