N	2gram	Vinokur_St_2	KulturaY
189	и здесь	3	3
190	можно сказать	1	3
191	нуждается в	1	3
192	этом смысле	1	3
193	уже в	1	3
194	себе в	1	3
195	в одном	6	3
196	связано с	1	3
197	не было	3	3
198	в особенности	2	3
199	и даже	3	3
200	к которому	1	3
201	в свою	1	3
202	а с	3	3
203	языка не	1	3
204	если не	2	3
205	в речи	4	3
206	как это	2	3
207	была бы	5	3
208	как на	9	3
209	в таком	1	3
210	они не	2	3
211	гораздо более	1	3
212	речь идет	4	2
213	одним из	6	2
214	также и	2	2
215	пишет он	2	2
216	очень много	1	2
217	если б	4	2
218	по преимуществу	1	2
219	и значение	1	2
220	бы уже	1	2
221	я не	7	2
222	этого термина	1	2
223	которое в	1	2
224	в числе	2	2
225	думаю что	1	2
226	на самом	3	2
227	тогда как	2	2
228	себе и	1	2
229	меньше всего	3	2
230	идет о	3	2
231	от истории	1	2
232	что история	1	2
233	что касается	1	2
234	даже так	1	2
235	и как	2	2
236	из письма	1	2
237	но в	8	2
238	б только	1	2
239	а во-вторых	1	2
240	формы в	1	2
241	так или	1	2
242	большей части	1	2
243	для которых	2	2
244	больше всего	2	2
245	он не	9	2
246	данном отношении	1	2
247	свое время	1	2
248	так например	7	2
249	но все	7	2
250	в каждом	1	2
251	так называемым	1	2
252	заключается в	1	2
253	первую очередь	1	2
254	и тем	1	2
255	ни в	3	2
256	для них	1	2
257	как и	2	2
258	в москве	2	2
259	принадлежит в	1	2
260	несомненно не	1	2
261	и еще	1	2
262	но если	1	2
263	в своей	7	2
264	не столько	7	2
265	что я	2	2
266	вопрос о	6	2
267	что было	2	2
268	и более	2	2
269	том же	2	2
270	по себе	3	2
271	ср в	1	2
272	можно ли	1	2
273	до конца	3	2
274	что с	2	2
275	иной раз	1	2
276	в то	2	2
277	не имеет	2	2
278	ничего не	4	2
279	и именно	3	2
280	дело не	2	2
281	никогда не	3	2
282	речи не	1	2
283	же время	1	2
284	свидетельствуют о	2	2
285	е не	1	2
286	до того	4	2
287	доказать что	2	2
288	не является	3	2
289	не могут	1	2
290	но также	4	2
291	ли в	1	2
292	что все	1	2
293	и сами	1	2
294	не мог	3	2
295	было в	1	2
296	разумеется что	4	2
297	одно из	1	2
298	никак не	2	2
299	перед вами	1	2
300	это было	2	2
301	во втором	1	2
302	должны быть	1	2
303	как например	2	2
304	но с	4	2
305	тот же	1	2
306	языка на	1	2
307	сторону от	1	2
308	в сторону	1	2
309	конечно не	1	2
310	видеть что	1	2
311	то и	1	2
312	ни одного	3	2
313	в значении	4	2
314	а то	1	2
315	может служить	1	2
316	были бы	1	2
317	или иначе	1	2
318	в каком	2	2
319	на этот	2	2
320	по своим	1	2
321	по большей	1	2
322	только к	2	2
323	обратить внимание	5	2
324	а на	1	2
325	о чем	5	2
326	в это	2	2
327	именно поэтому	1	2
328	к своему	2	2
329	на эту	1	2
330	слов в	1	2
331	своего времени	4	2
332	в контексте	1	2
333	с этой	2	2
334	этом случае	1	2
335	между прочим	12	2
336	не раз	2	2
337	в более	1	2
338	и для	1	2
339	уже на	1	2
340	или в	1	2
341	другое дело	3	2
342	для нас	1	2
343	и все	1	2
344	е в	1	2
345	между ними	1	2
346	не говоря	1	2
347	была создана	1	2
348	в последнем	1	2
349	в свое	1	2
350	ее в	2	2
351	пушкин и	9	2
352	уже то	1	1
353	смысле слова	1	1
354	также такие	1	1
355	вряд ли	3	1
356	же как	3	1
357	и сейчас	3	1
358	начале xix	1	1
359	к своей	1	1
360	пушкин в	5	1
361	что когда	1	1
362	ту же	1	1
363	смысл этого	2	1
364	из его	2	1
365	место тому	1	1
366	справиться с	1	1
367	едва ли	1	1
368	действительности и	1	1
369	в году	3	1
370	поэзии и	2	1
371	его не	3	1
372	языка с	1	1
373	следует обратить	1	1
374	на материале	1	1
375	продолжал считать	1	1
376	не приходится	4	1
377	бы что	1	1
378	большую роль	1	1
379	ответить на	1	1
380	еще до	4	1
381	есть нечто	1	1
382	который был	1	1
383	говорить о	1	1
384	вместо того	1	1
385	к началу	1	1
386	из того	1	1
387	мы и	1	1
388	не имею	1	1
389	это время	2	1
390	прямой связи	1	1
391	столько же	3	1
392	в сочетании	2	1
393	не был	3	1
394	столь же	1	1
395	истории русского	1	1
396	сомневаться что	1	1
397	не то	3	1
398	отдельные книги	1	1
399	присутствует в	2	1
400	отношение к	1	1
401	с легкой	1	1
402	отличие от	2	1
403	из таких	2	1
404	которые не	3	1
405	как говорит	2	1
406	в одной	2	1
407	общего с	1	1
408	к тем	1	1
409	с карамзиным	1	1
410	на память	4	1
411	по пути	2	1
412	юридическим термином	1	1
413	это просто	1	1
414	уже без	1	1
415	при себе	1	1
416	и последний	1	1
417	них как	1	1
418	своем последнем	1	1
419	в письмах	2	1
420	представлению о	1	1
421	мне не	1	1
422	в чем	1	1
423	выражение в	2	1
424	в известном	3	1
425	языка к	1	1
426	ii и	1	1
427	в словаре	2	1
428	в общий	1	1
429	не годится	1	1
430	говорят о	1	1
431	и те	2	1
432	сторону дела	1	1
433	как он	2	1
434	с громадным	1	1
435	по словам	4	1
436	идей и	1	1
437	не следует	1	1
438	но именно	1	1
439	мечтать о	1	1
440	к одному	1	1
441	же порядка	1	1
442	не хотят	1	1
443	нам только	1	1
444	что цель	1	1
445	вообще не	3	1
446	же сколько	1	1
447	века это	1	1
448	и по	3	1
449	на этом	1	1
450	прежде чем	1	1
451	одно и	1	1
452	то ни	2	1
453	ввел в	1	1
454	где нет	2	1
455	подлежит однако	1	1
456	в совершенно	1	1
457	конечно в	2	1
458	об этом	6	1
459	связанных с	1	1
460	разница между	1	1
461	на все	1	1
462	традиции и	1	1
463	на этой	1	1
464	читать и	1	1
465	раз при	1	1
466	от степени	2	1
467	те или	1	1
468	том смысле	2	1
469	отчет в	1	1
470	на почве	2	1
471	так называемую	1	1
472	лишь на	1	1
473	истории и	2	1
474	не соответствует	1	1
475	какой они	1	1
476	нет в	1	1
477	к которым	1	1
478	для своего	2	1
479	в действии	1	1
480	и уже	1	1
481	например или	1	1
482	для чего	1	1
483	мы видели	1	1
484	смысле что	1	1
485	можно считать	1	1
486	истории русской	1	1
487	одно дело	1	1
488	не выдерживает	1	1
489	во второй	1	1
490	пушкину за	1	1
491	что среди	1	1
492	внимание только	1	1
493	сочетании с	2	1
494	и без	1	1
495	на статью	1	1
496	что вся	1	1
497	что элементы	1	1
498	в прозе	1	1
499	в отличие	2	1
500	своего рода	5	1
501	они свидетельствуют	1	1
502	стихийную силу	1	1
503	чтобы можно	1	1
504	но это	3	1
505	но он	3	1
506	в прямом	1	1
507	но они	2	1
508	и общества	1	1
509	что этот	2	1
510	в устах	2	1
511	освободиться от	1	1
512	малой степени	1	1
513	пять лет	3	1
514	сущности говоря	1	1
515	что ему	3	1
516	мысли в	1	1
517	должен решаться	1	1
518	в процессе	2	1
519	и надеюсь	1	1
520	например что	2	1
521	иметь в	3	1
522	совершенно правильно	1	1
523	это еще	2	1
524	не могло	3	1
525	только не	2	1
526	ссылались на	1	1
527	рассматривать как	1	1
528	дело в	4	1
529	одна из	1	1
530	вследствие того	1	1
531	таким путем	1	1
532	как она	1	1
533	предполагать что	1	1
534	пушкина но	4	1
535	с отвращением	1	1
536	как не	1	1
537	вот что	3	1
538	и теперь	2	1
539	из истории	1	1
540	как будто	1	1
541	вместо обычного	1	1
542	эту сторону	2	1
543	что на	3	1
544	однако сомнению	1	1
545	и социального	1	1
546	конечно и	2	1
547	и далее	1	1
548	и стиля	1	1
549	но только	1	1
550	пушкина на	4	1
551	из элементов	1	1
552	чтобы сделать	2	1
553	сомневаться в	3	1
554	ему все	1	1
555	с полной	1	1
556	же только	1	1
557	в наши	1	1
558	они и	1	1
559	слова с	1	1
560	от элементов	1	1
561	будто и	1	1
562	где он	2	1
563	ничего общего	1	1
564	в настоящее	1	1
565	пытливому и	1	1
566	которое принадлежит	1	1
567	всего внимание	1	1
568	как мы	1	1
569	значения и	1	1
570	при его	1	1
571	говоря уже	1	1
572	без всякого	1	1
573	в ее	2	1
574	и от	1	1
575	с полевым	1	1
576	пушкина где	2	1
577	в каких	1	1
578	сам пушкин	3	1
579	представляется возможным	2	1
580	все содержание	1	1
581	том-то и	1	1
582	речи например	1	1
583	себя прежде	1	1
584	о тех	1	1
585	и сам	2	1
586	что у	4	1
587	нельзя не	3	1
588	не нравится	1	1
589	за то	3	1
590	в борьбе	1	1
591	которая была	2	1
592	во многом	2	1
593	сделать свою	1	1
594	его современниками	1	1
595	речь как	1	1
596	она была	1	1
597	по сравнению	1	1
598	разного рода	1	1
599	в последней	1	1
600	точно также	2	1
601	поэтому в	1	1
602	без кавычек	1	1
603	в каждой	1	1
604	даже не	1	1
605	образом в	1	1
606	с полным	1	1
607	и живой	1	1
608	настоящее время	1	1
609	одного из	1	1
610	после того	4	1
611	а также	2	1
612	и во	1	1
613	еще делом	1	1
614	не умеет	1	1
615	в которую	2	1
616	в обращении	2	1
617	уже быть	1	1
618	должно было	3	1
619	этом и	1	1
620	как его	1	1
621	в форме	1	1
622	замечаний у	1	1
623	еще более	4	1
624	в развитии	1	1
625	все время	1	1
626	у всех	2	1
627	которой в	2	1
628	в том-то	1	1
629	связь между	1	1
630	для самого	1	1
631	выражения которые	1	1
632	в лице	1	1
633	а другое	1	1
634	сюда относится	1	1
635	его основное	1	1
636	за него	2	1
637	преклонение перед	1	1
638	стремление освободиться	1	1
639	против того	1	1
640	в двух	1	1
641	что только	1	1
642	сомнению что	1	1
643	совсем не	1	1
644	и дело	2	1
645	этот вопрос	2	1
646	поэтому и	1	1
647	или же	1	1
648	это же	1	1
649	с которыми	1	1
650	только на	1	1
651	борьбы с	3	1
652	себя и	1	1
653	действующего лица	2	1
654	ее из	1	1
655	много нового	1	1
656	или так	1	1
657	не дает	2	1
658	этого процесса	1	1
659	на своего	1	1
660	этом в	1	1
661	совсем другое	1	1
662	не так	1	1
663	для него	4	1
664	еще однако	1	1
665	и их	1	1
666	в письме	5	1
667	в известной	1	1
668	могло бы	1	1
669	сами по	2	1
670	в конце	2	1
671	х годах	1	1
672	слова на	1	1
673	не для	1	1
674	тому же	3	1
675	мы можем	1	1
676	но что	1	1
677	это слова	1	1
678	свое выражение	2	1
679	образом не	2	1
680	и вместе	1	1
681	сейчас еще	1	1
682	и литературной	1	1
683	не укладывается	1	1
684	чтобы показать	1	1
685	с общим	1	1
686	именно как	1	1
687	связан с	3	1
688	свою мысль	1	1
689	качества и	1	1
690	уже при	1	1
691	отличаются от	1	1
692	разумеется это	1	1
693	и стоит	1	1
694	не относится	1	1
695	речи а	1	1
696	однако что	1	1
697	воспоминания о	2	1
698	в россии	3	1
699	года пушкин	3	1
700	что для	1	1
701	говорит о	2	1
702	ничем не	1	1
703	в некоторых	2	1
704	к сожалению	2	1
705	из наиболее	1	1
706	его как	2	1
707	поскольку речь	1	1
708	не подлежит	1	1
709	различие между	1	1
710	что мне	1	1
711	но как	1	1
712	форма слова	1	1
713	так называемых	1	1
714	в русский	1	1
715	в примечаниях	1	1
716	эти слова	2	1
717	но кроме	1	1
718	к его	1	1
719	что именно	2	1
720	на правах	1	1
721	что теперь	1	1
722	по своему	2	1
723	к процессу	1	1
724	что за	2	1
725	помимо всего	1	1
726	на тот	2	1
727	в ответ	1	1
728	самого себя	1	1
729	легкой руки	1	1
730	да и	1	1
731	из этой	2	1
732	наконец и	1	1
733	действительно ли	1	1
734	действительно не	2	1
735	только о	2	1
736	ткань языка	1	1
737	еще раз	1	1
738	его в	2	1
739	ряду с	1	1
740	ко времени	2	1
741	этой трагедии	1	1
742	нечто совершенно	1	1
743	в условиях	1	1
744	в х	1	1
745	внимания на	1	1
746	и цензором	1	1
747	в начале	3	1
748	я от	1	1
749	но для	1	1
750	самого и	1	1
751	кроме того	4	1
752	письме к	8	1
753	напомню что	1	1
754	с большой	1	1
755	при всем	1	1
756	особенностей в	1	1
757	романтизма и	1	1
758	в различном	1	1
759	отношении между	1	1
760	пределах данной	1	1
761	письмо от	1	1
762	а все	1	1
763	бы он	1	1
764	еще что	1	1
765	речи так	1	1
766	желание пушкина	1	1
767	будто бы	1	1
768	только что	2	1
769	сказал бы	1	1
770	двадцатых годов	2	1
771	укладывается в	1	1
772	называет свой	1	1
773	г и	1	1
774	давно уже	3	1
775	отношении к	3	1
776	в стихах	1	1
777	жизни в	1	1
778	оттенок значения	1	1
779	в моем	1	1
780	но точно	1	1
781	сказать что	2	1
782	в эволюции	1	1
783	с русской	1	1
784	совершенно не	2	1
785	в точности	1	1
786	их с	1	1
787	перевод с	1	1
788	с такой	1	1
789	сам в	1	1
790	который в	1	1
791	на своем	1	1
792	первой эпохи	1	1
793	не сказал	1	1
794	жизнь в	1	1
795	жизни и	1	1
796	но эти	1	1
797	пушкина а	1	1
798	в своих	1	1
799	эти стилистические	1	1
800	невозможна без	1	1
801	я могу	1	1
802	к этому	4	1
803	значение в	1	1
804	точно так	1	1
805	как результат	1	1
806	все что	1	1
