N	2gram	Bakhtin_Fr_3	VrazhdaK
312	это была	1	1
313	к нему	2	1
314	во всех	6	1
315	от них	1	1
316	во всей	3	1
317	в форме	2	1
318	можно проследить	1	1
319	в другой	1	1
320	романа в	2	1
321	в свете	3	1
322	в литературе	5	1
323	гениев в	1	1
324	имеется в	1	1
325	один из	4	1
326	что только	1	1
327	он стал	1	1
328	во всем	3	1
329	то он	1	1
330	начало в	1	1
331	в качестве	1	1
332	хотя в	2	1
333	что для	2	1
334	ни с	1	1
335	говорит о	1	1
336	мы находим	3	1
337	в одном	7	1
338	для правильного	1	1
339	в комментариях	1	1
340	ее не	2	1
341	каждый из	1	1
342	перед ними	1	1
343	лишь один	1	1
344	в особенности	5	1
345	гораздо больше	2	1
346	связан с	3	1
347	что пишет	1	1
348	и из	1	1
349	с другой	2	1
350	именно в	2	1
351	что тот	1	1
352	все равно	1	1
353	к роману	2	1
354	характерно для	2	1
355	эпизода из	1	1
356	такое же	1	1
357	прежде всего	16	1
358	с эпохой	1	1
359	в стиле	1	1
360	de la	1	1
361	до конца	6	1
362	и самый	1	1
363	так это	1	1
364	в ту	7	1
365	этим можно	1	1
366	мнение о	1	1
367	во франции	3	1
368	с помощью	2	1
369	в частности	3	1
370	материал и	2	1
371	усматривал в	1	1
372	из которых	1	1
373	не дают	1	1
374	того что	1	1
375	он ставит	1	1
376	хотя он	3	1
377	указанием на	1	1
378	с очень	1	1
379	в свое	1	1
380	в условиях	2	1
381	сих пор	4	1
382	в основном	4	1
383	наши исследователи	1	1
384	у вас	1	1
385	но для	1	1
386	под влиянием	1	1
387	более того	1	1
388	и от	3	1
389	но на	1	1
390	в военной	1	1
391	такое понимание	1	1
392	людьми и	1	1
393	о котором	1	1
394	это как	1	1
395	работы над	1	1
396	и перед	2	1
397	ее и	1	1
398	у некоторых	1	1
399	в литературной	1	1
400	еще более	4	1
401	у которого	1	1
402	бедного человека	1	1
403	быть и	1	1
404	другой стороны	1	1
405	свободой и	1	1
406	они как	1	1
407	больших и	1	1
408	комментариях к	1	1
409	мы считаем	1	1
410	из этого	2	1
411	жизни и	4	1
412	к этой	3	1
413	который не	1	1
414	как на	1	1
415	в таком	1	1
416	все что	2	1
417	они не	3	1
