N	2gram	Potebnia_M_1	Hudozhes
230	в другом	1	2
231	того или	1	2
232	во втором	5	2
233	нуждается в	2	2
234	и только	2	2
235	и об	1	2
236	один из	1	2
237	здесь не	1	2
238	дело с	1	2
239	с какой	1	2
240	в виде	1	2
241	произведения не	1	2
242	из них	1	2
243	противоречие между	1	2
244	т п	4	2
245	вовсе не	5	2
246	ее на	1	2
247	сих пор	1	2
248	именно в	1	2
249	как же	1	2
250	еще и	1	2
251	себя и	1	2
252	что не	10	2
253	именно так	1	2
254	когда же	1	2
255	нет ничего	2	2
256	вместе с	8	2
257	в духе	1	2
258	в данном	1	2
259	видит в	1	2
260	не зная	2	2
261	с такой	1	2
262	что же	2	2
263	и от	3	2
264	только для	3	2
265	о его	2	2
266	и для	5	2
267	т с	25	2
268	в голову	1	2
269	потому что	52	2
270	хотя бы	2	2
271	давно уже	1	2
272	точки зрения	8	2
273	между ними	1	2
274	сказать что	3	2
275	что даже	2	2
276	как на	3	2
277	тем самым	4	2
278	отношения к	1	1
279	одним из	2	1
280	например в	1	1
281	таком случае	2	1
282	бы для	1	1
283	мысли к	1	1
284	на деле	4	1
285	голову что	1	1
286	высшей степени	1	1
287	с в	5	1
288	полагает что	1	1
289	мы имеем	1	1
290	субъективности в	1	1
291	одна только	1	1
292	мы не	10	1
293	других людях	1	1
294	что если	3	1
295	между его	1	1
296	коренится в	1	1
297	не была	1	1
298	в сущности	2	1
299	чисто внешней	1	1
300	тело а	1	1
301	но вслед	1	1
302	и другая	1	1
303	но то	1	1
304	что можно	3	1
305	которого в	1	1
306	так а	1	1
307	из ее	1	1
308	в каждой	1	1
309	не отыскивается	1	1
310	и самого	1	1
311	а другие	1	1
312	на них	1	1
313	бы то	2	1
314	в различных	1	1
315	во всех	5	1
316	природы и	1	1
317	и стало	1	1
318	то он	2	1
319	нею в	1	1
320	с каким	1	1
321	себе и	1	1
322	друг от	2	1
323	за пределы	2	1
324	ни одна	2	1
325	во что	1	1
326	в течение	2	1
327	не видно	5	1
328	в одной	1	1
329	показать что	1	1
330	на других	1	1
331	более и	2	1
332	и нет	1	1
333	хотя и	3	1
334	когда он	1	1
335	сознания в	2	1
336	но для	1	1
337	его к	2	1
338	самом начале	1	1
339	себе не	1	1
340	степени власти	1	1
341	от этого	1	1
342	от своей	1	1
343	и говорит	1	1
344	для которого	1	1
345	в которой	2	1
346	ключ ко	1	1
347	взаимодействиях с	1	1
348	он в	1	1
349	все эти	1	1
350	бы так	1	1
351	и отношения	1	1
352	нами в	1	1
353	человеке и	1	1
354	ничего и	1	1
355	лица и	2	1
356	человек не	1	1
357	так сказать	2	1
358	жизнью и	1	1
359	все ее	2	1
360	по словам	1	1
361	его но	1	1
362	из виду	1	1
363	их в	1	1
364	но все	2	1
365	значительной степени	2	1
366	не следует	5	1
367	слова не	2	1
368	в каждом	4	1
369	смысле в	4	1
370	то ни	3	1
371	тем в	1	1
372	то всякий	1	1
373	и характер	1	1
374	им как	1	1
375	а его	3	1
376	то есть	42	1
377	и других	4	1
378	которого не	1	1
379	которая как	1	1
380	то все	2	1
381	как вдруг	1	1
382	что один	1	1
383	всю свою	1	1
384	и тем	3	1
385	даже в	1	1
386	только одно	1	1
387	к области	1	1
388	на свои	2	1
389	быть только	5	1
390	ли может	1	1
391	в слове	8	1
392	не всегда	1	1
393	жизни но	1	1
394	духовной жизни	2	1
395	он от	1	1
396	вопроса а	2	1
397	в один	2	1
398	не мог	3	1
399	во время	1	1
400	и при	3	1
401	никак не	2	1
402	таким же	2	1
403	обыденной жизни	1	1
404	взгляд на	2	1
405	в следующем	1	1
406	люди без	1	1
407	человеком и	3	1
408	на свою	1	1
409	и животным	1	1
410	теперь как	1	1
411	их существования	1	1
412	признать что	1	1
413	отношений между	3	1
414	стало быть	2	1
415	одном из	1	1
416	личность даже	1	1
417	образом и	2	1
418	но он	2	1
419	видно что	2	1
420	и более	2	1
421	не могли	2	1
422	что сам	3	1
423	том же	2	1
424	в словах	3	1
425	случае мы	1	1
426	нас к	1	1
427	произведения и	1	1
428	то с	1	1
429	эта мысль	2	1
430	и притом	4	1
431	ничего нового	1	1
432	что с	1	1
433	виду что	1	1
434	в людях	1	1
435	и другое	3	1
436	что ему	1	1
437	души но	4	1
438	мысли в	9	1
439	то чего	2	1
440	самого начала	3	1
441	в определении	2	1
442	дело в	2	1
443	только из	3	1
444	ее с	2	1
445	на себе	2	1
446	от жизни	1	1
447	которых и	2	1
448	не могло	3	1
449	для всего	1	1
450	например не	1	1
451	и всегда	2	1
452	в отношениях	2	1
453	на язык	7	1
454	в самой	3	1
455	как она	3	1
456	и чувства	1	1
457	прибегать к	1	1
458	в области	1	1
459	может показаться	1	1
460	его внутренней	1	1
461	поэтому не	1	1
462	когда мы	2	1
463	есть только	11	1
464	еще яснее	1	1
465	души а	2	1
466	его с	2	1
467	от нее	6	1
468	не предполагает	1	1
469	походить на	1	1
470	на это	1	1
471	такова в	1	1
472	необходимым и	1	1
473	не ограничивается	2	1
474	потому не	1	1
475	от друга	2	1
476	не существует	2	1
477	себя до	1	1
478	ни стало	1	1
479	себе самом	1	1
480	с самого	3	1
481	всей своей	1	1
482	и необходимости	4	1
483	как ее	1	1
484	в личной	1	1
485	нельзя сказать	1	1
486	то как	1	1
487	и человеческого	2	1
488	на нее	1	1
489	времени и	2	1
490	это состояние	1	1
491	если по	1	1
492	еще в	1	1
493	что от	1	1
494	мы в	2	1
495	других лиц	1	1
496	является в	1	1
497	на что	2	1
498	остановимся на	1	1
499	по себе	10	1
500	смысле и	1	1
501	в разных	2	1
502	образом в	1	1
503	она могла	1	1
504	себя а	2	1
505	как существо	1	1
506	слово то	1	1
507	и что	10	1
508	после того	1	1
509	казаться что	2	1
510	нас в	1	1
511	заключается в	3	1
512	все в	2	1
513	стороны от	1	1
514	что самое	2	1
515	и всякая	1	1
516	должно было	1	1
517	одна не	1	1
518	в другой	3	1
519	еще более	2	1
520	даже для	1	1
521	внешнее и	1	1
522	потом когда	1	1
523	случае и	1	1
524	быть подвергнуто	1	1
525	того что	8	1
526	как например	2	1
527	по своей	1	1
528	но с	2	1
529	оно и	3	1
530	стороны других	2	1
531	вне себя	1	1
532	время когда	1	1
533	на другие	1	1
534	проникнуть в	1	1
535	но ни	1	1
536	и потому	5	1
537	по мнению	3	1
538	но как	3	1
539	нас хотя	1	1
540	и теперь	1	1
541	на мир	1	1
542	без этого	1	1
543	так что	16	1
544	для всех	5	1
545	к идее	1	1
546	уже в	1	1
547	выходя из	1	1
548	в начале	2	1
549	легко может	1	1
550	по выражению	1	1
551	мышления и	1	1
552	сама не	1	1
553	здесь разумеется	1	1
554	за ним	2	1
555	например к	1	1
556	следует что	1	1
557	или даже	3	1
558	представить себе	3	1
559	могло бы	3	1
560	не для	1	1
561	так как	21	1
562	в рассмотренных	2	1
563	то время	1	1
564	может служить	1	1
565	независимо от	6	1
566	этом отношении	1	1
567	от того	4	1
568	на том	1	1
569	легко можно	1	1
570	были бы	3	1
571	чувствует себя	1	1
572	человеческой мысли	1	1
573	без того	1	1
574	и даже	4	1
575	объяснение в	1	1
576	что человек	5	1
577	это все	1	1
578	наконец в	1	1
579	такое же	1	1
580	по всей	1	1
581	не достигают	1	1
582	только по	2	1
583	что бы	2	1
584	уже ничего	1	1
585	необходимости в	2	1
586	а на	1	1
587	более того	1	1
588	что несмотря	1	1
589	человека не	2	1
590	человек есть	1	1
591	а так	4	1
592	не то	1	1
593	там где	4	1
594	в речи	1	1
595	стороны в	1	1
596	все более	3	1
597	его человечности	1	1
598	была такая	1	1
599	как одно	1	1
600	же с	7	1
601	что за	1	1
602	чем в	2	1
603	такого рода	1	1
604	души на	3	1
605	лежит в	1	1
606	смысл в	1	1
607	с этой	2	1
608	на другое	1	1
609	слова и	4	1
610	бытия с	1	1
611	от влияния	2	1
612	но это	5	1
613	и таким	1	1
614	же люди	1	1
615	от нас	2	1
616	на человека	1	1
617	не найдет	2	1
618	к которому	3	1
619	в полном	2	1
620	слова но	2	1
621	что делает	1	1
622	только тогда	5	1
623	уже известно	1	1
624	душа не	1	1
625	то не	3	1
626	ее и	1	1
627	души в	1	1
628	как теперь	1	1
629	из себя	5	1
630	который бы	1	1
631	бы в	4	1
632	человека она	1	1
633	же в	2	1
634	нам не	1	1
635	в творчестве	1	1
636	слова от	1	1
637	лишь по	1	1
638	другой стороны	5	1
639	и часы	2	1
640	совершенно не	1	1
641	где как	1	1
642	от личной	1	1
643	все к	1	1
644	жизни а	1	1
645	того на	1	1
646	точно так	11	1
647	не замечать	1	1
648	он предполагает	1	1
649	первом случае	1	1
650	из этого	2	1
651	природы или	1	1
652	только о	1	1
653	в действительности	4	1
654	об отношении	3	1
655	не нуждается	2	1
656	это так	1	1
657	к этой	3	1
658	бы даже	2	1
659	в своих	4	1
660	к этому	1	1
661	в таком	5	1
662	смысле что	1	1
