N	2gram	Vygotskiy__3	formyVre
471	должны были	2	1
472	и море	1	1
473	образом и	2	1
474	теми же	1	1
475	значит в	1	1
476	и более	2	1
477	есть еще	1	1
478	с такими	1	1
479	что этот	4	1
480	для нее	1	1
481	к частным	1	1
482	и очень	2	1
483	нет никакого	2	1
484	это внутреннее	1	1
485	из которых	4	1
486	в таких	1	1
487	ничего нового	1	1
488	она не	6	1
489	в людях	1	1
490	как о	1	1
491	дело не	2	1
492	и вместо	1	1
493	нас и	1	1
494	самом содержании	1	1
495	и имеет	1	1
496	которых и	1	1
497	и отношений	1	1
498	в русском	1	1
499	на те	2	1
500	это слово	1	1
501	эти три	1	1
502	нет все	1	1
503	построено на	1	1
504	для нашей	1	1
505	где она	3	1
506	с которой	1	1
507	у нас	2	1
508	такие же	1	1
509	в момент	1	1
510	и вступает	1	1
511	ее жизни	1	1
512	и такие	1	1
513	я сам	1	1
514	как только	3	1
515	отличается от	1	1
516	всего в	1	1
517	что оно	2	1
518	бы он	1	1
519	конца не	1	1
520	и самое	1	1
521	они наделены	1	1
522	свою очередь	2	1
523	служит только	1	1
524	были бы	3	1
525	пришел и	1	1
526	уже с	1	1
527	в себя	1	1
528	и совершенно	4	1
529	в другом	5	1
530	совершенно различных	1	1
531	из всего	2	1
532	и которые	3	1
533	одном и	1	1
534	которая была	1	1
535	и каждый	1	1
536	вошел в	2	1
537	они как	1	1
538	в самые	1	1
539	в построении	1	1
540	и здесь	6	1
541	что самая	1	1
542	о том	6	1
543	они оказываются	1	1
544	внимание на	2	1
545	не перед	1	1
546	все прочие	2	1
547	находятся в	2	1
548	не ту	1	1
549	мы понимаем	1	1
550	образом все	1	1
551	которой мы	1	1
552	не считаясь	1	1
553	и только	3	1
554	в теории	1	1
555	на всю	2	1
556	у всех	4	1
557	и смысл	1	1
558	одну минуту	1	1
559	все может	1	1
560	ее характер	1	1
561	бросается в	1	1
562	же все	1	1
563	тот же	3	1
564	действие в	1	1
565	считаясь с	1	1
566	что он	11	1
567	мы увидим	12	1
568	что даже	2	1
569	иначе если	1	1
570	его жизнь	1	1
571	должен быть	3	1
572	очень много	1	1
573	я для	1	1
574	когда нам	1	1
575	в литературу	1	1
576	иногда сам	1	1
577	по этому	1	1
578	чаще всего	1	1
579	что из	1	1
580	так что	8	1
581	указать на	3	1
582	ни одного	1	1
583	и добродетели	1	1
584	этот момент	1	1
585	от других	1	1
586	при помощи	4	1
587	из них	6	1
588	уже показали	1	1
589	смерти и	1	1
590	ведь это	1	1
591	могут они	2	1
592	могло бы	2	1
593	к первой	2	1
594	мы можем	7	1
595	противоречии с	1	1
596	должны будем	1	1
597	но уже	1	1
598	тут же	1	1
599	на деле	4	1
600	формы к	1	1
601	уже совершенно	1	1
602	это будет	2	1
603	преимуществу в	1	1
604	которые как	1	1
605	что человек	1	1
606	никакого определенного	1	1
607	представлено в	1	1
608	характерно для	1	1
609	действующих лиц	5	1
610	их объективного	1	1
611	почти уже	1	1
612	говорит о	2	1
613	противоречие между	2	1
614	то и	3	1
615	к третьему	1	1
616	а на	1	1
617	которых мы	6	1
618	и составляет	1	1
619	бы назвать	2	1
620	и самый	1	1
621	хоть сколько-нибудь	1	1
622	о чем	1	1
623	и первый	1	1
624	не будь	1	1
625	больших и	1	1
626	этим и	1	1
627	если не	1	1
628	для этой	1	1
629	уже давно	2	1
630	все более	2	1
631	наше внимание	3	1
632	роли которую	1	1
633	мы говорим	1	1
634	тот факт	1	1
635	наших времен	1	1
636	рода и	1	1
637	как люди	1	1
638	по своему	4	1
639	и вот	2	1
640	когда мы	2	1
641	в последнем	1	1
642	смысле этого	2	1
643	рассуждения и	1	1
644	объединены в	1	1
645	в тех	4	1
646	в словах	1	1
647	из этой	1	1
648	есть такого	1	1
649	который он	1	1
650	и смерти	1	1
651	нам еще	1	1
652	этого слова	2	1
653	и наши	1	1
654	действительность в	1	1
655	и оно	1	1
656	между прочим	1	1
657	имел в	1	1
658	при построении	1	1
659	перед смертью	1	1
660	этим объясняется	1	1
661	ход событий	1	1
662	это превращение	1	1
663	тем и	1	1
664	она может	3	1
665	в отдельных	1	1
666	от него	1	1
667	не более	2	1
668	и ни	1	1
669	не подлежат	1	1
670	человеческих характеров	1	1
671	все они	2	1
672	видим в	2	1
673	и объединены	1	1
674	он видит	2	1
675	его к	2	1
676	этот вопрос	1	1
677	с ней	1	1
678	это делает	1	1
679	от всех	1	1
680	всех других	1	1
681	либо в	2	1
682	на мировую	1	1
683	где он	3	1
684	к этой	2	1
685	время с	1	1
686	в своих	4	1
687	гораздо более	1	1
