N	2gram	Bakhtin_KF_1	Istorich
600	здесь я	1	1
601	или иным	2	1
602	и все	7	1
603	это может	1	1
604	или нет	1	1
605	и смысл	2	1
606	нашей задачи	1	1
607	или не	1	1
608	задача и	1	1
609	лежит в	1	1
610	за этим	1	1
611	несмотря на	1	1
612	требует чтобы	1	1
613	же на	1	1
614	неотделим от	1	1
615	только как	4	1
616	средние века	1	1
617	но можно	4	1
618	совершенно не	6	1
619	равно как	1	1
620	жизни а	1	1
621	нет но	1	1
622	первом случае	1	1
623	эти слова	1	1
624	где он	3	1
625	этот термин	1	1
626	во всяком	1	1
627	него как	1	1
628	это понятие	1	1
629	исторической действительностью	1	1
630	гораздо более	1	1
