N	2gram	Medvedev_F_3	Problemy
181	и пр	15	3
182	кроме того	1	3
183	и понимания	6	3
184	уже в	4	3
185	и до	1	3
186	подобно тому	4	3
187	на почве	2	3
188	эту особенность	1	3
189	в плоскость	3	3
190	художественного творчества	2	3
191	в их	1	3
192	тому что	3	3
193	одна из	2	3
194	на него	1	3
195	никогда не	5	3
196	этом отношении	3	3
197	отличается от	2	3
198	оно не	3	3
199	если же	5	3
200	его художественного	1	3
201	и этим	1	3
202	только то	3	3
203	в себя	1	3
204	и здесь	1	3
205	единство романа	2	3
206	с другой	6	3
207	все в	1	3
208	в них	3	3
209	каждый элемент	4	3
210	романа в	3	3
211	мы должны	2	3
212	существенно и	1	3
213	но с	1	3
214	образ героя	1	3
215	романа и	2	3
216	сознание в	1	3
217	во времени	1	3
218	и у	1	3
219	не из	1	3
220	за ним	1	3
221	всяком случае	6	3
222	ни в	8	3
223	как их	2	3
224	сами по	2	3
225	т п	5	3
226	друг друга	5	3
227	одно сознание	1	3
228	в пределы	1	3
229	тому как	5	3
230	по существу	1	3
231	его творчества	1	3
232	бы в	6	3
233	не знает	1	3
234	сказать что	3	3
235	другой стороны	5	3
236	и внутренне	1	3
237	была бы	2	3
238	материал и	2	3
239	время не	1	3
240	таким же	2	3
241	как слово	1	3
242	в своих	6	3
243	не слово	1	2
244	в объективном	1	2
245	лишь там	1	2
246	не поддается	1	2
247	нам кажется	2	2
248	в чисто	2	2
249	к другому	2	2
250	оно может	1	2
251	все те	1	2
252	мы уже	3	2
253	бы уже	1	2
254	совпадает с	2	2
255	в кругозоре	1	2
256	и со	2	2
257	в ней	5	2
258	одного человека	1	2
259	бы то	4	2
260	оно ни	1	2
261	определяет все	1	2
262	то он	3	2
263	тоже не	1	2
264	так что	1	2
265	в истории	5	2
266	в той	3	2
267	его на	1	2
268	с этим	1	2
269	для создания	1	2
270	и нет	1	2
271	она так	1	2
272	европейского романа	1	2
273	всей его	1	2
274	вследствие этого	3	2
275	какую бы	1	2
276	замыкается в	1	2
277	всех этих	2	2
278	в россии	2	2
279	ни были	1	2
280	войти в	5	2
281	и единство	1	2
282	ни был	1	2
283	то ни	4	2
284	же не	1	2
285	при этом	8	2
286	а его	1	2
287	дело здесь	1	2
288	с начала	1	2
289	чисто художественные	1	2
290	и несет	1	2
291	не служит	1	2
292	в жизни	11	2
293	кажется что	2	2
294	чем в	1	2
295	выйти за	1	2
296	как действительность	1	2
297	как таковой	3	2
298	он понимает	1	2
299	в отношении	2	2
300	именно и	1	2
301	конечно что	1	2
302	в котором	2	2
303	бы к	2	2
304	в которых	3	2
305	но он	1	2
306	друг другу	2	2
307	произведения в	6	2
308	однако в	2	2
309	окружающей действительности	2	2
310	идеологического творчества	6	2
311	самого начала	1	2
312	и внутренние	1	2
313	на себе	1	2
314	к этим	1	2
315	поэтому в	2	2
316	какой бы	2	2
317	следовательно и	4	2
318	правда в	2	2
319	совершенно неправильно	1	2
320	самом произведении	3	2
321	связи с	5	2
322	в сознании	1	2
323	е не	1	2
324	входят в	1	2
325	не потому	1	2
326	во все	1	2
327	данном случае	4	2
328	него самого	1	2
329	идет не	2	2
330	и что	3	2
331	единство произведения	5	2
332	в рамки	2	2
333	те же	3	2
334	начала и	1	2
335	отсюда и	1	2
336	на ряд	1	2
337	именно потому	2	2
338	никак не	3	2
339	и во	2	2
340	образом все	1	2
341	от них	1	2
342	а потому	1	2
343	и взаимодействия	1	2
344	лишь одним	2	2
345	наконец в	1	2
346	в художественной	2	2
347	в лучшем	1	2
348	для самого	1	2
349	как например	1	2
350	один из	1	2
351	мы видим	1	2
352	тот же	1	2
353	хотя бы	6	2
354	и ее	6	2
355	именно на	2	2
356	лежащие в	1	2
357	же и	4	2
358	конечно не	4	2
359	в большинстве	4	2
360	то и	1	2
361	ни одного	1	2
362	ни было	5	2
363	является не	2	2
364	и показать	1	2
365	большинстве случаев	5	2
366	или даже	1	2
367	его и	3	2
368	одно из	1	2
369	ведь это	1	2
370	произведения и	3	2
371	не о	3	2
372	автора а	1	2
373	и даже	2	2
374	до сих	1	2
375	рядом и	1	2
376	все время	6	2
377	особых художественных	1	2
378	социальной жизни	4	2
379	к более	2	2
380	здесь действительно	1	2
381	она является	1	2
382	самое слово	1	2
383	самый факт	2	2
384	благодаря чему	1	2
385	мы остановимся	1	2
386	художественного замысла	2	2
387	не нарушая	1	2
388	не об	2	2
389	представляется нам	1	2
390	совершенно иное	1	2
391	в данном	6	2
392	со всею	2	2
393	для понимания	1	2
394	друг с	1	2
395	в контексте	1	2
396	с этой	1	2
397	весь этот	2	2
398	является для	3	2
399	в условиях	3	2
400	сих пор	1	2
401	лучшем случае	1	2
402	романа с	1	2
403	в смысле	4	2
404	можно было	1	2
405	нисколько не	2	2
406	и от	11	2
407	этой действительности	1	2
408	художественного изображения	1	2
409	же в	1	2
410	не есть	4	2
411	значит конечно	1	2
412	е в	1	2
413	слово в	2	2
414	между ними	15	2
415	жизни и	4	2
416	в замысел	1	2
417	действительности так	1	1
418	художественном произведении	3	1
419	же нам	1	1
420	смысле слова	2	1
421	от этой	1	1
422	не должны	1	1
423	же как	3	1
424	в движение	1	1
425	совершенно справедливо	1	1
426	которая нашла	1	1
427	художественного произведения	7	1
428	функции в	3	1
429	становится в	5	1
430	противоречия между	1	1
431	нем лишь	1	1
432	художественных произведений	1	1
433	органическое единство	2	1
434	с какой-то	1	1
435	его внутреннюю	1	1
436	в чистой	1	1
437	тем же	7	1
438	прием и	2	1
439	в первом	1	1
440	отношения между	2	1
441	также что	1	1
442	противном случае	1	1
443	материал только	1	1
444	видеть в	1	1
445	с таким	2	1
446	собою в	1	1
447	его замысла	1	1
448	его не	1	1
449	который в	1	1
450	со всех	1	1
451	с теорией	1	1
452	к предмету	1	1
453	мы не	4	1
454	случае они	1	1
455	теперь мы	1	1
456	в первый	1	1
457	конструктивных элементов	2	1
458	единство и	1	1
459	этих идеологических	1	1
460	этом не	1	1
461	не была	1	1
462	роман как	1	1
463	оно есть	1	1
464	социальной действительности	1	1
465	в полной	2	1
466	бы ни	4	1
467	но даже	1	1
468	социальной группы	2	1
469	как впрочем	1	1
470	не даны	1	1
471	формы в	3	1
472	герой может	1	1
473	себе а	1	1
474	быть понято	4	1
475	понято как	1	1
476	ведь то	1	1
477	первый план	1	1
478	оценок и	2	1
479	не поддаются	1	1
480	его действительности	1	1
481	может нести	1	1
482	во всех	3	1
483	и изображение	1	1
484	но конечно	1	1
485	а следовательно	1	1
486	своей работе	1	1
487	он говорит	1	1
488	сфер в	1	1
489	бы герой	1	1
490	а только	1	1
491	существенное взаимодействие	1	1
492	явлений и	1	1
493	к слову	1	1
494	и рассматривать	1	1
495	процессе такой	1	1
496	в качестве	1	1
497	а и	3	1
498	постановка проблемы	1	1
499	ведь мы	2	1
500	нет и	3	1
501	и чем	1	1
502	что они	5	1
503	из таких	1	1
504	сама по	1	1
505	к сожалению	1	1
506	внутренние противоречия	1	1
507	отвлечемся от	4	1
508	независимо от	5	1
509	что именно	5	1
510	вот как	2	1
511	своем творчестве	1	1
512	стороны и	2	1
513	что как	1	1
514	действительность его	1	1
515	в противном	1	1
516	в событие	1	1
517	усматривает в	1	1
518	дистанция между	1	1
519	хотя и	1	1
520	может получить	1	1
521	и внутреннюю	1	1
522	и художественного	1	1
523	в действительности	9	1
524	материалом и	2	1
525	глава вторая	1	1
526	от этого	2	1
527	в идеологической	1	1
528	оно ориентировано	1	1
529	со своей	1	1
530	должно ощущаться	1	1
531	та же	1	1
532	в литературном	1	1
533	что это	3	1
534	можно не	1	1
535	для данного	4	1
536	в нашем	1	1
537	у каждого	1	1
538	из этих	2	1
539	замысел художника	1	1
540	ни одна	1	1
541	взаимоотношение между	1	1
542	видим и	1	1
543	сливаются в	3	1
544	имеем в	1	1
545	в философии	2	1
546	воспитания и	1	1
547	иначе и	1	1
548	бы разрешена	1	1
549	как он	2	1
550	а вовсе	4	1
551	и если	1	1
552	вообще не	2	1
553	не следует	3	1
554	кругозоре а	1	1
555	время и	1	1
556	ощущаться как	1	1
557	соприкасается с	1	1
558	своей изолированности	1	1
559	только материал	2	1
560	высшей степени	2	1
561	произведении как	2	1
562	явление но	1	1
563	социальных оценок	5	1
564	и совершенно	1	1
565	новой формы	1	1
566	к одному	1	1
567	в начале	1	1
568	нашла свое	1	1
569	современности и	1	1
570	мы полагаем	1	1
571	момент художественного	1	1
572	достоевского оказывается	1	1
573	действительность самого	1	1
574	человеческое сознание	1	1
575	процессе этого	2	1
576	дано и	1	1
577	смысле как	1	1
578	и по	1	1
579	лишь с	2	1
580	старой и	1	1
581	или иных	1	1
582	входящих в	1	1
583	анализе мы	1	1
584	в основу	2	1
585	поэтому слово	1	1
586	в работе	1	1
587	не будет	1	1
588	он просто	1	1
589	что такой	1	1
590	же касается	1	1
591	об этом	1	1
592	из них	2	1
593	этих форм	1	1
594	лишь в	9	1
595	знает что	1	1
596	слагающихся в	1	1
597	форм их	1	1
598	может стать	3	1
599	действительности в	3	1
600	но самый	1	1
601	не совпадает	1	1
602	роль в	4	1
603	глава первая	1	1
604	ориентировано на	2	1
605	это противоречие	2	1
606	произведения здесь	1	1
607	быть не	1	1
608	приходит в	1	1
609	видеть и	1	1
610	ведь если	2	1
611	это слияние	1	1
612	и романа	1	1
613	для них	7	1
614	но уже	2	1
615	он является	2	1
616	быть только	2	1
617	в высшей	2	1
618	мы имеем	1	1
619	т д	6	1
620	построения как	1	1
621	всегда и	1	1
622	и вне	2	1
623	между собою	1	1
624	материал у	1	1
625	становится и	1	1
626	литературных произведений	1	1
627	литературе как	2	1
628	зрения ее	1	1
629	не больше	1	1
630	смысл и	4	1
631	одного и	1	1
632	вошел в	2	1
633	на первый	1	1
634	или точнее	2	1
635	что о	1	1
636	могла быть	2	1
637	мир не	1	1
638	место в	10	1
639	одной очень	1	1
640	как совокупность	2	1
641	что говорит	1	1
642	жизни с	2	1
643	должны были	1	1
644	ею она	1	1
645	строго говоря	1	1
646	значение для	1	1
647	быть вложена	1	1
648	дан в	1	1
649	является только	1	1
650	вложена в	2	1
651	где она	2	1
652	остается вне	1	1
653	изображаемого события	1	1
654	теми же	1	1
655	стороны действительности	1	1
656	оказалось бы	2	1
657	на идеалистической	1	1
658	между материалом	1	1
659	важно лишь	1	1
660	и необходимость	1	1
661	его внутреннего	1	1
662	между людьми	3	1
663	с миром	1	1
664	до известной	2	1
665	xviii века	2	1
666	к прошлому	1	1
667	акта и	2	1
668	и художественной	2	1
669	художника не	1	1
670	ними не	1	1
671	который был	2	1
672	дело в	2	1
673	и притом	2	1
674	не вытекает	1	1
675	так именно	1	1
676	материала в	5	1
677	и именно	2	1
678	иметь в	1	1
679	того чтобы	5	1
680	та или	1	1
681	взаимоотношения в	1	1
682	не могло	2	1
683	только не	2	1
684	остро и	1	1
685	виду прежде	1	1
686	и лишь	2	1
687	деле нет	1	1
688	эти связи	1	1
689	пути и	1	1
690	того в	1	1
691	на этом	2	1
692	нам важен	1	1
693	которому как	1	1
694	чисто художественной	2	1
695	убедиться в	1	1
696	нам важно	2	1
697	вот что	1	1
698	представляет ее	1	1
699	здесь же	1	1
700	этой оценки	1	1
701	то это	1	1
702	в области	2	1
703	в каком	2	1
704	ему не	1	1
705	с другом	1	1
706	события но	1	1
707	у нас	3	1
708	настоящего времени	1	1
709	стиль и	1	1
710	и нисколько	1	1
711	одно и	1	1
712	в момент	1	1
713	из элементов	2	1
714	очень важная	2	1
715	сознания одного	1	1
716	искусства и	1	1
717	своего становления	1	1
718	лежит в	1	1
719	глава третья	1	1
720	же самое	3	1
721	случайна и	1	1
722	к тому	4	1
723	это взаимодействие	1	1
724	они и	3	1
725	свое значение	1	1
726	быть совершенно	1	1
727	плоскости в	1	1
728	в нас	2	1
729	в каждой	1	1
730	и был	1	1
731	должен быть	2	1
732	он ищет	1	1
733	мы отвлечемся	2	1
734	героем да	1	1
735	но только	1	1
736	не материал	2	1
737	конструкции и	2	1
738	но при	2	1
739	и сами	2	1
740	людей в	1	1
741	здесь не	2	1
742	в ее	4	1
743	только при	1	1
744	от внешней	1	1
745	восприятия и	1	1
746	тех двух	1	1
747	чтобы быть	1	1
748	можно сделать	1	1
749	с самого	1	1
750	она только	1	1
751	этот роман	1	1
752	элементов произведения	4	1
753	в произведение	1	1
754	вмещается в	1	1
755	котором мы	1	1
756	оно как	1	1
757	как таковые	1	1
758	форму его	1	1
759	художественной структуры	2	1
760	нельзя найти	1	1
761	именно этот	1	1
762	тема произведения	1	1
763	является в	2	1
764	для этого	2	1
765	в настоящее	1	1
766	со стороны	4	1
767	даже не	1	1
768	в виду	3	1
769	это объясняется	1	1
770	познания и	2	1
771	видение и	3	1
772	о том	4	1
773	таков например	1	1
774	и та	1	1
775	настоящее время	1	1
776	этом произведении	1	1
777	к одной	2	1
778	говорит об	1	1
779	за пределами	1	1
780	и остался	1	1
781	ложным выводам	1	1
782	что каждый	2	1
783	можно сказать	3	1
784	герой является	1	1
785	отлично знает	1	1
786	роман и	2	1
787	важно не	2	1
788	и превратить	1	1
789	того как	1	1
790	как отдельные	1	1
791	увидеть и	2	1
792	произведения все	1	1
793	их понимает	1	1
794	как его	9	1
795	или напротив	1	1
796	ее художественного	1	1
797	и только	2	1
798	является по	1	1
799	как художественное	1	1
800	внешнее и	1	1
801	каков бы	1	1
802	утрачивают свою	1	1
803	сложное и	1	1
804	он создал	1	1
805	и всякое	2	1
806	если это	1	1
807	найти и	1	1
808	она может	1	1
809	но вовсе	2	1
810	она определяет	3	1
811	того что	3	1
812	к которому	2	1
813	простой мотивировки	1	1
814	быть и	1	1
815	он что	1	1
816	лечь рядом	1	1
817	образом как	1	1
818	художественного восприятия	2	1
819	их нет	1	1
820	связь и	1	1
821	одной из	2	1
822	мы увидим	2	1
823	явления в	1	1
824	в какой	3	1
825	не приобретают	2	1
826	то в	2	1
827	и действительно	2	1
828	целого и	1	1
829	важной особенности	1	1
830	и так	1	1
831	это очень	1	1
832	в самое	2	1
833	впрочем и	1	1
834	осуществления в	2	1
835	идеология достоевского	1	1
836	его героя	1	1
837	единство становящегося	1	1
838	себя в	1	1
839	целом это	1	1
840	ничто не	3	1
841	да еще	1	1
842	говорить об	2	1
843	в неразрывной	2	1
844	замысла мы	1	1
845	и чисто	1	1
846	они могли	1	1
847	а то	1	1
848	и других	1	1
849	пределы одной	1	1
850	произведения не	1	1
851	неразрывной связи	2	1
852	живых социальных	1	1
853	следует что	4	1
854	не так	1	1
855	себе в	1	1
856	и их	5	1
857	бы тот	2	1
858	и навсегда	3	1
859	могло бы	1	1
860	он становится	2	1
861	чтобы она	1	1
862	слово как	3	1
863	содержание романа	1	1
864	дело и	1	1
865	из нее	2	1
866	случае не	1	1
867	и никогда	1	1
868	того или	1	1
869	цель построения	1	1
870	в других	1	1
871	нет в	1	1
872	случае была	1	1
873	пр как	1	1
874	для того	4	1
875	лишь для	5	1
876	и материал	1	1
877	очень важной	1	1
878	чтобы убедиться	1	1
879	и автором	1	1
880	ней и	1	1
881	выходит за	1	1
882	был действительно	1	1
883	основная тенденция	1	1
884	как у	1	1
885	на ее	4	1
886	здесь в	1	1
887	строится в	1	1
888	человека а	1	1
889	и самая	1	1
890	и быть	1	1
891	они действительно	1	1
892	к его	3	1
893	если мы	7	1
894	сделать с	1	1
895	только к	1	1
896	что для	1	1
897	писал не	1	1
898	полагаем что	1	1
899	этот термин	1	1
900	через это	1	1
901	не создает	1	1
902	определения героя	1	1
903	а на	2	1
904	отсюда вытекает	1	1
905	литературное произведение	3	1
906	ничем не	1	1
907	и самый	2	1
908	нем и	2	1
909	зависит от	1	1
910	жизнь в	1	1
911	их сочетания	1	1
912	на этих	1	1
913	не утверждая	1	1
914	следует только	1	1
915	не действительность	1	1
916	для их	1	1
917	его именно	1	1
918	действительности как	1	1
919	что мы	1	1
920	оценки и	6	1
921	под влиянием	1	1
922	переходим к	1	1
923	жанра ведь	1	1
924	существующих в	1	1
925	в руках	1	1
926	с помощью	8	1
927	становления но	1	1
928	элемент произведения	2	1
929	действительно и	1	1
930	в частности	1	1
931	на который	1	1
932	автора с	2	1
933	своей значимости	1	1
934	неправильно утверждение	1	1
935	только его	1	1
936	к другой	1	1
937	романного жанра	1	1
938	завершенность и	1	1
939	и понимать	1	1
940	к своему	1	1
941	от других	2	1
942	и глубоко	1	1
943	до настоящего	1	1
944	что бы	1	1
945	в точке	1	1
946	в чистом	1	1
947	типа как	1	1
948	единство не	2	1
949	бы его	1	1
950	с рядом	1	1
951	из отдельных	1	1
952	нем как	1	1
953	существенных моментах	1	1
954	творческую работу	1	1
955	к следующему	1	1
956	в художественную	1	1
957	всерьез и	1	1
958	этого слова	2	1
959	романа каждый	1	1
960	слова и	4	1
961	время оно	1	1
962	этом случае	1	1
963	задание автора	1	1
964	в основном	2	1
965	высказывания и	5	1
966	при условии	1	1
967	внутреннюю логику	1	1
968	слова так	1	1
969	материале и	1	1
970	тех или	1	1
971	известной степени	2	1
972	и быт	1	1
973	отсюда следует	1	1
974	мы только	1	1
975	к голому	1	1
976	его с	1	1
977	собой это	1	1
978	в другое	1	1
979	сознания в	1	1
980	выражения но	1	1
981	е о	1	1
982	ее и	2	1
983	художественное творчество	1	1
984	развертывается в	1	1
985	всего можно	1	1
986	и все	8	1
987	взаимодействия и	1	1
988	ибо нет	1	1
989	же степени	1	1
990	у них	2	1
991	да иначе	1	1
992	вполне понятно	1	1
993	среды в	1	1
994	для романтизма	1	1
995	все они	1	1
996	его формы	1	1
997	и роста	1	1
998	ее в	3	1
999	мы видели	4	1
1000	в искусстве	7	1
1001	сходятся в	1	1
1002	художественная конструкция	1	1
1003	бы оно	1	1
1004	художественной конструкции	10	1
1005	нельзя объяснить	1	1
1006	к самому	2	1
1007	становления и	2	1
1008	может и	3	1
1009	а о	1	1
1010	быть подчинена	1	1
1011	но если	2	1
1012	возможно лишь	2	1
1013	романной конструкции	1	1
1014	это в	1	1
1015	уже говорить	1	1
1016	от всех	4	1
1017	категории взаимодействия	1	1
1018	совершенно не	7	1
1019	конструкции в	2	1
1020	их он	1	1
1021	элемент художественной	2	1
1022	этим образом	1	1
1023	слагается из	1	1
1024	бы быть	2	1
1025	же мы	1	1
1026	которые сами	1	1
1027	или иного	1	1
1028	на ней	1	1
1029	слово и	1	1
1030	особый тип	1	1
1031	особенно отчетливо	1	1
1032	и эта	3	1
1033	к этому	2	1
1034	в таком	2	1
1035	такой же	2	1
1036	этой точки	1	1
1037	так всегда	1	1
1038	эти взаимоотношения	1	1
1039	или наоборот	1	1
