N	2gram	Nazirov_Tv_1	FransuaR
152	время это	1	2
153	есть о	1	2
154	как он	1	2
155	так сказать	2	2
156	на его	3	2
157	на этом	1	2
158	в основу	1	2
159	может быть	5	2
160	этом он	2	2
161	в жизни	2	2
162	ни в	1	2
163	соответствии с	3	2
164	мировой литературы	1	2
165	он отлично	1	2
166	пародия на	1	2
167	в один	2	2
168	не мог	2	2
169	на первый	1	2
170	в этих	2	2
171	в котором	6	2
172	в их	3	2
173	эпизоде с	1	2
174	место в	3	2
175	не столько	2	2
176	что я	3	2
177	знал и	1	2
178	том же	1	2
179	дело в	3	2
180	но она	2	2
181	но только	2	2
182	никогда не	3	2
183	учения о	1	2
184	связи с	1	2
185	исторического процесса	1	2
186	как будто	5	2
187	к тому	2	2
188	если же	1	2
189	где он	2	2
190	о том	6	2
191	и это	1	2
192	им в	1	2
193	же не	1	2
194	в себя	2	2
195	же деле	1	2
196	или в	2	2
197	времени и	4	2
198	было в	2	2
199	во второй	2	2
200	быть может	2	2
201	с ним	3	2
202	на этой	1	2
203	но мы	1	2
204	земной жизни	1	2
205	в ту	3	2
206	сверх того	1	2
207	он стал	1	2
208	одной из	4	2
209	себя в	1	2
210	уже не	3	2
211	и у	2	2
212	уже в	3	2
213	на площади	2	2
214	его и	1	2
215	представлений о	2	2
216	как раз	1	2
217	в других	1	2
218	самом же	1	2
219	даже и	1	2
220	именно в	2	2
221	к которому	1	2
222	в ряде	1	2
223	одной стороны	1	2
224	не на	1	2
225	когда же	1	2
226	площади и	2	2
227	сравнение с	1	2
228	о чем	1	2
229	да и	1	2
230	вокруг себя	2	2
231	на свете	2	2
232	о его	1	2
233	между прочим	1	2
234	форм и	1	2
235	еще раз	1	2
236	в основе	2	2
237	а как	2	2
238	жизни в	6	2
239	его к	1	2
240	от всех	1	2
241	их с	1	2
242	не может	4	2
243	но этот	1	2
244	этой сцены	1	2
245	но эти	1	2
246	только в	5	2
247	и другие	3	2
248	в своих	5	2
249	это в	3	2
250	к этому	2	2
251	себя как	2	1
252	ту же	3	1
253	и завершается	1	1
254	же как	1	1
255	xvii века	1	1
256	он считает	1	1
257	он произносит	1	1
258	честное слово	1	1
259	в ужас	1	1
260	вряд ли	2	1
261	над этим	1	1
262	на месте	1	1
263	этого мира	1	1
264	за собой	1	1
265	из самых	1	1
266	мировоззрения и	2	1
267	в самом	3	1
268	и этот	1	1
269	на помощь	1	1
270	и тут	1	1
271	человека и	4	1
272	он как	1	1
273	для характеристики	1	1
274	время как	1	1
275	принадлежит к	1	1
276	не вполне	1	1
277	как было	1	1
278	но даже	1	1
279	понимание времени	1	1
280	что ж	1	1
281	жизни это	1	1
282	кто же	2	1
283	и он	2	1
284	это время	2	1
285	собой в	2	1
286	он сам	6	1
287	во имя	2	1
288	самом деле	2	1
289	не все	1	1
290	конечном счете	4	1
291	отличие от	2	1
292	воплощенной в	1	1
293	к сожалению	1	1
294	приходит на	1	1
295	первый взгляд	1	1
296	государства и	1	1
297	с этим	1	1
298	до его	1	1
299	этот город	2	1
300	целый ряд	1	1
301	что по	1	1
302	связанный с	1	1
303	в герое	1	1
304	них он	1	1
305	paris в	1	1
306	в этот	1	1
307	сливается с	3	1
308	говорят о	1	1
309	бы и	1	1
310	в целом	4	1
311	он в	1	1
312	бога в	1	1
313	что так	1	1
314	только на	2	1
315	и будущее	2	1
316	но его	2	1
317	тому же	1	1
318	с народной	1	1
319	литературы из	1	1
320	человек не	1	1
321	и если	1	1
322	не значит	1	1
323	к одному	1	1
324	с представлением	1	1
325	на земле	3	1
326	так уж	1	1
327	подвергаются осмеянию	1	1
328	людей и	2	1
329	что она	2	1
330	встречаются и	1	1
331	здесь мы	2	1
332	он просто	1	1
333	правда что	1	1
334	за то	2	1
335	значение в	1	1
336	в мире	4	1
337	об этом	2	1
338	и чтобы	1	1
339	г в	1	1
340	знает что	1	1
341	это было	1	1
342	и положение	1	1
343	на протяжении	3	1
344	которого не	1	1
345	воспринимается как	1	1
346	то все	1	1
347	даже в	3	1
348	делает его	1	1
349	победу над	1	1
350	он же	1	1
351	эту тему	1	1
352	в данном	2	1
353	на этот	1	1
354	эпизод романа	1	1
355	о которой	1	1
356	и тогда	1	1
357	и того	2	1
358	одного и	1	1
359	что такое	1	1
360	рассказа о	1	1
361	темп и	1	1
362	в отношении	1	1
363	и степени	1	1
364	он понимал	1	1
365	году когда	1	1
366	в отличие	2	1
367	мысли и	4	1
368	всякий раз	1	1
369	времени не	1	1
370	в россии	3	1
371	времен и	1	1
372	ведь этот	1	1
373	как от	1	1
374	времени а	2	1
375	ему как	1	1
376	между людьми	2	1
377	во главе	2	1
378	вплоть до	1	1
379	что эта	1	1
380	что ему	1	1
381	дело не	3	1
382	на него	1	1
383	не по	3	1
384	которого он	2	1
385	говорить о	1	1
386	же его	1	1
387	и стал	1	1
388	найти в	1	1
389	казалось бы	1	1
390	связанное с	1	1
391	эта традиция	1	1
392	как она	1	1
393	видим что	1	1
394	потому что	5	1
395	же он	1	1
396	хочет быть	1	1
397	и искусства	1	1
398	и делает	1	1
399	что на	1	1
400	особое внимание	1	1
401	и xix	1	1
402	у нас	1	1
403	в духе	2	1
404	будущее в	1	1
405	что все	3	1
406	но все	1	1
407	же самое	1	1
408	здесь они	1	1
409	бы он	1	1
410	вырождается в	1	1
411	в полной	1	1
412	время они	1	1
413	времени но	1	1
414	ни даже	1	1
415	не будет	2	1
416	он вовсе	1	1
417	свою очередь	1	1
418	город и	1	1
419	данном случае	2	1
420	понимая под	1	1
421	и от	4	1
422	как по	1	1
423	так в	1	1
424	на том	2	1
425	по природе	6	1
426	еще в	2	1
427	скажу что	1	1
428	о котором	2	1
429	черт знает	1	1
430	по мере	1	1
431	эпизод в	1	1
432	не существовало	1	1
433	и должно	1	1
434	действительности но	1	1
435	ее не	1	1
436	в самой	1	1
437	и та	2	1
438	когда время	1	1
439	и что	1	1
440	что каждый	1	1
441	у этого	1	1
442	с того	1	1
443	можно сказать	2	1
444	знаменитое описание	1	1
445	все его	1	1
446	нас в	1	1
447	в конечном	4	1
448	от него	1	1
449	он готов	1	1
450	он боится	2	1
451	людей в	2	1
452	и всю	1	1
453	переходит в	2	1
454	эти два	1	1
455	что и	2	1
456	не надо	1	1
457	еще более	2	1
458	вообще и	1	1
459	типичное для	1	1
460	где происходит	1	1
461	немало великих	1	1
462	в него	2	1
463	и самые	1	1
464	он хочет	1	1
465	в современной	1	1
466	развития эта	1	1
467	т с	1	1
468	но с	1	1
469	как первую	1	1
470	традиции в	2	1
471	отчасти и	2	1
472	принимает форму	1	1
473	очень много	1	1
474	страх перед	2	1
475	в литературу	1	1
476	и ее	1	1
477	от них	1	1
478	по этому	1	1
479	времени как	3	1
480	всегда с	1	1
481	со всеми	3	1
482	для всех	1	1
483	в серьезных	1	1
484	прямо в	2	1
485	в виде	3	1
486	чем обычно	1	1
487	него и	1	1
488	на этих	1	1
489	же у	1	1
490	при помощи	2	1
491	к своим	1	1
492	на столе	1	1
493	время боится	1	1
494	мы знаем	1	1
495	эти слова	2	1
496	был бы	2	1
497	для него	6	1
498	мы находим	2	1
499	в одном	1	1
500	этом плане	1	1
501	у нее	1	1
502	оно так	1	1
503	второй части	2	1
504	в соответствии	3	1
505	жизни на	1	1
506	люди не	1	1
507	но за	1	1
508	само собой	1	1
509	не противоречит	1	1
510	правды и	1	1
511	их нужно	1	1
512	на голову	1	1
513	без всякой	1	1
514	за ними	1	1
515	уважение к	1	1
516	как сам	1	1
517	до сих	1	1
518	чем он	1	1
519	а с	1	1
520	так вот	2	1
521	мира это	1	1
522	элементов и	1	1
523	говорит о	3	1
524	на словах	1	1
525	в книге	3	1
526	и самый	1	1
527	его романе	1	1
528	вот в	2	1
529	он только	1	1
530	а наоборот	1	1
531	на которых	1	1
532	у других	1	1
533	с которым	2	1
534	из героев	1	1
535	ряд других	1	1
536	в руках	1	1
537	к его	1	1
538	этот мотив	1	1
539	всех людей	1	1
540	фрагмент из	1	1
541	в изображении	1	1
542	с некоторыми	1	1
543	времени с	1	1
544	в терминах	1	1
545	и всей	1	1
546	и двумя	1	1
547	из этой	1	1
548	в первой	2	1
549	с этой	1	1
550	слова и	1	1
551	все как	1	1
552	особенно к	1	1
553	сих пор	1	1
554	это выражение	1	1
555	мира в	2	1
556	в более	1	1
557	в мировой	1	1
558	в связи	1	1
559	четыре дня	1	1
560	жизнь в	1	1
561	это как	3	1
562	которая в	1	1
563	в другое	1	1
564	но когда	1	1
565	боли и	1	1
566	у которого	1	1
567	и заключительная	1	1
568	ее основных	1	1
569	только что	2	1
570	судьбы людей	1	1
571	под ним	1	1
572	книгу в	1	1
573	и целый	1	1
574	в свою	7	1
575	всего мира	1	1
576	и внутренне	1	1
577	равно как	1	1
578	ко всему	1	1
579	в действительности	1	1
580	это та	1	1
581	что в	12	1
582	а я	1	1
583	для эпохи	1	1
584	в таком	1	1
585	всего этого	1	1
