N	2gram	Medvedev_F_3	Hudozhes
137	если бы	12	3
138	произведения как	6	3
139	и что	3	3
140	того или	1	3
141	что он	6	3
142	и того	1	3
143	человека с	1	3
144	оказывается в	1	3
145	в области	2	3
146	не на	3	3
147	была бы	2	3
148	о чем	1	3
149	в данном	6	3
150	в той	3	3
151	в точке	1	3
152	и для	6	3
153	таким образом	18	3
154	в таком	2	3
155	таком случае	1	2
156	человека и	2	2
157	и это	2	2
158	это и	2	2
159	между двумя	1	2
160	к другому	2	2
161	взаимодействия людей	1	2
162	противном случае	1	2
163	собою в	1	2
164	совпадает с	2	2
165	этого термина	1	2
166	и на	3	2
167	коем случае	1	2
168	не входит	1	2
169	за пределы	2	2
170	сама по	1	2
171	художественное целое	1	2
172	еще один	1	2
173	данный момент	2	2
174	в своем	2	2
175	в противном	1	2
176	в себя	1	2
177	все эти	6	2
178	в нашем	1	2
179	бы не	2	2
180	в этой	2	2
181	с их	1	2
182	высказывания не	1	2
183	всей его	1	2
184	вследствие этого	3	2
185	не как	2	2
186	на этом	2	2
187	ни был	1	2
188	значительной степени	1	2
189	об этом	1	2
190	по себе	4	2
191	в них	3	2
192	литературных произведений	1	2
193	с другими	1	2
194	известной степени	2	2
195	даль и	2	2
196	и более	3	2
197	до известной	2	2
198	вовсе не	28	2
199	даже в	2	2
200	тому что	3	2
201	дело не	2	2
202	одна из	2	2
203	и притом	2	2
204	материала в	5	2
205	двоякого рода	1	2
206	не могло	2	2
207	вытекает из	2	2
208	художественная реальность	2	2
209	слова как	2	2
210	не является	5	2
211	числе и	1	2
212	внутреннего мира	2	2
213	оно не	3	2
214	как элемента	1	2
215	и о	1	2
216	того чтобы	5	2
217	здесь не	2	2
218	роль в	4	2
219	высказывания и	5	2
220	в коем	1	2
221	о том	4	2
222	что каждый	2	2
223	к действительности	1	2
224	в значительной	1	2
225	существования в	1	2
226	или напротив	1	2
227	как художественное	1	2
228	именно в	1	2
229	говорит в	2	2
230	в литературе	6	2
231	может оказаться	1	2
232	ни к	1	2
233	одного сознания	1	2
234	тот или	1	2
235	с одной	1	2
236	есть в	1	2
237	и др	2	2
238	за пределами	1	2
239	или даже	1	2
240	одно из	1	2
241	слова в	1	2
242	в одном	1	2
243	для меня	1	2
244	случае не	1	2
245	форм высказывания	1	2
246	для того	4	2
247	соединении с	2	2
248	на почве	2	2
249	в данный	1	2
250	между которыми	5	2
251	или иначе	1	2
252	в художественной	2	2
253	превращается в	2	2
254	одной стороны	1	2
255	и составляет	1	2
256	мира в	1	2
257	люди но	1	2
258	в сторону	2	2
259	так же	9	2
260	и потому	5	2
261	он тем	1	2
262	как в	4	2
263	к своему	1	2
264	так или	1	2
265	и по	1	2
266	для понимания	1	2
267	жизни в	3	2
268	в контексте	1	2
269	художественное произведение	11	2
270	при условии	1	2
271	ни для	2	2
272	художественного высказывания	1	2
273	во всех	3	2
274	мира и	1	2
275	истории литературы	6	2
276	с ним	1	2
277	отношении к	1	2
278	к внутреннему	1	2
279	одной из	2	2
280	в романе	4	2
281	от всех	4	2
282	из этого	4	2
283	определенным образом	1	2
284	том числе	1	2
285	художественном произведении	3	1
286	неотделима от	1	1
287	же как	3	1
288	именно эта	1	1
289	чтобы не	2	1
290	и через	1	1
291	художественных произведений	1	1
292	как произведения	1	1
293	то в	2	1
294	здесь и	6	1
295	от своей	1	1
296	отношения между	2	1
297	жеста и	1	1
298	и иронии	1	1
299	можно говорить	4	1
300	действительности и	6	1
301	иметь место	1	1
302	в зависимости	5	1
303	той же	3	1
304	есть не	1	1
305	обычно является	1	1
306	только другим	1	1
307	содержания в	1	1
308	из своих	2	1
309	к новой	1	1
310	не была	1	1
311	в литературном	1	1
312	в каждый	1	1
313	в сущности	2	1
314	а для	1	1
315	в полной	2	1
316	завершение и	1	1
317	и со	2	1
318	никогда не	5	1
319	не знают	2	1
320	как впрочем	1	1
321	зависимости от	5	1
322	так называемые	2	1
323	в каждой	1	1
324	литературы является	2	1
325	проявляется в	2	1
326	момент в	1	1
327	не от	2	1
328	произведение и	1	1
329	и помимо	1	1
330	и определяется	1	1
331	между собой	4	1
332	это возможно	1	1
333	людей в	1	1
334	столь же	3	1
335	в существовании	1	1
336	время в	3	1
337	бы то	4	1
338	что его	1	1
339	события в	1	1
340	роман и	2	1
341	тем как	1	1
342	еще одним	1	1
343	от внешней	1	1
344	себе и	1	1
345	оно является	1	1
346	или иное	2	1
347	что они	5	1
348	на основе	1	1
349	отнюдь не	8	1
350	его конструктивные	1	1
351	в истории	5	1
352	мере в	1	1
353	не входят	1	1
354	ценностный центр	4	1
355	в различные	1	1
356	обращения к	1	1
357	и внутреннюю	1	1
358	тем же	7	1
359	ответную реакцию	1	1
360	от этого	2	1
361	или иную	1	1
362	только то	3	1
363	говорят о	2	1
364	из жизни	1	1
365	бы и	3	1
366	что это	3	1
367	европейского романа	1	1
368	жизни так	1	1
369	то я	1	1
370	из этих	2	1
371	тоже не	1	1
372	данном контексте	1	1
373	имеем в	1	1
374	на то	1	1
375	не могла	1	1
376	искусства говорит	1	1
377	жизнью и	2	1
378	что она	2	1
379	к искусству	1	1
380	время и	1	1
381	эта система	1	1
382	все это	7	1
383	ключ к	1	1
384	тем и	1	1
385	в первую	1	1
386	к одному	1	1
387	ни были	1	1
388	остается лишь	1	1
389	на земле	2	1
390	подобно тому	4	1
391	химическом соединении	2	1
392	является не	2	1
393	форма в	2	1
394	или иных	1	1
395	именно это	2	1
396	мы обнаруживаем	1	1
397	то ни	4	1
398	смысла в	1	1
399	является необходимой	1	1
400	говорящих и	1	1
401	бы быть	2	1
402	не с	1	1
403	все их	1	1
404	и внутренне	1	1
405	и иных	1	1
406	было бы	6	1
407	не совпадает	1	1
408	в жизни	11	1
409	на всякое	1	1
410	нет в	1	1
411	он и	3	1
412	обладает каждое	1	1
413	произведение оно	1	1
414	в чистом	1	1
415	исчезает и	1	1
416	вошел в	2	1
417	и целостностью	1	1
418	высказывания как	3	1
419	или точнее	2	1
420	это ощущение	1	1
421	в такой	2	1
422	мы конечно	1	1
423	в котором	2	1
424	одним и	2	1
425	в единстве	5	1
426	к предмету	1	1
427	быть положен	1	1
428	с политической	1	1
429	как совокупность	2	1
430	в условиях	3	1
431	себе а	1	1
432	что говорит	1	1
433	от его	3	1
434	к не	1	1
435	значение для	1	1
436	новых форм	2	1
437	для данного	4	1
438	друг другу	2	1
439	в конце	3	1
440	произведения в	6	1
441	из виду	2	1
442	том же	1	1
443	форму в	1	1
444	то с	1	1
445	утрачивает своей	1	1
446	между людьми	3	1
447	чистом виде	1	1
448	xviii века	2	1
449	жизни между	1	1
450	произведения это	1	1
451	виду что	2	1
452	но для	2	1
453	она могла	1	1
454	принадлежат к	2	1
455	между жизнью	3	1
456	к этим	1	1
457	облекается в	1	1
458	когда они	1	1
459	в систему	1	1
460	иметь в	1	1
461	но только	1	1
462	все без	3	1
463	в самой	2	1
464	поскольку оно	2	1
465	самом произведении	3	1
466	и является	4	1
467	же этот	1	1
468	с читателем	1	1
469	этих случаях	1	1
470	и теперь	6	1
471	связи с	5	1
472	ничто не	3	1
473	ту или	2	1
474	жанры в	1	1
475	сюжет в	1	1
476	из того	1	1
477	в химическом	2	1
478	действительно существует	1	1
479	входят в	1	1
480	и делает	1	1
481	в подобном	1	1
482	в каком	2	1
483	однако это	1	1
484	ему не	1	1
485	этот закон	2	1
486	настоящего времени	1	1
487	и здесь	1	1
488	в момент	1	1
489	все то	1	1
490	как некоторая	1	1
491	взятое в	1	1
492	вне произведения	1	1
493	как следствие	1	1
494	в каждом	5	1
495	в настоящее	1	1
496	говорит о	1	1
497	должен быть	2	1
498	как мы	8	1
499	та или	1	1
500	только при	1	1
501	языка и	1	1
502	в собственном	1	1
503	то или	2	1
504	реальной действительности	3	1
505	но мы	1	1
506	или для	1	1
507	на произведение	1	1
508	значение в	1	1
509	высказывания но	2	1
510	и совершенно	1	1
511	те же	3	1
512	ориентировано на	2	1
513	это событие	1	1
514	произведения является	2	1
515	с внутренним	1	1
516	в окружающей	2	1
517	можно только	2	1
518	строго говоря	1	1
519	жанра в	2	1
520	его роли	1	1
521	для этого	2	1
522	именно потому	2	1
523	искусства и	1	1
524	настоящее время	1	1
525	как ее	4	1
526	и который	1	1
527	служит для	1	1
528	от всего	1	1
529	его смысла	4	1
530	значимостью и	1	1
531	том или	1	1
532	лишь путем	1	1
533	искусства с	1	1
534	не уничтожается	1	1
535	путь к	1	1
536	нуждается в	3	1
537	у достоевского	1	1
538	от одного	2	1
539	своим единственным	1	1
540	средств и	2	1
541	если он	1	1
542	жизненной практике	1	1
543	его то	1	1
544	человека как	2	1
545	может иметь	2	1
546	языка мы	1	1
547	в него	3	1
548	и мир	2	1
549	существует не	1	1
550	эти последние	1	1
551	жизнь на	1	1
552	с той	1	1
553	в формах	2	1
554	один из	1	1
555	но с	1	1
556	мы видим	1	1
557	тот же	1	1
558	дело с	3	1
559	действующих лиц	2	1
560	в какой	3	1
561	произведения есть	1	1
562	впрочем и	1	1
563	же типа	1	1
564	всех его	1	1
565	бы ни	4	1
566	этим словом	1	1
567	не происходит	1	1
568	и жизни	1	1
569	так что	1	1
570	от одной	1	1
571	же и	4	1
572	для всех	1	1
573	художественной организации	1	1
574	значения слов	1	1
575	если мы	7	1
576	в поэзии	3	1
577	то и	1	1
578	из них	2	1
579	отчасти совпадает	1	1
580	за ним	1	1
581	в высказывании	4	1
582	чего бы	1	1
583	характерно что	2	1
584	к каким	1	1
585	и каждого	2	1
586	себе в	1	1
587	ведь это	1	1
588	так как	9	1
589	и от	11	1
590	без этого	1	1
591	должен был	1	1
592	и несет	1	1
593	событие то	1	1
594	по тем	1	1
595	или ином	1	1
596	не просто	1	1
597	в жизненном	1	1
598	им по	1	1
599	не было	1	1
600	художественного завершения	2	1
601	новая форма	1	1
602	и даже	2	1
603	как у	1	1
604	на ее	4	1
605	связаны с	2	1
606	всякое высказывание	3	1
607	завершенность и	1	1
608	такого понимания	1	1
609	еще и	1	1
610	наконец в	1	1
611	души и	3	1
612	окружающей его	1	1
613	что для	1	1
614	к более	2	1
615	и пр	15	1
616	смысла и	4	1
617	литературное произведение	3	1
618	более того	6	1
619	к реальному	1	1
620	зависит от	1	1
621	жизненной реальности	1	1
622	жизнь в	1	1
623	технических средств	1	1
624	быть определен	1	1
625	время оно	1	1
626	не об	2	1
627	стороны в	1	1
628	в связи	4	1
629	как ни	1	1
630	нет никаких	2	1
631	как основная	1	1
632	на фоне	3	1
633	только к	1	1
634	вместе с	6	1
635	автора с	2	1
636	своей значимости	1	1
637	в одной	5	1
638	целого высказывания	3	1
639	язык а	2	1
640	одну из	2	1
641	требует от	1	1
642	не могут	10	1
643	для искусства	1	1
644	он говорит	1	1
645	высказывания с	1	1
646	конструкции если	1	1
647	этого слова	2	1
648	любое произведение	1	1
649	одновременно с	1	1
650	тому как	5	1
651	типа как	1	1
652	да и	4	1
653	отдельности и	1	1
654	быть не	1	1
655	в это	1	1
656	и способов	1	1
657	с этой	1	1
658	к понятию	1	1
659	и формы	5	1
660	этом случае	1	1
661	высказывания жанр	1	1
662	той мере	1	1
663	только для	1	1
664	то под	2	1
665	направления в	1	1
666	как система	2	1
667	все же	6	1
668	если ее	1	1
669	ее содержание	1	1
670	отклонения от	1	1
671	при всем	1	1
672	является как	1	1
673	тех или	1	1
674	каждой из	1	1
675	за его	1	1
676	в следующей	2	1
677	форм хотя	1	1
678	части как	1	1
679	такого высказывания	1	1
680	совершается в	3	1
681	словарного слова	1	1
682	она может	1	1
683	в пределе	2	1
684	в результате	5	1
685	о котором	1	1
686	для нас	3	1
687	от него	2	1
688	идет не	2	1
689	ними могут	1	1
690	здесь именно	1	1
691	бы в	6	1
692	и существенно	1	1
693	все они	1	1
694	предмета и	2	1
695	ни было	5	1
696	им с	1	1
697	же в	1	1
698	но если	2	1
699	не утрачивает	2	1
700	быть и	1	1
701	художественной конструкции	10	1
702	не есть	4	1
703	его лишь	1	1
704	в готовом	1	1
705	однако герой	1	1
706	к самому	2	1
707	становления и	2	1
708	может и	3	1
709	как ряд	1	1
710	оценки и	6	1
711	понимается как	1	1
712	о литературе	1	1
713	в отдельности	1	1
714	формы высказывания	1	1
715	который в	1	1
716	героя в	3	1
717	частности в	1	1
718	жизни и	4	1
719	ее в	3	1
720	в своих	6	1
721	можно назвать	1	1
722	этой точки	1	1
723	они не	4	1
