N	2gram	Bakhtin_Fr_8	EvropaiE
161	целый ряд	2	2
162	и как	2	2
163	что это	4	2
164	в этой	6	2
165	этот процесс	1	2
166	главным образом	3	2
167	он не	5	2
168	и еще	2	2
169	какой бы	1	2
170	их из	1	2
171	таким образом	17	2
172	в мире	2	2
173	и с	8	2
174	заключается в	1	2
175	с другими	1	2
176	своему характеру	2	2
177	новый мир	1	2
178	далеко не	2	2
179	дело идет	1	2
180	в своих	4	2
181	в развитии	2	2
182	такой же	5	2
183	культуры с	1	2
184	в эту	2	2
185	в этих	11	2
186	и сейчас	1	2
187	в котором	2	2
188	не к	1	2
189	и более	4	2
190	к такой	1	2
191	тогда когда	1	2
192	на язык	1	2
193	по своей	4	2
194	мало как	1	2
195	как будто	1	2
196	что на	2	2
197	если этот	1	2
198	не могут	1	2
199	могут быть	1	2
200	всего в	1	2
201	только одно	1	2
202	имеет место	1	2
203	но по	4	2
204	данном случае	2	2
205	культуры и	2	2
206	мог бы	1	2
207	во многом	2	2
208	по сравнению	1	2
209	если бы	2	2
210	и та	1	2
211	и что	1	2
212	притом в	1	2
213	кажется что	1	2
214	в значительной	2	2
215	и во	2	2
216	к нему	2	2
217	ее от	1	2
218	в его	18	2
219	во всей	2	2
220	также в	1	2
221	и существенно	1	2
222	но с	2	2
223	идеологии и	3	2
224	не можем	1	2
225	в большинстве	7	2
226	и других	4	2
227	участие в	1	2
228	в одном	2	2
229	в других	2	2
230	влияние на	1	2
231	а именно	1	2
232	в некоторых	3	2
233	на этот	1	2
234	а не	2	2
235	что все	4	2
236	начиная с	2	2
237	вместе с	2	2
238	сравнению с	1	2
239	для понимания	2	2
240	войны и	1	2
241	с большой	1	2
242	происходит в	1	2
243	культуры не	1	2
244	и все	6	2
245	но еще	1	2
246	бы в	3	2
247	еще более	1	2
248	и наконец	3	2
249	же в	1	2
250	мы видим	6	2
251	а в	2	2
252	между ними	2	2
253	другой стороны	2	2
254	частности в	1	2
255	жизни и	1	2
256	и эта	2	2
257	как известно	1	1
258	ту же	4	1
259	например в	4	1
260	в тех	1	1
261	некоторые из	1	1
262	и это	1	1
263	но был	1	1
264	перед лицом	1	1
265	с природой	1	1
266	стихии с	1	1
267	и до	10	1
268	речь идет	1	1
269	всех и	1	1
270	той же	6	1
271	том насколько	1	1
272	из всего	1	1
273	или наоборот	1	1
274	что между	1	1
275	это что	1	1
276	большую роль	1	1
277	чтобы не	1	1
278	почти все	2	1
279	время как	1	1
280	то это	1	1
281	и быта	3	1
282	что его	1	1
283	с его	5	1
284	ту ни	1	1
285	и всего	1	1
286	видели что	3	1
287	чем это	1	1
288	эпохи мы	1	1
289	к которой	1	1
290	значение и	2	1
291	по отношению	1	1
292	с совершенно	1	1
293	в новом	1	1
294	отличие от	1	1
295	за пределы	4	1
296	которые не	1	1
297	стремились показать	1	1
298	современности но	1	1
299	в центре	2	1
300	в одной	1	1
301	мира который	1	1
302	что нет	1	1
303	все остальные	2	1
304	все же	2	1
305	кроме того	3	1
306	что по	1	1
307	его к	3	1
308	более или	2	1
309	в этот	1	1
310	та же	1	1
311	он в	1	1
312	в нашем	2	1
313	еще далеко	1	1
314	которые в	1	1
315	с их	2	1
316	тому же	1	1
317	и те	2	1
318	претендовать на	1	1
319	жизнью и	1	1
320	на его	6	1
321	кажется не	1	1
322	в свет	3	1
323	при этом	4	1
324	говорили в	1	1
325	состоит в	1	1
326	не как	2	1
327	в новой	1	1
328	месяцев и	1	1
329	речи эти	1	1
330	было только	1	1
331	а затем	1	1
332	в нем	8	1
333	в совершенно	4	1
334	в глубине	1	1
335	лишь в	1	1
336	и иных	1	1
337	небесный свод	1	1
338	мы сказали	1	1
339	отражение в	2	1
340	о которых	1	1
341	рядом с	3	1
342	звучать как	1	1
343	наука в	1	1
344	мировой истории	3	1
345	а отчасти	1	1
346	народа и	1	1
347	и всей	3	1
348	или менее	2	1
349	мы стремились	1	1
350	чтобы войти	1	1
351	именно и	1	1
352	если можно	1	1
353	мы говорили	1	1
354	то его	1	1
355	в отличие	1	1
356	значение для	1	1
357	друг другу	2	1
358	на другую	1	1
359	войти в	1	1
360	том же	1	1
361	для этого	1	1
362	возвращается к	1	1
363	англии в	1	1
364	тому что	1	1
365	некоторых случаях	1	1
366	все эти	15	1
367	на рубеже	3	1
368	но они	1	1
369	что эта	1	1
370	правда в	1	1
371	одна из	4	1
372	здесь на	1	1
373	где в	1	1
374	было у	2	1
375	можно судить	1	1
376	и связанной	1	1
377	он мог	1	1
378	казалось бы	3	1
379	только и	1	1
380	в самой	1	1
381	этом процессе	2	1
382	к концу	2	1
383	за исключением	1	1
384	во всем	4	1
385	вместо того	1	1
386	и его	12	1
387	связи с	6	1
388	так называемый	1	1
389	в основе	4	1
390	и несколько	4	1
391	на картах	1	1
392	настоящего времени	3	1
393	такие же	1	1
394	он называет	2	1
395	будущее в	1	1
396	идеологии на	1	1
397	эта область	1	1
398	числе и	2	1
399	для такого	1	1
400	мы привели	1	1
401	своего развития	1	1
402	и о	3	1
403	существенное значение	2	1
404	будущего в	1	1
405	значительной мере	1	1
406	и сами	1	1
407	язык и	2	1
408	элементов с	1	1
409	их связь	1	1
410	то время	2	1
411	на свой	1	1
412	в рамки	1	1
413	литературы и	1	1
414	и сам	2	1
415	с собой	2	1
416	был бы	3	1
417	были расположены	1	1
418	те же	1	1
419	еще в	1	1
420	когда в	2	1
421	к первому	1	1
422	по ее	1	1
423	является в	1	1
424	в некоторой	1	1
425	и вообще	1	1
426	к другу	1	1
427	с ним	2	1
428	мире в	2	1
429	на берегах	1	1
430	на вопрос	1	1
431	с разных	1	1
432	народы и	1	1
433	его жизни	2	1
434	в вопросах	1	1
435	времени в	3	1
436	то исключительно	1	1
437	связанной с	1	1
438	это изменение	1	1
439	в которую	1	1
440	расположены на	1	1
441	живых существ	1	1
442	современности и	2	1
443	того в	1	1
444	нем и	2	1
445	в ту	4	1
446	различия между	1	1
447	на острове	1	1
448	друг к	1	1
449	на будущее	1	1
450	большей или	3	1
451	быть и	1	1
452	один из	5	1
453	ибо в	1	1
454	тот же	1	1
455	дело с	1	1
456	всех этих	3	1
457	как нечто	1	1
458	но более	1	1
459	иной степени	1	1
460	или же	1	1
461	и ее	4	1
462	отношении в	1	1
463	по этому	1	1
464	ведь в	3	1
465	со своим	1	1
466	конечно не	4	1
467	уже не	3	1
468	уже в	2	1
469	в начале	1	1
470	одно из	1	1
471	для него	2	1
472	и их	8	1
473	мы находим	3	1
474	исторического процесса	1	1
475	присущую им	1	1
476	как его	1	1
477	половая жизнь	1	1
478	в более	1	1
479	образом к	1	1
480	значение имеет	2	1
481	выходит за	1	1
482	а на	2	1
483	культуры между	1	1
484	к которому	3	1
485	или меньшей	3	1
486	в англии	1	1
487	что для	3	1
488	перед тем	1	1
489	не было	5	1
490	которых мы	1	1
491	и культур	1	1
492	и далее	1	1
493	заимствованы из	1	1
494	власти и	2	1
495	которые по	1	1
496	мы знаем	1	1
497	другом без	1	1
498	в связи	3	1
499	эту эпоху	1	1
500	связь с	3	1
501	уже о	1	1
502	нет ничего	1	1
503	и будущего	1	1
504	политической и	1	1
505	их к	1	1
506	эпох и	1	1
507	до настоящего	3	1
508	в столь	1	1
509	для всех	1	1
510	что за	1	1
511	это были	5	1
512	границ между	2	1
513	с некоторыми	2	1
514	как связь	1	1
515	даже с	1	1
516	культуре и	1	1
517	более широких	1	1
518	с ее	5	1
519	этого слова	1	1
520	с некоторым	1	1
521	слова и	3	1
522	всех великих	1	1
523	в формах	1	1
524	более того	3	1
525	с полной	1	1
526	многие из	2	1
527	одного и	1	1
528	лицо и	1	1
529	этому и	1	1
530	что оно	1	1
531	о котором	1	1
532	приближаются к	1	1
533	в отдельных	1	1
534	но когда	1	1
535	в большей	3	1
536	выраженному в	1	1
537	но это	2	1
538	и другие	5	1
539	именно об	1	1
540	в отношениях	1	1
541	всего мира	1	1
542	не быть	1	1
543	существует в	1	1
544	ни была	1	1
545	но этот	1	1
546	что даже	1	1
547	в свое	1	1
548	время не	1	1
549	включает в	1	1
550	своей части	3	1
551	это в	2	1
552	том числе	3	1
553	гораздо более	1	1
