N	2gram	Tiupa_Hudo_2	Problemy
683	любовь к	1	1
684	свое внешнее	1	1
685	слово то	1	1
686	он видел	1	1
687	потому не	1	1
688	что я	2	1
689	его с	1	1
690	иного рода	1	1
691	сознания в	1	1
692	ее и	1	1
693	и все	7	1
694	как теперь	1	1
695	случае и	1	1
696	значимость этого	1	1
697	будто бы	3	1
698	все они	3	1
699	я в	1	1
700	в искусстве	1	1
701	как дело	1	1
702	бы оно	1	1
703	а о	2	1
704	лишь по	1	1
705	чужому слову	1	1
706	с ней	1	1
707	это в	1	1
708	совершенно не	1	1
709	же мы	1	1
710	или иного	2	1
711	перед нею	1	1
712	всю ее	1	1
713	себе не	1	1
714	себе но	2	1
715	к этой	1	1
716	и другие	5	1
717	случае если	1	1
718	и эта	2	1
719	к этому	1	1
720	в таком	1	1
721	точно так	1	1
