N	2gram	Vinokur_Ku_1	Marksizm
517	своей особой	1	1
518	то все	1	1
519	лишь на	1	1
520	истории и	1	1
521	и тем	2	1
522	но уже	5	1
523	нет в	1	1
524	она и	1	1
525	с тем	5	1
526	мы видели	1	1
527	между собою	2	1
528	здесь можно	1	1
529	стороны слова	1	1
530	как таковой	2	1
531	нисколько не	3	1
532	в других	1	1
533	или менее	3	1
534	все более	1	1
535	языка если	2	1
536	этого необходимо	1	1
537	языке этот	2	1
538	как наука	1	1
539	наших дней	1	1
540	бы привести	1	1
541	что я	2	1
542	parole язык	1	1
543	язык с	1	1
544	втором случае	2	1
545	которые в	1	1
546	друг другу	1	1
547	что было	2	1
548	речевой способности	1	1
549	где нет	1	1
550	в устах	1	1
551	как проблема	1	1
552	освободиться от	1	1
553	акте понимания	1	1
554	лишь к	1	1
555	слова мы	1	1
556	значение слова	3	1
557	мы были	1	1
558	тем самым	4	1
559	тогда когда	6	1
560	того как	4	1
561	ухо которое	1	1
562	проникают в	1	1
563	для лингвиста	2	1
564	в разных	2	1
565	в самой	4	1
566	звук языка	5	1
567	в русском	4	1
568	потому что	23	1
569	от единства	1	1
570	де соссюра	14	1
571	тесной связи	1	1
572	перед ним	1	1
573	является социальным	1	1
574	рассчитан на	1	1
575	знаком например	1	1
576	в духе	3	1
577	в роде	1	1
578	говорящих на	1	1
579	как только	1	1
580	избавиться от	1	1
581	той или	1	1
582	деле в	1	1
583	и своих	1	1
584	в применении	1	1
585	значения и	1	1
586	то она	1	1
587	от друга	1	1
588	внешним знаком	1	1
589	лингвистике как	1	1
590	всем этим	1	1
591	отношения и	2	1
592	жизни языка	1	1
593	в особенности	3	1
594	только не	1	1
595	только то	1	1
596	далее к	1	1
597	действия и	2	1
598	чужой речи	1	1
599	и элементарного	1	1
600	мы наблюдаем	2	1
601	сущность этой	1	1
602	связан с	1	1
603	в роли	1	1
604	же эти	1	1
605	можно только	1	1
606	имеется в	1	1
607	находят свое	1	1
608	для этого	3	1
609	как выражение	1	1
610	образом в	1	1
611	как формы	1	1
612	нет уже	1	1
613	во избежание	1	1
614	о нем	2	1
615	языка поэтому	2	1
616	и должно	2	1
617	эти проблемы	1	1
618	раз эта	1	1
619	и что	5	1
620	находятся в	1	1
621	идет о	2	1
622	живым и	1	1
623	философией языка	1	1
624	как форма	1	1
625	аналогии с	1	1
626	согласно учению	1	1
627	должно было	1	1
628	смысл данного	1	1
629	в которую	1	1
630	но слишком	1	1
631	в науку	1	1
632	поскольку о	1	1
633	в индивидуальной	1	1
634	в форме	1	1
635	соссюра на	1	1
636	действительно в	1	1
637	даже для	2	1
638	также в	1	1
639	а его	1	1
640	для самого	1	1
641	следовательно вовсе	1	1
642	в каких	1	1
643	в каждую	1	1
644	и история	1	1
645	следует ли	1	1
646	целое в	1	1
647	с ними	4	1
648	мы увидим	3	1
649	очень много	2	1
650	поэтому и	1	1
651	наше время	1	1
652	конкретную жизнь	1	1
653	поэтому необходимо	2	1
654	или же	1	1
655	де соссюр	12	1
656	тот или	1	1
657	с одной	1	1
658	так что	4	1
659	от одной	1	1
660	не соответствует	1	1
661	уже не	8	1
662	уже в	3	1
663	и необходима	1	1
664	язык наоборот	1	1
665	с проблемами	1	1
666	мы получим	1	1
667	значение и	2	1
668	же поскольку	1	1
669	себе лишь	1	1
670	рано или	2	1
671	или даже	1	1
672	связывается с	1	1
673	а потому	5	1
674	разрешения в	1	1
675	слова в	1	1
676	содержания и	1	1
677	в одном	3	1
678	наука о	2	1
679	сами по	1	1
680	и один	1	1
681	ему принадлежит	1	1
682	может служить	2	1
683	но что	1	1
684	само по	1	1
685	образом не	1	1
686	и конкретном	2	1
687	друг от	1	1
688	были бы	2	1
689	до наших	1	1
690	или поздно	2	1
691	одной стороны	1	1
692	со стороны	4	1
693	форм с	1	1
694	в соответствующих	1	1
695	наоборот есть	1	1
696	все равно	2	1
697	еще и	5	1
698	на которые	1	1
699	в природе	1	1
700	смысле и	2	1
701	языке то	1	1
702	себя и	1	1
703	соссюр и	1	1
704	что для	1	1
705	к более	1	1
706	этом слове	1	1
707	превращается в	2	1
708	в любой	1	1
709	преклонение перед	1	1
710	человек в	1	1
711	так называемой	2	1
712	самый факт	1	1
713	о чем	2	1
714	систему и	1	1
715	него не	1	1
716	самый звук	1	1
717	что мы	1	1
718	под влиянием	3	1
719	его как	1	1
720	в абстракции	1	1
721	здесь идет	1	1
722	факты языка	1	1
723	социальную среду	1	1
724	язык для	2	1
725	о духе	1	1
726	каждом из	2	1
727	ответить на	1	1
728	как это	3	1
729	в рамках	4	1
730	но не	5	1
731	форм языка	2	1
732	возможно лишь	1	1
733	в моей	1	1
734	к жизни	2	1
735	а если	3	1
736	она есть	1	1
737	в той	5	1
738	язык никогда	1	1
739	применении к	1	1
740	нашего анализа	1	1
741	речи а	1	1
742	и там	1	1
743	быть только	1	1
744	по существу	4	1
745	многих других	1	1
746	это значит	1	1
747	чтобы сделать	1	1
748	необходимые условия	1	1
749	мы сказали	1	1
750	есть и	1	1
751	ли не	3	1
752	осуществление и	1	1
753	психологии как	1	1
754	является для	1	1
755	только ради	1	1
756	между прочим	2	1
757	процесс не	1	1
758	и лингвистической	1	1
759	в недрах	1	1
760	народа и	1	1
761	к другим	1	1
762	каждую данную	1	1
763	является как	1	1
764	в наше	1	1
765	в более	2	1
766	только мы	1	1
767	и дают	1	1
768	на почву	1	1
769	и может	3	1
770	задача которая	1	1
771	такое понимание	1	1
772	а все	1	1
773	в силах	2	1
774	лингвистическая мысль	2	1
775	всего можно	1	1
776	лишь как	2	1
777	приобретает значение	1	1
778	с языком	2	1
779	не будучи	1	1
780	значение лишь	1	1
781	ведь есть	1	1
782	мысль в	1	1
783	общего в	1	1
784	обстоит дело	1	1
785	же касается	4	1
786	бы на	2	1
787	но вот	2	1
788	в системе	3	1
789	значит конечно	1	1
790	фердинанда де	1	1
791	в моем	1	1
792	была бы	3	1
793	от индивидуального	1	1
794	их с	1	1
795	и так	1	1
796	значение все	1	1
797	в последнем	2	1
798	языка то	2	1
799	выходят за	1	1
800	процессы в	1	1
801	звук как	1	1
802	прямо к	1	1
803	с внешней	1	1
804	ее в	2	1
805	то оно	2	1
806	языка является	1	1
807	этой точки	2	1
808	не укладывается	1	1
809	гораздо более	3	1
