N	2gram	Vinokur_Ku_3	OGranits
254	не совсем	1	1
255	в действительной	1	1
256	другом месте	1	1
257	собою и	1	1
258	внимание на	2	1
259	и являются	1	1
260	и что	7	1
261	что существуют	1	1
262	еще не	9	1
263	связи со	1	1
264	столь же	4	1
265	время в	3	1
266	пр на	1	1
267	в различных	2	1
268	тем как	1	1
269	в конечном	1	1
270	то мы	3	1
271	к нему	1	1
272	на самом	3	1
273	но не	3	1
274	или иные	1	1
275	то он	3	1
276	что язык	1	1
277	отношение к	3	1
278	отметить что	3	1
279	тут же	1	1
280	нет и	1	1
281	или иное	2	1
282	значение имеет	1	1
283	этим требованиям	1	1
284	язык есть	4	1
285	один и	2	1
286	языковых знаков	1	1
287	мы обязаны	1	1
288	в одной	1	1
289	статье о	1	1
290	языковой формы	1	1
291	в своем	4	1
292	то или	2	1
293	по своей	1	1
294	лишь часть	1	1
295	что касается	1	1
296	один из	4	1
297	которые и	3	1
298	моменты в	2	1
299	тех случаях	1	1
300	собой разумеется	1	1
301	у в	1	1
302	и как	2	1
303	одной из	1	1
304	этот вопрос	3	1
305	история литературы	1	1
306	что он	6	1
307	более или	2	1
308	поэтому вполне	1	1
309	роль играет	1	1
310	или иную	1	1
311	что слово	3	1
312	собою разумеется	1	1
313	не должна	1	1
314	лингвистической поэтике	1	1
315	который в	1	1
316	под ним	1	1
317	чуть ли	1	1
318	так в	2	1
319	о слове	5	1
320	в дальнейшем	2	1
321	само собой	1	1
322	и тот	2	1
323	конечно не	2	1
324	можно установить	1	1
325	не можем	1	1
326	к общей	1	1
327	поэтике не	1	1
328	если он	1	1
329	в нашей	4	1
330	как совершенно	1	1
331	общения с	1	1
332	и если	2	1
333	к слову	1	1
334	является не	1	1
335	что она	5	1
336	в статье	2	1
337	речь в	2	1
338	или даже	1	1
339	о системе	1	1
340	на эту	1	1
341	постановка вопроса	1	1
342	же объясняется	1	1
343	конечном счете	1	1
344	ту или	1	1
345	речи вообще	1	1
346	в понимании	1	1
347	а вовсе	1	1
348	никто не	1	1
349	состоит в	2	1
350	в виде	1	1
351	переходит от	1	1
352	ни была	1	1
353	сказал что	1	1
354	и один	1	1
355	одном случае	1	1
356	лингвистического мышления	1	1
357	и язык	1	1
358	что без	1	1
359	но что	1	1
360	только с	1	1
361	данное слово	1	1
362	каждый из	1	1
363	отличие от	2	1
364	на этом	2	1
365	лишь с	4	1
366	или иных	1	1
367	образом не	2	1
368	и вместе	1	1
369	не должно	1	1
370	это конечно	2	1
371	данной статьи	1	1
372	для того	12	1
373	литературы которая	1	1
374	ни о	1	1
375	в особенности	2	1
376	в чисто	1	1
377	к другому	2	1
378	должно составить	1	1
379	важности этого	1	1
380	особенности в	1	1
381	и здесь	2	1
382	поэтической структуры	1	1
383	его в	2	1
384	как к	2	1
385	те или	1	1
386	и лучше	1	1
387	искусства в	1	1
388	ко второму	1	1
389	говорить и	3	1
390	если только	1	1
391	и иных	1	1
392	которая как	1	1
393	лингвистического анализа	1	1
394	представляет собою	1	1
395	как же	3	1
396	заключается в	4	1
397	он все	1	1
398	смысл только	2	1
399	ведь в	1	1
400	лежит в	1	1
401	системы и	1	1
402	область грамматики	1	1
403	что мы	2	1
404	обратиться к	1	1
405	само собою	2	1
406	о которых	1	1
407	не было	4	1
408	о художественном	1	1
409	а на	1	1
410	которые не	1	1
411	все равно	1	1
412	далеко не	5	1
413	он действительно	1	1
414	и самый	2	1
415	самое слово	1	1
416	письменной речи	4	1
417	сдвиг в	1	1
418	не всегда	1	1
419	когда я	1	1
420	все время	1	1
421	и закрепленных	1	1
422	отнюдь не	3	1
423	понятие о	2	1
424	ставится в	1	1
425	должно быть	7	1
426	материала словесного	1	1
427	менее всего	1	1
428	такой же	2	1
429	если не	1	1
430	или менее	2	1
431	одно дело	1	1
432	но если	3	1
433	ведь только	1	1
434	эти слова	2	1
435	в такой	1	1
436	как это	7	1
437	языке но	1	1
438	представление о	1	1
439	о границах	1	1
440	в отличие	2	1
441	в которых	3	1
442	мысли и	2	1
443	бы что	1	1
444	она есть	2	1
445	к этому	1	1
446	составить предмет	1	1
447	тому как	2	1
448	и вот	3	1
449	вывод к	1	1
450	для данного	1	1
451	высказывания и	1	1
452	тем не	9	1
453	речи в	7	1
454	и более	3	1
455	в ряду	3	1
456	речи чтобы	1	1
457	и наоборот	1	1
458	в последнем	1	1
459	что говоря	1	1
460	быть не	2	1
461	зрения и	1	1
462	этого слова	4	1
463	что такое	4	1
464	же такое	1	1
465	только то	3	1
466	в контексте	1	1
467	тому что	4	1
468	быть и	1	1
469	в условиях	2	1
470	стиля не	1	1
471	но это	5	1
472	о значении	2	1
473	в начале	1	1
474	точно и	1	1
475	обратимся к	1	1
476	в то	3	1
477	как о	3	1
478	в какую-то	1	1
479	уже из	1	1
480	языка его	1	1
481	к новым	2	1
482	тех или	1	1
483	вопрос в	2	1
484	форме в	1	1
485	которых он	1	1
486	же есть	1	1
487	случаях когда	1	1
488	того чтобы	11	1
489	уже на	1	1
490	в самых	1	1
491	само по	1	1
492	вошедшие в	1	1
493	формы и	3	1
494	и становится	1	1
495	же остальные	1	1
496	этой системы	2	1
497	того как	7	1
498	в самой	1	1
499	именно с	1	1
500	то не	2	1
501	же время	1	1
502	лишь как	1	1
503	в основе	1	1
504	мыслей и	1	1
505	тем более	5	1
506	материале и	2	1
507	вообще в	1	1
508	от него	1	1
509	за исключением	1	1
510	правильно поставить	1	1
511	и целом	2	1
512	а лишь	3	1
513	это слово	1	1
514	только что	2	1
515	потому что	12	1
516	бы по	1	1
517	связи с	6	1
518	своей статье	2	1
519	что вообще	3	1
520	счете к	1	1
521	и стилистические	1	1
522	их по	1	1
523	понимания и	1	1
524	и несколько	1	1
525	ничего в	1	1
526	две формы	1	1
527	в лингвистической	1	1
528	не знает	2	1
529	языка в	6	1
530	сказать что	7	1
531	статьи не	1	1
532	в задачу	1	1
533	речи и	1	1
534	в поэтическом	1	1
535	он называет	1	1
536	работы и	1	1
537	равно как	2	1
538	понимается как	2	1
539	и именно	3	1
540	не входит	1	1
541	типа и	1	1
542	и часто	1	1
543	когда мы	3	1
544	языке и	1	1
545	на очень	2	1
546	ли не	1	1
547	только о	2	1
548	в совокупности	1	1
549	указать на	2	1
550	же самое	1	1
551	должны быть	1	1
552	всего в	1	1
553	с проблемой	1	1
554	вместе с	2	1
555	как для	1	1
556	только они	1	1
557	поэтики в	1	1
558	например в	1	1
559	в технике	1	1
560	по поводу	3	1
561	особенности и	1	1
562	как некая	1	1
563	этой точки	1	1
564	они не	3	1
