N	2gram	Potebnia_M_1	Formalny
268	на их	1	2
269	кого не	1	2
270	и что	10	2
271	как ее	1	2
272	в различных	1	2
273	все в	2	2
274	между тем	5	2
275	и всякая	1	2
276	что и	6	2
277	во всей	1	2
278	в другой	3	2
279	в лице	1	2
280	действительности не	1	2
281	ее к	1	2
282	только в	25	2
283	не имеющие	1	2
284	уже не	2	2
285	не можем	2	2
286	если мы	3	2
287	в душе	11	2
288	могло бы	3	2
289	в одном	8	2
290	иначе как	2	2
291	сами по	1	2
292	в современном	1	2
293	и должна	1	2
294	как художник	1	2
295	даже и	2	2
296	перейти к	2	2
297	вопрос об	3	2
298	сама по	3	2
299	чтобы убедиться	1	2
300	не на	1	2
301	самое понятие	1	2
302	была бы	2	2
303	но есть	1	2
304	под влиянием	2	2
305	особенностей и	1	2
306	все более	3	2
307	вместе с	8	2
308	ко всем	2	2
309	она есть	1	2
310	и развития	2	2
311	к которому	3	2
312	прежде чем	3	2
313	в результате	1	2
314	ни было	2	2
315	в своих	4	2
316	предполагает уже	1	2
317	они были	1	2
318	природы или	1	2
319	ко времени	1	2
320	что такое	1	2
321	влияния на	1	2
322	нас не	1	2
323	а между	3	1
324	этого в	2	1
325	например в	1	1
326	начинается с	1	1
327	п мы	1	1
328	связи между	2	1
329	и органической	1	1
330	он может	1	1
331	и есть	2	1
332	нам кажется	1	1
333	чего не	1	1
334	в первом	5	1
335	явления и	1	1
336	из его	1	1
337	воли а	2	1
338	высшей степени	1	1
339	едва ли	1	1
340	и этот	1	1
341	той же	3	1
342	и образования	1	1
343	не во	1	1
344	в основных	1	1
345	тело а	1	1
346	в самих	1	1
347	ему в	1	1
348	из ее	1	1
349	в каждой	1	1
350	проявляется в	2	1
351	искать для	1	1
352	языке в	2	1
353	говоря уже	1	1
354	в чем	1	1
355	тем как	3	1
356	что этого	1	1
357	сырым материалом	1	1
358	в данном	1	1
359	что язык	16	1
360	тогда как	2	1
361	связи и	1	1
362	о необходимости	1	1
363	вызывает в	1	1
364	общего с	1	1
365	быть выведены	2	1
366	бы при	1	1
367	тем он	1	1
368	этой стороны	1	1
369	что касается	1	1
370	перед нами	1	1
371	оторваться от	1	1
372	отношением к	1	1
373	хотя и	3	1
374	и понимания	9	1
375	нужна для	1	1
376	увидим что	4	1
377	этим языком	1	1
378	психологии и	1	1
379	то в	5	1
380	значения как	1	1
381	та же	1	1
382	на теории	1	1
383	из этих	4	1
384	сущности и	1	1
385	так в	1	1
386	может считаться	1	1
387	с их	1	1
388	нами в	1	1
389	к совершенному	1	1
390	связь всех	1	1
391	искусства то	1	1
392	всего должны	1	1
393	как он	1	1
394	на то	2	1
395	быть только	5	1
396	теории и	2	1
397	противном случае	3	1
398	как оно	1	1
399	не следует	5	1
400	тем не	6	1
401	соприкасается с	1	1
402	и общее	1	1
403	всем своем	1	1
404	выражения и	1	1
405	не определяет	1	1
406	к одному	2	1
407	понятий и	1	1
408	этот процесс	1	1
409	целом а	1	1
410	нашего времени	1	1
411	не исчерпывают	1	1
412	и условным	1	1
413	том и	2	1
414	и по	6	1
415	на этом	1	1
416	а значение	1	1
417	в нее	1	1
418	наука не	1	1
419	различных сочетаниях	1	1
420	мыслью но	1	1
421	заключается в	3	1
422	с единством	1	1
423	может стать	1	1
424	этом смысле	4	1
425	и основные	1	1
426	мы постараемся	2	1
427	должен был	1	1
428	и тем	3	1
429	смысл в	1	1
430	его форм	1	1
431	только одно	1	1
432	который сам	1	1
433	для них	2	1
434	истории языка	2	1
435	но уже	2	1
436	далеко не	1	1
437	себя свои	2	1
438	место и	1	1
439	новые формы	1	1
440	и уже	1	1
441	переходим к	2	1
442	не мог	3	1
443	что собственно	1	1
444	в этих	7	1
445	и другие	1	1
446	что если	3	1
447	внешним и	2	1
448	соприкосновение с	1	1
449	в такой	1	1
450	в котором	1	1
451	противоречия что	1	1
452	не произошло	1	1
453	не столько	1	1
454	восприятия при	1	1
455	почва для	1	1
456	бы мы	1	1
457	как одна	1	1
458	определяющая его	1	1
459	не понимает	1	1
460	такую же	1	1
461	времени не	1	1
462	но он	2	1
463	друг другу	3	1
464	и эти	1	1
465	есть еще	1	1
466	возможно только	5	1
467	языка то	4	1
468	для нее	2	1
469	тому что	3	1
470	этом не	1	1
471	собою почти	1	1
472	всех их	1	1
473	в отвлеченном	1	1
474	человека но	1	1
475	самого начала	3	1
476	этими двумя	1	1
477	эти формы	2	1
478	мышления и	1	1
479	не имеет	5	1
480	если в	1	1
481	и притом	4	1
482	душе и	2	1
483	к этим	1	1
484	быть отнесено	1	1
485	которого он	1	1
486	но вместе	2	1
487	на самый	1	1
488	но только	1	1
489	того чтобы	2	1
490	для всего	1	1
491	здесь может	1	1
492	и никакой	1	1
493	философской системы	1	1
494	его от	1	1
495	самой жизни	1	1
496	и без	3	1
497	в звуке	1	1
498	на себя	1	1
499	между нами	1	1
500	что самое	2	1
501	для мысли	2	1
502	этих последних	3	1
503	по своей	1	1
504	на природу	1	1
505	и чувства	1	1
506	не останется	1	1
507	жизни как	1	1
508	потому что	52	1
509	движения и	1	1
510	в сознании	3	1
511	на которой	1	1
512	уже и	1	1
513	этом отношении	1	1
514	что на	6	1
515	без исключения	1	1
516	может показаться	1	1
517	свое собственное	1	1
518	и искусство	1	1
519	которое как	1	1
520	уже о	1	1
521	все то	2	1
522	в духе	1	1
523	не могут	4	1
524	есть только	11	1
525	могут быть	9	1
526	из самого	3	1
527	не меньшее	1	1
528	лежит в	1	1
529	единства в	1	1
530	начале развития	1	1
531	по возможности	1	1
532	свое значение	1	1
533	для действительного	1	1
534	что при	5	1
535	ничего общего	2	1
536	касается до	1	1
537	и самое	2	1
538	и о	2	1
539	потому не	1	1
540	то она	2	1
541	людей в	1	1
542	только при	2	1
543	языка и	17	1
544	исторической жизни	1	1
545	с самого	3	1
546	роль в	1	1
547	дано в	1	1
548	слова а	1	1
549	если они	1	1
550	что у	1	1
551	в образе	1	1
552	в нескольких	1	1
553	в психологических	1	1
554	было в	1	1
555	с задачами	1	1
556	в последующих	1	1
557	здесь нет	1	1
558	мог бы	2	1
559	и всегда	2	1
560	не должны	1	1
561	чувственного восприятия	1	1
562	остается только	4	1
563	что дело	1	1
564	что от	1	1
565	только внешнее	1	1
566	все остальные	4	1
567	понятно что	1	1
568	в словах	3	1
569	из одного	3	1
570	и важности	1	1
571	смысле и	1	1
572	связанное с	2	1
573	воли и	1	1
574	развития а	1	1
575	этого языка	2	1
576	языка поэтому	1	1
577	в другом	1	1
578	и зависит	2	1
579	язык и	5	1
580	притом в	1	1
581	одного из	2	1
582	иное значение	1	1
583	самом зародыше	1	1
584	изучение его	1	1
585	самый процесс	2	1
586	связь между	2	1
587	от них	1	1
588	и во	3	1
589	должно было	1	1
590	воли совершенно	1	1
591	в языке	33	1
592	конечно может	1	1
593	вслед за	1	1
594	исторического развития	1	1
595	во внутренней	3	1
596	с а	2	1
597	для самого	1	1
598	существует как	1	1
599	содержания но	1	1
600	в каждую	2	1
601	воли в	1	1
602	из единства	1	1
603	мысли не	1	1
604	к нему	1	1
605	отражения в	1	1
606	от этой	1	1
607	мы видим	4	1
608	менее в	1	1
609	проникнуть в	1	1
610	связана со	1	1
611	только содержание	1	1
612	к нашему	1	1
613	в стороне	4	1
614	то эти	1	1
615	по мнению	3	1
616	между этими	1	1
617	выведены из	1	1
618	исследований но	1	1
619	сознанием и	1	1
620	с которыми	1	1
621	вследствие чего	1	1
622	так что	16	1
623	которые мы	5	1
624	из которого	3	1
625	для всех	5	1
626	к идее	1	1
627	себя в	1	1
628	слова в	2	1
629	в виде	1	1
630	чем с	1	1
631	в понятие	1	1
632	язык это	1	1
633	или даже	3	1
634	из них	1	1
635	произведения не	1	1
636	и понимание	3	1
637	предмет и	1	1
638	звука в	3	1
639	мир в	1	1
640	был бы	1	1
641	мы рассматривали	1	1
642	никто не	3	1
643	представить себе	3	1
644	период развития	1	1
645	отличен от	1	1
646	от тех	1	1
647	с этими	1	1
648	так как	21	1
649	как его	1	1
650	но что	1	1
651	у него	1	1
652	не выходя	1	1
653	явлений в	2	1
654	к общим	1	1
655	существует независимо	1	1
656	не были	2	1
657	дальнейшей жизни	1	1
658	не один	1	1
659	но ни	1	1
660	то роль	1	1
661	что они	1	1
662	движения в	1	1
663	что не	10	1
664	нельзя в	1	1
665	что для	3	1
666	его из	1	1
667	а на	1	1
668	зависит от	5	1
669	возвращаясь к	1	1
670	то по	1	1
671	в слове	8	1
672	его собственной	1	1
673	о предмете	3	1
674	для человека	2	1
675	там где	4	1
676	слово а	2	1
677	системы как	2	1
678	взглядов на	1	1
679	несмотря на	5	1
680	законов и	1	1
681	нее как	1	1
682	его на	2	1
683	жизни а	1	1
684	сведены к	1	1
685	приводит в	1	1
686	внутренней природы	1	1
687	другу и	1	1
688	по поводу	3	1
689	они могли	1	1
690	с такой	1	1
691	что же	2	1
692	даже с	2	1
693	эти последние	1	1
694	как средство	1	1
695	что как	3	1
696	ней не	1	1
697	значит что	1	1
698	это значит	1	1
699	самостоятельности и	2	1
700	тех пор	1	1
701	организма в	1	1
702	же всего	1	1
703	явления а	1	1
704	как предмет	2	1
705	между прочим	2	1
706	воли так	1	1
707	в смысле	4	1
708	в противном	3	1
709	находится во	2	1
710	при всем	1	1
711	в более	4	1
712	и для	5	1
713	слова но	2	1
714	законы развития	1	1
715	что делает	1	1
716	не подлежит	1	1
717	условных знаков	2	1
718	или в	2	1
719	что оно	2	1
720	сознания и	1	1
721	том что	16	1
722	к одной	3	1
723	ее и	1	1
724	для нас	9	1
725	есть система	1	1
726	из себя	5	1
727	еще более	2	1
728	тем более	2	1
729	не будучи	1	1
730	не должен	1	1
731	с понятием	2	1
732	пришлось бы	1	1
733	в г	2	1
734	только что	2	1
735	или совершенно	1	1
736	и необходимо	1	1
737	к делу	1	1
738	всех тех	1	1
739	в какие	2	1
740	не говоря	1	1
741	с необходимостью	1	1
742	сказать что	3	1
743	другой стороны	5	1
744	совершенно не	1	1
745	в последнем	1	1
746	из этого	2	1
747	самом начале	1	1
748	время не	1	1
749	себе не	1	1
750	всем этом	1	1
751	и требуют	1	1
752	к этому	1	1
753	этой цели	2	1
754	этой точки	1	1
755	событий в	1	1
