N	2gram	Bakhtin_Pr_3	OGranits
204	принимая его	1	1
205	на первом	1	1
206	и о	1	1
207	но у	1	1
208	вопрос о	2	1
209	стиля в	3	1
210	для этого	3	1
211	из одного	1	1
212	по себе	3	1
213	выходит за	2	1
214	но может	1	1
215	неподвижной и	1	1
216	его за	3	1
217	на себя	1	1
218	с ее	3	1
219	сводится к	3	1
220	его действительного	1	1
221	событий и	1	1
222	но даже	1	1
223	то это	1	1
224	приближается к	1	1
225	не совсем	1	1
226	в мире	4	1
227	и он	2	1
228	в каждой	1	1
229	всем протяжении	1	1
230	слово не	2	1
231	собою и	4	1
232	внимание на	1	1
233	на последней	1	1
234	и являются	1	1
235	и что	5	1
236	еще не	4	1
237	нам представляется	1	1
238	столь же	2	1
239	не могу	3	1
240	тем как	1	1
241	к нему	14	1
242	на самом	11	1
243	совсем не	3	1
244	но не	4	1
245	то он	1	1
246	вся эта	1	1
247	благодаря которому	1	1
248	переходит в	2	1
249	мысль что	2	1
250	эта особенность	2	1
251	него все	1	1
252	мы дали	1	1
253	может и	1	1
254	отношение к	6	1
255	отметить что	1	1
256	тут же	1	1
257	и место	1	1
258	нет и	3	1
259	в другой	2	1
260	и речи	1	1
261	на то	1	1
262	даже для	1	1
263	один и	1	1
264	в одной	3	1
265	не зная	1	1
266	в своем	2	1
267	своей полноте	1	1
268	по своей	1	1
269	что касается	1	1
270	один из	2	1
271	и как	3	1
272	всего не	1	1
273	его к	3	1
274	одной из	1	1
275	что он	23	1
276	другим но	1	1
277	являются проявлением	1	1
278	его конечно	1	1
279	что слово	1	1
280	чем его	1	1
281	в значительной	1	1
282	что едва	1	1
283	в предшествующей	1	1
284	иной характер	2	1
285	со всеми	2	1
286	является лишь	1	1
287	так в	2	1
288	противостоит не	1	1
289	в этой	1	1
290	стиле как	1	1
291	для всех	1	1
292	с их	1	1
293	о слове	1	1
294	слушателя и	1	1
295	в дальнейшем	1	1
296	и тот	1	1
297	конечно не	2	1
298	на всем	1	1
299	и у	5	1
300	нему те	1	1
301	жизнь как	1	1
302	только на	4	1
303	остановиться в	1	1
304	себя эта	1	1
305	себя и	8	1
306	вследствие этого	2	1
307	общения с	1	1
308	и если	2	1
309	этот момент	1	1
310	точно не	1	1
311	к слову	2	1
312	в статье	1	1
313	наш анализ	1	1
314	этого процесса	1	1
315	и других	1	1
316	о стиле	1	1
317	раз навсегда	1	1
318	его и	3	1
319	превращаются в	1	1
320	это стиль	1	1
321	а вовсе	2	1
322	никто не	1	1
323	в узком	1	1
324	в виде	4	1
325	внутренней речи	4	1
326	говорил не	1	1
327	в конце	5	1
328	виноградова в	1	1
329	высказываниях героев	1	1
330	но что	1	1
331	только с	3	1
332	из него	1	1
333	каждый из	2	1
334	подобно тому	2	1
335	отличие от	2	1
336	на этом	4	1
337	его можно	1	1
338	лишь с	1	1
339	входящих в	1	1
340	и вместе	1	1
341	ее на	1	1
342	это конечно	1	1
343	даже и	4	1
344	для того	1	1
345	эпохи не	1	1
346	предмету но	1	1
347	ни о	1	1
348	же не	2	1
349	на всю	2	1
350	косвенной речи	1	1
351	в особенности	1	1
352	что такой	1	1
353	к другому	20	1
354	бы быть	1	1
355	на все	1	1
356	мы это	1	1
357	его в	4	1
358	как к	4	1
359	главное и	1	1
360	ко второму	1	1
361	к которому	2	1
362	и дает	1	1
363	пределы настоящей	1	1
364	я находил	1	1
365	он все	3	1
366	лежит в	2	1
367	ним мы	1	1
368	он жалуется	1	1
369	слово но	1	1
370	только одно	1	1
371	обратиться к	1	1
372	стилистических явлений	2	1
373	этом мы	1	1
374	само собою	1	1
375	не было	2	1
376	она и	1	1
377	все равно	4	1
378	далеко не	3	1
379	у других	1	1
380	понята и	1	1
381	и голос	4	1
382	которой он	2	1
383	переходим к	4	1
384	он и	5	1
385	когда я	5	1
386	и вне	1	1
387	фигурирует в	1	1
388	же точно	1	1
389	все время	5	1
390	отнюдь не	2	1
391	с миром	3	1
392	устойчивое и	1	1
393	выйти за	1	1
394	должно быть	3	1
395	этого произведения	1	1
396	него не	1	1
397	менее всего	1	1
398	они-то и	1	1
399	такой же	3	1
400	петербургской поэмы	1	1
401	если не	3	1
402	но при	1	1
403	которую он	1	1
404	вступает в	2	1
405	может лишь	1	1
406	на который	2	1
407	себе в	1	1
408	эти слова	3	1
409	этого необходимо	2	1
410	как все	1	1
411	ко всем	1	1
412	но там	1	1
413	в такой	3	1
414	его может	1	1
415	стилистического анализа	1	1
416	или нет?	1	1
417	и столь	1	1
418	в отличие	2	1
419	в которых	2	1
420	в столь	1	1
421	это произведение	1	1
422	и создавать	1	1
423	она есть	1	1
424	здесь он	1	1
425	что имеет	1	1
426	мы закончим	1	1
427	нашу задачу	1	1
428	может овладеть	1	1
429	должно было	1	1
430	правда он	2	1
431	тому как	2	1
432	и вот	5	1
433	и там	1	1
434	эта совокупность	1	1
435	вне этой	2	1
436	тем не	2	1
437	говорит как	1	1
438	как средство	1	1
439	речи в	2	1
440	и более	1	1
441	их в	3	1
442	очень трудно	1	1
443	в последнем	2	1
444	быть не	1	1
445	этого слова	7	1
446	что такое	2	1
447	же такое	1	1
448	тому что	2	1
449	него прежде	2	1
450	быть и	2	1
451	призыв к	1	1
452	до конца	3	1
453	но это	4	1
454	в начале	4	1
455	точно и	1	1
456	почти никогда	1	1
457	в то	12	1
458	мысли в	1	1
459	к другим	2	1
460	одна из	1	1
461	которых он	2	1
462	же есть	1	1
463	случаях когда	1	1
464	ними и	1	1
465	того чтобы	1	1
466	в разных	1	1
467	и становится	1	1
468	или в	1	1
469	на одном	2	1
470	найти в	1	1
471	узком смысле	1	1
472	определяя стиль	1	1
473	такое стиль	1	1
474	именно с	1	1
475	же время	12	1
476	лишь как	1	1
477	или как	2	1
478	в основе	1	1
479	мыслей и	2	1
480	от него	6	1
481	за исключением	1	1
482	это слово	5	1
483	только что	3	1
484	не объективно	1	1
485	потому что	12	1
486	поэмы двойник	1	1
487	связи с	1	1
488	же слова	2	1
489	можно подойти	1	1
490	своей статье	1	1
491	до того	1	1
492	этом отношении	1	1
493	об этом	1	1
494	и несколько	1	1
495	не знает	6	1
496	сказать что	2	1
497	среди них	1	1
498	стиль и	4	1
499	мы здесь	1	1
500	слова есть	1	1
501	и именно	1	1
502	не входит	2	1
503	и часто	1	1
504	когда мы	1	1
505	про себя	3	1
506	с его	6	1
507	всего в	1	1
508	вместе с	4	1
509	этого и	2	1
510	как для	2	1
511	этому не	1	1
512	к речи	1	1
513	например в	2	1
514	стиля но	1	1
515	им и	3	1
