N	2gram	Losev_Prob_3	DiskursI
226	что же	8	2
227	событие является	1	2
228	в особом	1	2
229	в начале	2	2
230	к другим	1	2
231	рассматривать как	2	2
232	или в	4	2
233	о котором	1	2
234	своей собственной	2	2
235	особого рода	1	2
236	и все	3	2
237	будто бы	3	2
238	указывает на	7	2
239	хотя в	1	2
240	одновременно и	1	2
241	что даже	4	2
242	героя в	2	2
243	это в	2	2
244	они не	1	2
245	к этому	1	2
246	термина в	1	1
247	речь идет	1	1
248	таком случае	4	1
249	не остается	1	1
250	сам по	6	1
251	и то	14	1
252	самом деле	3	1
253	на самом	7	1
254	это и	7	1
255	идет о	1	1
256	чего не	1	1
257	не хочет	1	1
258	и до	2	1
259	и формулировать	1	1
260	и за	2	1
261	жизни для	1	1
262	той же	1	1
263	однако для	2	1
264	и само	1	1
265	что далеко	1	1
266	только благодаря	2	1
267	говорить о	3	1
268	но уже	3	1
269	из того	3	1
270	которое не	1	1
271	мы и	2	1
272	стихотворение в	1	1
273	себе а	3	1
274	он сам	4	1
275	может функционировать	1	1
276	я на	1	1
277	а смысл	1	1
278	это принцип	1	1
279	истории в	1	1
280	которой нет	1	1
281	как целое	1	1
282	не требует	1	1
283	а только	5	1
284	не то	2	1
285	только потому	2	1
286	и всякий	1	1
287	себе и	1	1
288	тут же	4	1
289	мы называем	1	1
290	отличаются от	1	1
291	что они	5	1
292	что хотя	1	1
293	трагедию и	1	1
294	независимо от	1	1
295	его на	1	1
296	данного типа	1	1
297	с их	2	1
298	и нет	2	1
299	там же	1	1
300	просто как	2	1
301	тех случаях	1	1
302	реальной действительности	1	1
303	это тоже	2	1
304	и художественного	1	1
305	тем же	2	1
306	следующим образом	1	1
307	или иную	1	1
308	в которой	2	1
309	бы и	1	1
310	что это	3	1
311	образом и	2	1
312	не был	2	1
313	он в	2	1
314	в нашем	5	1
315	из этих	1	1
316	действительности а	1	1
317	учение о	1	1
318	рассказ о	1	1
319	для возникновения	1	1
320	значение так	1	1
321	сознания с	1	1
322	но его	1	1
323	говорит не	1	1
324	на то	3	1
325	быть только	1	1
326	что она	1	1
327	развития человеческого	1	1
328	в определенном	1	1
329	время и	2	1
330	он не	8	1
331	с ней	5	1
332	произведении как	1	1
333	всех этих	2	1
334	в первую	3	1
335	в понимании	1	1
336	категорий в	1	1
337	к одному	1	1
338	не к	1	1
339	собой не	1	1
340	в понятии	2	1
341	новое и	1	1
342	содержит в	3	1
343	i в	1	1
344	нашего времени	1	1
345	можно даже	1	1
346	что ни	1	1
347	может существовать	1	1
348	или иных	4	1
349	одно и	3	1
350	и заключается	1	1
351	но все	3	1
352	которые уже	2	1
353	мы его	1	1
354	не за	1	1
355	то чтобы	1	1
356	и может	2	1
357	значение в	3	1
358	слова или	1	1
359	для своей	1	1
360	при помощи	8	1
361	к художественной	1	1
362	и других	1	1
363	первую очередь	3	1
364	с другими	3	1
365	что эту	1	1
366	может стать	1	1
367	то все	1	1
368	своей основе	1	1
369	в жизни	1	1
370	для них	2	1
371	о которых	3	1
372	их как	1	1
373	с этой	3	1
374	с тем	5	1
375	в слове	2	1
376	со своими	1	1
377	которой он	1	1
378	более не	1	1
379	мы видели	2	1
380	текста может	1	1
381	строгом смысле	1	1
382	мы не	7	1
383	определенного рода	5	1
384	слова и	3	1
385	потому и	1	1
386	автора и	1	1
387	только тем	1	1
388	вполне самостоятельная	1	1
389	в этих	2	1
390	во время	1	1
391	и при	2	1
392	она сама	1	1
393	категории в	1	1
394	что такое	3	1
395	а как	2	1
396	это делает	1	1
397	с точки	2	1
398	не столько	2	1
399	цели и	1	1
400	от его	2	1
401	коммуникативной функции	1	1
402	результате этого	1	1
403	вплоть до	1	1
404	поэтому в	1	1
405	не рассматривается	1	1
406	не привносит	1	1
407	жизни можно	1	1
408	тем не	10	1
409	и эти	1	1
410	и более	2	1
411	том и	1	1
412	не должно	1	1
413	необходимо чтобы	1	1
414	вместе со	1	1
415	и вся	1	1
416	раз и	4	1
417	если и	1	1
418	чистом виде	2	1
419	до конца	1	1
420	тем самым	5	1
421	даже не	2	1
422	и художественной	2	1
423	что превращает	1	1
424	то чего	2	1
425	не имеет	9	1
426	дело в	4	1
427	и притом	4	1
428	мы все	1	1
429	образом в	1	1
430	и слишком	2	1
431	о них	1	1
432	но только	6	1
433	но исключительно	1	1
434	не вполне	1	1
435	для всех	1	1
436	при наличии	1	1
437	решая свои	1	1
438	не все	1	1
439	действительно в	1	1
440	и является	4	1
441	во всем	1	1
442	это слово	1	1
443	о чем-то	4	1
444	на него	1	1
445	целом и	1	1
446	как будто	3	1
447	что на	1	1
448	в каком	4	1
449	выхожу один	1	1
450	обнаруживает себя	1	1
451	такие же	1	1
452	художественной литературы	1	1
453	ни о	3	1
454	не могут	1	1
455	когда мы	15	1
456	один я	1	1
457	во все	1	1
458	и вполне	5	1
459	но также	2	1
460	анализа в	1	1
461	как некое	1	1
462	одним и	1	1
463	если же	3	1
464	и это	9	1
465	ни даже	1	1
466	значения и	1	1
467	чем не	3	1
468	на нем	1	1
469	и сами	2	1
470	здесь не	8	1
471	в буквальном	2	1
472	анна каренина	1	1
473	и от	9	1
474	что всякая	1	1
475	извлеченная из	2	1
476	только то	2	1
477	вполне определенное	1	1
478	и сам	5	1
479	произведение искусства	1	1
480	начиная от	1	1
481	он говорит	1	1
482	особенно в	1	1
483	а тип	1	1
484	мог бы	1	1
485	том как	2	1
486	не исчерпывается	1	1
487	если бы	3	1
488	истории литературы	1	1
489	о ней	2	1
490	от басни	1	1
491	быть в	2	1
492	моделью для	3	1
493	типа но	1	1
494	себя не	2	1
495	к одной	2	1
496	все прочие	1	1
497	свое произведение	2	1
498	нас в	4	1
499	в евгении	1	1
500	том или	3	1
501	а потому	1	1
502	отметить что	1	1
503	этом как	1	1
504	в саду	1	1
505	в теории	1	1
506	еще только	1	1
507	система не	1	1
508	что здесь	5	1
509	форме то	1	1
510	которых она	1	1
511	и личной	1	1
512	целое в	1	1
513	известного рода	1	1
514	вступление в	1	1
515	и действительно	1	1
516	и весьма	1	1
517	не имеющих	1	1
518	которое мы	5	1
519	и кончая	1	1
520	он уже	1	1
521	по мнению	2	1
522	всех его	1	1
523	имеет своим	2	1
524	только при	4	1
525	со всеми	1	1
526	не имеют	4	1
527	поскольку мы	1	1
528	значений на	1	1
529	удовольствия но	1	1
530	только на	5	1
531	вернуться к	2	1
532	в нашей	2	1
533	то и	5	1
534	в виде	6	1
535	за счет	2	1
536	в известном	2	1
537	но для	1	1
538	к своим	1	1
539	ту или	1	1
540	от понятия	1	1
541	всяком случае	6	1
542	в известной	2	1
543	которая может	1	1
544	представлений о	1	1
545	в конце	5	1
546	друг друга	2	1
547	мы можем	6	1
548	как раз	8	1
549	или ином	2	1
550	не обладает	1	1
551	момент в	1	1
552	представление о	1	1
553	но эти	1	1
554	не связано	1	1
555	до сих	2	1
556	а именно	8	1
557	а всякая	1	1
558	с той	5	1
559	было бы	8	1
560	представляет собою	1	1
561	свои особые	1	1
562	еще и	7	1
563	же о	1	1
564	или о	1	1
565	себя и	1	1
566	только по	1	1
567	всех прочих	1	1
568	от этого	1	1
569	происходит только	1	1
570	стремится к	1	1
571	ничем не	2	1
572	не на	1	1
573	было сказано	1	1
574	речи это	1	1
575	его предмета	1	1
576	на который	1	1
577	этом случае	5	1
578	в одно	1	1
579	несмотря на	1	1
580	в связи	7	1
581	но оно	3	1
582	сама является	1	1
583	исходить из	1	1
584	к чистой	1	1
585	вместе с	2	1
586	как это	2	1
587	некоторые из	1	1
588	и будут	1	1
589	требует от	1	1
590	что вся	2	1
591	самое можно	1	1
592	в той	3	1
593	однако эти	1	1
594	что всякое	1	1
595	когда она	2	1
596	да и	5	1
597	и тоже	3	1
598	евгении онегине	1	1
599	понимать как	3	1
600	этого слова	5	1
601	в чистом	3	1
602	только о	3	1
603	в контексте	2	1
604	однако он	1	1
605	на дорогу	1	1
606	быть и	3	1
607	сих пор	2	1
608	как предмет	1	1
609	о его	2	1
610	в чем	4	1
611	и собственно	1	1
612	тому или	1	1
613	без которой	1	1
614	тех или	5	1
615	это уже	3	1
616	и часто	1	1
617	случаях когда	1	1
618	указать на	1	1
619	при таком	2	1
620	не существует	1	1
621	или иному	1	1
622	его контекста	1	1
623	понятно что	1	1
624	в результате	2	1
625	вопрос о	1	1
626	другое дело	2	1
627	это как	1	1
628	а к	2	1
629	поэзии в	1	1
630	себя самого	1	1
631	у них	2	1
632	от того	2	1
633	тем более	3	1
634	мы должны	7	1
635	но это	8	1
636	она же	1	1
637	исключительно в	1	1
638	или не	1	1
639	в мифе	3	1
640	не являются	2	1
641	здесь только	7	1
642	нами не	1	1
643	как нечто	9	1
644	на более	1	1
645	их с	1	1
646	или иного	3	1
647	имеют дело	1	1
648	и состоит	2	1
649	этот термин	1	1
650	и другие	3	1
651	именно здесь	2	1
652	цель его	1	1
653	здесь ни	2	1
654	в таком	5	1
