N	2gram	Vinokur_Ku_3	Vladivir
593	бы по	1	1
594	на эту	1	1
595	общий тон	1	1
596	о значении	2	1
597	приступить к	1	1
598	как именно	1	1
599	с помощью	6	1
600	чтобы научиться	2	1
601	нет никаких	1	1
602	входить в	1	1
603	внутреннюю связь	1	1
604	так же	2	1
605	в одной	1	1
606	и иной	2	1
607	так мы	1	1
608	вся семья	1	1
609	из которых	1	1
610	в данном	7	1
611	который мы	1	1
612	она есть	2	1
613	к великому	1	1
614	смысле этого	2	1
615	знаю кто	1	1
616	сталкиваемся на	1	1
617	я хочу	3	1
618	например такие	1	1
619	и более	3	1
620	быть не	2	1
621	указанием на	1	1
622	вот с	1	1
623	этого слова	4	1
624	с этой	3	1
625	что здесь	1	1
626	этих отношений	1	1
627	нам приходится	1	1
628	всегда будут	1	1
629	не любил	1	1
630	и того	2	1
631	с большой	1	1
632	мы сталкиваемся	1	1
633	и часто	1	1
634	уже на	1	1
635	она знает	1	1
636	об отношении	1	1
637	котором он	1	1
638	которая в	1	1
639	это уже	3	1
640	уже совсем	1	1
641	у них	1	1
642	на новом	1	1
643	у которого	1	1
644	он понимает	1	1
645	я в	3	1
646	г и	1	1
647	но вот	1	1
648	не есть	3	1
649	речи о	1	1
650	нами не	1	1
651	до тех	4	1
652	но если	3	1
653	в моем	1	1
654	между ними	1	1
655	не говоря	2	1
656	как поэзия	1	1
657	то здесь	2	1
658	по одному	1	1
659	одновременно и	1	1
660	для большинства	2	1
661	несколько времени	1	1
662	существу то	1	1
663	уже есть	1	1
664	и другие	1	1
665	которые в	4	1
666	именно здесь	1	1
667	и эта	1	1
668	в таком	4	1
