N	2gram	Losev_Dial_1	EvropaiE
199	в развитии	1	2
200	такой же	2	2
201	в этих	5	2
202	и сейчас	2	2
203	в котором	4	2
204	представление о	1	2
205	не к	1	2
206	и более	4	2
207	можем сказать	2	2
208	при условии	3	2
209	она не	6	2
210	на язык	1	2
211	по своей	1	2
212	как будто	1	2
213	не могут	1	2
214	могут быть	3	2
215	всего в	1	2
216	но также	1	2
217	имеет место	1	2
218	утверждать что	3	2
219	но по	1	2
220	от друга	1	2
221	как не	2	2
222	культуры и	1	2
223	мог бы	2	2
224	по сравнению	2	2
225	если бы	12	2
226	и та	3	2
227	и что	12	2
228	кажется что	1	2
229	к нему	8	2
230	в его	3	2
231	и можно	1	2
232	мы должны	5	2
233	эти последние	2	2
234	для каких	1	2
235	но с	3	2
236	его собственная	1	2
237	в какой	1	2
238	есть в	1	2
239	не можем	1	2
240	море и	1	2
241	если в	3	2
242	при помощи	1	2
243	и других	1	2
244	бы совершенно	1	2
245	заметить что	2	2
246	во власти	1	2
247	а именно	1	2
248	будет ли	1	2
249	как же	5	2
250	а не	14	2
251	и тут	3	2
252	что все	1	2
253	вместе с	1	2
254	или по	2	2
255	сравнению с	2	2
256	не дают	1	2
257	наряду с	1	2
258	что же	3	2
259	ко всему	2	2
260	для понимания	1	2
261	или хотя	2	2
262	происходит в	1	2
263	то не	2	2
264	и все	3	2
265	бы в	3	2
266	и всецело	1	2
267	еще более	3	2
268	стороны в	2	2
269	и наконец	1	2
270	исключительно в	1	2
271	мы видим	4	2
272	а в	5	2
273	не есть	40	2
274	между ними	1	2
275	другой стороны	4	2
276	жизни и	3	2
277	и эта	2	2
278	как известно	1	1
279	и т	21	1
280	например в	1	1
281	и это	2	1
282	перед лицом	1	1
283	и до	1	1
284	речь идет	1	1
285	являющаяся в	1	1
286	и утверждается	1	1
287	которая при	1	1
288	той же	1	1
289	или наоборот	2	1
290	что между	1	1
291	это что	2	1
292	по самой	1	1
293	чтобы не	2	1
294	особенно интересно	1	1
295	почти все	2	1
296	есть нечто	10	1
297	время как	2	1
298	говорить о	5	1
299	мы получаем	2	1
300	то это	4	1
301	черное и	1	1
302	когда мы	1	1
303	науки с	1	1
304	быть в	2	1
305	качестве примера	2	1
306	которых нет	1	1
307	возможности и	1	1
308	конечно это	1	1
309	бы она	1	1
310	то мы	2	1
311	самих себя	1	1
312	ибо то	1	1
313	мы будем	1	1
314	для всякого	2	1
315	и земли	1	1
316	в оценке	1	1
317	можно представить	1	1
318	относится к	2	1
319	при известных	1	1
320	дает нам	1	1
321	что нет	1	1
322	все же	5	1
323	кроме того	1	1
324	в полном	1	1
325	могли бы	1	1
326	что по	1	1
327	говорит об	1	1
328	его к	1	1
329	более или	3	1
330	с максимально	1	1
331	та же	3	1
332	как то	1	1
333	это есть	9	1
334	самой природе	1	1
335	которые в	1	1
336	за их	1	1
337	с их	1	1
338	один и	1	1
339	но его	1	1
340	в общий	1	1
341	тому же	2	1
342	самое бытие	1	1
343	к выводу	1	1
344	из указанных	1	1
345	при этом	1	1
346	т д	19	1
347	не значит	3	1
348	эта последняя	1	1
349	и когда	1	1
350	не как	2	1
351	в корне	2	1
352	в новой	1	1
353	то как	3	1
354	на земле	2	1
355	на этом	2	1
356	как более	2	1
357	находим у	1	1
358	или иных	1	1
359	но все	3	1
360	бы они	1	1
361	бы дать	1	1
362	в нем	16	1
363	к любой	1	1
364	же касается	1	1
365	полной мере	1	1
366	мире как	1	1
367	мы сказали	1	1
368	весь мир	1	1
369	толковать как	1	1
370	в жизни	1	1
371	о которых	2	1
372	еще примеров	1	1
373	она и	1	1
374	всегда и	3	1
375	жизни но	1	1
376	наука в	1	1
377	потому и	1	1
378	как таковой	4	1
379	есть некоторая	1	1
380	или менее	3	1
381	есть такая	1	1
382	и культуры	1	1
383	именно и	1	1
384	в такой	1	1
385	большей степени	1	1
386	от себя	1	1
387	свое существование	1	1
388	этого содержания	1	1
389	об их	1	1
390	друг другу	3	1
391	для этого	2	1
392	же может	2	1
393	для нее	2	1
394	тому что	3	1
395	если и	2	1
396	все эти	2	1
397	не менее	2	1
398	вплоть до	3	1
399	но они	2	1
400	понимать буквально	1	1
401	что эта	4	1
402	с теми	1	1
403	и другое	2	1
404	правда в	1	1
405	она никогда	1	1
406	было у	1	1
407	мы все	1	1
408	значит ли	2	1
409	можно судить	1	1
410	та или	3	1
411	это мы	4	1
412	много других	1	1
413	областей то	1	1
414	в разных	3	1
415	только и	4	1
416	таковой не	1	1
417	именно с	1	1
418	находятся в	1	1
419	или иная	3	1
420	они являются	1	1
421	на себе	3	1
422	во всем	2	1
423	мире и	1	1
424	и его	1	1
425	связи с	1	1
426	в сознании	3	1
427	в случаях	1	1
428	е не	1	1
429	считать что	3	1
430	так то	1	1
431	в основе	3	1
432	перед ними	1	1
433	которую не	2	1
434	мир в	1	1
435	относиться к	3	1
436	должны быть	1	1
437	но необходимо	1	1
438	более близкие	1	1
439	и явление	2	1
440	применить к	1	1
441	своего развития	1	1
442	и о	3	1
443	и науки	3	1
444	указывать на	1	1
445	имеет значение	1	1
446	язык и	1	1
447	то или	3	1
448	мысль о	1	1
449	то время	1	1
450	будет существовать	1	1
451	как с	2	1
452	котором мы	1	1
453	и сам	1	1
454	был бы	1	1
455	по природе	1	1
456	об этом	4	1
457	еще в	1	1
458	имеется в	1	1
459	быть может	4	1
460	и вообще	4	1
461	к другу	2	1
462	с ним	6	1
463	связанное с	1	1
464	силы и	1	1
465	тех кто	2	1
466	его жизни	1	1
467	или на	2	1
468	собою образ	1	1
469	любви к	1	1
470	власти этого	1	1
471	положения и	1	1
472	это может	2	1
473	и всякая	1	1
474	эти два	2	1
475	самые основные	1	1
476	и наука	1	1
477	в ту	1	1
478	и следовательно	2	1
479	различия между	1	1
480	друг к	2	1
481	значит что	14	1
482	быть и	4	1
483	но так	2	1
484	один из	3	1
485	борьбы за	1	1
486	с ними	2	1
487	всех этих	3	1
488	мы увидим	2	1
489	ли он	1	1
490	известных условиях	1	1
491	как нечто	1	1
492	что как	2	1
493	эта идея	1	1
494	или же	1	1
495	играет роль	1	1
496	больше чем	1	1
497	переходит в	1	1
498	конечно не	3	1
499	уже не	2	1
500	уже в	1	1
501	если мы	2	1
502	то и	2	1
503	борьбы с	1	1
504	только тогда	2	1
505	что не	7	1
506	есть непосредственная	1	1
507	от других	1	1
508	но совершенно	1	1
509	но от	1	1
510	два факта	1	1
511	с живыми	2	1
512	например к	1	1
513	тут есть	2	1
514	для него	2	1
515	и их	2	1
516	такая связь	1	1
517	представить себе	1	1
518	мы находим	7	1
519	исторического процесса	1	1
520	не о	4	1
521	от того	1	1
522	поскольку эта	1	1
523	вне ее	1	1
524	своем значении	1	1
525	или иное	3	1
526	и неизвестно	1	1
527	его ни	1	1
528	даже не	3	1
529	а на	1	1
530	также на	1	1
531	на примере	1	1
532	или иначе	1	1
533	время совершенно	1	1
534	эти две	1	1
535	что тот	1	1
536	в каких	1	1
537	с той	2	1
538	по большей	1	1
539	уверенным что	1	1
540	что для	3	1
541	каком смысле	1	1
542	не было	6	1
543	их можно	1	1
544	света и	3	1
545	что обе	1	1
546	нужно понимать	2	1
547	зависит от	1	1
548	если даже	1	1
549	с которым	1	1
550	вопрос можно	1	1
551	о реальном	1	1
552	мы хотим	1	1
553	реальности в	1	1
554	что мы	1	1
555	сложнее чем	1	1
556	становится ясным	1	1
557	если не	1	1
558	в связи	1	1
559	входить в	1	1
560	раз на	1	1
561	видели в	1	1
562	как одно	1	1
563	быть уверенным	1	1
564	пространства и	2	1
565	в европе	1	1
566	поэтому если	1	1
567	можно быть	1	1
568	тех и	1	1
569	этих случаях	1	1
570	е прежде	4	1
571	а если	1	1
572	она есть	5	1
573	последнем случае	1	1
574	есть только	5	1
575	только ее	1	1
576	религии и	3	1
577	реальность и	2	1
578	что схема	1	1
579	в состоянии	1	1
580	и философии	2	1
581	действительности как	1	1
582	должно быть	3	1
583	вспомним что	1	1
584	и где	2	1
585	тех или	3	1
586	с полной	1	1
587	указать на	1	1
588	при таком	1	1
589	она может	1	1
590	нельзя сказать	1	1
591	это можно	1	1
592	что оно	5	1
593	плоти и	1	1
594	о котором	1	1
595	возникает вопрос	1	1
596	находим в	2	1
597	но это	8	1
598	и другие	1	1
599	поскольку это	1	1
600	логическую и	1	1
601	всего мира	1	1
602	с ней	2	1
603	не быть	1	1
604	ни была	1	1
605	в последнем	1	1
606	с такой	1	1
607	оно не	1	1
608	что даже	2	1
609	как некая	2	1
610	сам в	1	1
611	есть то	1	1
612	будучи в	1	1
613	но сама	1	1
614	к этой	1	1
615	на ту	1	1
616	только одна	1	1
617	научное и	2	1
618	он на	2	1
619	понимать что	1	1
620	который не	1	1
621	все что	1	1
622	гораздо более	3	1
