N	2gram	Potebnia_M_3	NovoeSre
137	в смысле	4	2
138	в то	10	2
139	того чтобы	3	2
140	формы и	1	2
141	и от	4	2
142	а в	12	2
143	и начинается	1	2
144	когда мы	2	2
145	могут быть	3	2
146	не хотим	1	2
147	можно назвать	1	2
148	что образ	1	1
149	не имел	1	1
150	ни одно	1	1
151	для себя	3	1
152	он может	1	1
153	только потому	3	1
154	что само	1	1
155	не сознается	1	1
156	он требует	1	1
157	по преимуществу	1	1
158	и до	2	1
159	и мысли	1	1
160	то нужно	1	1
161	в образе	3	1
162	на нее	1	1
163	мы уже	2	1
164	не с	1	1
165	во многом	2	1
166	все свои	1	1
167	к тем	2	1
168	мир не	1	1
169	и трудно	1	1
170	и совсем	1	1
171	совершенно невозможно	1	1
172	с ним	6	1
173	нас и	1	1
174	можно сказать	3	1
175	говорить о	3	1
176	системы которая	1	1
177	оно есть	3	1
178	суждения не	2	1
179	и другая	1	1
180	мы всегда	1	1
181	как я	1	1
182	и человека	1	1
183	был уже	1	1
184	то это	6	1
185	под этим	1	1
186	в виду	1	1
187	жизни это	1	1
188	с большим	1	1
189	есть вместе	2	1
190	нужно будет	1	1
191	вопрос об	2	1
192	на них	1	1
193	теперь и	1	1
194	принадлежит уже	1	1
195	в какие	1	1
196	в чем	3	1
197	моей мысли	1	1
198	все в	2	1
199	не могут	5	1
200	он легко	1	1
201	в которую	1	1
202	к нему	3	1
203	создает себе	1	1
204	то он	2	1
205	вопросу о	1	1
206	себя все	1	1
207	по небу	1	1
208	в его	4	1
209	есть по	1	1
210	я думаю	2	1
211	при нем	1	1
212	но нет	1	1
213	себе и	1	1
214	отличие от	1	1
215	мне представляется	1	1
216	в своем	5	1
217	как например	1	1
218	на человека	2	1
219	стихии и	1	1
220	время когда	1	1
221	что он	6	1
222	только в	21	1
223	во всем	1	1
224	от этого	2	1
225	думаю и	1	1
226	и такое	3	1
227	в самом	8	1
228	к чему	1	1
229	то время	4	1
230	виду эту	1	1
231	из этих	9	1
232	тоже не	1	1
233	же и	3	1
234	человеке и	2	1
235	мира но	1	1
236	уже в	5	1
237	человек не	2	1
238	что вообще	2	1
239	из них	6	1
240	сами эти	1	1
241	для того	4	1
242	века не	1	1
243	и когда	1	1
244	к одному	5	1
245	своему строению	1	1
246	слова в	7	1
247	что единство	1	1
248	сами по	1	1
249	друг друга	3	1
250	мысли как	3	1
251	людей и	2	1
252	тем что	7	1
253	более сложной	1	1
254	заключает в	5	1
255	в нее	1	1
256	от того	8	1
257	и вместе	3	1
258	но все	2	1
259	от нее	2	1
260	лишь для	1	1
261	это значит	1	1
262	том случае	1	1
263	не были	2	1
264	них не	1	1
265	перестать быть	1	1
266	необходимой для	1	1
267	знает что	1	1
268	на ее	1	1
269	с другими	5	1
270	к природе	1	1
271	нельзя сказать	3	1
272	было бы	9	1
273	а это	1	1
274	и быть	1	1
275	труд и	1	1
276	себя и	4	1
277	что не	8	1
278	но оно	6	1
279	все слова	1	1
280	что будет	1	1
281	превращается в	1	1
282	преобладание над	1	1
283	в этой	2	1
284	не на	1	1
285	этого не	3	1
286	для сознания	4	1
287	не всегда	2	1
288	содержанию а	1	1
289	от мира	1	1
290	была уже	1	1
291	отказаться от	2	1
292	человеческой жизни	3	1
293	что мы	8	1
294	в эту	1	1
295	в этих	1	1
296	во время	2	1
297	имея в	1	1
298	но если	1	1
299	нашей мысли	4	1
300	и а	1	1
301	в такой	1	1
302	на это	4	1
303	резкие очертания	1	1
304	во времена	2	1
305	в котором	4	1
306	только для	1	1
307	возможны только	2	1
308	к самосознанию	1	1
309	не столько	2	1
310	нет ни	2	1
311	власть над	1	1
312	не должно	1	1
313	многое зависит	1	1
314	переходит от	1	1
315	жизни с	1	1
316	оно существует	1	1
317	есть результат	1	1
318	в силу	3	1
319	с миром	1	1
320	но он	1	1
321	о человеке	1	1
322	быть только	4	1
323	мы должны	4	1
324	и более	1	1
325	есть еще	3	1
326	их в	2	1
327	что этот	1	1
328	том смысле	3	1
329	быть не	2	1
330	по себе	16	1
331	сам этот	1	1
332	от своих	4	1
333	сих пор	3	1
334	так как	13	1
335	к такой	1	1
336	и развивается	1	1
337	природу и	1	1
338	истории но	1	1
339	к вопросу	1	1
340	в сущности	1	1
341	в более	1	1
342	до сих	3	1
343	в силах	1	1
344	того и	1	1
345	которая в	1	1
346	внутреннего единства	1	1
347	а к	3	1
348	всего что	1	1
349	или нет	1	1
350	которое можно	1	1
351	к ней	5	1
352	своей природе	1	1
353	есть такой	1	1
354	как того	1	1
355	и его	4	1
356	или не	1	1
357	есть уже	11	1
358	давно уже	1	1
359	смысле в	2	1
360	в области	2	1
361	в каком	5	1
362	ему не	2	1
363	в свою	3	1
364	и оно	3	1
365	но можно	1	1
366	того же	1	1
367	есть только	5	1
368	есть и	1	1
369	про себя	1	1
370	в которой	3	1
371	мысли но	1	1
372	эти слова	2	1
373	было быть	1	1
374	во всяком	1	1
375	случае если	1	1
376	я могу	1	1
377	с образованием	1	1
378	оно не	4	1
379	как на	5	1
380	все что	4	1
381	него как	1	1
