N	2gram	Vygotskiy__5	Russkaja
352	перед нами	1	1
353	кто не	1	1
354	когда он	2	1
355	с понятием	1	1
356	не являются	1	1
357	появляется у	1	1
358	этой цели	1	1
359	котором она	2	1
360	еще на	1	1
361	в которой	5	1
362	привести к	1	1
363	сущности и	1	1
364	что к	1	1
365	то и	2	1
366	только один	2	1
367	тому же	2	1
368	если он	2	1
369	но на	1	1
370	то этим	1	1
371	говоря только	1	1
372	вообще не	4	1
373	на его	2	1
374	что когда	1	1
375	не изменится	1	1
376	тем не	1	1
377	идет дальше	1	1
378	чем для	1	1
379	от которого	1	1
380	же это	1	1
381	к одному	2	1
382	этого вопроса	3	1
383	языком и	1	1
384	общей для	1	1
385	учение на	1	1
386	и заключается	1	1
387	поскольку она	1	1
388	но все	2	1
389	значительной степени	1	1
390	в одну	1	1
391	здесь мы	1	1
392	этим самым	1	1
393	этой внутренней	1	1
394	для всей	1	1
395	тем же	1	1
396	единое целое	1	1
397	об этом	1	1
398	близкие по	1	1
399	к другу	1	1
400	полной мере	1	1
401	или даже	1	1
402	всех областях	1	1
403	входит в	1	1
404	заключается в	5	1
405	те или	1	1
406	не умеет	3	1
407	может явиться	1	1
408	чтобы он	1	1
409	это не	4	1
410	сейчас в	1	1
411	которая как	2	1
412	другом не	1	1
413	за другой	1	1
414	самым он	1	1
415	в жизни	2	1
416	из нее	5	1
417	родной язык	3	1
418	этого слова	1	1
419	это положение	1	1
420	все равно	2	1
421	в общей	1	1
422	для опровержения	1	1
423	всегда и	1	1
424	для чего	1	1
425	как сказано	1	1
426	иначе говоря	1	1
427	такой же	4	1
428	и того	3	1
429	в царстве	1	1
430	одного и	3	1
431	на первый	1	1
432	что значит	3	1
433	выше что	1	1
434	что такая	1	1
435	в такой	5	1
436	в советской	1	1
437	бы привести	1	1
438	не столько	1	1
439	на свою	2	1
440	представление о	1	1
441	он принимает	1	1
442	собой не	1	1
443	для всякого	1	1
444	результате этого	1	1
445	и эти	2	1
446	возможно только	1	1
447	который мы	2	1
448	ним в	1	1
449	вовсе не	2	1
450	все три	1	1
451	же мы	2	1
452	они сами	1	1
453	и потребностей	1	1
454	не менее	3	1
455	принципом является	1	1
456	что эта	3	1
457	и другое	4	1
458	самого начала	5	1
459	в основе	8	1
460	он еще	2	1
461	образом в	2	1
462	идет в	3	1
463	иметь в	1	1
464	два вида	1	1
465	но только	2	1
466	это же	1	1
467	только не	3	1
468	эгоцентризме а	1	1
469	казалось бы	4	1
470	всего на	1	1
471	может встать	1	1
472	к ней	1	1
473	внутренней и	1	1
474	и сама	1	1
475	этом отношении	5	1
476	что на	1	1
477	или иных	1	1
478	применимо к	1	1
479	вот в	1	1
480	по нашему	1	1
481	стороны и	2	1
482	в духе	1	1
483	выход из	1	1
484	есть только	1	1
485	могут быть	4	1
486	чтобы сделать	2	1
487	как только	1	1
488	те кто	1	1
489	же самое	4	1
490	должны быть	2	1
491	виде как	1	1
492	этого однако	1	1
493	что при	1	1
494	в применении	1	1
495	два отдельных	1	1
496	и это	1	1
497	оно может	1	1
498	из всего	1	1
499	как мы	10	1
500	но по	1	1
501	с ее	1	1
502	свою очередь	3	1
503	но при	2	1
504	и многие	1	1
505	всего этого	1	1
506	в ее	1	1
507	только при	1	1
508	не могло	1	1
509	совершенно ясно	2	1
510	языка и	6	1
511	в собственном	1	1
512	мысль о	1	1
513	только то	1	1
514	в себя	3	1
515	с самого	5	1
516	самое себя	1	1
517	ряду с	1	1
518	до самого	1	1
519	что у	2	1
520	так и	7	1
521	те же	2	1
522	органа и	1	1
523	собой в	1	1
524	том виде	1	1
525	мог бы	1	1
526	остается только	1	1
527	по сравнению	5	1
528	мы в	1	1
529	что отдельные	1	1
530	в определенной	2	1
531	тем чем	1	1
532	иное как	1	1
533	прибегнуть к	1	1
534	движения и	1	1
535	первый и	2	1
536	другом месте	4	1
537	эта точка	2	1
538	язык и	2	1
539	никак не	3	1
540	данном частном	1	1
541	одного из	1	1
542	и ставит	1	1
543	и просто	1	1
544	можно сказать	5	1
545	в различных	2	1
546	с другой	4	1
547	к освобождению	1	1
548	а во	1	1
549	на отдельные	2	1
550	образом связаны	1	1
551	состоящая в	1	1
552	представления о	2	1
553	если эта	1	1
554	мы хотим	1	1
555	может иметь	2	1
556	происходит в	2	1
557	эти последние	1	1
558	по своей	3	1
559	один из	1	1
560	образом как	1	1
561	это делалось	1	1
562	поэтому для	1	1
563	обе эти	5	1
564	а если	1	1
565	с ними	1	1
566	на другие	1	1
567	не идет	1	1
568	может оказаться	1	1
569	узнаем что	1	1
570	если мы	7	1
571	вопроса о	3	1
572	или не	2	1
573	есть проблема	1	1
574	с ходом	2	1
575	а это	1	1
576	же у	1	1
577	а то	1	1
578	этой новой	1	1
579	и обратно	1	1
580	и других	1	1
581	за ним	1	1
582	он принадлежит	1	1
583	он имеет	3	1
584	мы знаем	3	1
585	несомненно в	1	1
586	это обстоятельство	1	1
587	к мысли	4	1
588	теснейшим образом	1	1
589	и их	4	1
590	в известной	3	1
591	если все	1	1
592	в прошлом	1	1
593	двух противоположных	1	1
594	мы рассмотрели	1	1
595	к ним	2	1
596	и будет	1	1
597	явствует что	1	1
598	ближайшим образом	1	1
599	само собой	1	1
600	но из	1	1
601	это будет	2	1
602	из двух	1	1
603	видно из	1	1
604	связан с	1	1
605	только та	1	1
606	нет если	1	1
607	тогда это	1	1
608	влияние на	1	1
609	может ли	2	1
610	главное и	2	1
611	связаны с	1	1
612	его себе	1	1
613	к которому	4	1
614	а совершается	2	1
615	собой разумеется	1	1
616	и прежде	1	1
617	как же	1	1
618	еще и	3	1
619	что не	1	1
620	а главное	1	1
621	для решения	1	1
622	представляется в	1	1
623	на этот	4	1
624	которых мы	1	1
625	этого взгляда	1	1
626	на которых	1	1
627	до конца	3	1
628	задачи а	1	1
629	не на	3	1
630	означало бы	1	1
631	с которым	1	1
632	в свете	4	1
633	понятие о	1	1
634	этот принцип	1	1
635	из области	2	1
636	в связи	1	1
637	если его	1	1
638	связь с	1	1
639	над обеими	1	1
640	в самой	1	1
641	как это	8	1
642	речь не	3	1
643	чем то	1	1
644	по своему	3	1
645	к признанию	1	1
646	которые являются	2	1
647	смысле этого	1	1
648	применении к	1	1
649	не удалось	1	1
650	когда же	1	1
651	эту мысль	2	1
652	в тот	2	1
653	из отдельных	1	1
654	в состоянии	4	1
655	или хотя	1	1
656	с этой	4	1
657	является для	2	1
658	этом вопросе	2	1
659	и таким	1	1
660	поэтому что	1	1
661	ничего кроме	1	1
662	числе и	1	1
663	к другим	1	1
664	тех или	1	1
665	не является	5	1
666	известной степени	1	1
667	на все	5	1
668	которых он	2	1
669	при таком	1	1
670	этому и	1	1
671	это как	1	1
672	которая в	2	1
673	своей собственной	1	1
674	следовательно во	1	1
675	в отдельных	1	1
676	бы в	4	1
677	тем более	4	1
678	случае и	1	1
679	и все	1	1
680	основанной на	1	1
681	этой общей	1	1
682	хотя в	1	1
683	от всякого	2	1
684	приходится признать	1	1
685	в свою	4	1
686	о сущности	1	1
687	с ней	1	1
688	была бы	1	1
689	к его	3	1
690	говорили выше	1	1
691	отношению к	12	1
692	начале этой	1	1
693	что ни	1	1
694	ни на	2	1
695	том числе	1	1
696	они не	3	1
