N	2gram	Potebnia_M_4	Stilisti
392	сравнения и	1	1
393	словами в	2	1
394	которую мы	1	1
395	до такой	5	1
396	оба эти	1	1
397	еще до	3	1
398	слов как	2	1
399	в сущности	2	1
400	говорить о	5	1
401	языка без	1	1
402	я не	2	1
403	орудия и	1	1
404	ему в	1	1
405	с нашими	1	1
406	хотя конечно	2	1
407	так а	1	1
408	себе что	1	1
409	того же	1	1
410	в каждой	1	1
411	теми рядами	1	1
412	ответа на	1	1
413	быть в	1	1
414	не был	1	1
415	в чем	1	1
416	но всякое	1	1
417	слов что	2	1
418	было говорить	2	1
419	самым мы	1	1
420	но как	1	1
421	самой природы	1	1
422	не то	5	1
423	значением и	1	1
424	в новом	1	1
425	иногда и	1	1
426	ведь мы	1	1
427	художника или	1	1
428	относится к	1	1
429	в собственном	1	1
430	там где	3	1
431	в истории	4	1
432	как говорит	1	1
433	более чем	3	1
434	в подобных	1	1
435	посмотреть на	1	1
436	если она	1	1
437	для создания	3	1
438	дает нам	1	1
439	скажем что	1	1
440	в своем	8	1
441	внутренняя жизнь	1	1
442	как нам	1	1
443	однако не	1	1
444	кроме того	3	1
445	образования новых	1	1
446	которые ложатся	1	1
447	и есть	3	1
448	и слова	2	1
449	из сознания	1	1
450	и каждое	1	1
451	говорящего не	2	1
452	и художественного	1	1
453	увидим что	1	1
454	что связь	1	1
455	его части	2	1
456	то в	3	1
457	ложатся в	1	1
458	с той	1	1
459	существует лишь	1	1
460	формы в	3	1
461	чем больше	2	1
462	он в	1	1
463	из этих	2	1
464	без должного	1	1
465	что так	2	1
466	бы немедленно	1	1
467	от действительности	1	1
468	себе возможность	2	1
469	думать что	4	1
470	еще один	1	1
471	и отношения	1	1
472	тем он	1	1
473	бы только	2	1
474	только один	1	1
475	имеем в	1	1
476	имеет для	5	1
477	в наших	2	1
478	и если	3	1
479	вообще не	1	1
480	только чтобы	1	1
481	с течением	2	1
482	действие и	1	1
483	своем развитии	2	1
484	тем не	4	1
485	время и	1	1
486	он ни	1	1
487	он не	2	1
488	данного слова	2	1
489	к одному	3	1
490	не как	2	1
491	в силу	7	1
492	довольно часто	1	1
493	нашего времени	3	1
494	но вместе	1	1
495	приходим к	1	1
496	что может	2	1
497	на этом	1	1
498	на то	7	1
499	что нельзя	1	1
500	как материалом	1	1
501	этим самым	1	1
502	было возможно	1	1
503	свойства с	2	1
504	в другом	1	1
505	в каком-нибудь	1	1
506	на все	1	1
507	которое с	1	1
508	образом если	1	1
509	как между	1	1
510	одна и	2	1
511	истории и	1	1
512	этому предмету	1	1
513	должен был	1	1
514	за ним	2	1
515	но уже	3	1
516	человека на	1	1
517	нет в	1	1
518	к которым	3	1
519	во внимание	1	1
520	перестает быть	1	1
521	уже раньше	1	1
522	и тогда	1	1
523	и того	1	1
524	одного и	1	1
525	мысли что	2	1
526	бы на	1	1
527	к тем	1	1
528	племени и	1	1
529	медленно но	1	1
530	таким же	5	1
531	взгляд на	1	1
532	мы замечаем	1	1
533	в следующем	1	1
534	это только	1	1
535	и средством	1	1
536	одним и	1	1
537	то для	1	1
538	других племен	1	1
539	приведем пример	1	1
540	на каждом	1	1
541	мысли и	7	1
542	о языке	2	1
543	своих частях	1	1
544	стороне этого	1	1
545	природы но	1	1
546	значение для	1	1
547	приблизительно так	1	1
548	является только	1	1
549	его мы	1	1
550	в прямом	1	1
551	по крайней	5	1
552	всякое явление	1	1
553	этот предмет	1	1
554	том же	2	1
555	что этот	1	1
556	из одного	3	1
557	или если	2	1
558	стоит только	1	1
559	развитие языка	1	1
560	по себе	11	1
561	даже в	2	1
562	нетрудно заметить	2	1
563	в одно	1	1
564	из слов	1	1
565	без него	2	1
566	если и	2	1
567	теми или	1	1
568	не менее	5	1
569	других отношений	1	1
570	но они	1	1
571	в таких	2	1
572	что эта	1	1
573	с которой	1	1
574	она не	2	1
575	и проч	18	1
576	тогда когда	8	1
577	того как	6	1
578	на два	1	1
579	в развитии	1	1
580	иметь в	2	1
581	только не	3	1
582	следовательно и	1	1
583	в общих	2	1
584	в самой	2	1
585	находятся в	1	1
586	с одним	1	1
587	того в	1	1
588	глядя на	2	1
589	личные местоимения	1	1
590	правда мы	1	1
591	доказать что	1	1
592	тела и	2	1
593	течением времени	2	1
594	языка в	2	1
595	к таким	1	1
596	никакого значения	2	1
597	или только	1	1
598	каменные орудия	1	1
599	не могут	2	1
600	истории не	1	1
601	языке и	4	1
602	и другой	1	1
603	и такие	1	1
604	должны быть	3	1
605	процессе образования	1	1
606	одну и	1	1
607	понять что	1	1
608	силу которого	2	1
609	связь не	1	1
610	что при	1	1
611	первобытного человечества	1	1
612	утверждать что	1	1
613	если же	4	1
614	почти на	1	1
615	и о	4	1
616	слов мы	1	1
617	и сами	2	1
618	в прошедшем	1	1
619	без всякого	1	1
620	наших слов	1	1
621	на разных	1	1
622	тот говорит	2	1
623	мысль о	6	1
624	мы рассматриваем	1	1
625	можно сделать	1	1
626	в произведении	1	1
627	лучше сказать	1	1
628	всей своей	1	1
629	в ушах	1	1
630	котором мы	1	1
631	целым рядом	1	1
632	их взаимной	1	1
633	и ту	1	1
634	и среди	1	1
635	в себя	1	1
636	вопрос только	1	1
637	хотя слова	1	1
638	помощи слова	1	1
639	в которые	1	1
640	является в	1	1
641	по мере	7	1
642	к языку	1	1
643	с человеком	1	1
644	даже не	2	1
645	образом в	5	1
646	предмет или	1	1
647	слова а	1	1
648	это понимание	1	1
649	разговорной речи	1	1
650	каждый раз	4	1
651	это происходит	1	1
652	на вопрос	4	1
653	столь же	2	1
654	и та	4	1
655	это история	1	1
656	и что	7	1
657	к действительности	1	1
658	что его	2	1
659	все его	1	1
660	ли человек	1	1
661	же самым	3	1
662	может не	1	1
663	и во	1	1
664	образом мы	3	1
665	то явление	1	1
666	слово может	1	1
667	между тем	9	1
668	представим себе	1	1
669	при исследовании	1	1
670	но нет	2	1
671	какое значение	1	1
672	примыкает к	5	1
673	крайней мере	5	1
674	непосредственно в	1	1
675	них в	1	1
676	вслед за	1	1
677	с нее	1	1
678	что бы	1	1
679	происходит только	1	1
680	действительности в	1	1
681	точно образом	1	1
682	современные нам	1	1
683	обе эти	1	1
684	словами мы	1	1
685	которым мы	1	1
686	с ними	3	1
687	дело с	1	1
688	бы из	1	1
689	в вопросе	1	1
690	к нашему	1	1
691	чего-то другого	1	1
692	что нам	1	1
693	самого говорящего	2	1
694	между этими	1	1
695	этим словом	3	1
696	самое содержание	1	1
697	же он	1	1
698	которой оно	1	1
699	так что	5	1
700	есть в	5	1
701	группу в	1	1
702	не можем	5	1
703	в большинстве	2	1
704	трех элементов	1	1
705	чтобы он	1	1
706	в нашей	1	1
707	языка как	1	1
708	в виде	2	1
709	его с	1	1
710	свидетельствует о	1	1
711	не из	5	1
712	каким образом	2	1
713	большинстве случаев	2	1
714	при помощи	3	1
715	по отношению	10	1
716	но от	1	1
717	разума и	1	1
718	совсем другое	1	1
719	могло бы	1	1
720	иначе как	1	1
721	вовсе не	7	1
722	от тех	1	1
723	можно с	1	1
724	ее не	3	1
725	ту сторону	1	1
726	друг друга	2	1
727	у него	1	1
728	и никогда	1	1
729	образом не	1	1
730	превращается в	2	1
731	не противоречит	1	1
732	предметов и	1	1
733	уже совершенно	1	1
734	что могло	1	1
735	в другой	2	1
736	свою мысль	2	1
737	со стороны	3	1
738	слово которое	2	1
739	мы это	1	1
740	до сих	4	1
741	с другой	2	1
742	существовать не	1	1
743	каждый человек	1	1
744	за пределы	1	1
745	что человек	3	1
746	здесь в	1	1
747	и нельзя	2	1
748	все равно	3	1
749	и самая	1	1
750	мысль которая	2	1
751	как же	4	1
752	такое же	2	1
753	картины или	1	1
754	на этот	2	1
755	в разной	1	1
756	частью его	1	1
757	три элемента	1	1
758	новых слов	3	1
759	именно так	1	1
760	его как	1	1
761	конечно на	1	1
762	благодаря чему	1	1
763	на эту	1	1
764	здесь только	1	1
765	стоящих на	1	1
766	явлений или	1	1
767	порядок и	1	1
768	в речи	3	1
769	может иметь	2	1
770	лица и	3	1
771	нашей мысли	3	1
772	слова то	4	1
773	на гораздо	1	1
774	без помощи	1	1
775	этих предметов	1	1
776	человек должен	1	1
777	предположить что	4	1
778	он говорит	1	1
779	в течение	2	1
780	тому как	2	1
781	понятия о	7	1
782	и природы	1	1
783	для человека	4	1
784	возможность и	1	1
785	многих других	1	1
786	предметом или	1	1
787	и менее	1	1
788	сначала для	2	1
789	слова слова	1	1
790	только совокупность	1	1
791	благодаря этому	1	1
792	действительность в	1	1
793	именно в	3	1
794	говорить что	1	1
795	виду что	2	1
796	противоречие и	1	1
797	и выражение	1	1
798	без дальнейших	1	1
799	в более	2	1
800	ее можно	1	1
801	то будет	1	1
802	новое слово	4	1
803	в мысли	3	1
804	значения слова	1	1
805	совершается в	1	1
806	что я	11	1
807	на одном	1	1
808	сознания и	1	1
809	само по	5	1
810	мира и	1	1
811	о котором	1	1
812	что в	17	1
813	к одной	1	1
814	человеку который	1	1
815	это так	1	1
816	первый же	1	1
817	с языком	2	1
818	еще более	2	1
819	тем более	5	1
820	и смысл	1	1
821	к внешнему	1	1
822	материал звук	1	1
823	на языке	1	1
824	от всего	1	1
825	с другими	4	1
826	ее в	1	1
827	речи если	1	1
828	или не	1	1
829	языка может	1	1
830	к лицу	1	1
831	от всякого	1	1
832	то вопрос	1	1
833	на поле	1	1
834	а о	1	1
835	слово в	4	1
836	но если	1	1
837	лишь по	1	1
838	из тех	2	1
839	природы не	1	1
840	только как	4	1
841	другой стороны	1	1
842	состоит из	1	1
843	была бы	1	1
844	но чем	1	1
845	от всех	1	1
846	то хотя	1	1
847	в глаза	1	1
848	в последнем	1	1
849	сравнительно недавно	1	1
850	отношению к	8	1
851	только о	2	1
852	значение не	1	1
853	людей но	1	1
854	в действительности	3	1
855	словом если	1	1
856	но еще	1	1
857	указывают на	1	1
858	бы мысль	1	1
859	слово только	1	1
860	в таком	4	1
861	все что	2	1
862	слово одно	1	1
