N	2gram	Vinokur_Vv_1	Marksizm
105	в отношении	2	4
106	самого начала	1	4
107	в ней	3	4
108	с самого	1	4
109	для второго	1	4
110	в языке	1	4
111	язык в	1	4
112	язык есть	1	4
113	еще не	4	4
114	только на	3	4
115	от того	3	4
116	для того	21	4
117	с этим	2	4
118	в данном	11	4
119	что же	3	4
120	тот же	1	4
121	а в	5	4
122	отношении к	2	4
123	между ними	2	4
124	и эта	1	4
125	сказать что	5	4
126	что в	11	4
127	вопрос мы	1	3
128	на самом	1	3
129	и есть	3	3
130	действительности и	1	3
131	а как	3	3
132	имеет свою	2	3
133	в сущности	3	3
134	системы языка	1	3
135	по отношению	4	3
136	в истории	9	3
137	общего с	1	3
138	и как	9	3
139	и к	1	3
140	в первом	5	3
141	в которой	1	3
142	этот процесс	3	3
143	действительности к	2	3
144	но все	3	3
145	различие между	1	3
146	его в	6	3
147	том что	26	3
148	в своей	4	3
149	и ее	4	3
150	в котором	4	3
151	более того	1	3
152	в то	5	3
153	к этим	1	3
154	не имеет	4	3
155	же время	5	3
156	следует что	2	3
157	этом отношении	3	3
158	в области	4	3
159	не могут	5	3
160	же самое	2	3
161	должны быть	1	3
162	не есть	4	3
163	и это	6	3
164	не существует	2	3
165	только при	1	3
166	в дальнейшем	2	3
167	понятно что	3	3
168	из основных	1	3
169	одного из	1	3
170	можно сказать	3	3
171	данного языка	1	3
172	с другими	1	3
173	здесь в	1	3
174	конце концов	2	3
175	того что	12	3
176	быть и	2	3
177	одной из	3	3
178	нуждается в	2	3
179	в какой	4	3
180	между тем	8	3
181	языка а	2	3
182	не дает	1	3
183	из них	3	3
184	момент в	1	3
185	или иной	1	3
186	в каком	1	3
187	не было	1	3
188	на этот	4	3
189	все это	6	3
190	смысле этого	8	3
191	для первого	1	3
192	языковой формы	1	3
193	слова и	1	3
194	этом случае	6	3
195	и от	1	3
196	в достаточной	1	3
197	слово в	1	3
198	и при	2	3
199	совершенно не	1	3
200	мы должны	1	3
201	первом случае	2	3
202	это и	1	3
203	одним из	5	2
204	же как	3	2
205	связана с	4	2
206	не остается	1	2
207	основных вопросов	1	2
208	в какой-то	1	2
209	мы уже	1	2
210	той же	4	2
211	совокупности всех	1	2
212	для нашей	1	2
213	зависимости от	1	2
214	свою очередь	1	2
215	быть понято	1	2
216	быть в	4	2
217	история языка	2	2
218	в чем	4	2
219	то мы	1	2
220	как если	1	2
221	и всего	1	2
222	себе и	2	2
223	не просто	4	2
224	себе отчет	1	2
225	из важнейших	1	2
226	и речи	1	2
227	сама по	3	2
228	в одной	1	2
229	как к	1	2
230	к данному	1	2
231	в своем	3	2
232	однако не	4	2
233	понять и	1	2
234	его к	2	2
235	в действительности	1	2
236	исторические корни	1	2
237	от этого	5	2
238	то в	1	2
239	бы и	2	2
240	из этих	5	2
241	в себе	4	2
242	как он	6	2
243	если он	1	2
244	как оно	3	2
245	тем не	8	2
246	должна быть	2	2
247	не как	3	2
248	одной и	2	2
249	из него	1	2
250	можно было	7	2
251	в работе	3	2
252	что все	1	2
253	в другом	3	2
254	в каком-нибудь	1	2
255	и с	2	2
256	до тех	1	2
257	бы в	1	2
258	на этой	3	2
259	действительности в	2	2
260	этом смысле	11	2
261	ведь в	1	2
262	для них	1	2
263	истории языка	5	2
264	ни одной	1	2
265	уже у	1	2
266	должно быть	2	2
267	или вообще	5	2
268	это делает	2	2
269	и той	2	2
270	что система	1	2
271	точку зрения	1	2
272	эти области	4	2
273	и более	1	2
274	тому что	2	2
275	что таков	1	2
276	мысли в	1	2
277	что такое	10	2
278	и сама	1	2
279	не могло	1	2
280	следовательно и	1	2
281	одна из	2	2
282	иными словами	1	2
283	как она	4	2
284	связь и	1	2
285	и является	1	2
286	у нас	2	2
287	могут быть	4	2
288	языке и	1	2
289	к тому	4	2
290	диалектического материализма	1	2
291	в виду	4	2
292	и та	1	2
293	другими словами	1	2
294	язык и	3	2
295	культуры и	1	2
296	никогда не	3	2
297	то как	1	2
298	мог бы	2	2
299	между собой	1	2
300	если бы	2	2
301	и вообще	3	2
302	и даже	5	2
303	по мере	4	2
304	к языку	1	2
305	пор пока	1	2
306	и т.д	4	2
307	о том	15	2
308	различие в	1	2
309	все в	1	2
310	во втором	2	2
311	отчет в	3	2
312	что и	3	2
313	говорит он	2	2
314	существует как	1	2
315	ни к	2	2
316	в литературе	1	2
317	что он	4	2
318	целом ряде	2	2
319	именно на	2	2
320	в качестве	7	2
321	и др	2	2
322	на определенной	1	2
323	и других	3	2
324	всяком случае	3	2
325	так как	13	2
326	мы можем	2	2
327	с системой	2	2
328	свое выражение	3	2
329	как раз	4	2
330	тем что	6	2
331	самом же	1	2
332	или иначе	4	2
333	и прежде	1	2
334	что не	5	2
335	зависит от	3	2
336	есть лишь	2	2
337	языка не	1	2
338	одну из	1	2
339	при более	1	2
340	в частности	3	2
341	независимо от	3	2
342	нет еще	1	2
343	из которых	2	2
344	в первой	1	2
345	действительно ли	1	2
346	тех пор	1	2
347	этого слова	2	2
348	с этой	4	2
349	но для	1	2
350	слова но	1	2
351	отсюда следует	1	2
352	или в	1	2
353	в свою	1	2
354	но если	3	2
355	отношению к	4	2
356	пока не	1	2
357	вся история	1	2
358	жизни и	2	2
359	в своих	2	2
360	о действительности	1	1
361	а между	1	1
362	от этой	1	1
363	также и	16	1
364	например в	2	1
365	имеет целью	1	1
366	словом как	1	1
367	должен быть	4	1
368	который мог	1	1
369	и то	5	1
370	и без	2	1
371	и объясняется	1	1
372	проблемы в	1	1
373	не что	4	1
374	которые существуют	1	1
375	наук о	1	1
376	на историю	3	1
377	отношения между	1	1
378	и до	2	1
379	оно было	1	1
380	то для	1	1
381	что между	1	1
382	бы например	1	1
383	так чтобы	3	1
384	говорить о	3	1
385	всего сказанного	1	1
386	жизни как	2	1
387	в целом	5	1
388	в каждой	2	1
389	сторон во-первых	1	1
390	которые он	1	1
391	он сам	3	1
392	в широком	7	1
393	здесь не	2	1
394	в выше	1	1
395	наоборот как	1	1
396	в различных	2	1
397	которое он	1	1
398	этим не	1	1
399	смотрят на	1	1
400	выражения в	1	1
401	только после	2	1
402	есть такие	1	1
403	иного рода	1	1
404	различия между	1	1
405	и вопрос	1	1
406	совсем не	3	1
407	но как	2	1
408	а только	8	1
409	ответ на	3	1
410	в общем	12	1
411	должны были	1	1
412	а и	1	1
413	не образуют	1	1
414	отношение к	3	1
415	и будет	1	1
416	легче и	1	1
417	форме и	1	1
418	материалом для	1	1
419	того не	2	1
420	просто как	1	1
421	каждой области	1	1
422	хотя и	3	1
423	и понимания	1	1
424	это тоже	1	1
425	все возможные	1	1
426	искусство и	2	1
427	этой идеи	1	1
428	и историк	1	1
429	или иную	1	1
430	для которого	1	1
431	еще на	1	1
432	та же	1	1
433	что это	3	1
434	так или	4	1
435	кажется само	1	1
436	в этой	3	1
437	в известном	3	1
438	с их	5	1
439	иным путем	1	1
440	в интересах	3	1
441	бы только	1	1
442	во многих	1	1
443	но ведь	4	1
444	направлено на	1	1
445	не могла	1	1
446	вследствие этого	1	1
447	широком смысле	8	1
448	не следует	2	1
449	главным образом	1	1
450	ведь и	1	1
451	большей или	2	1
452	чтобы он	2	1
453	эта система	1	1
454	перестает быть	1	1
455	момента в	2	1
456	не значит	1	1
457	технической выучки	1	1
458	есть та	1	1
459	данном отношении	2	1
460	и вот	3	1
461	то очевидно	1	1
462	в россии	1	1
463	вообще не	3	1
464	нашего времени	2	1
465	какой бы	2	1
466	подобно тому	1	1
467	совершающееся в	1	1
468	но дело	3	1
469	так например	6	1
470	именно это	1	1
471	значительной степени	1	1
472	русском языке	1	1
473	подход к	1	1
474	как они	1	1
475	значение в	2	1
476	фактов не	1	1
477	это не	8	1
478	независимо и	1	1
479	которая как	2	1
480	уже знаем	1	1
481	то все	1	1
482	не совпадает	1	1
483	лишь на	1	1
484	истории и	4	1
485	после этого	2	1
486	и тем	5	1
487	как специфической	1	1
488	языка совершенно	1	1
489	говорить в	1	1
490	но уже	2	1
491	она и	1	1
492	с тем	6	1
493	всегда и	1	1
494	мы видели	2	1
495	соответствующих научных	1	1
496	что содержание	1	1
497	еще в	1	1
498	нисколько не	3	1
499	филолог и	1	1
500	один реальный	1	1
501	все более	3	1
502	во время	1	1
503	метода в	1	1
504	если и	1	1
505	к истории	6	1
506	как наука	2	1
507	наших дней	1	1
508	и специфического	1	1
509	представить себе	5	1
510	почти не	1	1
511	существуют и	1	1
512	на которое	1	1
513	как совокупность	2	1
514	далее в	1	1
515	от его	1	1
516	для всякого	1	1
517	действиями и	1	1
518	втором случае	1	1
519	том каким	1	1
520	тесно связаны	1	1
521	возможно только	1	1
522	является так	1	1
523	и очень	1	1
524	пор и	1	1
525	лишь к	1	1
526	определению и	1	1
527	она могла	1	1
528	с теми	2	1
529	тогда когда	3	1
530	того как	3	1
531	и способы	1	1
532	не по	1	1
533	и имеет	1	1
534	о них	2	1
535	из их	1	1
536	науку о	2	1
537	наблюдения и	1	1
538	его от	1	1
539	и всегда	1	1
540	в разных	5	1
541	проблемы и	2	1
542	в самой	1	1
543	и по-видимому	1	1
544	этих двух	1	1
545	или как	3	1
546	даже прямо	1	1
547	в русском	1	1
548	отношении она	1	1
549	пока это	1	1
550	потому что	14	1
551	собой разумеющимся	1	1
552	двумя сторонами	1	1
553	точном смысле	1	1
554	из пределов	1	1
555	половины xix	3	1
556	стороны и	3	1
557	в духе	1	1
558	вполне понятным	1	1
559	своей прямой	1	1
560	и другой	1	1
561	как только	1	1
562	отличается от	1	1
563	всего в	1	1
564	посредством которых	2	1
565	той или	1	1
566	к речи	1	1
567	если же	2	1
568	возникает как	1	1
569	или какого-нибудь	1	1
570	в применении	6	1
571	половина xix	1	1
572	принять его	1	1
573	из всего	1	1
574	значения и	1	1
575	то она	1	1
576	лингвистике как	1	1
577	научной работы	3	1
578	реальной действительности	1	1
579	в особенности	4	1
580	только то	1	1
581	рода деятельности	1	1
582	и совершенно	2	1
583	котором мы	1	1
584	друг для	1	1
585	с наукой	1	1
586	из двух	2	1
587	сущность этой	1	1
588	на нее	2	1
589	такое язык	2	1
590	вещи и	1	1
591	проблем и	1	1
592	времени и	4	1
593	в новейшее	1	1
594	здесь нет	4	1
595	может еще	1	1
596	и глубины	1	1
597	осуществляется в	1	1
598	у науки	1	1
599	можно только	2	1
600	имеется в	1	1
601	необходимо теперь	1	1
602	в осуществлении	1	1
603	он служит	1	1
604	достаточной мере	1	1
605	короче говоря	1	1
606	для этого	3	1
607	во-первых с	1	1
608	в определенной	1	1
609	образом в	1	1
610	нет уже	1	1
611	познания и	2	1
612	влечет за	2	1
613	языка поэтому	1	1
614	и должно	1	1
615	не означает	1	1
616	и что	4	1
617	находятся в	2	1
618	и объяснить	1	1
619	живым и	1	1
620	в значительной	2	1
621	второй половины	3	1
622	должно было	1	1
623	места и	1	1
624	к нему	2	1
625	и требует	2	1
626	на дело	2	1
627	то о	2	1
628	но нет	1	1
629	в индивидуальной	1	1
630	во всей	1	1
631	в форме	2	1
632	действительно в	1	1
633	них в	1	1
634	двух разных	1	1
635	также в	1	1
636	знания и	3	1
637	наук и	3	1
638	в лучшем	1	1
639	познания в	1	1
640	в каких	1	1
641	и история	3	1
642	в точном	1	1
643	целое в	1	1
644	философии и	2	1
645	мы видим	1	1
646	с ними	1	1
647	к нашему	1	1
648	очень много	1	1
649	из задач	1	1
650	от идей	1	1
651	или же	3	1
652	содержания от	1	1
653	менее совершенно	1	1
654	для друга	1	1
655	с одной	4	1
656	вся эта	1	1
657	без этого	1	1
658	так что	5	1
659	все науки	2	1
660	первостепенное значение	1	1
661	к какому	2	1
662	уже не	5	1
663	уже в	5	1
664	значение и	2	1
665	особое отношение	1	1
666	каким образом	1	1
667	или даже	1	1
668	при помощи	2	1
669	области в	1	1
670	ту или	1	1
671	который как	1	1
672	теснейшим образом	1	1
673	а потому	3	1
674	того рода	1	1
675	художественного образа	1	1
676	слова в	1	1
677	содержания и	1	1
678	в одном	4	1
679	наука о	3	1
680	у этих	1	1
681	может служить	3	1
682	но что	3	1
683	само по	3	1
684	как через	1	1
685	нее не	1	1
686	в исследование	1	1
687	или этнической	1	1
688	само собой	2	1
689	определяется в	1	1
690	были бы	1	1
691	до наших	1	1
692	или система	1	1
693	без того	1	1
694	одной стороны	4	1
695	имеется лишь	1	1
696	со стороны	12	1
697	социальным явлением	1	1
698	в соответствующих	2	1
699	тем мы	1	1
700	все равно	1	1
701	вообще чистый	1	1
702	или меньшей	2	1
703	еще и	3	1
704	тому как	1	1
705	на которые	1	1
706	связи не	1	1
707	смысле и	2	1
708	опереться на	1	1
709	превращается в	1	1
710	указанных причин	1	1
711	и объединяет	1	1
712	человек в	1	1
713	так называемой	3	1
714	бы ее	2	1
715	о чем	4	1
716	устойчивы и	1	1
717	систему и	1	1
718	что мы	2	1
719	здесь идет	1	1
720	о духе	1	1
721	роль и	1	1
722	входить в	1	1
723	каждом из	1	1
724	ответить на	1	1
725	сделать его	1	1
726	как это	5	1
727	органическое целое	1	1
728	но не	7	1
729	речь не	1	1
730	установлен самый	1	1
731	а если	2	1
732	она есть	5	1
733	в громадном	1	1
734	в той	7	1
735	применении к	6	1
736	от лингвистического	1	1
737	знания в	3	1
738	по существу	2	1
739	его учеников	1	1
740	значит что	1	1
741	это значит	1	1
742	чтобы сделать	1	1
743	лежит в	2	1
744	отношениями между	1	1
745	новейшее время	1	1
746	дело здесь	1	1
747	быть не	1	1
748	есть и	4	1
749	дух народа	1	1
750	в гораздо	1	1
751	чтобы действительно	1	1
752	предпосылок и	1	1
753	и каждая	1	1
754	народа и	1	1
755	чтобы этот	1	1
756	в более	2	1
757	предмета у	1	1
758	нужно принять	1	1
759	условий в	1	1
760	на почву	2	1
761	тех областях	1	1
762	образом по	2	1
763	изменения в	1	1
764	историей и	1	1
765	такого рода	2	1
766	чтобы понять	2	1
767	форм только	1	1
768	к одной	1	1
769	есть система	1	1
770	вот эта-то	1	1
771	лишь как	2	1
772	у них	1	1
773	находит свое	1	1
774	не должен	1	1
775	только с	3	1
776	в большей	7	1
777	идет об	2	1
778	речи об	1	1
779	же касается	2	1
780	бы на	1	1
781	и другие	1	1
782	в системе	1	1
783	становления и	1	1
784	не видящего	1	1
785	которого история	1	1
786	с ней	2	1
787	противоречий и	1	1
788	состоит из	1	1
789	и так	1	1
790	и художественного	1	1
791	себе самому	1	1
792	в соответствующей	1	1
793	для нашего	1	1
794	сюда входят	1	1
795	же мы	1	1
796	в явление	1	1
797	чем иным	1	1
798	языка то	1	1
799	науки как	1	1
800	ли они	1	1
801	прямо к	1	1
802	с внешней	1	1
803	ее в	1	1
804	можно назвать	1	1
805	и особенно	1	1
806	этой точки	1	1
807	гораздо более	3	1
808	которая не	1	1
