N	2gram	Losev_Vesc_1	Hudozhes
201	его в	2	2
202	в принципе	1	2
203	внутри себя	3	2
204	нуждается в	1	2
205	в воздухе	1	2
206	же не	1	2
207	и только	3	2
208	оно не	3	2
209	что же	8	2
210	теперь в	1	2
211	вместе с	1	2
212	личности и	1	2
213	и тогда	1	2
214	отношение к	1	2
215	самим собою	2	2
216	потому что	16	2
217	между ними	3	2
218	о которой	2	2
219	со всей	2	2
220	к ней	2	2
221	не с	7	2
222	я это	1	2
223	мысли и	3	2
224	жизни не	1	2
225	и к	1	2
226	ее собственного	1	2
227	и мне	1	2
228	не видеть	1	2
229	было так	1	2
230	ему в	1	2
231	они и	1	2
232	как мы	4	2
233	из этих	1	2
234	уже одно	1	2
235	что не	5	2
236	отнюдь не	5	2
237	и составляет	1	2
238	которая была	1	2
239	сказать что	17	2
240	именно так	1	2
241	и от	3	2
242	одного слова	1	2
243	тому же	1	2
244	один из	3	2
245	же я	1	2
246	том как	1	2
247	же и	1	2
248	в первом	2	2
249	не столько	1	2
250	той же	2	2
251	это было	1	2
252	только не	2	2
253	одна из	5	2
254	же как	1	2
255	в основе	3	2
256	именно в	1	2
257	и опять	1	2
258	ни с	6	2
259	бытия на	1	2
260	знает и	2	2
261	себя и	4	2
262	с собой	2	2
263	на этом	2	2
264	нельзя было	4	2
265	с точки	3	2
266	ли он	1	2
267	в ряду	1	2
268	но в	5	2
269	с какой	1	2
270	и у	3	2
271	еще и	8	2
272	однако в	1	2
273	в духе	1	2
274	а также	1	2
275	другого и	1	2
276	зачем я	1	2
277	но еще	3	2
278	и то	10	2
279	не является	1	2
280	это уже	1	2
281	или иной	1	2
282	как же	3	2
283	из них	4	2
284	о нем	1	2
285	но именно	2	2
286	говорили о	1	2
287	и эта	3	2
288	мы знаем	1	2
289	однако и	1	2
290	в данном	5	2
291	во втором	2	2
292	все эти	3	1
293	свой внешний	1	1
294	но когда	1	1
295	ли ее	1	1
296	что между	2	1
297	или иначе	4	1
298	из этой	1	1
299	образом и	1	1
300	для ее	2	1
301	когда мы	6	1
302	и здесь	4	1
303	но с	2	1
304	бы в	5	1
305	вещей она	1	1
306	о ней	2	1
307	не одна	1	1
308	она могла	2	1
309	из своего	1	1
310	то не	4	1
311	же это	4	1
312	первом случае	2	1
313	имя и	6	1
314	утверждает себя	1	1
315	в которой	1	1
316	а тут	1	1
317	на лице	1	1
318	но он	2	1
319	только как	1	1
320	или что-нибудь	1	1
321	которого на	1	1
322	бы это	1	1
323	бы то	4	1
324	от этого	2	1
325	его с	1	1
326	то он	1	1
327	и который	1	1
328	в разных	4	1
329	этом отношении	1	1
330	показать и	1	1
331	такое что	1	1
332	не умерла	1	1
333	на это	4	1
334	мышления и	1	1
335	для всех	1	1
336	него и	1	1
337	у меня	3	1
338	для всего	1	1
339	нее самой	1	1
340	с в	2	1
341	между собой	1	1
342	в настоящем	2	1
343	все к	1	1
344	не предполагает	4	1
345	его собственная	1	1
346	в общении	1	1
347	обыденной жизни	1	1
348	только одно	2	1
349	себе самой	3	1
350	другой стороны	2	1
351	только себя	1	1
352	это так	3	1
353	самой но	2	1
354	же мы	1	1
355	который бы	1	1
356	смысл в	1	1
357	с ней	2	1
358	только о	1	1
359	свою личностную	1	1
360	сущность и	1	1
361	и цель	1	1
362	свое время	2	1
363	реальной жизни	1	1
364	в третьем	1	1
365	по имени	6	1
366	и так	1	1
367	это ощущение	1	1
368	в аспекте	1	1
369	быть только	3	1
370	независимо от	5	1
371	к которому	1	1
372	это в	1	1
373	в сущности	4	1
374	понять ее	2	1
375	как ее	2	1
376	которая как	1	1
377	мы не	6	1
378	смысле что	1	1
379	в конце	2	1
380	так что	5	1
381	нее нет	1	1
382	где также	1	1
383	во всех	2	1
384	по себе	13	1
385	пор мы	1	1
386	которому она	1	1
387	то ни	4	1
388	то или	2	1
389	ли не	1	1
390	не о	1	1
391	стороны в	1	1
392	нас все	1	1
393	нечто такое	1	1
394	все ее	1	1
395	но мы	1	1
396	и другое	4	1
397	мне было	1	1
398	без этого	2	1
399	и внутреннее	1	1
400	по своей	2	1
401	не мог	1	1
402	и духовное	1	1
403	бытие не	1	1
404	чем я	1	1
405	самом начале	1	1
406	существует в	1	1
407	на что	1	1
408	теперь когда	1	1
409	мы в	1	1
410	единое слово	1	1
411	и этого	2	1
412	а именно	1	1
413	ничего нового	1	1
414	когда это	1	1
415	противоречие в	1	1
416	меня и	1	1
417	и самого	1	1
418	здесь мы	1	1
419	с этой	4	1
420	что человек	1	1
421	мы имели	1	1
422	не нужно	2	1
423	того что	8	1
424	живой и	2	1
425	поскольку в	1	1
426	себе как	2	1
427	и притом	3	1
428	в себя	13	1
429	говорит нам	1	1
430	а затем	2	1
431	в нашей	1	1
432	было не	1	1
433	есть энергия	3	1
434	кто же	1	1
435	было что	1	1
436	остановиться на	1	1
437	от ее	6	1
438	но ни	1	1
439	еще более	2	1
440	и даже	6	1
441	хотя и	4	1
442	жизнь и	1	1
443	тут не	5	1
444	тот момент	2	1
445	стало быть	1	1
446	где в	1	1
447	и понимается	1	1
448	случае мы	1	1
449	главное в	1	1
450	что человеческий	1	1
451	в дальнейшем	1	1
452	для меня	2	1
453	и уж	1	1
454	никак не	3	1
455	нас к	1	1
456	в самой	2	1
457	зачем же	2	1
458	а так	2	1
459	то с	3	1
460	имеем дело	3	1
461	на меня	3	1
462	из этого	1	1
463	в той	3	1
464	это и	6	1
465	что если	1	1
466	от жизни	1	1
467	нет и	1	1
468	с которым	1	1
469	себя а	1	1
470	в сфере	4	1
471	признать что	1	1
472	мышление и	1	1
473	нет никакой	2	1
474	зрения и	2	1
475	из себя	3	1
476	это сравнение	1	1
477	во все	1	1
478	только одну	1	1
479	и чем	3	1
480	в силу	3	1
481	в течение	1	1
482	не то	4	1
483	я в	2	1
484	дело в	4	1
485	можно назвать	1	1
486	нет что	1	1
487	человека от	1	1
488	а ее	2	1
489	в темноте	1	1
490	содержит в	4	1
491	как она	4	1
492	это именно	3	1
493	и еще	2	1
494	и потому	5	1
495	внимание в	1	1
496	тот или	1	1
497	мы получим	2	1
498	ее с	5	1
499	то как	2	1
500	другому человеку	1	1
501	с чем	7	1
502	времени и	1	1
503	и предстает	1	1
504	но ведь	2	1
505	представить себе	1	1
506	прочих людей	1	1
507	как нам	1	1
508	еще раньше	1	1
509	однако это	2	1
510	лежит в	1	1
511	к смыслу	1	1
512	вполне соответствует	1	1
513	от нас	1	1
514	совершенно не	5	1
515	принципиально не	1	1
516	и тем	3	1
517	себе не	3	1
518	в один	1	1
519	это только	1	1
520	к другому	1	1
521	от того	3	1
522	не иметь	1	1
523	не мешает	4	1
524	не проникла	1	1
525	стоит у	3	1
526	когда он	1	1
527	в действительности	7	1
528	своей комнаты	1	1
529	имени и	9	1
530	в слове	2	1
531	слова и	5	1
532	а его	1	1
533	заставить ее	1	1
534	вне себя	2	1
535	она и	1	1
536	ее имя	3	1
537	однако если	1	1
538	и что	15	1
539	также и	6	1
540	как к	4	1
541	не просто	19	1
542	данное лицо	2	1
543	только тогда	3	1
544	и когда	4	1
545	и она	1	1
546	бы один	1	1
547	нам о	1	1
548	и стало	1	1
549	их в	3	1
550	бы его	1	1
551	мое сознание	1	1
552	об отношении	1	1
553	в с	2	1
554	рассуждая о	1	1
555	в своих	1	1
556	быть и	1	1
557	в различных	1	1
558	время как	1	1
559	для осмысления	1	1
560	и всякая	1	1
561	существования это	1	1
562	этого человека	1	1
563	в общем	1	1
564	к иному	1	1
565	не связанных	1	1
566	происходит и	1	1
567	но то	2	1
568	от себя	1	1
569	человек есть	1	1
570	со всеми	1	1
571	ему не	1	1
572	выходя из	1	1
573	и нет	1	1
574	и всегда	1	1
575	могло быть	1	1
576	то время	1	1
577	же в	1	1
578	но у	1	1
579	по существу	2	1
580	я должен	4	1
581	самое время	1	1
582	нам не	2	1
583	человеческой мысли	1	1
584	его внешнего	2	1
585	которая не	1	1
586	таким же	1	1
587	самое главное	2	1
588	общении в	1	1
589	бы уже	1	1
590	нас в	3	1
591	к своим	1	1
592	чем же	3	1
593	от нее	2	1
594	оно и	4	1
595	своего внутреннего	1	1
596	к этому	1	1
597	раз и	1	1
598	а я	1	1
599	она тоже	1	1
600	важно для	1	1
601	самим по	1	1
602	эту силу	1	1
603	отличается от	7	1
604	точка зрения	1	1
605	обойтись без	2	1
606	так или	4	1
607	я сам	3	1
608	смысле и	1	1
609	есть только	7	1
610	и отношения	1	1
611	заключается в	1	1
612	могло бы	1	1
613	к личности	1	1
614	уже в	1	1
615	иметь никакого	1	1
616	и реальным	1	1
617	этих двух	2	1
618	именно то	1	1
619	все еще	3	1
620	а потом	2	1
621	собою в	1	1
622	себе и	1	1
623	стоит только	1	1
624	на вещь	1	1
625	еще нет	1	1
626	в пределах	1	1
627	так как	7	1
628	это я	4	1
629	почему это	1	1
630	ни на	3	1
631	от его	2	1
632	мы имеем	7	1
633	бы даже	1	1
634	же такое	3	1
635	она уже	3	1
636	легко и	1	1
637	с собою	6	1
638	является в	2	1
639	чем не	2	1
640	том чтобы	1	1
641	он и	1	1
642	и более	1	1
643	я беру	1	1
644	но это	10	1
645	ее как	2	1
646	но для	2	1
647	эта новая	1	1
648	а если	1	1
649	той или	2	1
650	еще яснее	1	1
