N	2gram	Propp_Isto_7	Formalny
265	как прием	1	2
266	ее и	1	2
267	в целях	2	2
268	с сыном	1	2
269	сказать что	2	2
270	от всех	2	2
271	ее в	3	2
272	и другие	9	2
273	в таком	1	2
274	и наиболее	1	1
275	они представляют	1	1
276	как известно	1	1
277	от этой	1	1
278	и хотя	1	1
279	связана с	1	1
280	того же	2	1
281	и без	1	1
282	утверждение что	1	1
283	но тем	2	1
284	показать что	1	1
285	нам кажется	1	1
286	в чисто	1	1
287	из его	1	1
288	и больше	1	1
289	этого он	1	1
290	он стоит	1	1
291	есть не	1	1
292	самые разнообразные	1	1
293	мы имеем	12	1
294	мотива с	1	1
295	этого нет	1	1
296	что если	1	1
297	превратилась в	3	1
298	пока только	1	1
299	и новые	1	1
300	иногда прямо	1	1
301	начинается с	4	1
302	смотрит в	1	1
303	но она	1	1
304	что иное	1	1
305	не вполне	3	1
306	как эта	1	1
307	как не	1	1
308	же что	2	1
309	в народных	1	1
310	нового здесь	1	1
311	без всякого	2	1
312	которые он	1	1
313	бы то	1	1
314	в различных	3	1
315	иного рода	1	1
316	но конечно	2	1
317	чем это	1	1
318	то он	1	1
319	они имеют	1	1
320	характер они	1	1
321	силы и	1	1
322	только тогда	1	1
323	не дают	1	1
324	иногда и	1	1
325	что во	2	1
326	дает нам	1	1
327	встречи с	1	1
328	в своем	1	1
329	и нет	2	1
330	и есть	1	1
331	более или	1	1
332	в действительности	2	1
333	следующим образом	3	1
334	в этот	1	1
335	все новые	1	1
336	за собой	1	1
337	где все	1	1
338	духа в	1	1
339	этот случай	9	1
340	переносится с	1	1
341	или во	1	1
342	которые в	1	1
343	думать что	2	1
344	что к	1	1
345	им в	2	1
346	и тот	2	1
347	но он	2	1
348	имеем в	5	1
349	как он	6	1
350	на то	3	1
351	если он	3	1
352	дальше и	1	1
353	не могла	1	1
354	связанные с	2	1
355	здесь по-видимому	1	1
356	тем не	4	1
357	прием в	1	1
358	вот к	1	1
359	и которые	1	1
360	том чтобы	3	1
361	быть с	1	1
362	всех своих	1	1
363	спрашивается что	1	1
364	полученная в	1	1
365	могла бы	1	1
366	это сопоставление	1	1
367	же не	1	1
368	вывести из	1	1
369	в другом	1	1
370	в виде	1	1
371	два способа	1	1
372	и основные	1	1
373	за ней	1	1
374	в новое	1	1
375	его форм	1	1
376	здесь это	1	1
377	кажется что	3	1
378	он является	1	1
379	в них	3	1
380	рядом с	1	1
381	же мы	1	1
382	ни одной	1	1
383	быть понят	2	1
384	новые формы	1	1
385	и вне	1	1
386	в данном	4	1
387	здесь все	1	1
388	обратимся к	1	1
389	или менее	1	1
390	в эту	1	1
391	можно только	1	1
392	но если	1	1
393	том как	1	1
394	и при	1	1
395	при изучении	1	1
396	нас не	2	1
397	именно и	1	1
398	теперь мы	1	1
399	наивно как	1	1
400	знаем что	3	1
401	что уже	1	1
402	все они	1	1
403	же объясняется	1	1
404	вопрос о	3	1
405	не путем	1	1
406	нельзя было	1	1
407	друг другу	1	1
408	ее так	2	1
409	не должно	1	1
410	значения но	1	1
411	не для	1	1
412	случае в	1	1
413	не менее	5	1
414	не раз	1	1
415	но они	3	1
416	мышления и	1	1
417	который был	1	1
418	дело в	1	1
419	на него	2	1
420	родился в	1	1
421	отличное от	1	1
422	из их	1	1
423	эти случаи	7	1
424	вытекает из	2	1
425	ясно с	1	1
426	не их	1	1
427	нельзя не	1	1
428	случаев очень	1	1
429	действительности но	1	1
430	к ней	2	1
431	за которой	1	1
432	явлением и	1	1
433	или когда	3	1
434	во всем	2	1
435	далеко не	1	1
436	как будто	1	1
437	только одна	1	1
438	одним из	1	1
439	и оно	2	1
440	он склонен	1	1
441	и такие	2	1
442	как только	2	1
443	отличается от	2	1
444	в сказках	4	1
445	они и	1	1
446	в каждом	1	1
447	к пониманию	1	1
448	не узнаешь	1	1
449	и достигает	1	1
450	должен быть	1	1
451	для себя	1	1
452	но при	2	1
453	вывод что	1	1
454	данном случае	3	1
455	то чтобы	2	1
456	обращаясь к	1	1
457	зависимости между	1	1
458	и сам	1	1
459	продолжает жить	1	1
460	с собой	7	1
461	чтобы дать	1	1
462	можно было	1	1
463	и признаки	1	1
464	те же	1	1
465	ясно что	1	1
466	во многом	1	1
467	получает все	2	1
468	когда в	1	1
469	ли и	2	1
470	можно сказать	1	1
471	связанная с	1	1
472	только потому	1	1
473	где оно	2	1
474	о том	9	1
475	пришли к	3	1
476	и поэтому	1	1
477	и та	1	1
478	до сих	2	1
479	с одной	5	1
480	что его	2	1
481	вопросу о	1	1
482	и во	1	1
483	образом мы	2	1
484	все в	2	1
485	и всю	1	1
486	теперь уже	1	1
487	в форме	2	1
488	именно такое	2	1
489	этой формулы	1	1
490	и смысл	1	1
491	все сводится	1	1
492	они пришли	2	1
493	происходит в	3	1
494	в современной	1	1
495	дело так	1	1
496	задачу и	1	1
497	оказалось что	1	1
498	он стал	2	1
499	и дело	2	1
500	тот же	2	1
501	согласиться с	2	1
502	этого можно	1	1
503	мы увидим	6	1
504	путаницы в	1	1
505	тогда можно	1	1
506	к их	1	1
507	и действительно	1	1
508	и элементы	1	1
509	и так	2	1
510	роковым для	1	1
511	их не	2	1
512	от них	1	1
513	так что	3	1
514	конечно не	2	1
515	не можем	2	1
516	героя с	1	1
517	первые три	1	1
518	где у	1	1
519	имеют отношение	2	1
520	этому вопросу	1	1
521	мог стать	1	1
522	задача в	1	1
523	него нет	1	1
524	не сам	1	1
525	себе в	1	1
526	никто не	1	1
527	не находит	2	1
528	носит характер	1	1
529	богов и	1	1
530	к ним	2	1
531	но что	1	1
532	мы возьмем	1	1
533	деле и	1	1
534	сама по	1	1
535	но из	1	1
536	этой задачи	3	1
537	это будет	1	1
538	превращаться в	1	1
539	с другим	1	1
540	типична для	1	1
541	сюда же	2	1
542	здесь в	1	1
543	по своим	3	1
544	мы обычно	1	1
545	один и	1	1
546	говорит о	2	1
547	им от	1	1
548	а на	1	1
549	различных формах	1	1
550	был в	2	1
551	на этот	2	1
552	и самый	1	1
553	именно так	1	1
554	в руках	2	1
555	у всех	1	1
556	что из	2	1
557	совершенно очевидно	2	1
558	если не	4	1
559	почву для	1	1
560	связь с	2	1
561	так же	6	1
562	во что	1	1
563	он уже	1	1
564	эта теория	1	1
565	требует от	1	1
566	а так	1	1
567	к своему	1	1
568	влияния на	1	1
569	о чем	1	1
570	одной стороны	5	1
571	а если	2	1
572	и там	2	1
573	в литературе	2	1
574	и пытается	1	1
575	образом на	1	1
576	материала по	2	1
577	уже сам	1	1
578	этом случае	1	1
579	в условиях	1	1
580	сих пор	3	1
581	автора и	1	1
582	новые и	2	1
583	но для	2	1
584	здесь следует	1	1
585	должны быть	3	1
586	под влиянием	1	1
587	просто как	1	1
588	в книге	1	1
589	условий в	1	1
590	можно согласиться	1	1
591	для нас	6	1
592	увидим дальше	1	1
593	было на	1	1
594	для его	1	1
595	его тем	1	1
596	мы должны	4	1
597	что задача	4	1
598	или не	1	1
599	же в	1	1
600	лежит в	2	1
601	не дает	1	1
602	утверждал что	1	1
603	не от	2	1
604	вступает в	3	1
605	но оно	2	1
606	к самому	1	1
607	е в	2	1
608	одной из	4	1
609	нам не	1	1
610	от лица	1	1
611	только как	1	1
612	только о	2	1
613	героя в	1	1
614	можно назвать	1	1
615	но эти	1	1
616	как на	1	1
617	увидим что	2	1
618	и эта	2	1
619	им и	1	1
620	становится чем-то	1	1
