N	2gram	Nazirov_Tr_1	DiskursI
190	человек не	1	1
191	человека с	1	1
192	с этой	1	1
193	в голову	1	1
194	на мысль	1	1
195	во всех	1	1
196	а между	1	1
197	об этом	4	1
198	и вне	1	1
199	может так	1	1
200	тем что	2	1
201	в жизнь	1	1
202	то в	1	1
203	в это	2	1
204	он сам	7	1
205	из первых	1	1
206	но все	2	1
207	не тип	1	1
208	в образе	6	1
209	начала в	1	1
210	в году	9	1
211	его как	1	1
212	иисуса христа	1	1
213	с совершенно	1	1
214	этого не	1	1
215	людей в	1	1
216	уже было	1	1
217	три года	1	1
218	с ним	3	1
219	в ее	2	1
220	по слову	1	1
221	личности при	1	1
222	вплоть до	1	1
223	того что	1	1
224	замысел был	1	1
225	проникает в	1	1
226	чтобы не	1	1
227	но если	1	1
228	и сердце	1	1
229	если можно	1	1
230	к тому	2	1
231	фатальной необходимости	1	1
232	но они	2	1
233	к ней	1	1
234	как система	1	1
235	можно так	1	1
236	и даже	4	1
237	за пределы	1	1
238	стало быть	1	1
239	и сам	3	1
240	иными словами	1	1
241	что вот	1	1
242	строится на	1	1
243	отказ от	1	1
244	на смерть	1	1
245	это и	1	1
246	этого характера	1	1
247	и служит	1	1
248	отметим что	1	1
249	вспомнить о	1	1
250	это по	1	1
251	лишь в	1	1
252	в применении	1	1
253	даже если	2	1
254	в чем	1	1
255	и от	1	1
256	всем протяжении	1	1
257	во всем	1	1
258	в романе	10	1
259	настоящего но	1	1
260	именно таков	1	1
261	один из	3	1
262	и еще	1	1
263	в истории	1	1
264	ничего не	2	1
265	в книге	1	1
266	всяком случае	1	1
267	он был	2	1
268	в первом	2	1
269	является по	1	1
270	по самой	1	1
271	часто и	1	1
272	лишний раз	1	1
273	в эпоху	1	1
274	любви и	2	1
275	лишь на	1	1
276	ему в	1	1
277	к смерти	1	1
278	xix века	1	1
279	страха и	1	1
280	возникший в	1	1
281	и т.д	1	1
282	в особенности	1	1
283	со своей	1	1
284	друг друга	2	1
285	великий писатель	2	1
286	добра и	1	1
287	одна из	2	1
288	пушкина и	1	1
289	как у	2	1
290	так сказать	1	1
291	чем у	1	1
292	в такой	1	1
293	того как	1	1
294	всего отметим	1	1
295	в самом	2	1
296	из романа	1	1
297	не для	1	1
298	не могут	2	1
299	так выразиться	1	1
300	тем не	1	1
301	на грани	1	1
302	и что	4	1
303	и образ	1	1
304	она не	1	1
305	до конца	2	1
306	не просто	2	1
307	вот как	1	1
308	относятся не	1	1
309	родного дома	1	1
310	на этом	1	1
311	своего происхождения	1	1
312	это его	1	1
313	что этот	2	1
314	не как	1	1
315	несмотря на	5	1
316	не случайно	2	1
317	я не	4	1
318	на две	1	1
319	в разговоре	1	1
320	на новую	1	1
321	близок к	1	1
322	его речи	1	1
323	известной степени	1	1
324	с самого	1	1
325	и всегда	1	1
326	к одному	1	1
327	вещами и	1	1
328	но без	1	1
329	на этот	1	1
330	о рассказе	1	1
331	русской литературы	2	1
332	из ее	1	1
333	я буду	2	1
334	и до	2	1
335	перед ним	1	1
336	опирается на	1	1
337	и есть	1	1
338	в финале	1	1
339	этом даже	1	1
340	ее содержание	1	1
341	и должно	1	1
342	и др	1	1
343	в глазах	2	1
344	и их	1	1
345	рассказа но	1	1
346	тексте в	1	1
347	отождествляется с	1	1
348	я к	2	1
349	к себе	1	1
350	одному из	1	1
351	и отношения	1	1
352	могло бы	1	1
353	к личности	1	1
354	роли в	1	1
355	только на	1	1
356	не быть	1	1
357	второй ответ	1	1
358	и могут	1	1
359	заявляет что	1	1
360	о нем	1	1
361	указывает на	1	1
362	позиции в	1	1
363	жизнь как	1	1
364	от всего	2	1
365	был даже	1	1
366	превратилось в	2	1
367	собой как	1	1
368	самого начала	1	1
369	применении к	1	1
370	романа как	1	1
371	не есть	1	1
372	самого автора	1	1
373	нечто большее	1	1
374	приходит в	1	1
