N	2gram	Berdyaev_V_1	Dialekti
111	не в	3	3
112	есть еще	1	3
113	раз и	1	3
114	она не	1	3
115	одна из	2	3
116	но она	1	3
117	на себя	5	3
118	во всем	1	3
119	уже и	1	3
120	быть может	1	3
121	к нему	1	3
122	не надо	1	3
123	и ее	1	3
124	утверждают что	1	3
125	то и	1	3
126	тем что	2	3
127	для того	1	3
128	не было	3	3
129	может ли	1	3
130	как бы	5	3
131	если не	3	3
132	и от	1	3
133	мира и	1	3
134	личность есть	1	3
135	я вижу	1	3
136	все что	4	3
137	свою личность	4	2
138	и позитивизм	1	2
139	не имеют	1	2
140	его не	2	2
141	в разные	1	2
142	в ней	4	2
143	целое и	1	2
144	еще не	8	2
145	бы то	1	2
146	с его	3	2
147	но не	2	2
148	и уж	1	2
149	его на	1	2
150	своей и	1	2
151	но в	3	2
152	от бога	8	2
153	и они	3	2
154	ничего и	2	2
155	и если	1	2
156	раз навсегда	2	2
157	перестает быть	1	2
158	и вот	1	2
159	и по	1	2
160	на этом	1	2
161	людей и	2	2
162	она и	1	2
163	все равно	2	2
164	и уже	1	2
165	же они	1	2
166	в их	1	2
167	их в	3	2
168	на котором	1	2
169	что их	2	2
170	сама она	1	2
171	говорят что	1	2
172	как не	3	2
173	могут быть	2	2
174	для себя	1	2
175	как мы	1	2
176	меня в	1	2
177	и вообще	1	2
178	и во	2	2
179	ее от	1	2
180	в его	4	2
181	природы и	1	2
182	себя но	1	2
183	и можно	1	2
184	в вопросе	3	2
185	их не	1	2
186	и тем	1	2
187	же и	1	2
188	ничего нельзя	1	2
189	нового времени	1	2
190	св духа	1	2
191	бытия и	1	2
192	у него	1	2
193	мира есть	1	2
194	где есть	1	2
195	тогда это	1	2
196	только вы	1	2
197	еще и	1	2
198	бытия в	1	2
199	души и	1	2
200	себя и	1	2
201	у человека	1	2
202	вопросе о	2	2
203	но как	1	2
204	и потому	7	2
205	вечность и	2	2
206	личность как	2	2
207	тогда уже	2	2
208	и для	3	2
209	для нас	2	2
210	лишь как	1	2
211	бы в	1	2
212	я думаю	2	2
213	но вот	1	2
214	а в	2	2
215	может и	1	2
216	другой стороны	1	2
217	ее в	2	2
218	в своих	1	2
219	они не	1	2
220	во всяком	2	2
221	от этой	1	1
222	речь идет	1	1
223	кто бы	1	1
224	христа на	1	1
225	православия с	1	1
226	и так	1	1
227	по которым	2	1
228	он всегда	1	1
229	и за	2	1
230	из всего	1	1
231	что уже	1	1
232	и спасения	1	1
233	свой предмет	1	1
234	же что	1	1
235	думаю что	1	1
236	истории в	1	1
237	конечно это	1	1
238	во всех	3	1
239	на христа	1	1
240	христа в	3	1
241	тогда как	1	1
242	себе и	1	1
243	и будет	3	1
244	свободы и	12	1
245	и нам	1	1
246	за эти	1	1
247	тем кто	2	1
248	в источник	1	1
249	духа и	2	1
250	от этого	3	1
251	со своей	1	1
252	к чему	3	1
253	в которой	1	1
254	в природном	1	1
255	абсолютного значения	2	1
256	от необходимости	1	1
257	слово это	1	1
258	частей мира	2	1
259	есть одна	1	1
260	вера в	2	1
261	они только	1	1
262	опять-таки не	1	1
263	чем у	1	1
264	не к	2	1
265	существует и	1	1
266	этом мире	1	1
267	бы от	1	1
268	и стало	1	1
269	то ни	1	1
270	в мире	5	1
271	ценности и	2	1
272	свободного и	1	1
273	весь мир	1	1
274	есть соединение	1	1
275	не всегда	1	1
276	между собою	1	1
277	о чем	1	1
278	жизни но	1	1
279	с такой	1	1
280	они в	3	1
281	бога и	5	1
282	могут сказать	1	1
283	но я	1	1
284	есть свобода	1	1
285	в котором	4	1
286	для всякого	1	1
287	основана на	1	1
288	что было	2	1
289	абсолютная истина	1	1
290	свобода и	1	1
291	этот мир	1	1
292	сознания или	1	1
293	устроения и	1	1
294	с гордостью	1	1
295	позитивизм и	1	1
296	того как	1	1
297	полного и	2	1
298	на него	1	1
299	свобода есть	1	1
300	мы все	1	1
301	в вечность	1	1
302	к спасению	1	1
303	жизни не	1	1
304	природы в	1	1
305	что на	1	1
306	только мы	1	1
307	но все	1	1
308	всего в	2	1
309	другие исторические	1	1
310	на кострах	1	1
311	всегда в	1	1
312	чудо и	1	1
313	восстал уже	1	1
314	вечности и	2	1
315	в ее	1	1
316	и говорит	1	1
317	в себя	2	1
318	верит в	2	1
319	и сам	2	1
320	ли это?	1	1
321	не с	2	1
322	вечное и	1	1
323	и которые	1	1
324	об абсолютном	2	1
325	личности но	1	1
326	себя богом	1	1
327	в словах	1	1
328	личности вот	1	1
329	с ним	2	1
330	но может	1	1
331	будет уже	2	1
332	то есть	1	1
333	вот почему	2	1
334	в личности	2	1
335	но к	1	1
336	себя не	1	1
337	и который	1	1
338	все в	1	1
339	верят в	3	1
340	что бога	2	1
341	а потому	1	1
342	который окончательно	1	1
343	бы и	3	1
344	он был	1	1
345	в лице	1	1
346	и мир	1	1
347	же теперь	1	1
348	но с	1	1
349	обман ложь	1	1
350	природе в	1	1
351	тот же	3	1
352	если бог	1	1
353	нем нет	2	1
354	вот что	1	1
355	только слово	1	1
356	значит быть	1	1
357	бог не	1	1
358	каким образом	1	1
359	как объективную	1	1
360	но от	1	1
361	и глубина	1	1
362	не так	2	1
363	на части	1	1
364	в одном	1	1
365	к ним	1	1
366	и многом	1	1
367	и никогда	2	1
368	бы все	1	1
369	небе и	1	1
370	должна иметь	1	1
371	истина и	1	1
372	от этих	2	1
373	превратится в	1	1
374	близок к	1	1
375	на людей	1	1
376	с презрением	2	1
377	не нужна	3	1
378	свободе и	2	1
379	церкви и	1	1
380	мы скажем	1	1
381	мира в	2	1
382	когда я	2	1
383	воплощение в	1	1
384	связь с	1	1
385	разные эпохи	1	1
386	какая же	1	1
387	вместе с	1	1
388	смерть но	1	1
389	говорите о	1	1
390	ко всякому	1	1
391	религии и	1	1
392	самого себя	2	1
393	образ и	1	1
394	да и	2	1
395	существ и	1	1
396	и смерти	1	1
397	ничего кроме	1	1
398	думают что	1	1
399	о мире	1	1
400	сознании и	1	1
401	указать на	1	1
402	да мы	1	1
403	его с	1	1
404	в результате	1	1
405	которая в	1	1
406	в силах	4	1
407	человек и	1	1
408	тот кто	2	1
409	христа и	1	1
410	от него	2	1
411	в этих	3	1
412	есть уже	2	1
413	и очень	1	1
414	есть продукт	1	1
415	нужно знать	1	1
416	к ее	1	1
417	это все	2	1
418	марксизм в	1	1
419	бы мог	1	1
420	тогда опять	1	1
421	слышим и	1	1
422	вся история	1	1
423	соединенная с	1	1
424	в процессе	1	1
425	и эта	1	1
426	у людей	2	1
427	те которые	2	1
