N	2gram	Bakhtin_Pr_1	RusskieA
213	сам и	1	1
214	из самых	1	1
215	по преимуществу	2	1
216	на две	1	1
217	и ее	2	1
218	противном случае	1	1
219	должна быть	5	1
220	видеть в	1	1
221	с таким	1	1
222	и за	1	1
223	и могут	2	1
224	мы уже	2	1
225	из всех	1	1
226	или наоборот	1	1
227	не приходится	1	1
228	не во	3	1
229	а некоторая	1	1
230	вопрос о	2	1
231	этом не	1	1
232	земля в	1	1
233	и завершающей	1	1
234	же что	5	1
235	и он	1	1
236	в каждой	1	1
237	и был	1	1
238	такое уподобление	1	1
239	с его	9	1
240	не отличается	1	1
241	а следовательно	1	1
242	а только	1	1
243	замкнутости в	1	1
244	целом ряде	3	1
245	не все	1	1
246	ответ на	1	1
247	по отношению	8	1
248	не путем	1	1
249	себе и	3	1
250	писал не	1	1
251	относится к	1	1
252	в истории	2	1
253	материал на	1	1
254	его на	2	1
255	сочетается с	5	1
256	то чем	3	1
257	что касается	1	1
258	однако не	2	1
259	в противном	1	1
260	перед нами	5	1
261	и наконец	4	1
262	именно такие	1	1
263	себе дело	1	1
264	тем же	1	1
265	что всякое	1	1
266	от этого	1	1
267	поэтому и	4	1
268	в которой	2	1
269	не оставляет	1	1
270	веря что	1	1
271	ни одна	1	1
272	то и	2	1
273	в себе	7	1
274	сливаются в	1	1
275	в случае	1	1
276	что было	4	1
277	вера в	1	1
278	он не	5	1
279	мыслей в	1	1
280	он должен	1	1
281	не как	14	1
282	в начале	1	1
283	оно звучит	1	1
284	подобно тому	3	1
285	и церковь	1	1
286	здесь мы	2	1
287	что все	1	1
288	влиянием в	1	1
289	он просто	1	1
290	в совершенно	1	1
291	те же	2	1
292	и иногда	1	1
293	его в	6	1
294	на почве	3	1
295	весь мир	1	1
296	по всему	1	1
297	на свои	1	1
298	ни в	3	1
299	нет в	1	1
300	в этой	4	1
301	со своими	2	1
302	не всегда	1	1
303	он и	5	1
304	мы видели	1	1
305	материал у	1	1
306	ряде других	2	1
307	смысл и	1	1
308	одного и	1	1
309	можно больше	2	1
310	но если	1	1
311	никак не	2	1
312	взгляд на	1	1
313	слова совершенно	1	1
314	видел и	1	1
315	место в	1	1
316	не столько	1	1
317	и назначение	1	1
318	они уже	3	1
319	что я	1	1
320	одном из	1	1
321	ее на	1	1
322	но эта	4	1
323	точку зрения	6	1
324	такой способ	1	1
325	теми же	1	1
326	не могли	1	1
327	при всех	1	1
328	привела к	1	1
329	природа и	1	1
330	в то	10	1
331	не о	2	1
332	дело в	1	1
333	только из	1	1
334	место с	1	1
335	русский народ	1	1
336	ее с	1	1
337	было не	1	1
338	в основе	4	1
339	иметь в	1	1
340	следовательно и	2	1
341	и всегда	1	1
342	или как	5	1
343	того в	1	1
344	прежде чем	1	1
345	и его	14	1
346	к этим	2	1
347	и сама	1	1
348	истории как	1	1
349	весь этот	2	1
350	этом отношении	3	1
351	котором в	1	1
352	этот не	1	1
353	характерен для	1	1
354	ему не	1	1
355	не потому	2	1
356	с другом	1	1
357	от другого	1	1
358	в духе	3	1
359	чтобы сделать	1	1
360	и всех	1	1
361	должны быть	1	1
362	если же	3	1
363	быть назван	1	1
364	для себя	2	1
365	и это	5	1
366	и о	5	1
367	в виду	1	1
368	картина для	1	1
369	и сами	1	1
370	данном случае	2	1
371	только при	1	1
372	идет не	2	1
373	то время	1	1
374	слова а	2	1
375	собственно не	1	1
376	и сам	2	1
377	можно было	2	1
378	и мы	1	1
379	самого понятия	1	1
380	и всюду	1	1
381	вошел в	1	1
382	во второй	1	1
383	сходно с	1	1
384	если бы	9	1
385	приводит его	2	1
386	др для	1	1
387	вот почему	1	1
388	обычно служит	1	1
389	и та	1	1
390	что каждый	1	1
391	можно сказать	1	1
392	как этот	1	1
393	к нему	6	1
394	не могло	1	1
395	по типу	1	1
396	и во	2	1
397	говорить об	1	1
398	во втором	1	1
399	во всей	2	1
400	в форме	7	1
401	является по	1	1
402	наконец в	2	1
403	что бы	1	1
404	и менее	1	1
405	и следовательно	4	1
406	их уже	1	1
407	или может	1	1
408	вопросов и	1	1
409	было бы	5	1
410	не так	1	1
411	как из	1	1
412	на которой	1	1
413	тот же	2	1
414	что он	8	1
415	и действительно	1	1
416	другие видели	1	1
417	даже если	1	1
418	и так	1	1
419	который в	1	1
420	это слово	1	1
421	бы ни	1	1
422	жизни как	1	1
423	точка зрения	12	1
424	вот что	1	1
425	можно еще	1	1
426	уже в	3	1
427	же в	2	1
428	не дает	3	1
429	время во	1	1
430	него нет	2	1
431	всяком случае	3	1
432	т п	3	1
433	чтобы она	1	1
434	может служить	1	1
435	дело и	1	1
436	случае не	1	1
437	объяснение этого	1	1
438	заметить что	2	1
439	не могут	6	1
440	от того	4	1
441	и старается	2	1
442	как у	1	1
443	что дело	1	1
444	к которому	1	1
445	что основное	1	1
446	тому как	3	1
447	были не	1	1
448	он считал	1	1
449	что не	1	1
450	что для	1	1
451	художественной форме	1	1
452	на которых	1	1
453	и самый	1	1
454	сколько в	2	1
455	жизнь в	1	1
456	в руках	1	1
457	точек зрения	3	1
458	мы остановимся	2	1
459	с немецкими	1	1
460	под влиянием	1	1
461	в одно	1	1
462	если не	1	1
463	этой же	1	1
464	деле это	1	1
465	но этого	2	1
466	из которых	2	1
467	в пределах	13	1
468	в данном	2	1
469	в той	2	1
470	где под	1	1
471	в первой	2	1
472	друг с	2	1
473	лишает их	1	1
474	быть не	1	1
475	есть и	2	1
476	что мы	1	1
477	кроме того	3	1
478	рассматривать как	1	1
479	он видел	1	1
480	для такого	1	1
481	не раскрывает	1	1
482	его нет	1	1
483	совершенно иное	2	1
484	и все	1	1
485	из своего	2	1
486	его жизнь	2	1
487	отсюда же	2	1
488	согласиться с	1	1
489	слово в	2	1
490	между ними	2	1
491	не знает	3	1
492	сказать что	3	1
493	только как	2	1
494	отношению к	8	1
495	оно не	3	1
496	это та	1	1
497	жизни и	2	1
498	в таком	1	1
499	также не	2	1
500	они не	4	1
501	значение они	1	1
502	как на	3	1
503	точно так	1	1
504	во всяком	5	1
505	все что	3	1
