N	2gram	Vinokur_Ku_2	TeoriaLi
248	на первом	1	1
249	превратилась в	1	1
250	вопрос о	9	1
251	чтобы не	2	1
252	себе чтобы	1	1
253	в литературном	1	1
254	в каждый	2	1
255	именно те	1	1
256	революции в	1	1
257	думаю что	2	1
258	и на	6	1
259	на них	1	1
260	внимание и	2	1
261	на их	1	1
262	столь же	1	1
263	время в	1	1
264	бы то	1	1
265	это имеет	1	1
266	сомневаться не	1	1
267	иных случаях	1	1
268	истинный смысл	1	1
269	нет не	1	1
270	для обозначения	2	1
271	значение для	1	1
272	или иное	3	1
273	на то	4	1
274	еще один	1	1
275	отнюдь не	4	1
276	мере в	1	1
277	более чем	1	1
278	независимо от	1	1
279	о разных	2	1
280	такова же	1	1
281	что касается	2	1
282	и где	2	1
283	такое слово	1	1
284	могли бы	2	1
285	целый ряд	5	1
286	что по	1	1
287	не мне	1	1
288	то в	1	1
289	к чему	1	1
290	привести к	1	1
291	что это	7	1
292	за это	1	1
293	из этих	1	1
294	что автор	1	1
295	в известном	1	1
296	в лес	1	1
297	в наших	1	1
298	не могла	1	1
299	в случае	1	1
300	исходит из	1	1
301	что она	3	1
302	в статье	3	1
303	эта система	1	1
304	одному из	1	1
305	первой части	1	1
306	в силу	7	1
307	по существу	5	1
308	силу своей	1	1
309	ни были	3	1
310	он уже	2	1
311	соответствии со	1	1
312	как более	1	1
313	именно это	1	1
314	по его	1	1
315	то ни	1	1
316	не будет	1	1
317	что все	5	1
318	различие между	3	1
319	речь в	5	1
320	которыми он	1	1
321	том случае	2	1
322	а по	1	1
323	большинстве случаев	2	1
324	первую очередь	1	1
325	было бы	15	1
326	но их	1	1
327	должен был	1	1
328	же образом	2	1
329	в них	4	1
330	нет в	1	1
331	рядом с	2	1
332	с тем	2	1
333	не всегда	2	1
334	он и	2	1
335	ведет к	1	1
336	и становится	1	1
337	являются наиболее	1	1
338	но я	1	1
339	таким же	2	1
340	обращается к	1	1
341	свою речь	4	1
342	в такой	1	1
343	не становится	1	1
344	и без	1	1
345	в котором	1	1
346	не как	2	1
347	стоит в	2	1
348	нейтральное к	1	1
349	до которой	1	1
350	той мере	1	1
351	для данного	2	1
352	и более	2	1
353	том и	1	1
354	собой и	1	1
355	с такими	1	1
356	не должно	2	1
357	отношений здесь	1	1
358	случае мы	1	1
359	и вся	1	1
360	фраза в	1	1
361	у нее	1	1
362	лишь одну	1	1
363	случае в	1	1
364	состоящий в	1	1
365	таких случаях	2	1
366	в таких	3	1
367	ее не	1	1
368	быть без	1	1
369	все мы	1	1
370	по крайней	6	1
371	не имеет	4	1
372	дело в	1	1
373	одна из	1	1
374	на себе	4	1
375	виду не	1	1
376	не составляет	1	1
377	синтаксической конструкции	2	1
378	в самой	2	1
379	вследствие того	1	1
380	как традиция	1	1
381	ему и	1	1
382	связи с	3	1
383	состоит не	1	1
384	в каком	4	1
385	у нас	12	1
386	тем это	1	1
387	очень часто	2	1
388	не могут	5	1
389	когда мы	1	1
390	ли не	2	1
391	значительной степени	1	1
392	где слово	1	1
393	всего что	2	1
394	указывает на	1	1
395	будто по	1	1
396	слова с	1	1
397	в каждом	1	1
398	оно не	2	1
399	на это	3	1
400	она не	2	1
401	обычно в	1	1
402	должен быть	5	1
403	этой своей	1	1
404	как мы	3	1
405	того чтобы	11	1
406	и выступает	1	1
407	говорит и	1	1
408	на основе	1	1
409	языка и	8	1
410	они ни	1	1
411	области языка	2	1
412	то или	3	1
413	является непременным	1	1
414	единственный в	1	1
415	только то	1	1
416	то время	1	1
417	можно было	9	1
418	здесь как	1	1
419	в плоскости	2	1
420	в научном	1	1
421	наше внимание	1	1
422	что от	1	1
423	для этого	3	1
424	деятельности в	1	1
425	к языку	1	1
426	различного рода	1	1
427	на вопрос	1	1
428	то во	1	1
429	настоящее время	1	1
430	при котором	1	1
431	никак не	3	1
432	одного из	2	1
433	к простому	1	1
434	после того	2	1
435	в сущности	9	1
436	звуков в	1	1
437	в значительной	1	1
438	вопросу о	3	1
439	жизни за	1	1
440	но дело	1	1
441	я думаю	1	1
442	нуждается в	2	1
443	только такие	1	1
444	и только	1	1
445	крайней мере	6	1
446	искусства это	1	1
447	в том-то	1	1
448	языка мы	1	1
449	один из	5	1
450	но с	1	1
451	д и	1	1
452	оно и	1	1
453	обе эти	1	1
454	тот же	5	1
455	дело с	1	1
456	в какой	1	1
457	тем или	1	1
458	русского языка	4	1
459	и приобретает	1	1
460	или же	2	1
461	или его	1	1
462	их не	2	1
463	собою как	1	1
464	так что	1	1
465	данный род	1	1
466	же и	2	1
467	внимание в	1	1
468	есть в	3	1
469	если мы	4	1
470	в поэзии	1	1
471	словно в	1	1
472	смысл слова	1	1
473	или даже	1	1
474	одно из	1	1
475	и их	1	1
476	представить себе	2	1
477	ведь это	1	1
478	и прежде	1	1
479	в одном	1	1
480	и живые	1	1
481	так как	15	1
482	тому же	1	1
483	к ним	1	1
484	может служить	2	1
485	ученый и	1	1
486	как такового	1	1
487	не говорит	2	1
488	его мысли	1	1
489	в первую	1	1
490	речи всегда	1	1
491	для того	9	1
492	о каком	1	1
493	на примере	2	1
494	как у	2	1
495	войны и	1	1
496	с той	2	1
497	еще и	2	1
498	что для	2	1
499	и пр	8	1
500	превращается в	2	1
501	не было	4	1
502	не решает	1	1
503	бы послужить	1	1
504	отношения в	1	1
505	более того	1	1
506	с которым	1	1
507	жизнь в	1	1
508	и я	1	1
509	и первый	1	1
510	в письменном	1	1
511	в ряду	1	1
512	и слово	1	1
513	обращаемые к	1	1
514	в одно	1	1
515	то она	1	1
516	если не	1	1
517	в связи	4	1
518	с помощью	7	1
519	может иметь	1	1
520	нет никаких	1	1
521	это на	1	1
522	не способна	1	1
523	что явление	1	1
524	быть это	1	1
525	это своего	1	1
526	что этому	1	1
527	например для	1	1
528	да и	6	1
529	узко и	1	1
530	в это	1	1
531	с этой	2	1
532	здесь сводится	1	1
533	этом случае	2	1
534	быть и	1	1
535	известном смысле	1	1
536	все это	5	1
537	если ее	1	1
538	ее содержание	1	1
539	вместо него	1	1
540	не носит	1	1
541	фигуры и	1	1
542	к вопросу	3	1
543	ее можно	1	1
544	отношений и	1	1
545	и от	2	1
546	в результате	4	1
547	все они	2	1
548	о котором	2	1
549	в настоящее	1	1
550	выше была	1	1
551	бы в	1	1
552	не более	2	1
553	она здесь	1	1
554	ни было	1	1
555	же в	3	1
556	не есть	1	1
557	которая выше	1	1
558	может и	1	1
559	сообщения о	1	1
560	самое существенное	1	1
561	совершенно не	3	1
562	лишает их	1	1
563	только о	2	1
564	что такое	3	1
565	и другие	1	1
566	случае если	2	1
567	в своих	2	1
568	по поводу	2	1
569	точно так	3	1
570	этой точки	2	1
