N	2gram	Tiupa_Anal_2	Myshleni
497	было не	1	1
498	всей их	1	1
499	говорить о	6	1
500	для всего	1	1
501	в разных	1	1
502	и соответственно	1	1
503	при наличии	1	1
504	его речи	1	1
505	всего на	1	1
506	способу своего	1	1
507	на природу	1	1
508	другой стороны	2	1
509	это слово	1	1
510	убедиться в	1	1
511	на него	2	1
512	внутренней жизни	1	1
513	самой этой	1	1
514	так сказать	1	1
515	у меня	1	1
516	не осознается	1	1
517	и внутренней	1	1
518	наоборот в	1	1
519	природа этого	1	1
520	совпадать с	1	1
521	и синтаксически	1	1
522	но к	1	1
523	некоторой степени	1	1
524	и тогда	1	1
525	вступая в	1	1
526	но при	1	1
527	и сами	1	1
528	на основе	2	1
529	языка и	2	1
530	и внутреннее	1	1
531	в себя	4	1
532	не возникает	1	1
533	по способу	1	1
534	когда речь	1	1
535	что меня	2	1
536	и нарастает	1	1
537	к анализу	1	1
538	начала и	1	1
539	других что	2	1
540	поэтому в	1	1
541	короче говоря	1	1
542	другого и	2	1
543	в словах	3	1
544	из одного	1	1
545	не случайна	1	1
546	о нем	1	1
547	и т.д	3	1
548	случилось с	1	1
549	имеем дело	3	1
550	любая фраза	1	1
551	они оказываются	1	1
552	м и	3	1
553	восприятии и	1	1
554	между тем	2	1
555	от них	1	1
556	место в	3	1
557	в глазах	1	1
558	них в	1	1
559	вообще и	2	1
560	предложения к	1	1
561	русской речи	1	1
562	от внешнего	1	1
563	не тот	1	1
564	окружающими его	2	1
565	имеет места	1	1
566	не совпадать	1	1
567	что здесь	1	1
568	этом смысле	2	1
569	которые следует	1	1
570	ни к	1	1
571	в двух	2	1
572	к внутреннему	2	1
573	и представляет	1	1
574	этот вопрос	1	1
575	дело с	1	1
576	также оказывается	2	1
577	с аналогичной	1	1
578	продолжить эту	1	1
579	и после	1	1
580	который в	1	1
581	одних и	1	1
582	и оба	1	1
583	не мешает	1	1
584	и матери	1	1
585	человека с	1	1
586	точной характеристике	1	1
587	внимание в	1	1
588	дважды в	1	1
589	целого ряда	1	1
590	нет я	1	1
591	этого процесса	1	1
592	из них	3	1
593	связывается с	2	1
594	за ним	1	1
595	не так	4	1
596	в прозе	1	1
597	его речь	1	1
598	к ним	1	1
599	до некоторой	1	1
600	как его	1	1
601	у него	4	1
602	деятельности для	1	1
603	не говорит	1	1
604	как будто	3	1
605	в них	1	1
606	начале своего	1	1
607	к самому	1	1
608	к совершенно	1	1
609	или иной	3	1
610	и из	1	1
611	представляют собой	2	1
612	мы привыкли	1	1
613	ни о	3	1
614	от первого	1	1
615	нельзя сказать	1	1
616	здесь в	2	1
617	с той	2	1
618	принадлежит не	1	1
619	в соответствии	2	1
620	на этот	2	1
621	есть сложное	1	1
622	отношения в	2	1
623	в третьей	1	1
624	его как	2	1
625	и внутренне	2	1
626	одну из	2	1
627	и тончайшая	1	1
628	ближе к	1	1
629	он и	2	1
630	если не	1	1
631	должна была	2	1
632	в связи	1	1
633	но оно	1	1
634	в частности	16	1
635	и особенно	4	1
636	оказывается как	1	1
637	в углу	1	1
638	обратил внимание	1	1
639	тому как	3	1
640	и там	1	1
641	по существу	2	1
642	как нельзя	1	1
643	другой к	1	1
644	как речь	1	1
645	исходя из	1	1
646	в состоянии	2	1
647	н и	2	1
648	на которой	1	1
649	только для	1	1
650	внимания на	1	1
651	при условии	1	1
652	на следующем	1	1
653	так ли	1	1
654	других к	1	1
655	говоря это	1	1
656	однако не	1	1
657	которой он	1	1
658	к другим	1	1
659	в литературе	1	1
660	случае он	1	1
661	роль при	1	1
662	за его	1	1
663	не случайным	2	1
664	за словами	1	1
665	фразы и	1	1
666	оно и	1	1
667	при таком	2	1
668	углу комнаты	1	1
669	этот переход	1	1
670	в результате	3	1
671	своей собственной	1	1
672	хотя и	4	1
673	и все	3	1
674	как теперь	1	1
675	той или	3	1
676	останавливаться на	1	1
677	все они	1	1
678	же в	1	1
679	в равной	1	1
680	могли быть	1	1
681	отношении к	1	1
682	к ее	1	1
683	по поводу	3	1
684	отталкиваясь от	1	1
685	из тех	1	1
686	к женщине	1	1
687	состоит из	1	1
688	была бы	2	1
689	самой своей	1	1
690	остается на	1	1
691	по одному	1	1
692	не что	1	1
693	этого феномена	1	1
694	к моменту	1	1
695	борьба и	1	1
696	в таком	2	1
