N	2gram	Savitsky_E_1	FransuaR
359	возвращается к	1	1
360	по себе	4	1
361	тому что	1	1
362	на историческую	1	1
363	но они	1	1
364	тем самым	5	1
365	имеет свое	1	1
366	с теми	1	1
367	правда в	1	1
368	и притом	4	1
369	на себе	1	1
370	мы все	1	1
371	можно судить	1	1
372	он мог	1	1
373	их из	2	1
374	никогда не	3	1
375	а для	1	1
376	на язык	2	1
377	от эпохи	1	1
378	именно с	1	1
379	в стороне	3	1
380	совершенно неправильно	1	1
381	к концу	1	1
382	по своей	2	1
383	мире и	1	1
384	и направляет	1	1
385	так называемый	1	1
386	находит себе	1	1
387	техники и	4	1
388	уже и	3	1
389	доказать что	1	1
390	как будто	2	1
391	что на	2	1
392	притом в	2	1
393	и несколько	1	1
394	к обычному	1	1
395	в направлении	4	1
396	всего в	2	1
397	с полной	1	1
398	что оно	1	1
399	все еще	1	1
400	историческое значение	1	1
401	идеи о	2	1
402	отказаться от	1	1
403	всегда в	1	1
404	существует только	1	1
405	в применении	3	1
406	оно может	1	1
407	изменений в	1	1
408	обращенный к	1	1
409	свою очередь	2	1
410	значительной мере	1	1
411	законы и	1	1
412	людей в	1	1
413	мир к	1	1
414	как по	1	1
415	в пределах	25	1
416	они должны	1	1
417	ставить и	1	1
418	особенно во	1	1
419	каждого из	1	1
420	во многом	2	1
421	имеется в	1	1
422	и вообще	1	1
423	с ним	1	1
424	на уровне	2	1
425	но начало	1	1
426	только бы	1	1
427	тех кто	1	1
428	внимание на	1	1
429	и что	2	1
430	не выходит	1	1
431	положения и	1	1
432	что эта	1	1
433	такими же	1	1
434	от них	3	1
435	во втором	2	1
436	отметить что	3	1
437	и только	3	1
438	чтобы превратить	1	1
439	в другой	2	1
440	и где	1	1
441	способность к	1	1
442	всего этого	1	1
443	нем и	1	1
444	следует прежде	1	1
445	и всего	1	1
446	того что	7	1
447	для каких	2	1
448	быть и	1	1
449	такая же	1	1
450	дело с	1	1
451	что даже	1	1
452	не имеет	4	1
453	которое мы	1	1
454	и внутри	1	1
455	начало в	2	1
456	ее от	2	1
457	xix и	1	1
458	сопоставить эти	1	1
459	высшее и	3	1
460	с одной	8	1
461	в качестве	14	1
462	для всех	1	1
463	к какому	1	1
464	в виде	5	1
465	входящие в	1	1
466	участие в	2	1
467	следует что	1	1
468	всяком случае	3	1
469	бы совершенно	2	1
470	ценность в	2	1
471	само по	4	1
472	перед ними	1	1
473	в границах	1	1
474	но из	1	1
475	к двум	1	1
476	значение имеет	1	1
477	культуры между	1	1
478	а именно	2	1
479	что тот	1	1
480	с той	1	1
481	как же	2	1
482	и области	3	1
483	пребывает в	1	1
484	что не	1	1
485	необходимо понять	1	1
486	в англии	1	1
487	только к	2	1
488	говорит о	3	1
489	те кто	1	1
490	положений и	1	1
491	связано с	3	1
492	их можно	1	1
493	европы но	1	1
494	зрения этих	1	1
495	с большей	1	1
496	более того	1	1
497	не на	4	1
498	отнюдь не	9	1
499	мира в	4	1
500	эту эпоху	1	1
501	культуры не	2	1
502	истины за	1	1
503	в старом	1	1
504	так же	9	1
505	как это	4	1
506	некоторые из	1	1
507	относятся к	2	1
508	имеются в	1	1
509	его на	2	1
510	не сразу	1	1
511	в любой	1	1
512	не могут	2	1
513	которые как	1	1
514	не дают	2	1
515	применении к	3	1
516	которые по	1	1
517	и западные	1	1
518	даже с	1	1
519	культуре и	1	1
520	англии и	2	1
521	в человеческом	1	1
522	мыслится как	1	1
523	в свое	1	1
524	что между	1	1
525	в формах	1	1
526	но так	1	1
527	ведь и	2	1
528	в смысле	9	1
529	ко второй	1	1
530	тех или	1	1
531	старого мира	1	1
532	с еще	1	1
533	в точном	1	1
534	или в	2	1
535	в результате	3	1
536	мира и	3	1
537	о котором	1	1
538	но также	2	1
539	ее и	1	1
540	значение его	1	1
541	но когда	1	1
542	своих произведений	1	1
543	это может	1	1
544	климата и	1	1
545	пришлось бы	1	1
546	ни было	4	1
547	же в	2	1
548	даже при	2	1
549	поскольку это	1	1
550	с ними	1	1
551	в свою	3	1
552	другой стороны	2	1
553	но этот	1	1
554	религии и	1	1
555	культуры в	4	1
556	находящихся в	1	1
557	не способны	1	1
558	который не	1	1
559	время не	1	1
560	известных условиях	1	1
561	целей и	1	1
562	заметить что	2	1
563	вполне понятно	1	1
564	ее в	3	1
565	для каждого	1	1
566	областей и	3	1
567	как на	3	1
568	в таком	3	1
569	во всяком	3	1
570	неправильно думать	1	1
571	гораздо более	1	1
