N	2gram	Bakhtin_sl_2	Vladivir
244	в целом	1	2
245	в мире	1	2
246	но как	2	2
247	к его	2	2
248	не на	1	2
249	только с	2	2
250	но уже	1	2
251	с этим	2	2
252	но на	1	2
253	которые были	1	2
254	и еще	1	2
255	же и	2	2
256	здесь о	1	2
257	и за	1	2
258	в их	2	2
259	друг друга	1	2
260	или иначе	1	2
261	на первый	1	2
262	другой стороны	1	2
263	с таким	2	2
264	не имеющих	1	2
265	по преимуществу	1	2
266	в сторону	1	2
267	этом отношении	3	2
268	не могут	5	2
269	она не	6	2
270	и само	2	2
271	должен был	1	2
272	не нужно	1	2
273	еще раз	3	2
274	роль в	2	2
275	быть и	3	2
276	с его	7	2
277	все они	2	2
278	о значении	1	2
279	и вся	1	2
280	этого факта	1	2
281	не о	1	2
282	к этому	1	2
283	что она	1	2
284	знаем в	1	2
285	быть в	1	2
286	и речи	2	2
287	никогда и	1	2
288	не является	1	2
289	он никогда	1	2
290	ни к	2	2
291	дальше и	1	2
292	и по	1	2
293	и более	2	2
294	той или	5	2
295	и самая	1	2
296	первый план	1	2
297	недостаточно одного	1	1
298	внутреннюю форму	2	1
299	есть на	2	1
300	его от	3	1
301	то мы	1	1
302	может не	2	1
303	с ее	2	1
304	стремиться к	2	1
305	может и	2	1
306	полемике с	1	1
307	они были	1	1
308	разной степени	1	1
309	оно всегда	1	1
310	связанного с	1	1
311	оно стремится	2	1
312	но она	2	1
313	смысл и	2	1
314	входить в	2	1
315	вне его	2	1
316	на себе	1	1
317	которой мы	1	1
318	не касается	1	1
319	все те	1	1
320	его на	1	1
321	принимает иной	1	1
322	можно сказать	1	1
323	место в	1	1
324	но он	2	1
325	и оно	2	1
326	это то	1	1
327	всем этим	2	1
328	в литературе	1	1
329	жизни и	6	1
330	в плане	5	1
331	мы говорим	1	1
332	характерны для	1	1
333	слово для	3	1
334	учета этого	1	1
335	было у	1	1
336	почти все	2	1
337	в один	1	1
338	а это	1	1
339	мышления и	5	1
340	науки о	1	1
341	как таковое	1	1
342	очень мало	1	1
343	без учета	1	1
344	ней нет	1	1
345	него и	1	1
346	это слово	1	1
347	для всего	1	1
348	и предметом	2	1
349	себя то	2	1
350	века и	1	1
351	это единство	1	1
352	нет никакой	1	1
353	и их	5	1
354	души и	1	1
355	конечно это	1	1
356	смысла и	3	1
357	и словесно	1	1
358	на живом	1	1
359	рядом с	3	1
360	даже по	1	1
361	то прежде	1	1
362	последнем случае	1	1
363	здесь с	1	1
364	гораздо более	1	1
365	мы сказали	2	1
366	и которые	1	1
367	он знает	1	1
368	выдвигать на	1	1
369	как таковая	1	1
370	сих пор	2	1
371	конечно и	2	1
372	и естественные	1	1
373	не исчерпывается	1	1
374	только как	1	1
375	для ее	1	1
376	вообще и	1	1
377	нашего сознания	2	1
378	и должны	1	1
379	включает в	2	1
380	с авторитетом	2	1
381	нами не	1	1
382	и другие	2	1
383	же пустой	1	1
384	мы ее	1	1
385	к раскрытию	1	1
386	никак нельзя	1	1
387	до сих	2	1
388	освобождения от	1	1
389	в некоторых	3	1
390	и без	1	1
391	человек не	1	1
392	проблема эта	2	1
393	только чисто	1	1
394	та же	1	1
395	него то	1	1
396	работы в	1	1
397	эту действительность	1	1
398	так в	2	1
399	в формальном	1	1
400	отношении к	4	1
401	и часто	3	1
402	во всякой	1	1
403	я говорю	1	1
404	как таковую	1	1
405	борьба в	1	1
406	своей целью	1	1
407	те же	2	1
408	влияние на	2	1
409	к самому	1	1
410	притом в	2	1
411	на этой	1	1
412	правильного понимания	1	1
413	этой проблемы	1	1
414	и всех	1	1
415	для второй	1	1
416	это очень	2	1
417	его именно	2	1
418	в свете	3	1
419	действительности в	1	1
420	нуждается в	2	1
421	опираться на	1	1
422	речи с	1	1
423	с той	1	1
424	мысль и	1	1
425	например о	1	1
426	выступает здесь	2	1
427	например в	5	1
428	и падение	1	1
429	но зато	1	1
430	слова является	1	1
431	конечно в	2	1
432	в корне	1	1
433	в чисто	3	1
434	следовательно и	1	1
435	в себя	2	1
436	особенно в	2	1
437	что слово	1	1
438	и действующий	1	1
439	он как	1	1
440	высоким и	1	1
441	говорить и	1	1
442	мира с	1	1
443	или на	2	1
444	и имеет	1	1
445	сознания в	1	1
446	еще более	2	1
447	и главное	1	1
448	их не	1	1
449	этом случае	6	1
450	на все	1	1
451	этого необходимо	1	1
452	в новом	2	1
453	сама по	3	1
454	такими же	1	1
455	богаче и	1	1
456	которые в	2	1
457	говорить об	1	1
458	прийти к	1	1
459	и невозможно	1	1
460	они не	2	1
461	как в	13	1
462	живого и	1	1
463	пор не	2	1
464	но этот	1	1
465	больше всего	1	1
466	для изучения	1	1
467	в системе	1	1
468	интерес к	1	1
469	утверждать что	1	1
470	другими словами	1	1
471	это и	2	1
472	что при	1	1
473	с которым	2	1
474	в сфере	2	1
475	достаточно указать	1	1
476	можно говорить	2	1
477	силы и	1	1
478	и говорить	1	1
479	свободного и	1	1
480	интересами и	1	1
481	трудно сказать	1	1
482	лишь в	3	1
483	самому себе	1	1
484	как он	2	1
485	для нее	1	1
486	раскрывает здесь	1	1
487	именно так	1	1
488	во всех	12	1
489	мира и	5	1
490	притом не	1	1
491	будет очень	1	1
492	должны были	1	1
493	во второй	1	1
494	необходимо отметить	3	1
495	даны в	1	1
496	к сожалению	1	1
497	автора и	2	1
498	словом и	8	1
499	лишь при	2	1
500	один из	5	1
501	невозможно в	1	1
502	сказать так	1	1
503	но его	1	1
504	отношении он	1	1
505	в подлинном	1	1
506	сказать в	1	1
507	в контексте	3	1
508	довлеет себе	1	1
509	на пути	1	1
510	согласны с	1	1
511	к которой	1	1
512	в новое	4	1
513	в последнем	1	1
514	и непосредственно	2	1
515	не довлеет	1	1
516	него нет	3	1
517	представить себе	1	1
518	глубоко и	3	1
519	от этих	1	1
520	значение не	1	1
521	этот путь	1	1
522	в основе	4	1
523	к проблеме	3	1
524	новое время	2	1
525	может иметь	3	1
526	из самых	1	1
527	не исчерпывает	3	1
528	нужно сказать	1	1
529	и абстрактно	1	1
530	чтобы понять	1	1
531	ко всему	1	1
532	в них	6	1
533	здесь уже	2	1
534	и правды	1	1
535	и другим	2	1
536	и др	4	1
537	не всегда	2	1
538	только не	1	1
539	от нас	2	1
540	и она	1	1
541	одна из	4	1
542	точку зрения	3	1
543	идея но	1	1
544	этого слова	1	1
545	что мир	1	1
546	и выдвигает	1	1
547	позитивизм в	1	1
548	в более	2	1
549	если она	3	1
550	и свою	1	1
551	он в	1	1
552	говорим о	1	1
553	и об	1	1
554	так сказать	6	1
555	говорит только	1	1
556	смысле не	1	1
557	и таким	1	1
558	того как	2	1
559	очень важно	1	1
560	всегда стремится	1	1
561	тем и	1	1
562	во всей	1	1
563	слова и	8	1
564	не для	1	1
565	в иных	1	1
566	более свободном	1	1
567	стороны оно	1	1
568	возможно только	1	1
569	и стиль	1	1
570	себя и	4	1
571	в направлении	1	1
572	в процессе	13	1
573	поскольку она	1	1
574	себя как	1	1
575	как известно	1	1
576	восприятие и	1	1
577	другим как	1	1
578	заставляет нас	1	1
579	есть именно	1	1
580	язык и	7	1
581	ориентироваться в	1	1
582	все это	16	1
583	всякое живое	1	1
584	в свой	2	1
585	и никогда	1	1
586	мы говорили	1	1
587	этого сознания	1	1
588	котором и	1	1
589	и сам	1	1
590	нечто уже	1	1
591	этот второй	2	1
592	и литературными	1	1
593	самого начала	1	1
594	слова а	1	1
595	отметить что	3	1
596	подход к	1	1
597	с самого	1	1
598	же он	1	1
599	сознания есть	1	1
600	и нет	2	1
601	в частности	1	1
602	в такой	1	1
603	не столь	1	1
604	с которой	1	1
605	не поймет	1	1
606	только для	1	1
607	том числе	1	1
608	касается самого	1	1
609	все равно	1	1
610	его не	4	1
611	стороне вопроса	1	1
612	всего этого	1	1
613	а следовательно	1	1
614	речь идет	1	1
615	этот свой	1	1
616	речи в	1	1
617	в составе	1	1
618	и есть	1	1
619	но их	1	1
620	при изучении	1	1
621	могли легко	1	1
622	говорить не	1	1
623	знает что	1	1
624	и должно	1	1
625	на ряд	2	1
626	приблизиться к	1	1
627	здесь входить	1	1
628	важную роль	1	1
629	она в	1	1
630	с первыми	1	1
631	связанный с	1	1
632	точка зрения	2	1
633	но эта	2	1
634	естественные науки	1	1
635	мире а	1	1
636	а во	1	1
637	и внешний	1	1
638	за ним	1	1
639	мы теперь	1	1
640	конечно не	5	1
641	он говорит	1	1
642	или иной	5	1
643	себе а	1	1
644	без всякого	2	1
645	быть весьма	1	1
646	и следовательно	1	1
647	как предмет	4	1
648	и произведения	1	1
649	и прямо	2	1
650	ближе к	1	1
651	все что	2	1
652	и других	4	1
653	развития и	1	1
654	и такой	1	1
655	и при	2	1
656	в свою	3	1
