N	2gram	Potebnia_M_3	Stilisti
242	слово это	2	2
243	к миру	1	2
244	по своему	2	2
245	одной и	4	2
246	на наш	1	2
247	и внутренняя	1	2
248	ясно что	1	2
249	есть не	7	2
250	человечества но	1	2
251	с этим	6	2
252	в жизни	1	2
253	но мы	2	2
254	следует искать	1	2
255	не всегда	2	2
256	он сказал	1	2
257	в этих	1	2
258	и при	4	2
259	в своей	2	2
260	место в	3	2
261	в которых	2	2
262	но эта	1	2
263	в мире	1	2
264	которые в	1	2
265	важную роль	1	2
266	однако в	1	2
267	который мы	1	2
268	не должно	1	2
269	существует и	1	2
270	ее с	1	2
271	в нас	2	2
272	каждый из	1	2
273	это слово	4	2
274	себе это	1	2
275	этом отношении	2	2
276	в каком	5	2
277	формы слова	3	2
278	все то	1	2
279	не есть	17	2
280	из всего	1	2
281	здесь не	1	2
282	речи то	1	2
283	и когда	1	2
284	художественное творчество	1	2
285	понимание и	1	2
286	из двух	3	2
287	времени и	1	2
288	не с	1	2
289	быть может	3	2
290	и вообще	3	2
291	с ним	6	2
292	определенное значение	1	2
293	речи не	1	2
294	и содержание	2	2
295	к нему	3	2
296	этих слов	2	2
297	в языке	7	2
298	языка мы	2	2
299	как например	1	2
300	вода +	1	2
301	в том	32	2
302	тот же	1	2
303	одной из	2	2
304	что он	6	2
305	в какой	2	2
306	как нечто	1	2
307	экономии и	1	2
308	человека с	1	2
309	события и	1	2
310	слова не	2	2
311	или даже	1	2
312	в душе	10	2
313	первобытного человека	1	2
314	для него	9	2
315	заметить что	3	2
316	тем что	7	2
317	и речь	1	2
318	нужно было	1	2
319	развития в	2	2
320	миру и	1	2
321	еще и	1	2
322	не было	4	2
323	зависит от	6	2
324	даже на	1	2
325	всю совокупность	2	2
326	равно как	1	2
327	связь с	3	2
328	речь но	1	2
329	слово становится	1	2
330	и потому	4	2
331	как одно	1	2
332	у человека	1	2
333	в разговоре	2	2
334	смысле этого	7	2
335	которое не	2	2
336	должно быть	5	2
337	про себя	1	2
338	сих пор	3	2
339	но это	6	2
340	тем и	3	2
341	или в	3	2
342	а к	3	2
343	на первый	1	2
344	о происхождении	1	2
345	мы как	1	2
346	несмотря на	2	2
347	не говоря	3	2
348	забывать что	1	2
349	они еще	1	2
350	к этому	3	2
351	что то	1	2
352	в голову	1	2
353	членораздельный звук	3	2
354	гораздо более	1	2
355	жизнь человека	1	1
356	одним из	1	1
357	чтобы не	1	1
358	художественного произведения	5	1
359	увидим ниже	1	1
360	не остается	1	1
361	состояния человека	1	1
362	очутимся в	1	1
363	себе путь	1	1
364	к своей	1	1
365	и должны	1	1
366	в предложении	2	1
367	мысли а	4	1
368	чего не	1	1
369	наша внутренняя	1	1
370	и до	2	1
371	и самое	2	1
372	собственном смысле	2	1
373	слова которые	1	1
374	входящих в	2	1
375	в их	2	1
376	часть его	2	1
377	например в	6	1
378	если я	1	1
379	которую мы	1	1
380	до такой	1	1
381	бы например	2	1
382	в сущности	1	1
383	говорить о	3	1
384	принадлежит к	1	1
385	себе этот	2	1
386	ему в	2	1
387	в числе	1	1
388	себе что	2	1
389	того же	1	1
390	в каждой	4	1
391	имя и	1	1
392	речь без	1	1
393	это возможно	1	1
394	слово на	1	1
395	быть в	1	1
396	но этого	1	1
397	в чем	3	1
398	природу в	1	1
399	и разных	1	1
400	одним словом	2	1
401	самым мы	1	1
402	но как	2	1
403	не то	3	1
404	если в	1	1
405	а уже	1	1
406	в новом	2	1
407	в зеркале	1	1
408	ведь мы	1	1
409	теперь не	2	1
410	шаг к	1	1
411	явление которое	1	1
412	относится к	4	1
413	и читатель	1	1
414	в собственном	2	1
415	там где	3	1
416	в истории	1	1
417	притом так	1	1
418	в одной	1	1
419	третье лицо	1	1
420	своей и	1	1
421	дает нам	3	1
422	его должны	1	1
423	скажем что	2	1
424	в своем	5	1
425	внутренняя жизнь	1	1
426	и есть	3	1
427	и слова	2	1
428	когда он	1	1
429	из сознания	1	1
430	и внутреннюю	2	1
431	и каждое	2	1
432	более или	3	1
433	себе не	4	1
434	увидим что	1	1
435	этим языком	1	1
436	от этого	2	1
437	то в	1	1
438	со своей	2	1
439	сливается с	2	1
440	может достигнуть	1	1
441	в простом	3	1
442	указания на	1	1
443	существует лишь	1	1
444	формы в	1	1
445	чем больше	1	1
446	из этих	9	1
447	думать что	5	1
448	еще один	1	1
449	и отношения	1	1
450	бы только	1	1
451	уже отчасти	1	1
452	только один	2	1
453	имеет для	3	1
454	в наших	1	1
455	не могла	2	1
456	и если	2	1
457	наш взгляд	1	1
458	что без	1	1
459	наблюдать в	1	1
460	с течением	1	1
461	в первых	1	1
462	действие и	1	1
463	тем не	3	1
464	время и	2	1
465	он не	4	1
466	эту зависимость	1	1
467	не воспринимаем	1	1
468	при виде	1	1
469	он должен	1	1
470	в художественном	1	1
471	к одному	5	1
472	не как	2	1
473	в силу	3	1
474	производимых на	1	1
475	сказанное нами	1	1
476	но вместе	4	1
477	мы за	1	1
478	прежде чем	2	1
479	развития языка	1	1
480	так например	2	1
481	на то	2	1
482	создать себе	1	1
483	что нельзя	1	1
484	с сознанием	2	1
485	форме а	1	1
486	мысль об	2	1
487	могла бы	2	1
488	мыслью но	1	1
489	тем в	1	1
490	выражений и	1	1
491	конечно в	1	1
492	на все	2	1
493	образом если	1	1
494	искусства в	1	1
495	понять его	1	1
496	то все	1	1
497	без нее	2	1
498	одна и	1	1
499	этому предмету	1	1
500	должен был	1	1
501	его места	1	1
502	за ним	3	1
503	совокупность этих	1	1
504	с этой	2	1
505	отражается в	2	1
506	и вне	1	1
507	перестает быть	4	1
508	своего искусства	1	1
509	это нечто	1	1
510	и тогда	3	1
511	себе все	1	1
512	форму но	2	1
513	мысли что	4	1
514	или менее	3	1
515	к тем	2	1
516	в предметах	1	1
517	таким же	1	1
518	причины и	1	1
519	это только	1	1
520	одним и	3	1
521	то для	2	1
522	принадлежит следовательно	1	1
523	на каждом	1	1
524	на свою	2	1
525	мысли и	2	1
526	жизни с	1	1
527	искусства а	2	1
528	акт сознания	1	1
529	для многих	1	1
530	знание этого	1	1
531	не поймет	1	1
532	по крайней	5	1
533	речи в	1	1
534	этот предмет	2	1
535	для большей	1	1
536	точнее говоря	1	1
537	пламя и	1	1
538	том же	2	1
539	что этот	1	1
540	в устах	1	1
541	из одного	1	1
542	или если	1	1
543	зрения и	2	1
544	по себе	16	1
545	даже в	2	1
546	человека но	1	1
547	и говорящий	1	1
548	в одно	3	1
549	и музыки	1	1
550	произведения и	1	1
551	раз и	1	1
552	с миром	1	1
553	не менее	5	1
554	вложена в	1	1
555	без его	1	1
556	это чувство	1	1
557	в таких	1	1
558	что эта	2	1
559	с которой	1	1
560	она не	2	1
561	это дает	1	1
562	и проч	16	1
563	тогда когда	9	1
564	того как	4	1
565	и искусство	1	1
566	разговоре с	1	1
567	иметь в	2	1
568	только не	2	1
569	следовательно и	1	1
570	его присутствие	1	1
571	в общих	1	1
572	находятся в	1	1
573	с одним	1	1
574	словесного выражения	1	1
575	имеем права	1	1
576	глядя на	2	1
577	такой случай	1	1
578	и теперь	6	1
579	и искусства	1	1
580	группы и	1	1
581	течением времени	1	1
582	отношении языка	1	1
583	есть к	3	1
584	языка в	5	1
585	и оно	3	1
586	не могут	5	1
587	языке и	1	1
588	и остановимся	1	1
589	для его	1	1
590	что при	3	1
591	любовь в	1	1
592	должен быть	1	1
593	большей части	2	1
594	на нечто	1	1
595	же зависит	1	1
596	что для	4	1
597	приходит к	1	1
598	и о	2	1
599	говоря уже	1	1
600	без всякого	1	1
601	указывать на	2	1
602	наших слов	1	1
603	его художественного	1	1
604	как по	1	1
605	на разных	1	1
606	мысль о	5	1
607	в произведении	3	1
608	лучше сказать	2	1
609	котором мы	2	1
610	нам остается	1	1
611	здесь как	3	1
612	с самим	1	1
613	или на	2	1
614	все свои	1	1
615	когда в	2	1
616	понятно что	1	1
617	связанных между	1	1
618	этой жизни	1	1
619	слова ни	1	1
620	для этого	1	1
621	по мере	4	1
622	даже не	1	1
623	образом в	3	1
624	не найдем	1	1
625	каждый раз	2	1
626	именно потому	1	1
627	не существовало	1	1
628	столь же	4	1
629	и та	2	1
630	никак не	3	1
631	и что	10	1
632	как ее	2	1
633	мог бы	1	1
634	все его	1	1
635	знает что	1	1
636	образом мы	1	1
637	нет это	1	1
638	с нашей	1	1
639	слово может	5	1
640	например вода	1	1
641	между тем	9	1
642	представим себе	1	1
643	творчества в	1	1
644	противоречия и	1	1
645	но нет	1	1
646	какое значение	1	1
647	примыкает к	1	1
648	и которое	1	1
649	крайней мере	5	1
650	мы заметим	1	1
651	непосредственно в	1	1
652	них в	1	1
653	вслед за	3	1
654	что бы	1	1
655	слова для	3	1
656	мы очутимся	1	1
657	места и	1	1
658	бросается в	1	1
659	говорить не	1	1
660	с ними	1	1
661	исследования мы	1	1
662	например можно	1	1
663	и после	2	1
664	он уже	1	1
665	так необходимо	1	1
666	к самим	1	1
667	самого говорящего	1	1
668	между этими	1	1
669	или его	1	1
670	не мешает	1	1
671	нам возможность	2	1
672	самое содержание	1	1
673	действительность но	1	1
674	которой оно	1	1
675	б мы	1	1
676	так что	7	1
677	же и	3	1
678	есть в	3	1
679	неразрывно связано	1	1
680	не можем	3	1
681	этого я	1	1
682	за другим	1	1
683	в виде	2	1
684	одного типа	1	1
685	его с	2	1
686	мы прибавим	1	1
687	следует за	1	1
688	здесь же	1	1
689	каким образом	1	1
690	что вообще	2	1
691	при помощи	1	1
692	по отношению	5	1
693	где бы	1	1
694	мы относим	2	1
695	не связанных	1	1
696	что самые	1	1
697	был бы	2	1
698	искать в	1	1
699	ни в	2	1
700	могло бы	1	1
701	иначе как	1	1
702	вовсе не	7	1
703	ее не	1	1
704	друг друга	3	1
705	у него	2	1
706	должны будем	3	1
707	отдельного человека	1	1
708	мало для	1	1
709	превращается в	1	1
710	действительному реальному	1	1
711	человека таким	1	1
712	это будет	1	1
713	с общим	2	1
714	в другой	1	1
715	свою мысль	2	1
716	со стороны	3	1
717	до сих	3	1
718	имеет и	1	1
719	с другой	7	1
720	за пределы	2	1
721	этим путем	1	1
722	что человек	2	1
723	все равно	4	1
724	я был	1	1
725	понимание как	1	1
726	мысль которая	1	1
727	словами а	1	1
728	такое же	3	1
729	хотел было	1	1
730	души и	2	1
731	по всей	1	1
732	же речь	1	1
733	к более	1	1
734	одного только	1	1
735	на этот	1	1
736	в разной	1	1
737	может без	1	1
738	его как	1	1
739	происходит и	1	1
740	нашей точки	1	1
741	слова которое	1	1
742	здесь только	3	1
743	намек на	1	1
744	есть явление	1	1
745	и отношение	1	1
746	в речи	2	1
747	как внутренняя	1	1
748	но оно	6	1
749	нашей мысли	4	1
750	прибавить еще	1	1
751	видели в	1	1
752	как материал	1	1
753	впечатлений производимых	1	1
754	человек должен	1	1
755	предположить что	1	1
756	он говорит	2	1
757	тому как	5	1
758	явлением в	1	1
759	для человека	4	1
760	многих других	1	1
761	своего содержания	1	1
762	действительности как	1	1
763	только то	1	1
764	частей речи	1	1
765	еще раз	2	1
766	именно в	3	1
767	не будем	1	1
768	мешает нам	1	1
769	такие звуки	1	1
770	и различие	1	1
771	виду что	1	1
772	другой и	2	1
773	сознании и	2	1
774	слово будучи	1	1
775	ему теперь	1	1
776	на человека	2	1
777	в более	1	1
778	что собственно	2	1
779	смысл для	1	1
780	в мысли	2	1
781	что я	5	1
782	на одном	1	1
783	сознания и	1	1
784	само по	3	1
785	в результате	1	1
786	о котором	1	1
787	бы даже	1	1
788	что в	17	1
789	к одной	3	1
790	говоря о	4	1
791	это так	1	1
792	собственно говоря	2	1
793	с языком	1	1
794	составляющих его	1	1
795	тем более	4	1
796	в поле	1	1
797	на языке	1	1
798	от всего	3	1
799	с другими	5	1
800	по самой	1	1
801	ее в	1	1
802	или не	1	1
803	постоянного и	1	1
804	к мысли	3	1
805	то вопрос	1	1
806	части еще	1	1
807	нам не	1	1
808	может и	1	1
809	слово в	4	1
810	но если	1	1
811	необходимое условие	1	1
812	только как	5	1
813	другой стороны	4	1
814	была бы	4	1
815	появления в	2	1
816	в глаза	1	1
817	самой своей	1	1
818	нет но	1	1
819	с образованием	1	1
820	в последнем	3	1
821	отношению к	5	1
822	это и	2	1
823	значение не	3	1
824	было быть	1	1
825	в действительности	5	1
826	на лице	1	1
827	указывают на	1	1
828	человека к	1	1
829	на ту	1	1
830	но каким	1	1
831	время служит	1	1
832	слово только	1	1
833	заключать в	1	1
834	в таком	3	1
835	все что	4	1
836	еще слишком	1	1
