N	2gram	Bakhtin_Pr_5	VrazhdaK
202	он обратился	1	1
203	в преступлении	1	1
204	служит для	1	1
205	мне все	3	1
206	по своему	4	1
207	в петербурге	1	1
208	совсем не	3	1
209	но не	6	1
210	же на	1	1
211	в сторону	2	1
212	всего он	1	1
213	не все	1	1
214	и т.д	3	1
215	вам это	2	1
216	тут же	1	1
217	я только	1	1
218	что они	6	1
219	руку и	1	1
220	от злости	1	1
221	из которого	1	1
222	независимо от	1	1
223	как в	5	1
224	с этим	3	1
225	для всех	1	1
226	почувствовал что	1	1
227	некоторое время	1	1
228	по которому	2	1
229	как к	5	1
230	как нам	1	1
231	героев достоевского	3	1
232	и наконец	7	1
233	знаю что	2	1
234	себе не	1	1
235	них он	2	1
236	и отчасти	2	1
237	то в	2	1
238	нему с	1	1
239	поэтому он	3	1
240	в самом	6	1
241	письма достоевского	1	1
242	что это	4	1
243	в целом	3	1
244	момент его	2	1
245	что же	7	1
246	романа это	1	1
247	еще один	2	1
248	тому же	3	1
249	во многих	1	1
250	это такая	1	1
251	достоевского а	1	1
252	но ведь	2	1
253	как он	2	1
254	в записках	2	1
255	вас и	2	1
256	не могла	1	1
257	да и	5	1
258	одному из	1	1
259	высшей степени	3	1
260	в первой	1	1
261	теперь это	1	1
262	всех этих	2	1
263	тут вдруг	1	1
264	же это	1	1
265	чем у	1	1
266	и тотчас	2	1
267	ведь не	1	1
268	этот процесс	2	1
269	свои собственные	2	1
270	в плане	6	1
271	из него	1	1
272	никому не	1	1
273	и этот	2	1
274	всего то	1	1
275	выражение его	1	1
276	однако в	2	1
277	одно и	3	1
278	это конечно	1	1
279	совпадают с	1	1
280	есть все	1	1
281	конечно в	2	1
282	в глубине	1	1
283	самим собой	7	1
284	это было	2	1
285	как тот	1	1
286	вечере у	1	1
287	было бы	3	1
288	в итоге	1	1
289	был очень	1	1
290	в жизни	2	1
291	в высшей	3	1
292	этого не	3	1
293	всю жизнь	2	1
294	его отношения	1	1
295	которой он	3	1
296	он и	5	1
297	достоевского вот	1	1
298	в москве	1	1
299	такой же	3	1
300	одного и	1	1
301	но я	2	1
302	которую он	1	1
303	в этих	2	1
304	время своих	1	1
305	и их	1	1
306	можно найти	1	1
307	всяком случае	4	1
308	человеком и	1	1
309	его отношение	4	1
310	своего рода	2	1
311	чтоб я	1	1
312	толчком для	1	1
313	тем не	1	1
314	по крайней	1	1
315	без всяких	1	1
316	есть еще	1	1
317	с такими	1	1
318	что этот	1	1
319	а вот	1	1
320	раз и	3	1
321	всех их	1	1
322	так он	1	1
323	но они	1	1
324	это о	1	1
325	другой не	1	1
326	от нас	1	1
327	правда в	1	1
328	первая часть	1	1
329	в процессе	1	1
330	героев и	1	1
331	из их	2	1
332	только не	1	1
333	не лучше	1	1
334	ничего не	3	1
335	и лишь	2	1
336	мыслей и	1	1
337	того в	1	1
338	он хочет	4	1
339	по своей	2	1
340	такая же	2	1
341	ему и	1	1
342	это слово	4	1
343	потому что	8	1
344	этом отношении	1	1
345	к запискам	2	1
346	эту сторону	1	1
347	ли это	2	1
348	подполья но	1	1
349	вот в	1	1
350	среди них	1	1
351	в речах	6	1
352	глаза в	1	1
353	отличается от	1	1
354	этого и	2	1
355	за что	1	1
356	творчества достоевского	1	1
357	не совсем	1	1
358	с ее	3	1
359	свою очередь	1	1
360	его почти	1	1
361	в ее	3	1
362	ставрогин не	1	1
363	но мы	1	1
364	то время	1	1
365	роль в	1	1
366	достоевским как	1	1
367	верит в	1	1
368	и сам	7	1
369	стремится быть	2	1
370	был без	1	1
371	так и	8	1
372	на нее	2	1
373	было в	2	1
374	еще в	4	1
375	том как	1	1
376	но у	1	1
377	жизнь и	2	1
378	в пику	1	1
379	всеми силами	1	1
380	и вообще	2	1
381	можно бы	1	1
382	во всяком	4	1
383	приближается к	1	1
384	барыня и	1	1
385	до сих	1	1
386	нас в	1	1
387	к нему	13	1
388	во всех	3	1
389	от них	1	1
390	слово его	1	1
391	из своего	4	1
392	и повторяя	1	1
393	во всей	1	1
394	в форме	3	1
395	крайней мере	1	1
396	в другой	1	1
397	тотчас же	4	1
398	промелькнуло в	1	1
399	все в	1	1
400	достоевского это	3	1
401	не знаю	2	1
402	человека как	2	1
403	к которому	1	1
404	нас интересует	1	1
405	этом смысле	3	1
406	один из	1	1
407	но с	1	1
408	сразу же	1	1
409	что только	1	1
410	за исключением	2	1
411	которым он	4	1
412	во всем	4	1
413	то он	1	1
414	и кончая	1	1
415	он уже	3	1
416	в качестве	1	1
417	же он	1	1
418	себя в	2	1
419	мы бы	1	1
420	из гордости	1	1
421	записках из	1	1
422	на свое	1	1
423	он одновременно	1	1
424	в душе	2	1
425	этот раз	2	1
426	по первому	1	1
427	говорит о	2	1
428	в одном	6	1
429	для правильного	1	1
430	друг друга	2	1
431	каждый из	2	1
432	не просто	2	1
433	лишь один	1	1
434	десять лет	1	1
435	в особенности	1	1
436	связан с	2	1
437	о своей	3	1
438	и из	1	1
439	с другой	4	1
440	все равно	2	1
441	такое же	2	1
442	и крайняя	1	1
443	прежде всего	12	1
444	выше и	1	1
445	в стиле	4	1
446	у человека	2	1
447	на этот	2	1
448	до конца	4	1
449	в рассказе	2	1
450	так это	1	1
451	и считает	1	1
452	в ту	1	1
453	человек в	1	1
454	голос и	3	1
455	что из	1	1
456	безо всякой	1	1
457	себя на	1	1
458	нет ничего	1	1
459	него в	1	1
460	с первого	1	1
461	да я	1	1
462	из которых	1	1
463	без труда	1	1
464	не знал	2	1
465	что первая	1	1
466	в ответ	1	1
467	того что	3	1
468	был в	1	1
469	в свое	1	1
470	еще раз	1	1
471	сих пор	1	1
472	в основном	1	1
473	у вас	1	1
474	об одном	1	1
475	но для	2	1
476	под влиянием	3	1
477	мире а	2	1
478	я очень	3	1
479	глубине души	1	1
480	которых он	1	1
481	и от	3	1
482	но на	4	1
483	я всегда	1	1
484	это как	3	1
485	человек и	4	1
486	хотя и	2	1
487	тургенева как	1	1
488	бы в	4	1
489	еще более	1	1
490	у которого	1	1
491	меня под	1	1
492	конце концов	3	1
493	но зато	4	1
494	для достоевского	2	1
495	только что	3	1
496	уже давно	1	1
497	но вот	1	1
498	отношении к	7	1
499	быть и	2	1
500	другой стороны	3	1
501	бы его	3	1
502	из этого	2	1
503	сам в	1	1
504	героя в	5	1
505	который не	1	1
506	как на	1	1
507	по прочтении	1	1
