N	2gram	Trubetskoy_1	VerxiiNi
191	не к	2	2
192	именно из	1	2
193	этом духе	1	2
194	состоит в	2	2
195	его можно	1	2
196	людей и	2	2
197	заключает в	1	2
198	значительной части	2	2
199	связан с	1	2
200	то ни	4	2
201	никто из	1	2
202	те же	1	2
203	к другу	1	2
204	на все	1	2
205	в глазах	2	2
206	творца и	1	2
207	не всегда	1	2
208	богу и	1	2
209	подходя к	1	2
210	видами и	1	2
211	но если	3	2
212	нет для	1	2
213	национальной психики	1	2
214	и сейчас	3	2
215	что о	1	2
216	признать что	6	2
217	не в	4	2
218	в россии	6	2
219	эта культура	1	2
220	самого начала	1	2
221	для каждого	1	2
222	тогда когда	4	2
223	ее с	1	2
224	о полном	1	2
225	не могло	1	2
226	только не	1	2
227	в разных	1	2
228	больше чем	2	2
229	в самой	1	2
230	же время	10	2
231	православной церкви	1	2
232	с одним	1	2
233	в русском	1	2
234	и является	2	2
235	так например	1	2
236	этом отношении	1	2
237	ли это	4	2
238	и проч	1	2
239	не могут	4	2
240	выход из	1	2
241	похож на	1	2
242	отличается от	2	2
243	той или	3	2
244	значительной мере	2	2
245	но при	1	2
246	приводит к	4	2
247	по сравнению	1	2
248	для этого	3	2
249	мысль о	1	2
250	национальный характер	1	2
251	должно было	1	2
252	между тем	5	2
253	у всех	1	2
254	быть и	2	2
255	по своей	1	2
256	один из	1	2
257	положение в	1	2
258	и действительно	1	2
259	от них	1	2
260	для всех	6	2
261	конечно не	5	2
262	нами и	1	2
263	в начале	2	2
264	мы можем	2	2
265	этой задачи	1	2
266	или иной	5	2
267	русской интеллигенции	8	2
268	именно в	3	2
269	по своим	1	2
270	к которому	1	2
271	прежде всего	8	2
272	связано с	1	2
273	превращается в	1	2
274	не было	3	2
275	может ли	1	2
276	и все	1	2
277	когда же	1	2
278	всех других	1	2
279	в одно	1	2
280	если не	2	2
281	связь с	1	2
282	без помощи	1	2
283	по своему	1	2
284	по существу	5	2
285	благодаря этому	2	2
286	только для	2	2
287	поэтому что	1	2
288	же самое	1	2
289	сознании и	1	2
290	при таком	1	2
291	том виде	1	2
292	о котором	3	2
293	в другое	4	2
294	пути к	2	2
295	но когда	1	2
296	ни было	1	2
297	в свою	1	2
298	к культуре	2	2
299	к его	1	2
300	ко всему	1	2
301	из этого	3	2
302	жизни и	4	2
303	для эпохи	1	2
304	можно назвать	1	2
305	все что	4	2
306	этим свойствам	1	1
307	с новыми	1	1
308	себя как	2	1
309	от этой	2	1
310	вряд ли	3	1
311	речь идет	2	1
312	духом любви	1	1
313	в сфере	1	1
314	согласно этому	1	1
315	а между	5	1
316	самом деле	7	1
317	он может	1	1
318	им возможность	1	1
319	это и	1	1
320	что дает	1	1
321	в среду	1	1
322	и есть	2	1
323	что когда	1	1
324	тем же	1	1
325	с культурой	1	1
326	культура не	1	1
327	разных народов	1	1
328	высшее существо	1	1
329	самостоятельные и	1	1
330	то самое	1	1
331	и этот	3	1
332	этом направлении	2	1
333	мы уже	2	1
334	их и	1	1
335	в заблуждение	2	1
336	для достижения	1	1
337	есть единственное	1	1
338	мы не	1	1
339	от культуры	1	1
340	совершенно чуждые	1	1
341	он как	1	1
342	ввести в	1	1
343	в сущности	1	1
344	оно есть	1	1
345	от церкви	3	1
346	очень скоро	1	1
347	мировоззрения в	2	1
348	в будущем	3	1
349	при таких	4	1
350	к общему	1	1
351	в ней	2	1
352	будущее он	1	1
353	а другие	1	1
354	своем целом	1	1
355	на них	1	1
356	участвовать в	1	1
357	что его	1	1
358	природы и	1	1
359	а следовательно	3	1
360	друг к	1	1
361	в православии	1	1
362	в сторону	1	1
363	к известной	1	1
364	к самобытной	1	1
365	по отношению	2	1
366	что так	1	1
367	существом своим	1	1
368	к своей	1	1
369	его учение	1	1
370	что они	3	1
371	нравственной жизни	1	1
372	себя в	4	1
373	и небольшой	1	1
374	человек может	1	1
375	идет о	1	1
376	трудно сказать	1	1
377	работа в	1	1
378	в одной	1	1
379	в постоянном	1	1
380	учений и	1	1
381	что касается	1	1
382	всем существом	1	1
383	данной национальной	1	1
384	свой истинный	1	1
385	от этого	1	1
386	взаимодействия между	1	1
387	то в	3	1
388	к чему	2	1
389	практические выводы	1	1
390	а во-вторых	2	1
391	формы в	1	1
392	не был	1	1
393	непременно будет	3	1
394	данного национального	1	1
395	что к	1	1
396	и тот	2	1
397	образом при	1	1
398	и друг	1	1
399	если он	1	1
400	вследствие этого	1	1
401	на его	1	1
402	отправной точкой	2	1
403	на создание	1	1
404	время и	1	1
405	чтобы они	1	1
406	всех этих	3	1
407	у романогерманцев	1	1
408	он должен	5	1
409	к одному	1	1
410	дела не	2	1
411	в корне	4	1
412	и более	2	1
413	на земле	4	1
414	чтобы в	2	1
415	только ценою	1	1
416	базируются на	1	1
417	постольку поскольку	1	1
418	перед сознанием	1	1
419	человека в	1	1
420	не следует	1	1
421	том же	2	1
422	в одну	1	1
423	касается до	2	1
424	факт что	2	1
425	другой вид	1	1
426	единственное что	1	1
427	а по	1	1
428	на этой	2	1
429	совершенно самостоятельные	1	1
430	себя не	1	1
431	говорить не	1	1
432	его в	4	1
433	входит в	1	1
434	заключается в	1	1
435	всех народов	2	1
436	есть не	1	1
437	это не	1	1
438	нельзя считать	2	1
439	было бы	5	1
440	на почве	2	1
441	другом не	1	1
442	части одной	1	1
443	чаще всего	1	1
444	в жизни	1	1
445	с богом	1	1
446	по совершенно	1	1
447	ни в	2	1
448	явствует что	1	1
449	о которых	3	1
450	в какое-то	1	1
451	она и	1	1
452	и сил	1	1
453	этой борьбы	2	1
454	как видно	1	1
455	как и	4	1
456	на одну	1	1
457	не противоречат	1	1
458	должно быть	3	1
459	стать во	1	1
460	быть совершено	1	1
461	и того	1	1
462	одного и	1	1
463	перед собой	1	1
464	с господствующей	1	1
465	произведя коренной	1	1
466	выше что	1	1
467	от своего	1	1
468	в своей	5	1
469	что среди	1	1
470	что такое	2	1
471	таким же	3	1
472	культуры ибо	1	1
473	с виду	3	1
474	что высшей	1	1
475	в такой	1	1
476	в их	4	1
477	фактом что	1	1
478	прийти к	1	1
479	место в	2	1
480	этнических элементов	1	1
481	та культура	1	1
482	должны были	1	1
483	к новой	1	1
484	с какими-нибудь	1	1
485	превратиться в	1	1
486	на такое	1	1
487	их в	2	1
488	необходимо чтобы	1	1
489	для россии	2	1
490	по себе	2	1
491	даже в	1	1
492	от тех	1	1
493	сознании в	1	1
494	всех их	1	1
495	уйти в	1	1
496	народа это	1	1
497	случае эта	1	1
498	что с	2	1
499	из нас	1	1
500	у этих	1	1
501	других существ	1	1
502	на себе	1	1
503	не по	1	1
504	при наличности	1	1
505	из предыдущего	1	1
506	народа к	1	1
507	чтобы стать	1	1
508	иметь в	1	1
509	может только	3	1
510	для творчества	1	1
511	следовательно и	2	1
512	сам уже	1	1
513	казалось бы	1	1
514	данного народа	5	1
515	невозможно но	1	1
516	и весь	1	1
517	которые и	1	1
518	этих последних	1	1
519	христианин во	1	1
520	то у	1	1
521	в сознании	3	1
522	находит себе	1	1
523	только с	2	1
524	такому человеку	1	1
525	но даже	2	1
526	однако это	1	1
527	это два	1	1
528	которое в	1	1
529	могут быть	1	1
530	этот выход	1	1
531	не знаем	1	1
532	как только	1	1
533	должны быть	1	1
534	гения в	1	1
535	в сокровищницу	1	1
536	и надо	1	1
537	истинно верующий	1	1
538	этого и	1	1
539	по возможности	1	1
540	и конечно	1	1
541	не есть	3	1
542	на это	2	1
543	и смотреть	2	1
544	конкретные формы	1	1
545	для себя	2	1
546	с ее	1	1
547	как не	1	1
548	свою очередь	1	1
549	людей в	1	1
550	всего этого	1	1
551	без всякого	1	1
552	в ее	1	1
553	у народов	2	1
554	данном случае	3	1
555	совершенно ясно	1	1
556	живущие в	1	1
557	не произойдет	3	1
558	люди которые	1	1
559	только то	1	1
560	в себя	1	1
561	во главе	2	1
562	это для	1	1
563	идет речь	4	1
564	роль в	1	1
565	выполнению этой	1	1
566	существовать и	1	1
567	или нескольких	2	1
568	до самого	1	1
569	если они	2	1
570	из существующих	1	1
571	единое целое	1	1
572	найти в	1	1
573	ничего подобного	1	1
574	или что	1	1
575	между собой	5	1
576	он сам	3	1
577	собой и	3	1
578	из одного	1	1
579	с ним	2	1
580	стремление к	7	1
581	культура есть	1	1
582	в догматах	1	1
583	и должно	2	1
584	в состав	1	1
585	и других	1	1
586	то они	1	1
587	всех существ	1	1
588	настоящее время	2	1
589	одного из	1	1
590	обеих сторон	2	1
591	может не	3	1
592	в вопросах	3	1
593	любви к	2	1
594	до известной	1	1
595	и во	3	1
596	невозможным не	1	1
597	под именем	1	1
598	между нами	1	1
599	переворот во	1	1
600	может явиться	1	1
601	мощным орудием	1	1
602	а потому	5	1
603	именно тем	1	1
604	от этих	1	1
605	стороны русской	1	1
606	не удалось	1	1
607	к сознанию	1	1
608	происходит в	1	1
609	эти последние	1	1
610	оставаясь в	1	1
611	ином виде	1	1
612	европейской цивилизации	2	1
613	и прежде	1	1
614	сделать это	2	1
615	обе эти	1	1
616	у многих	2	1
617	и культуре	1	1
618	с ними	1	1
619	этот вопрос	2	1
620	друг друга	3	1
621	еще и	1	1
622	в разные	1	1
623	воплощения в	1	1
624	их не	2	1
625	принципиально отличается	1	1
626	представителя данного	2	1
627	земного шара	1	1
628	по воле	2	1
629	не можем	2	1
630	только на	2	1
631	своей природы	1	1
632	есть проблема	1	1
633	борьбы с	1	1
634	определяться не	1	1
635	чтобы он	1	1
636	только тогда	1	1
637	силу этого	1	1
638	с запада	1	1
639	веры и	1	1
640	но совершенно	2	1
641	дает ему	1	1
642	лишь постольку	1	1
643	участие в	2	1
644	конечно нет	1	1
645	мы знаем	1	1
646	несомненно в	1	1
647	к мысли	1	1
648	не так	2	1
649	и их	1	1
650	представить себе	2	1
651	могло бы	1	1
652	чтобы она	2	1
653	не для	1	1
654	богу не	1	1
655	данный народ	2	1
656	бытия и	1	1
657	у него	2	1
658	данной культуры	1	1
659	тем что	3	1
660	тогда как	2	1
661	в очень	1	1
662	господствующее положение	1	1
663	смотря по	1	1
664	которые как	1	1
665	из двух	1	1
666	видно из	1	1
667	ближайшем рассмотрении	1	1
668	чему не	1	1
669	из среды	1	1
670	представляется в	1	1
671	дело при	1	1
672	души и	1	1
673	из таких	1	1
674	культуры к	1	1
675	этой роли	2	1
676	россии а	3	1
677	православная церковь	1	1
678	быть тем	1	1
679	зависит от	2	1
680	черты в	1	1
681	человеческой жизни	1	1
682	на эту	2	1
683	только от	1	1
684	и стать	1	1
685	и германцев	1	1
686	своего престижа	1	1
687	знаем и	1	1
688	ни на	1	1
689	характеру и	1	1
690	хозяйственной жизни	1	1
691	тот факт	2	1
692	в европе	1	1
693	иные чем	1	1
694	с этим	2	1
695	от дьявола	1	1
696	то по	1	1
697	в данном	7	1
698	и за	1	1
699	смысле этого	1	1
700	это есть	2	1
701	если человек	2	1
702	внешней стороны	1	1
703	таких условиях	3	1
704	да и	3	1
705	отношения к	2	1
706	веет от	1	1
707	духом и	1	1
708	при ближайшем	1	1
709	для обеих	2	1
710	разума в	1	1
711	этого слова	1	1
712	предыдущего явствует	1	1
713	культуры мы	1	1
714	сейчас же	1	1
715	и некоторые	1	1
716	является для	1	1
717	такой же	1	1
718	может смотреть	1	1
719	на которой	2	1
720	но это	2	1
721	по образцу	1	1
722	ничего кроме	1	1
723	помнить что	2	1
724	но для	2	1
725	говорить что	1	1
726	важно то	1	1
727	не является	1	1
728	известной степени	1	1
729	которых он	1	1
730	являются не	1	1
731	которых каждый	2	1
732	и состоит	2	1
733	работе по	2	1
734	т.е к	2	1
735	особые исторические	1	1
736	утверждение своей	1	1
737	это как	1	1
738	в настоящее	2	1
739	русских людей	1	1
740	синтеза между	1	1
741	бы в	1	1
742	тем более	1	1
743	ибо в	3	1
744	ни к	7	1
745	его жизнь	1	1
746	все они	3	1
747	указывает на	2	1
748	соединяется с	1	1
749	это учение	2	1
750	к ее	1	1
751	с людьми	1	1
752	может и	1	1
753	о сущности	1	1
754	наконец что	1	1
755	совершенно не	2	1
756	освободится от	1	1
757	заключается главное	1	1
758	культуры в	3	1
759	коренной переворот	1	1
760	вступивших на	1	1
761	есть то	1	1
762	эти элементы	1	1
763	с внешней	1	1
764	человека является	1	1
765	к этой	4	1
766	выходу из	1	1
767	русского гения	1	1
768	для создания	1	1
769	т.е как	1	1
770	в своих	6	1
771	народ с	1	1
772	они не	1	1
