N	2gram	Kanaev_Sov_1	OGranits
125	элемента в	1	2
126	могут быть	2	2
127	в своих	1	2
128	данной области	1	1
129	и это	1	1
130	можно говорить	1	1
131	оно может	1	1
132	же как	1	1
133	своего развития	1	1
134	человека и	1	1
135	функции в	1	1
136	того же	1	1
137	в некоторых	2	1
138	системы но	1	1
139	как известно	2	1
140	уже к	1	1
141	это и	1	1
142	но тем	1	1
143	и есть	2	1
144	здесь и	1	1
145	и до	1	1
146	не имеют	1	1
147	можно было	1	1
148	природа жизнь	1	1
149	здесь нет	1	1
150	осуществляется в	1	1
151	мы имеем	1	1
152	основную методологическую	1	1
153	нуждаются в	1	1
154	когда в	1	1
155	мы в	1	1
156	вопрос о	4	1
157	другое дело	1	1
158	это направление	1	1
159	из одного	2	1
160	по себе	1	1
161	но такая	1	1
162	с ее	1	1
163	в мире	1	1
164	и что	2	1
165	отдельном случае	5	1
166	еще не	3	1
167	элемента т.е	1	1
168	которая нужна	1	1
169	другое именно	1	1
170	в конечном	1	1
171	к нему	1	1
172	на самом	1	1
173	совсем не	1	1
174	но не	1	1
175	или иные	1	1
176	то он	1	1
177	вся эта	1	1
178	природы и	1	1
179	отметить что	1	1
180	нет и	4	1
181	и речи	1	1
182	из готовых	1	1
183	один и	1	1
184	каждом отдельном	5	1
185	которая и	1	1
186	в своем	1	1
187	этот метод	1	1
188	переходит из	1	1
189	один из	1	1
190	через известный	1	1
191	метод в	1	1
192	одной из	1	1
193	этот вопрос	1	1
194	роль играет	1	1
195	собою разумеется	2	1
196	не приходится	1	1
197	или же	2	1
198	со всеми	2	1
199	так в	1	1
200	ни одна	2	1
201	в этой	3	1
202	промежуток времени	1	1
203	остановиться на	1	1
204	в дальнейшем	4	1
205	и тот	1	1
206	конечно не	1	1
207	не можем	7	1
208	и у	1	1
209	только на	1	1
210	перевести его	1	1
211	вследствие этого	1	1
212	первое и	1	1
213	и если	1	1
214	и чисто	1	1
215	всеми ее	1	1
216	что она	3	1
217	не из	1	1
218	именно та	1	1
219	на эту	1	1
220	его и	1	1
221	конечном счете	1	1
222	в виде	2	1
223	как их	1	1
224	в конце	3	1
225	одном случае	1	1
226	но что	1	1
227	отличие от	2	1
228	на этом	2	1
229	входящих в	1	1
230	зрения своего	1	1
231	ее на	2	1
232	это конечно	1	1
233	ни о	1	1
234	категорический ответ	1	1
235	в совершенно	1	1
236	что такой	1	1
237	к другому	1	1
238	мы это	1	1
239	от другой	1	1
240	его в	1	1
241	те или	1	1
242	к которому	1	1
243	в природе	1	1
244	то само	1	1
245	ведь в	1	1
246	в живом	2	1
247	только к	1	1
248	только одно	1	1
249	само собою	3	1
250	для них	1	1
251	нужно сказать	1	1
252	не было	1	1
253	она и	1	1
254	а на	2	1
255	поскольку она	1	1
256	все равно	1	1
257	позиции в	1	1
258	функций и	1	1
259	необходимость в	1	1
260	которой он	2	1
261	все время	1	1
262	отнюдь не	3	1
263	должно быть	1	1
264	такой же	2	1
265	и тогда	1	1
266	историей не	1	1
267	но если	1	1
268	отчасти в	1	1
269	себе в	1	1
270	и особенно	1	1
271	в такой	1	1
272	теперь мы	1	1
273	представление о	1	1
274	и категорический	1	1
275	этот результат	1	1
276	в отличие	2	1
277	к этому	1	1
278	изучаемых явлений	1	1
279	такого рода	2	1
280	известный промежуток	1	1
281	времени не	1	1
282	тем не	2	1
283	и более	1	1
284	их в	4	1
285	два направления	1	1
286	зрения и	1	1
287	что такое	2	1
288	быть и	2	1
289	еще мало	2	1
290	в условиях	5	1
291	но это	1	1
292	о значении	2	1
293	в начале	1	1
294	обратимся к	1	1
295	в то	1	1
296	мысли в	1	1
297	например у	1	1
298	одна из	3	1
299	в науке	2	1
300	которых он	1	1
301	не знаем	2	1
302	уже на	1	1
303	конечно для	1	1
304	при таком	3	1
305	и становится	1	1
306	или в	1	1
307	этой системы	1	1
308	же время	1	1
309	или как	1	1
310	же остается	1	1
311	с понятием	1	1
312	вполне достаточно	1	1
313	нужна для	1	1
314	в новых	2	1
315	общего не	1	1
316	связи с	1	1
317	эти три	1	1
318	в системе	3	1
319	их по	1	1
320	и несколько	1	1
321	не знает	1	1
322	сказать что	1	1
323	ведь именно	1	1
324	связей и	1	1
325	он называет	1	1
326	равно как	1	1
327	и именно	2	1
328	когда мы	3	1
329	с его	1	1
330	только о	1	1
331	развития осуществляется	1	1
332	указать на	1	1
333	же самое	2	1
334	вместе с	4	1
335	этого и	1	1
336	что при	2	1
337	они не	1	1
