N	2gram	Losev_Prob_2	slovoVRo
256	дисциплин в	1	2
257	значение как	2	2
258	самого же	2	2
259	на нем	2	2
260	без всякого	4	2
261	очень важную	1	2
262	этих категорий	1	2
263	в дальнейшем	1	2
264	в другом	1	2
265	здесь как	2	2
266	особенно в	1	2
267	точности и	1	2
268	о нем	2	2
269	и здесь	4	2
270	на него	2	2
271	о том	18	2
272	но мы	3	2
273	или на	1	2
274	может не	1	2
275	слово может	1	2
276	еще более	2	2
277	речь о	1	2
278	что он	4	2
279	это очень	1	2
280	всяком случае	10	2
281	же и	2	2
282	уже в	3	2
283	этого предмета	2	2
284	и чисто	1	2
285	для того	3	2
286	то что	38	2
287	не было	3	2
288	именно как	4	2
289	до сих	4	2
290	именно в	1	2
291	а именно	6	2
292	которых мы	1	2
293	как о	3	2
294	в одно	2	2
295	в связи	5	2
296	входить в	2	2
297	но оно	1	2
298	вместе с	2	2
299	и особенно	2	2
300	здесь уже	1	2
301	требует от	1	2
302	самый этот	1	2
303	как вещь	1	2
304	в данном	10	2
305	если оно	3	2
306	уходит своими	1	2
307	и нет	1	2
308	сих пор	4	2
309	от нас	3	2
310	в более	1	2
311	этих случаях	1	2
312	не знаем	3	2
313	в точном	1	2
314	всем этим	3	2
315	или в	2	2
316	в результате	4	2
317	в языке	15	2
318	и ни	3	2
319	все они	1	2
320	обстоит дело	1	2
321	как слово	1	2
322	только с	2	2
323	работы и	1	2
324	не знает	3	2
325	и внутренне	1	2
326	слова правда	1	2
327	к его	1	2
328	только о	8	2
329	речи как	1	2
330	все что	3	2
331	они не	1	2
332	смысле слова	7	1
333	речь идет	2	1
334	но их	1	1
335	не должны	1	1
336	в движение	1	1
337	только самый	1	1
338	являются такими	1	1
339	пусть не	4	1
340	он может	1	1
341	науки о	1	1
342	и должны	3	1
343	и есть	4	1
344	мы говорим	4	1
345	из самых	2	1
346	по преимуществу	2	1
347	и до	1	1
348	случае оно	1	1
349	все те	1	1
350	от которых	1	1
351	когда это	1	1
352	иметь место	1	1
353	и этот	3	1
354	и литературы	1	1
355	важно для	1	1
356	есть не	6	1
357	на тех	1	1
358	и значение	4	1
359	предмета в	2	1
360	изложения и	1	1
361	и о	4	1
362	мир не	1	1
363	гуманитарных наук	3	1
364	нам в	2	1
365	место в	1	1
366	и переработки	1	1
367	и такой	1	1
368	фигурируют в	1	1
369	слово форма	1	1
370	свой предмет	1	1
371	и заставляет	1	1
372	как не	1	1
373	слово не	1	1
374	к общему	1	1
375	и говорить	1	1
376	литературы и	1	1
377	не нужно	3	1
378	между собой	5	1
379	он сам	3	1
380	первый план	3	1
381	что его	1	1
382	то мы	1	1
383	а следовательно	1	1
384	и главное	1	1
385	различия между	1	1
386	самих себя	1	1
387	друг к	2	1
388	совсем не	7	1
389	то он	1	1
390	к которой	1	1
391	но язык	1	1
392	нельзя говорить	1	1
393	к ним	1	1
394	связанного с	1	1
395	не просто	11	1
396	в едином	1	1
397	характер и	1	1
398	его на	1	1
399	глубоким и	1	1
400	очень трудно	1	1
401	раскрытия так	1	1
402	частей и	1	1
403	могли бы	3	1
404	и свою	2	1
405	или иную	1	1
406	что слово	3	1
407	для которого	1	1
408	в самом	5	1
409	в целом	3	1
410	и самый	4	1
411	в этой	9	1
412	поэтому при	1	1
413	нами в	2	1
414	другом случае	1	1
415	есть вне	1	1
416	и те	1	1
417	на то	6	1
418	если он	1	1
419	человек не	2	1
420	общения с	1	1
421	смыслом и	1	1
422	вообще не	4	1
423	что она	4	1
424	по самому	3	1
425	время и	2	1
426	но именно	4	1
427	и только	4	1
428	говорили в	2	1
429	и еще	1	1
430	не значит	2	1
431	речи в	1	1
432	раз это	1	1
433	значение может	1	1
434	в корне	2	1
435	и сам	2	1
436	и по	3	1
437	сфере а	1	1
438	с собой	1	1
439	как таковое	1	1
440	и специфическое	1	1
441	русском языке	2	1
442	в каждом	1	1
443	подход к	1	1
444	смысле в	1	1
445	с носителем	1	1
446	об этом	2	1
447	к другу	2	1
448	а его	1	1
449	на этой	2	1
450	говорить не	1	1
451	ни при	1	1
452	знает что	2	1
453	это было	2	1
454	те или	7	1
455	должен был	1	1
456	и тем	4	1
457	не соответствует	1	1
458	ведь если	4	1
459	здесь нет	1	1
460	но уже	5	1
461	он является	2	1
462	о которых	3	1
463	и представить	2	1
464	все равно	3	1
465	несмотря на	3	1
466	соответствующего ему	1	1
467	может идти	1	1
468	такой же	1	1
469	имеющая своей	1	1
470	сосредоточиться на	3	1
471	на первый	4	1
472	все элементы	1	1
473	другим и	1	1
474	сказать так	1	1
475	лежат в	1	1
476	в такой	2	1
477	и без	5	1
478	самого человека	1	1
479	прийти к	2	1
480	часто не	1	1
481	мы говорили	1	1
482	мысли и	2	1
483	от его	2	1
484	должны были	3	1
485	мы теперь	1	1
486	заставляет нас	2	1
487	но во	1	1
488	тем не	12	1
489	есть именно	5	1
490	далека от	1	1
491	как от	1	1
492	возможно только	2	1
493	она или	1	1
494	вещей и	1	1
495	в таких	3	1
496	если нет	1	1
497	глубокое но	1	1
498	о значении	3	1
499	человека но	2	1
500	с которой	3	1
501	самого начала	2	1
502	не о	6	1
503	и способы	1	1
504	каких условиях	1	1
505	и притом	3	1
506	на себе	1	1
507	и два	1	1
508	иметь в	1	1
509	их значение	1	1
510	значение этого	2	1
511	и уже	1	1
512	здесь может	1	1
513	следовательно и	1	1
514	человека от	1	1
515	о форме	1	1
516	элемент в	1	1
517	ничего не	10	1
518	это то	5	1
519	а во	1	1
520	по своей	1	1
521	самому своему	2	1
522	это слово	1	1
523	глубину и	1	1
524	можем здесь	1	1
525	эти три	1	1
526	не столь	2	1
527	его внутренней	1	1
528	во все	2	1
529	языке и	4	1
530	говорят в	1	1
531	самостоятельности и	1	1
532	лежит в	1	1
533	если же	3	1
534	как только	3	1
535	числе и	2	1
536	и отдельных	1	1
537	глубокое и	1	1
538	содержанием и	1	1
539	анализа и	3	1
540	символа то	1	1
541	что при	4	1
542	утверждать что	2	1
543	почве только	1	1
544	этот путь	1	1
545	символа в	2	1
546	и это	5	1
547	некоторой степени	1	1
548	и самое	1	1
549	как они	2	1
550	своим языком	1	1
551	к языковой	1	1
552	то она	1	1
553	в виду	8	1
554	исторических дисциплин	1	1
555	как один	1	1
556	всего этого	1	1
557	нет никакой	2	1
558	определенный и	1	1
559	с самого	3	1
560	на том	3	1
561	и которые	2	1
562	и глубины	1	1
563	еще в	2	1
564	глубокие и	1	1
565	собой только	1	1
566	отношение может	1	1
567	поэтому в	1	1
568	к языку	1	1
569	не на	1	1
570	образом в	1	1
571	как понимать	1	1
572	другими словами	6	1
573	определенным образом	2	1
574	никак не	11	1
575	с другим	1	1
576	и что	13	1
577	иное значение	1	1
578	можно сказать	6	1
579	нас в	3	1
580	мы понимаем	1	1
581	всех своих	1	1
582	смысле говорить	1	1
583	это может	1	1
584	предмет для	1	1
585	или иные	3	1
586	тем или	1	1
587	смысле не	1	1
588	тем как	1	1
589	произносимых им	1	1
590	во всей	1	1
591	вообще и	2	1
592	и популярность	1	1
593	нашла в	1	1
594	в ту	1	1
595	о предмете	2	1
596	и следовательно	4	1
597	и об	1	1
598	говорить только	2	1
599	и она	1	1
600	в изменении	1	1
601	языка мы	1	1
602	несколько иначе	1	1
603	как объект	1	1
604	на те	1	1
605	того что	12	1
606	как тема	1	1
607	всегда в	1	1
608	степени его	1	1
609	слов или	1	1
610	всякого рода	4	1
611	одной из	1	1
612	в какой	1	1
613	друг друга	1	1
614	им слов	1	1
615	и действительно	2	1
616	не имеющих	2	1
617	специфическое содержание	1	1
618	никак нельзя	3	1
619	между этими	2	1
620	и ее	2	1
621	xix и	1	1
622	здесь с	1	1
623	в качестве	2	1
624	действует но	1	1
625	есть чисто	1	1
626	с нею	2	1
627	своей целью	1	1
628	не можем	4	1
629	так можно	1	1
630	говорить об	3	1
631	только на	9	1
632	понимать и	1	1
633	быть весьма	1	1
634	значение и	8	1
635	оно в	1	1
636	а это	3	1
637	это требует	1	1
638	и соответствующего	1	1
639	сказать мы	1	1
640	представить себе	4	1
641	в известной	1	1
642	сами по	2	1
643	в пространстве	1	1
644	и со	1	1
645	в конце	7	1
646	но повторяем	1	1
647	не для	1	1
648	с этими	2	1
649	мы можем	6	1
650	случае не	4	1
651	как такового	2	1
652	как раз	8	1
653	тем что	4	1
654	при их	1	1
655	моментам в	2	1
656	говорим о	3	1
657	не грубо	1	1
658	в общественном	1	1
659	или иначе	6	1
660	о каком-нибудь	1	1
661	нашем случае	1	1
662	это необходимо	2	1
663	мы еще	3	1
664	могут иметь	1	1
665	что не	5	1
666	вещь и	2	1
667	говорит о	1	1
668	должно быть	2	1
669	к сожалению	6	1
670	превращается в	1	1
671	в подлинном	1	1
672	а на	1	1
673	а наоборот	1	1
674	и осуществляется	1	1
675	однако и	1	1
676	другой стороны	5	1
677	все время	1	1
678	отнюдь не	5	1
679	слова слово	1	1
680	ведь для	1	1
681	более глубокое	1	1
682	мира в	1	1
683	ближе к	1	1
684	определенными и	1	1
685	для этой	1	1
686	язык для	1	1
687	все более	1	1
688	мышлением и	1	1
689	в частности	5	1
690	слова то	3	1
691	говорить здесь	2	1
692	в рамках	1	1
693	даже не	3	1
694	только его	3	1
695	самой действительности	1	1
696	нет ни	1	1
697	мы опять	1	1
698	он говорит	1	1
699	какой мере	1	1
700	или иного	5	1
701	в литературе	1	1
702	быть только	3	1
703	да и	10	1
704	для понимания	1	1
705	поэтому когда	1	1
706	слова есть	1	1
707	на пути	1	1
708	в условиях	2	1
709	эти элементы	2	1
710	при условии	6	1
711	того или	7	1
712	и таким	1	1
713	себе все	1	1
714	более и	1	1
715	тех или	3	1
716	не является	7	1
717	и времени	2	1
718	тем и	1	1
719	сознания и	2	1
720	человека это	1	1
721	особого рода	1	1
722	и смысл	1	1
723	вообще в	1	1
724	этот языковой	1	1
725	разной степени	1	1
726	но зато	2	1
727	же в	1	1
728	же предмет	1	1
729	но всегда	1	1
730	в системе	2	1
731	менее в	1	1
732	языковые связи	1	1
733	к самому	1	1
734	здесь только	3	1
735	такой степени	1	1
736	нами не	4	1
737	только как	3	1
738	здесь о	2	1
739	но этот	1	1
740	бы быть	1	1
741	смысл в	1	1
742	в отдельности	1	1
743	что под	2	1
744	кстати сказать	1	1
745	свои слова	1	1
746	или точнее	3	1
747	что такое	18	1
748	частности в	2	1
749	в своих	3	1
750	пространстве и	2	1
751	и языковой	1	1
752	только не	3	1
753	вносит в	1	1
754	каждое слово	1	1
755	к этому	1	1
756	том числе	2	1
757	гораздо более	4	1
758	слова это	2	1
