N	2gram	Losev_Dial_4	Poddanst
136	как на	1	2
137	равным образом	1	1
138	также и	4	1
139	же как	1	1
140	и через	1	1
141	но чтобы	1	1
142	и веры	2	1
143	и то	3	1
144	которая хотя	1	1
145	в себя	5	1
146	к жизни	3	1
147	идет речь	4	1
148	к смерти	1	1
149	уяснить себе	1	1
150	должна быть	7	1
151	собственном смысле	2	1
152	чтобы дать	1	1
153	те же	1	1
154	по природе	1	1
155	приближением к	1	1
156	и само	2	1
157	как таковую	1	1
158	бы что	1	1
159	что уже	2	1
160	для этого	2	1
161	в собственном	3	1
162	ними как	1	1
163	находится в	2	1
164	оно есть	4	1
165	с ее	10	1
166	и ее	8	1
167	в некотором	1	1
168	и здесь	1	1
169	может не	1	1
170	он пришел	1	1
171	и что	9	1
172	как таковые	1	1
173	еще не	4	1
174	были бы	1	1
175	и на	5	1
176	она всегда	4	1
177	мира а	1	1
178	вечности и	1	1
179	или все	1	1
180	с его	5	1
181	смысле не	1	1
182	жить и	1	1
183	задача –	1	1
184	результат этого	1	1
185	более как	1	1
186	что и	6	1
187	отличие от	2	1
188	не просто	7	1
189	и чем	2	1
190	них в	1	1
191	интеллигенции и	2	1
192	мы хотим	2	1
193	в истории	3	1
194	судить по	1	1
195	вот как	2	1
196	– но	1	1
197	в современной	1	1
198	мысль и	1	1
199	все же	2	1
200	этой последней	1	1
201	мы видим	4	1
202	сфер и	1	1
203	и простую	1	1
204	веры в	1	1
205	бы из	1	1
206	и движение	1	1
207	и такое	1	1
208	в самом	2	1
209	только то	1	1
210	но как	2	1
211	в которой	2	1
212	во времени	1	1
213	бы и	3	1
214	что это	13	1
215	их не	1	1
216	не поможет	1	1
217	вобрать в	1	1
218	из этих	2	1
219	если мы	5	1
220	в окружающем	1	1
221	именно на	1	1
222	история и	2	1
223	себя в	2	1
224	в известном	1	1
225	теорий и	1	1
226	реальное и	2	1
227	только один	1	1
228	уже в	1	1
229	говорить об	2	1
230	на то	5	1
231	если он	1	1
232	в наших	1	1
233	положение что	1	1
234	как оно	1	1
235	и знать	1	1
236	веры и	6	1
237	религия есть	1	1
238	интеллигенции как	1	1
239	т д	15	1
240	к миру	1	1
241	только к	1	1
242	выражена в	1	1
243	есть как	1	1
244	одно из	1	1
245	есть та	1	1
246	идеи и	4	1
247	не как	4	1
248	так раскрывается	1	1
249	очень и	1	1
250	себе слой	1	1
251	что каждая	1	1
252	чтобы в	1	1
253	мы можем	3	1
254	чтобы это	3	1
255	самосознание и	1	1
256	ему на	1	1
257	и только	2	1
258	само по	4	1
259	и по	2	1
260	окружающем ее	1	1
261	прежде чем	2	1
262	одно и	1	1
263	для философии	1	1
264	от нее	3	1
265	бы это	1	1
266	других же	1	1
267	связанные с	1	1
268	без того	3	1
269	не были	1	1
270	возможно что	1	1
271	ней и	1	1
272	или иной	1	1
273	т н	2	1
274	ясно что	11	1
275	его в	1	1
276	в душе	1	1
277	и тех	2	1
278	везде и	1	1
279	времени так	1	1
280	совершенно ясно	2	1
281	бы эти	1	1
282	весь мир	2	1
283	было и	1	1
284	в природе	3	1
285	о личности	10	1
286	что не	3	1
287	в это	1	1
288	но есть	1	1
289	каком смысле	1	1
290	них и	1	1
291	мы попали	1	1
292	церковь и	1	1
293	суть формы	1	1
294	в этой	4	1
295	идеи в	2	1
296	на основании	3	1
297	признавать что	1	1
298	как и	7	1
299	и уже	4	1
300	как ни	1	1
301	в свете	5	1
302	и я	1	1
303	ведет к	1	1
304	у т	1	1
305	воля и	1	1
306	нисколько не	2	1
307	и еще	1	1
308	всемирной истории	1	1
309	рассматривать с	1	1
310	что если	3	1
311	и при	2	1
312	бытия как	1	1
313	в которые	1	1
314	так же	4	1
315	уже невозможно	1	1
316	из мира	1	1
317	что именно	7	1
318	место в	1	1
319	одна сторона	1	1
320	в отличие	1	1
321	знаем что	1	1
322	бы мы	1	1
323	в данном	3	1
324	вопрос о	2	1
325	сравнению с	2	1
326	он будет	1	1
327	и питаются	1	1
328	можно говорить	2	1
329	науки и	2	1
330	думается что	1	1
331	что было	2	1
332	эти последние	1	1
333	как к	1	1
334	и более	1	1
335	или что	2	1
336	того кто	1	1
337	в предыдущем	3	1
338	в древней	1	1
339	которая ни	1	1
340	и вся	1	1
341	и очень	1	1
342	время есть	2	1
343	от тех	1	1
344	нет никакого	3	1
345	что есть	2	1
346	и –	9	1
347	ее нужно	1	1
348	чем то	1	1
349	что эта	2	1
350	с которой	1	1
351	она не	4	1
352	что с	2	1
353	иной раз	3	1
354	есть прежде	3	1
355	но для	2	1
356	тогда когда	5	1
357	этом смысле	4	1
358	она должна	2	1
359	своего существования	1	1
360	только мы	2	1
361	с и	1	1
362	можно судить	2	1
363	того чтобы	5	1
364	– все	3	1
365	та или	3	1
366	она может	1	1
367	не имеет	14	1
368	никогда не	2	1
369	наука и	1	1
370	и всегда	1	1
371	в результате	6	1
372	о котором	1	1
373	чтобы понять	1	1
374	иного и	2	1
375	находятся в	1	1
376	или иная	2	1
377	не более	1	1
378	и притом	3	1
379	и которая	1	1
380	что жизнь	1	1
381	полноты и	1	1
382	что по	2	1
383	другой стороны	2	1
384	только что	2	1
385	пусть в	1	1
386	и теперь	1	1
387	значило бы	1	1
388	давно уже	1	1
389	на фоне	1	1
390	нет ничего	6	1
391	в каком	5	1
392	конечно и	1	1
393	из тех	1	1
394	в философии	1	1
395	именно о	4	1
396	знаем и	1	1
397	является и	1	1
398	и именно	2	1
399	относиться к	1	1
400	что все	4	1
401	есть и	3	1
402	ли не	1	1
403	не верить	1	1
404	что то	1	1
405	что оно	7	1
406	всего что	1	1
407	мы отнюдь	1	1
408	ни на	6	1
409	видим в	2	1
410	не есть	40	1
411	вместе с	2	1
412	которого невозможно	1	1
413	во всяком	2	1
414	гораздо более	1	1
415	и личности	1	1
