N	2gram	Potebnia_M_1	Freidism
205	для жизни	1	2
206	видели что	1	2
207	но как	3	2
208	с которыми	1	2
209	ответ на	1	2
210	себе и	1	2
211	относится к	3	2
212	же с	7	2
213	дает нам	1	2
214	что как	3	2
215	в своем	3	2
216	сознания в	2	2
217	от этого	1	2
218	что это	3	2
219	в нашем	1	2
220	человек не	1	2
221	с чувством	1	2
222	что она	1	2
223	их в	1	2
224	но все	2	2
225	сознание и	1	2
226	них не	2	2
227	при помощи	2	2
228	это было	1	2
229	это не	7	2
230	в свой	1	2
231	же объясняется	1	2
232	только о	1	2
233	жизни то	1	2
234	его все	1	2
235	и уже	1	2
236	жизни но	1	2
237	том что	16	2
238	в эту	1	2
239	но если	2	2
240	и при	3	2
241	в их	2	2
242	сих пор	1	2
243	на другую	1	2
244	возможно только	5	2
245	в отношении	1	2
246	в таких	2	2
247	что с	1	2
248	но для	1	2
249	в науке	1	2
250	и притом	4	2
251	к этим	1	2
252	быть отнесено	1	2
253	не нуждается	2	2
254	в самых	1	2
255	в нас	7	2
256	для всего	1	2
257	только не	2	2
258	тем не	6	2
259	и теперь	1	2
260	из того	2	2
261	этом отношении	1	2
262	в области	1	2
263	все то	2	2
264	когда мы	2	2
265	должны быть	7	2
266	что оно	2	2
267	это содержание	1	2
268	оно не	3	2
269	для себя	3	2
270	и самое	2	2
271	из всего	1	2
272	период развития	1	2
273	в виду	2	2
274	роль в	1	2
275	продолжает жить	1	2
276	не исчерпывается	1	2
277	и вообще	3	2
278	стремление к	2	2
279	воли и	1	2
280	о нем	1	2
281	в другом	1	2
282	притом в	1	2
283	до сих	1	2
284	необходим для	1	2
285	нуждается в	2	2
286	что и	6	2
287	во всей	1	2
288	которые он	1	2
289	во внутренней	3	2
290	что бы	2	2
291	всего этого	1	2
292	и об	1	2
293	мир в	1	2
294	как ее	1	2
295	на которой	1	2
296	мы видим	4	2
297	проникнуть в	1	2
298	в какой	1	2
299	для нее	2	2
300	с одной	3	2
301	для всех	5	2
302	не можем	2	2
303	уже в	1	2
304	только на	3	2
305	ни было	2	2
306	из них	1	2
307	а потому	10	2
308	в прошлом	1	2
309	с этими	1	2
310	заметить что	2	2
311	рядом с	1	2
312	и даже	4	2
313	влияние на	2	2
314	с другой	7	2
315	который необходим	1	2
316	в психологии	1	2
317	ничем не	1	2
318	одной стороны	3	2
319	более того	1	2
320	зависит от	5	2
321	а не	21	2
322	что мы	4	2
323	речи и	10	2
324	душевной жизни	9	2
325	так же	5	2
326	самого себя	4	2
327	чувства и	13	2
328	в развитии	1	2
329	все наше	1	2
330	представления но	1	2
331	только для	3	2
332	и таким	1	2
333	к другим	2	2
334	не существует	2	2
335	для нас	9	2
336	все они	2	2
337	да и	1	2
338	всех других	1	2
339	и другие	1	2
340	в своих	4	2
341	к этому	1	2
342	как на	3	2
343	они не	1	2
344	мы начнем	1	1
345	и т	6	1
346	не должны	1	1
347	одним из	2	1
348	же как	1	1
349	а из	1	1
350	выражения в	1	1
351	органическое единство	1	1
352	но тем	3	1
353	бы для	1	1
354	жизни мы	1	1
355	показать что	1	1
356	чувства воли	1	1
357	нам кажется	1	1
358	которое мы	2	1
359	собою разумеется	1	1
360	в мыслях	1	1
361	не имеют	5	1
362	с таким	1	1
363	и этот	1	1
364	на явление	1	1
365	их и	2	1
366	а как	2	1
367	полагает что	1	1
368	может даже	1	1
369	и образования	1	1
370	или наоборот	1	1
371	вопрос о	4	1
372	теперь как	1	1
373	в основных	1	1
374	оба эти	1	1
375	на последующую	1	1
376	душевные движения	1	1
377	жизни как	1	1
378	ему в	1	1
379	то это	5	1
380	в целом	2	1
381	же группе	1	1
382	и называют	1	1
383	что можно	3	1
384	единство с	2	1
385	так а	1	1
386	личной и	1	1
387	в каждой	1	1
388	проявляется в	2	1
389	и самого	1	1
390	значение чем	1	1
391	и воля	4	1
392	зрения но	1	1
393	внимание и	1	1
394	что по	3	1
395	относилась к	1	1
396	что его	1	1
397	служит для	2	1
398	основано на	1	1
399	природы и	1	1
400	одним словом	2	1
401	жить и	1	1
402	только потому	3	1
403	друг на	1	1
404	силы и	1	1
405	при исследовании	1	1
406	отличаются от	1	1
407	что они	1	1
408	к сожалению	1	1
409	которые не	2	1
410	эту борьбу	1	1
411	во что	1	1
412	душевных явлений	5	1
413	в истории	7	1
414	вызывает в	1	1
415	вследствие чего	1	1
416	что во	2	1
417	независимо от	6	1
418	общего с	1	1
419	и нет	1	1
420	что когда	1	1
421	в круг	1	1
422	был связан	1	1
423	бы видеть	1	1
424	его к	2	1
425	выделить и	1	1
426	все логические	1	1
427	закона который	1	1
428	в противоположность	1	1
429	и хотя	1	1
430	начало человеческой	1	1
431	психологии и	1	1
432	убеждение что	2	1
433	еще на	1	1
434	новые пути	1	1
435	та же	1	1
436	именно того	1	1
437	которую они	1	1
438	образом и	2	1
439	он в	1	1
440	бы не	6	1
441	одни из	1	1
442	не объясняют	1	1
443	как он	1	1
444	на то	2	1
445	если он	1	1
446	теории и	2	1
447	воли а	2	1
448	т д	4	1
449	единство в	1	1
450	действуют на	1	1
451	всем своем	1	1
452	к каждому	1	1
453	не теряет	1	1
454	чувства в	1	1
455	из него	2	1
456	его от	1	1
457	может перейти	1	1
458	но всегда	2	1
459	без исключения	1	1
460	в нее	1	1
461	не следует	5	1
462	им как	1	1
463	ему возможность	1	1
464	развития к	1	1
465	рождается вместе	2	1
466	не нашел	1	1
467	развития на	1	1
468	входит в	1	1
469	всех народов	1	1
470	и которые	2	1
471	мы на	1	1
472	чтобы все	1	1
473	человека только	1	1
474	окажется что	1	1
475	этом смысле	4	1
476	говоря о	1	1
477	связанная с	1	1
478	должен был	1	1
479	всего человеческого	2	1
480	и тем	3	1
481	нам все	1	1
482	особенно те	1	1
483	тела в	1	1
484	на свои	2	1
485	для них	2	1
486	о которых	2	1
487	далеко не	1	1
488	и совершается	1	1
489	были в	1	1
490	на друга	1	1
491	свои корни	1	1
492	место и	1	1
493	со своими	1	1
494	не всегда	1	1
495	во внимание	3	1
496	переходим к	2	1
497	чем в	2	1
498	можно считать	1	1
499	обратимся к	1	1
500	в один	2	1
501	не мог	3	1
502	какой именно	1	1
503	же методы	1	1
504	таким же	2	1
505	нас не	1	1
506	он должен	2	1
507	и без	3	1
508	мы называем	2	1
509	освободить от	1	1
510	себе а	1	1
511	слова мы	3	1
512	понятно что	1	1
513	в одном	8	1
514	друг другу	3	1
515	по крайней	2	1
516	и эти	1	1
517	так называемое	1	1
518	однако в	4	1
519	себя или	1	1
520	нас к	1	1
521	бы их	1	1
522	и необходимость	2	1
523	если и	2	1
524	между людьми	1	1
525	целом а	1	1
526	это чувство	1	1
527	человека но	1	1
528	и должно	2	1
529	друг друга	5	1
530	это последнее	2	1
531	тогда когда	9	1
532	только из	3	1
533	к новым	2	1
534	не по	4	1
535	это состояние	1	1
536	но вместе	2	1
537	образом в	1	1
538	все без	1	1
539	из других	1	1
540	вытекает из	2	1
541	человека во	1	1
542	дело в	2	1
543	можем ли	1	1
544	на волю	1	1
545	человек как	1	1
546	или как	1	1
547	этих последних	3	1
548	к ней	2	1
549	ровно ничего	1	1
550	и чувства	1	1
551	языка который	1	1
552	задолго до	1	1
553	ее присутствие	1	1
554	что на	6	1
555	ли нам	1	1
556	тела и	1	1
557	точке зрения	2	1
558	необходимости в	2	1
559	похожи на	1	1
560	от их	1	1
561	из глубины	2	1
562	в телесном	1	1
563	мысли притом	1	1
564	сходство с	1	1
565	его с	2	1
566	отказаться от	1	1
567	на это	1	1
568	если же	5	1
569	требованиям и	1	1
570	о том	2	1
571	и это	3	1
572	он ищет	1	1
573	теории бессознательного	1	1
574	своего развития	1	1
575	то она	2	1
576	но при	3	1
577	упомянуть только	1	1
578	на другой	1	1
579	совершенно ясно	1	1
580	ни стало	1	1
581	мысль о	2	1
582	действия и	1	1
583	то время	1	1
584	и требуют	1	1
585	дано в	1	1
586	таком виде	2	1
587	мы только	1	1
588	в мире	3	1
589	переход к	1	1
590	на нее	1	1
591	времени и	2	1
592	не с	1	1
593	больше в	1	1
594	мог бы	2	1
595	теряет своей	1	1
596	общие для	1	1
597	увидим что	4	1
598	само себя	1	1
599	в результате	1	1
600	мы в	2	1
601	этом месте	1	1
602	и постоянно	1	1
603	из одного	3	1
604	остановимся на	1	1
605	на язык	7	1
606	ничего не	1	1
607	все его	1	1
608	связанное с	2	1
609	из основных	2	1
610	познания и	2	1
611	на все	2	1
612	то есть	42	1
613	внимание на	1	1
614	язык и	5	1
615	делает возможным	1	1
616	утверждает что	2	1
617	мысль не	1	1
618	после того	1	1
619	аналогии с	1	1
620	там же	9	1
621	затем в	1	1
622	и во	3	1
623	уже при	1	1
624	от них	1	1
625	которые мы	5	1
626	какие мы	1	1
627	понимания в	1	1
628	этим путем	1	1
629	что человек	5	1
630	крайней мере	2	1
631	на те	1	1
632	организма в	1	1
633	а его	3	1
634	психология как	1	1
635	слов и	4	1
636	и следовательно	2	1
637	к сознанию	2	1
638	в лице	1	1
639	не зная	2	1
640	тело и	1	1
641	к которому	3	1
642	но так	1	1
643	от законов	1	1
644	то направление	1	1
645	к различным	1	1
646	которым мы	1	1
647	к делу	1	1
648	дело с	1	1
649	во всем	4	1
650	к нашему	1	1
651	которое должно	1	1
652	быть сведены	1	1
653	его образования	1	1
654	поэтому и	1	1
655	в обществе	1	1
656	бы ни	4	1
657	отдельных лиц	2	1
658	какой степени	1	1
659	есть в	2	1
660	судить о	3	1
661	с нею	4	1
662	для других	1	1
663	то и	7	1
664	в виде	1	1
665	различия в	2	1
666	непрестанное движение	1	1
667	по выражению	1	1
668	и других	4	1
669	уже с	2	1
670	одно из	3	1
671	не так	3	1
672	слова в	2	1
673	наука о	1	1
674	прибавить что	1	1
675	само собою	2	1
676	на душу	3	1
677	будет только	1	1
678	может служить	1	1
679	из одной	1	1
680	бытия и	3	1
681	как будто	2	1
682	тем что	9	1
683	примыкает к	1	1
684	менее он	1	1
685	даже и	2	1
686	перейти к	2	1
687	других обстоятельствах	1	1
688	и только	2	1
689	фактов то	1	1
690	она вполне	1	1
691	в другой	3	1
692	без того	1	1
693	представляется в	1	1
694	если признать	1	1
695	от удовлетворения	1	1
696	на них	1	1
697	именно в	1	1
698	стороны он	1	1
699	в каких	1	1
700	такое же	1	1
701	в ребенке	1	1
702	представление может	1	1
703	только по	2	1
704	превращается в	1	1
705	человеческого рода	1	1
706	а на	1	1
707	или другими	1	1
708	человек в	1	1
709	в слове	8	1
710	м ы	1	1
711	там где	4	1
712	дальнейшей жизни	1	1
713	так называемых	1	1
714	имея в	1	1
715	этих сил	1	1
716	при его	1	1
717	для самого	1	1
718	или по	1	1
719	выводится из	1	1
720	перейти в	1	1
721	рождаются в	2	1
722	влияния на	1	1
723	который мы	1	1
724	на которое	1	1
725	такого рода	1	1
726	смысле этого	1	1
727	отношения человека	1	1
728	что всякое	1	1
729	души на	3	1
730	и там	1	1
731	ко всему	1	1
732	даже с	2	1
733	в легкие	1	1
734	быть не	4	1
735	этого слова	1	1
736	и формы	1	1
737	бытия с	1	1
738	болезнь и	1	1
739	на борьбу	1	1
740	в смысле	4	1
741	остается в	1	1
742	под влиянием	2	1
743	противоположных по	1	1
744	и нравственные	1	1
745	от особенностей	1	1
746	его душе	1	1
747	основанная на	1	1
748	потому не	1	1
749	но на	2	1
750	об отношении	3	1
751	человека для	1	1
752	души а	2	1
753	он по	1	1
754	и мыслях	1	1
755	ее и	1	1
756	же предмета	1	1
757	но эти	2	1
758	души в	1	1
759	организм все	1	1
760	находит свое	1	1
761	бы в	4	1
762	еще более	2	1
763	тем более	2	1
764	будто бы	1	1
765	мысль в	2	1
766	существует ли	1	1
767	и предметом	1	1
768	же в	2	1
769	в различных	1	1
770	в том	26	1
771	любовь и	1	1
772	время когда	1	1
773	к ее	1	1
774	сила в	1	1
775	если будем	1	1
776	нам не	1	1
777	нет ничего	2	1
778	этим явлениям	1	1
779	это все	1	1
780	весь мир	1	1
781	из внутреннего	1	1
782	при других	3	1
783	но можно	1	1
784	равно как	1	1
785	их с	1	1
786	имеет место	2	1
787	жизни а	1	1
788	по которой	1	1
789	из этого	2	1
790	на ней	1	1
791	это так	1	1
