N	2gram	Tiupa_Vved_1	Literetu
511	а вот	1	1
512	неизвестен и	1	1
513	во внутреннем	1	1
514	в эпилоге	1	1
515	что есть	1	1
516	произведения как	1	1
517	мира не	2	1
518	как о	2	1
519	он говорил	1	1
520	не имеет	2	1
521	текста и	3	1
522	человеческого присутствия	3	1
523	у кого	1	1
524	во время	1	1
525	и сама	1	1
526	на него	2	1
527	субъект а	1	1
528	художественном тексте	1	1
529	говорить о	2	1
530	о них	3	1
531	его участников	2	1
532	но только	1	1
533	это мы	1	1
534	на котором	1	1
535	была выявлена	1	1
536	к подлинному	1	1
537	и соответственно	2	1
538	из четырех	1	1
539	имеем дело	3	1
540	а во	1	1
541	и мире	2	1
542	другой стороны	2	1
543	он достаточно	1	1
544	и жестами	1	1
545	для нас	2	1
546	принципиальная особенность	2	1
547	ироническую дистанцию	1	1
548	с автором	1	1
549	только с	1	1
550	кино и	1	1
551	все то	1	1
552	фразе текста	1	1
553	и времени	2	1
554	мы узнаем	1	1
555	центральным событием	1	1
556	и другим	1	1
557	имеет место	4	1
558	рецептивного сознаний	1	1
559	рецептивного сознания	2	1
560	рамках которого	1	1
561	году в	1	1
562	следует отнести	1	1
563	из их	1	1
564	звеном которой	1	1
565	как мы	3	1
566	свою очередь	4	1
567	этом ракурсе	1	1
568	текст не	1	1
569	повседневного существования	1	1
570	и от	2	1
571	по сути	2	1
572	так в	4	1
573	мысль о	1	1
574	типа однако	1	1
575	в произведении	1	1
576	сознания с	1	1
577	свету остается	1	1
578	и иные	1	1
579	как с	1	1
580	литературная классика	1	1
581	что может	1	1
582	или в	1	1
583	мог бы	1	1
584	участия в	2	1
585	результат а	1	1
586	в кино	2	1
587	и мыслится	1	1
588	строго говоря	2	1
589	он остается	1	1
590	в третьем	1	1
591	никогда и	1	1
592	с текстом	1	1
593	предсмертном бреду	1	1
594	сути своей	1	1
595	в состав	4	1
596	и т.д	5	1
597	на художественную	1	1
598	при котором	1	1
599	никак не	2	1
600	и что	1	1
601	его жизни	1	1
602	ищет и	1	1
603	можно сказать	4	1
604	и который	1	1
605	в значительной	1	1
606	становится лишь	1	1
607	на основе	1	1
608	самому себе	1	1
609	по слову	1	1
610	не умеет	1	1
611	к нему	1	1
612	в евгении	1	1
613	во всех	2	1
614	том или	1	1
615	путь к	1	1
616	которых в	1	1
617	от них	1	1
618	его существования	1	1
619	толстой в	1	1
620	не поглощает	1	1
621	во всей	1	1
622	что же	3	1
623	крайней мере	1	1
624	вслед за	2	1
625	наконец в	1	1
626	герой нашего	1	1
627	в художественной	1	1
628	очевидным образом	2	1
629	субъекта автора	1	1
630	чеховского рассказа	3	1
631	вся жизнь	1	1
632	это всегда	1	1
633	в жизнь	1	1
634	второй план	1	1
635	в литературе	2	1
636	что художественное	1	1
637	быть названа	1	1
638	жизни его	1	1
639	слов или	2	1
640	тот же	1	1
641	сколь бы	1	1
642	в какой	4	1
643	гораздо более	1	1
644	может оказаться	1	1
645	было и	1	1
646	маленькой трилогии	1	1
647	смерти как	1	1
648	впрочем и	1	1
649	тексте смысла	1	1
650	между этими	1	1
651	силу его	1	1
652	этого рассказа	1	1
653	по большей	3	1
654	с какой	1	1
655	по воле	2	1
656	со своим	1	1
657	оказывается в	1	1
658	теперь уже	2	1
659	не можем	2	1
660	и у	1	1
661	вернуться к	1	1
662	оно в	1	1
663	первого лица	1	1
664	в виде	1	1
665	свидетельствует о	4	1
666	собственного текста	1	1
667	кажется что	1	1
668	современного ребенка	1	1
669	впрочем как	1	1
670	неотождествимого с	1	1
671	классика xix	1	1
672	что будет	1	1
673	не так	1	1
674	субъект эстетический	1	1
675	равной степени	1	1
676	осипа мандельштама	1	1
677	слова в	2	1
678	в котором	8	1
679	представлений о	1	1
680	в одном	1	1
681	свидетельствует об	1	1
682	смертью по	1	1
683	не о	2	1
684	может служить	4	1
685	отношении к	1	1
686	и бесконечно	1	1
687	читателем в	1	1
688	хх столетия	1	1
689	человек как	1	1
690	или ином	1	1
691	представляют собой	3	1
692	аналог действительного	1	1
693	в финале	2	1
694	в.т и	1	1
695	что и	2	1
696	невозможно да	1	1
697	не поддается	1	1
698	может и	1	1
699	как субъект	2	1
700	если говорить	1	1
701	сюда же	1	1
702	особенность художественной	1	1
703	с той	1	1
704	может показаться	1	1
705	бытия в	2	1
706	а с	2	1
707	мира это	2	1
708	посредством текста	2	1
709	картину мира	3	1
710	рода не	1	1
711	в соответствии	6	1
712	а на	2	1
713	рассказа о	2	1
714	до конца	3	1
715	в рассказе	6	1
716	и жизни	1	1
717	однако и	2	1
718	легко и	1	1
719	сколько в	1	1
720	человек в	1	1
721	перекликается с	1	1
722	только от	1	1
723	в бытии	1	1
724	сознания субъекта	1	1
725	принадлежности к	1	1
726	как утверждал	1	1
727	проникновения в	2	1
728	за обедом	2	1
729	который известен	1	1
730	и если	1	1
731	зрелого чеховского	1	1
732	этим сознанием	1	1
733	язык а	1	1
734	с общей	1	1
735	себе самому	1	1
736	текста в	3	1
737	однако для	1	1
738	мир персонажей	1	1
739	в особенности	1	1
740	жизни но	1	1
741	к своему	1	1
742	установкой на	2	1
743	всегда всему	1	1
744	создается не	2	1
745	в той	4	1
746	восприятия а	1	1
747	и на	3	1
748	бытия однако	1	1
749	на эту	1	1
750	в ответ	1	1
751	в мир	1	1
752	воспринимающем сознании	1	1
753	в первой	1	1
754	конвергенции схождения	1	1
755	взаимодействия субъекта	1	1
756	на свете	1	1
757	ко мне	1	1
758	евгении онегине	1	1
759	действительной жизни	1	1
760	с ее	1	1
761	столько в	1	1
762	и о	1	1
763	той мере	2	1
764	в стране	1	1
765	при условии	1	1
766	между прочим	1	1
767	этом и	2	1
768	персонажей как	1	1
769	его становления	1	1
770	уже было	1	1
771	максим максимыч	1	1
772	сознания это	1	1
773	можно назвать	1	1
774	пока еще	4	1
775	себя с	1	1
776	льва толстого	1	1
777	из которых	1	1
778	не имея	1	1
779	но такой	1	1
780	и состоит	1	1
781	при таком	1	1
782	не подлежит	1	1
783	реализуется в	1	1
784	а к	3	1
785	и все	4	1
786	собственно говоря	1	1
787	у них	1	1
788	но зато	1	1
789	надо полагать	1	1
790	только что	1	1
791	или не	2	1
792	в войне	2	1
793	только им	1	1
794	известен только	1	1
795	целый ряд	2	1
796	жизни в	4	1
797	от первого	1	1
798	в свою	4	1
799	в ходе	2	1
800	в романе	6	1
801	между ними	1	1
802	героя и	3	1
803	не знает	1	1
804	сказать что	1	1
805	дискурса она	1	1
806	сознания на	1	1
807	о литературе	1	1
808	из этого	1	1
809	время не	1	1
810	в работах	1	1
811	но эти	1	1
812	собой лишь	1	1
813	к этой	1	1
814	достаточно очевидная	1	1
815	вместе с	1	1
816	он лишь	1	1
817	прийти в	1	1
818	событий в	1	1
819	к этому	2	1
820	значение в	1	1
821	и особенно	1	1
822	все что	3	1
823	от ее	1	1
824	том числе	1	1
825	они не	1	1
